"schoolname","districtname","state_district_id","state_school_id","lat","lon","nces_id"
"BEACON CLASSICAL ACADEMY NATIONAL CITY","NATIONAL ELEMENTARY","68221","132621",32.66786,-117.077671,"062667013824"
"BEAR VALLEY MIDDLE","ESCONDIDO UNION","68098","102590",33.084253,-117.057296,"061288011128"
"BEAUMONT ELEMENTARY","VISTA UNIFIED","68452","6040588",33.197183,-117.223965,"064119006813"
"BELL MIDDLE","SAN DIEGO UNIFIED","68338","6059588",32.688507,-117.038074,"063432005419"
"BELLA MENTE MONTESSORI ACADEMY","VISTA UNIFIED","68452","128223",33.189535,-117.278358,"064119013667"
"BENCHLEY/WEINBERGER ELEMENTARY","SAN DIEGO UNIFIED","68338","6040299",32.794136,-117.032202,"063432005570"
"BERNARDO ELEMENTARY","ESCONDIDO UNION","68098","107870",33.085801,-117.092208,"061288011131"
"BERNARDO HEIGHTS MIDDLE","POWAY UNIFIED","68296","6107460",32.997776,-117.065585,"063153009425"
"BETHUNE K-8","SAN DIEGO UNIFIED","68338","6106173",32.689145,-117.049506,"063432008963"
"BIRD ROCK ELEMENTARY","SAN DIEGO UNIFIED","68338","6039242",32.810807,-117.264151,"063432005421"
"BIRNEY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039259",32.756198,-117.148147,"063432005422"
"BLACK MOUNTAIN MIDDLE","POWAY UNIFIED","68296","6093223",32.969129,-117.125177,"063153004884"
"BLOSSOM VALLEY ELEMENTARY","CAJON VALLEY UNION","67991","6112148",32.861441,-116.84571,"060681003925"
"BOBIER ELEMENTARY","VISTA UNIFIED","68452","6040596",33.22026,-117.247185,"064119006814"
"BONITA VISTA MIDDLE","SWEETWATER UNION HIGH","68411","6059745",32.64888,-117.006095,"063864006474"
"BONITA VISTA SENIOR HIGH","SWEETWATER UNION HIGH","68411","3730405",32.646165,-116.998269,"063864006475"
"BONSALL ELEMENTARY","BONSALL UNIFIED","76851","6037543",33.28717,-117.219221,"060142600516"
"BONSALL HIGH","BONSALL UNIFIED","76851","129320",33.29731,-117.175131,"060142613751"
"BONSALL WEST ELEMENTARY","BONSALL UNIFIED","76851","110122",33.26414,-117.292341,"060142611749"
"BOONE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039267",32.695387,-117.037012,"063432005423"
"BORREGO SPRINGS ELEMENTARY","BORREGO SPRINGS UNIFIED","67983","6037550",33.256197,-116.3472,"060570000517"
"BORREGO SPRINGS HIGH","BORREGO SPRINGS UNIFIED","67983","3730447",33.264957,-116.382811,"060570000518"
"BORREGO SPRINGS MIDDLE","BORREGO SPRINGS UNIFIED","67983","6115315",33.26497,-116.382978,"060570007636"
"BOSTONIA LANGUAGE ACADEMY","CAJON VALLEY UNION","67991","6037576",32.808881,-116.931497,"060681000606"
"BOULDER OAKS ELEMENTARY","ALPINE UNION ELEMENTARY","67967","6109086",32.818781,-116.77765,"060210009696"
"BREEZE HILL ELEMENTARY","VISTA UNIFIED","68452","6110399",33.185251,-117.254584,"064119001248"
"BUENA VISTA ELEMENTARY","CARLSBAD UNIFIED","73551","6037774",33.169819,-117.342622,"060750000708"
"BURBANK ELEMENTARY","SAN DIEGO UNIFIED","68338","6039283",32.70062,-117.138171,"063432005426"
"CABRILLO ELEMENTARY","SAN DIEGO UNIFIED","68338","6039291",32.720793,-117.233465,"063432005427"
"CADMAN ELEMENTARY","SAN DIEGO UNIFIED","68338","6039309",32.822132,-117.215709,"063432005428"
"CAJON PARK ELEMENTARY","SANTEE","68361","6040349",32.864737,-116.971914,"063588006137"
"CAJON VALLEY COMMUNITY DAY","CAJON VALLEY UNION","67991","6117295",32.7961,-116.9547,"060681008589"
"CAJON VALLEY HOME","CAJON VALLEY UNION","67991","6118319",32.805201,-116.866037,"060681008590"
"CAJON VALLEY MIDDLE","CAJON VALLEY UNION","67991","6037584",32.799683,-116.956072,"060681000607"
"CALAVERA HILLS ELEMENTARY","CARLSBAD UNIFIED","73551","6120711",33.173044,-117.291095,"060750010643"
"CALAVERA HILLS MIDDLE","CARLSBAD UNIFIED","73551","107557",33.172787,-117.289909,"060750011402"
"CALIFORNIA AVENUE ELEMENTARY","VISTA UNIFIED","68452","6040604",33.207798,-117.247296,"064119001246"
"CALIFORNIA PACIFIC CHARTER SCHOOLS - SAN DIEGO","WARNER UNIFIED","75416","132472",33.274332,-116.643105,"060004213918"
"CAMARENA (ENRIQUE S.) ELEMENTARY","CHULA VISTA ELEMENTARY","68023","127431",32.62265,-116.957961,"060861013096"
"CAMPO ELEMENTARY","MOUNTAIN EMPIRE UNIFIED","68213","6038681",32.642783,-116.486748,"062610003900"
"CAMPO HIGH (CONTINUATION)","MOUNTAIN EMPIRE UNIFIED","68213","3730934",32.625031,-116.475071,"062610002661"
"CANYON CREST ACADEMY","SAN DIEGUITO UNION HIGH","68346","106328",32.958164,-117.189355,"063438011396"
"CANYON VIEW ELEMENTARY","POWAY UNIFIED","68296","6106520",32.945574,-117.128848,"063153009180"
"CAPRI ELEMENTARY","ENCINITAS UNION ELEMENTARY","68080","6066989",33.075322,-117.288606,"061275001433"
"CARDIFF ELEMENTARY","CARDIFF ELEMENTARY","68007","6037766",33.025119,-117.283818,"060747000707"
"CARLSBAD HIGH","CARLSBAD UNIFIED","73551","3730694",33.163664,-117.329296,"060750000709"
"CARLSBAD SEASIDE ACADEMY","CARLSBAD UNIFIED","73551","3731163",33.157908,-117.329804,"060750008311"
"CARLSBAD VILLAGE ACADEMY","CARLSBAD UNIFIED","73551","3730017",33.157068,-117.340704,"060750000712"
"CARLTON HILLS ELEMENTARY","SANTEE","68361","6040356",32.847601,-116.996045,"063588006138"
"CARLTON OAKS ELEMENTARY","SANTEE","68361","6068159",32.844411,-117.013777,"063588006139"
"CARMEL CREEK ELEMENTARY","SOLANA BEACH ELEMENTARY","68387","6112353",32.951446,-117.22569,"063699003955"
"CARMEL DEL MAR ELEMENTARY","DEL MAR UNION ELEMENTARY","68056","6110696",32.940789,-117.228646,"061074001171"
"CARMEL VALLEY MIDDLE","SAN DIEGUITO UNION HIGH","68346","6117352",32.946988,-117.231772,"063438008307"
"CARRILLO ELEMENTARY","SAN MARCOS UNIFIED","73791","6116206",33.120886,-117.237505,"063488008314"
"CARSON ELEMENTARY","SAN DIEGO UNIFIED","68338","6039341",32.776697,-117.171038,"063432005429"
"CARVER ELEMENTARY","SAN DIEGO UNIFIED","68338","6039358",32.739849,-117.070694,"063432005430"
"CASA DE ORO ELEMENTARY","LA MESA-SPRING VALLEY","68197","6038434",32.747256,-116.973099,"062025002427"
"CASILLAS (JOSEPH) ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6115646",32.629297,-117.010617,"060861007646"
"CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY","VISTA UNIFIED","68452","6069124",33.19013,-117.284839,"064119006816"
"CASTLE PARK ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6037824",32.614249,-117.057098,"060861000856"
"CASTLE PARK MIDDLE","SWEETWATER UNION HIGH","68411","6059752",32.605109,-117.059905,"063864006476"
"CASTLE PARK SENIOR HIGH","SWEETWATER UNION HIGH","68411","3730801",32.606961,-117.051643,"063864006477"
"CENTRAL ELEMENTARY","NATIONAL ELEMENTARY","68221","6038731",32.676074,-117.100996,"062667004042"
"CENTRAL ELEMENTARY","SAN DIEGO UNIFIED","68338","6039366",32.751126,-117.107218,"063432005431"
"CENTRAL ELEMENTARY","SOUTH BAY UNION","68395","6040471",32.578015,-117.106325,"063738006317"
"CENTRAL ELEMENTARY","ESCONDIDO UNION","68098","6038178",33.11852,-117.079774,"061288001451"
"CESAR CHAVEZ MIDDLE","OCEANSIDE UNIFIED","73569","113522",33.24143,-117.302911,"062825011922"
"CHALLENGER MIDDLE","SAN DIEGO UNIFIED","68338","6107056",32.913295,-117.157386,"063432009189"
"CHAPARRAL ELEMENTARY","POWAY UNIFIED","68296","6097216",33.023857,-117.05077,"063153004885"
"CHAPARRAL HIGH","GROSSMONT UNION HIGH","68130","3732559",32.817276,-116.980663,"061623002017"
"CHARTER SCHOOL OF SAN DIEGO","SAN DIEGO UNIFIED","68338","3730959",32.90275,-117.184148,"063432003939"
"CHASE AVENUE ELEMENTARY","CAJON VALLEY UNION","67991","6037592",32.779486,-116.960396,"060681000608"
"CHAVEZ ELEMENTARY","SAN DIEGO UNIFIED","68338","6114300",32.691758,-117.108494,"063432007322"
"CHEROKEE POINT ELEMENTARY","SAN DIEGO UNIFIED","68338","108282",32.747252,-117.111081,"063432011383"
"CHESTERTON ELEMENTARY","SAN DIEGO UNIFIED","68338","6039374",32.793439,-117.162984,"063432005432"
"CHET F. HARRITT ELEMENTARY","SANTEE","68361","6040364",32.831744,-117.018086,"063588006140"
"CHOLLAS/MEAD ELEMENTARY","SAN DIEGO UNIFIED","68338","6039382",32.710361,-117.097592,"063432005433"
"CHRISTA MCAULIFFE ELEMENTARY","OCEANSIDE UNIFIED","73569","6108211",33.199879,-117.307019,"062825009597"
"CHULA VISTA HILLS ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6107775",32.636768,-117.003495,"060861009350"
"CHULA VISTA LEARNING COMMUNITY CHARTER","CHULA VISTA ELEMENTARY","68023","6115778",32.619802,-117.08343,"060861007649"
"CHULA VISTA MIDDLE","SWEETWATER UNION HIGH","68411","6059760",32.634752,-117.086052,"063864006478"
"CHULA VISTA SENIOR HIGH","SWEETWATER UNION HIGH","68411","3731064",32.621737,-117.078342,"063864006479"
"CITY HEIGHTS PREPARATORY CHARTER","SAN DIEGO UNIFIED","68338","124347",32.74664,-117.085711,"063432012961"
"CLAIREMONT HIGH","SAN DIEGO UNIFIED","68338","3731213",32.809381,-117.203671,"063432005434"
"CLARK MIDDLE","SAN DIEGO UNIFIED","68338","6114060",32.740635,-117.100015,"063432007316"
"CLASSICAL ACADEMY","ESCONDIDO UNION","68098","6116776",33.084038,-117.055483,"061288008300"
"CLASSICAL ACADEMY HIGH","ESCONDIDO UNION HIGH","68106","111195",33.1245,-117.080031,"061291011756"
"CLAY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039390",32.763078,-117.058235,"063432005435"
"CLEAR VIEW","CHULA VISTA ELEMENTARY","68023","6109771",32.645346,-117.045275,"060861010307"
"CLOVER FLAT ELEMENTARY","MOUNTAIN EMPIRE UNIFIED","68213","6085054",32.667476,-116.295819,"062610003901"
"COASTAL ACADEMY","OCEANSIDE UNIFIED","73569","101071",33.20733,-117.292821,"062825011265"
"COLLEGE PREPARATORY MIDDLE","MOUNTAIN EMPIRE UNIFIED","68213","121582",32.772594,-117.011134,"062610012759"
"COMMUNITY MONTESSORI CHARTER","DEHESA ELEMENTARY","68049","127167",33.129428,-117.112166,"061071013054"
"CONWAY ELEMENTARY","ESCONDIDO UNION","68098","6038186",33.146702,-117.075103,"061288001452"
"COOK (HAZEL GOES) ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6037881",32.625938,-117.055604,"060861000857"
"CORONADO HIGH","CORONADO UNIFIED","68031","3731478",32.691741,-117.178272,"060987001071"
"CORONADO MIDDLE","CORONADO UNIFIED","68031","6059570",32.694482,-117.179778,"060987001072"
"CORONADO VILLAGE ELEMENTARY","CORONADO UNIFIED","68031","6038053",32.69342,-117.181565,"060987001070"
"CORREIA MIDDLE","SAN DIEGO UNIFIED","68338","6059596",32.748645,-117.231925,"063432005437"
"COTTONWOOD COMMUNITY DAY","MOUNTAIN EMPIRE UNIFIED","68213","3731080",32.73208,-116.492661,"062610007309"
"COUNTY COLLABORATIVE CHARTER","MOUNTAIN EMPIRE UNIFIED","68213","129668",32.73208,-116.492661,"062610013837"
"CRAWFORD HIGH","SAN DIEGO UNIFIED","68338","107177",32.752499,-117.076535,"063432011149"
"CREATIVE PERFORMING AND MEDIA ARTS","SAN DIEGO UNIFIED","68338","3731551",32.836648,-117.182408,"063432010635"
"CREEKSIDE EARLY LEARNING CENTER","ALPINE UNION ELEMENTARY","67967","6118723",32.832225,-116.816036,"060210010375"
"CREEKSIDE ELEMENTARY","POWAY UNIFIED","68296","6117469",32.944254,-117.076413,"063153008598"
"CREST ELEMENTARY","CAJON VALLEY UNION","67991","6037600",32.805201,-116.866037,"060681000609"
"CROWN POINT ELEMENTARY","SAN DIEGO UNIFIED","68338","6039424",32.793167,-117.238575,"063432005440"
"CUBBERLEY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039432",32.801468,-117.126644,"063432005441"
"CURIE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039440",32.855185,-117.202153,"063432005442"
"DAILARD ELEMENTARY","SAN DIEGO UNIFIED","68338","6096879",32.804941,-117.053513,"063432005443"
"DANA","SAN DIEGO UNIFIED","68338","6059604",32.733241,-117.233795,"063432007683"
"DARNALL CHARTER","SAN DIEGO UNIFIED","68338","6039457",32.746997,-117.066966,"063432001220"
"DAVILA DAY","SAN DIEGO COUNTY OFFICE OF EDUCATION","10371","120485",32.635021,-117.087606,"069103012550"
"DE PORTOLA MIDDLE","SAN DIEGO UNIFIED","68338","6106181",32.829592,-117.091272,"063432008964"
"DEER CANYON ELEMENTARY","POWAY UNIFIED","68296","6109300",32.963615,-117.142944,"063153010005"
"DEHESA CHARTER","DEHESA ELEMENTARY","68049","6119564",33.129375,-117.112358,"061071010626"
"DEHESA ELEMENTARY","DEHESA ELEMENTARY","68049","6038095",32.781577,-116.850437,"061071001188"
"DEL DIOS ACADEMY OF ARTS AND SCIENCES","ESCONDIDO UNION","68098","6038194",33.110406,-117.10147,"061288001453"
"DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE","ESCONDIDO UNION HIGH","68106","127241",33.098905,-117.10453,"061291013061"
"DEL MAR HEIGHTS ELEMENTARY","DEL MAR UNION ELEMENTARY","68056","6038111",32.944871,-117.249694,"061074001189"
"DEL MAR HILLS ELEMENTARY","DEL MAR UNION ELEMENTARY","68056","6088983",32.953382,-117.246211,"061074001190"
"DEL NORTE HIGH","POWAY UNIFIED","68296","118935",33.015119,-117.12162,"063153012216"
"DEL RIO ELEMENTARY","OCEANSIDE UNIFIED","73569","6088991",33.256395,-117.295513,"062825004357"
"DEL SUR ELEMENTARY","POWAY UNIFIED","68296","116475",33.018497,-117.140835,"063153012196"
"DESCANSO ELEMENTARY","MOUNTAIN EMPIRE UNIFIED","68213","6038699",32.858942,-116.613573,"062610003902"
"DESIGN 39 CAMPUS","POWAY UNIFIED","68296","129056",33.017927,-117.122588,"063153013729"
"DEWEY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039481",32.74695,-117.207644,"063432005447"
"DIEGO HILLS CHARTER","DEHESA ELEMENTARY","68049","119990",32.760751,-117.066632,"061071012509"
"DIEGO SPRINGS ACADEMY","BORREGO SPRINGS UNIFIED","67983","131144",32.637151,-117.092289,"060570013845"
"DIEGO VALLEY CHARTER","JULIAN UNION ELEMENTARY","68163","124271",32.80057,-116.935311,"061914012880"
"DIEGUENO MIDDLE","SAN DIEGUITO UNION HIGH","68346","6104749",33.058623,-117.242135,"063438008186"
"DINGEMAN ELEMENTARY","SAN DIEGO UNIFIED","68338","6112726",32.933439,-117.091306,"063432005330"
"DISCOVERY CHARTER","CHULA VISTA ELEMENTARY","68023","6111322",32.64186,-117.01632,"060861002633"
"DISCOVERY ELEMENTARY","SAN MARCOS UNIFIED","73791","6114169",33.12768,-117.190564,"063488007353"
"DOUBLE PEAK","SAN MARCOS UNIFIED","73791","131433",33.106094,-117.166058,"063488013965"
"DOYLE ELEMENTARY","SAN DIEGO UNIFIED","68338","6099055",32.862976,-117.22088,"063432005448"
"E. G. GARRISON ELEMENTARY","OCEANSIDE UNIFIED","73569","6069108",33.205495,-117.337244,"062825004359"
"E3 CIVIC HIGH","SAN DIEGO UNIFIED","68338","127647",32.709104,-117.1543,"063432013288"
"EARL WARREN MIDDLE","SAN DIEGUITO UNION HIGH","68346","6061998",32.994249,-117.26305,"063438005575"
"EAST HILLS ACADEMY","SWEETWATER UNION HIGH","68411","115873",32.608083,-116.972286,"063864012173"
"EAST VILLAGE HIGH","SAN DIEGO UNIFIED","68338","118315",32.72055,-117.150501,"063432012303"
"EASTLAKE ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6108492",32.655779,-116.983585,"060861009529"
"EASTLAKE HIGH","SWEETWATER UNION HIGH","68411","3730843",32.641592,-116.968382,"063864001223"
"EASTLAKE MIDDLE","SWEETWATER UNION HIGH","68411","6120968",32.658732,-116.951977,"063864011269"
"EDISON ELEMENTARY","SAN DIEGO UNIFIED","68338","6039499",32.75112,-117.117794,"063432005449"
"EJE ELEMENTARY ACADEMY CHARTER","CAJON VALLEY UNION","67991","108563",32.779929,-116.960421,"060681011124"
"EJE MIDDLE ACADEMY","CAJON VALLEY UNION","67991","119255",32.785007,-116.970311,"060681012409"
"EL CAJON VALLEY HIGH","GROSSMONT UNION HIGH","68130","3731692",32.799182,-116.94762,"061623002018"
"EL CAMINO CREEK ELEMENTARY","ENCINITAS UNION ELEMENTARY","68080","6117709",33.076043,-117.260636,"061275008592"
"EL CAMINO HIGH","OCEANSIDE UNIFIED","73569","3739018",33.218675,-117.317349,"062825004360"
"EL CAPITAN HIGH","GROSSMONT UNION HIGH","68130","3731809",32.868092,-116.91713,"061623002019"
"EL TOYON ELEMENTARY","NATIONAL ELEMENTARY","68221","6038749",32.687996,-117.088706,"062667004043"
"ELEVATE ELEMENTARY","SAN DIEGO UNIFIED","68338","129395",32.78642,-117.144161,"063432013795"
"ELITE ACADEMY","GROSSMONT UNION HIGH","68130","3731486",32.793724,-116.935834,"061623010628"
"EMERALD MIDDLE","CAJON VALLEY UNION","67991","6037626",32.778944,-116.967864,"060681000612"
"EMERSON/BANDINI ELEMENTARY","SAN DIEGO UNIFIED","68338","6039507",32.695232,-117.11763,"063432005451"
"EMORY ELEMENTARY","SOUTH BAY UNION","68395","6040489",32.575455,-117.092196,"063738006318"
"EMPOWER CHARTER","SAN DIEGO UNIFIED","68338","129387",32.78581,-117.172661,"063432013803"
"EMPRESA ELEMENTARY","VISTA UNIFIED","68452","6108708",33.223786,-117.287582,"064119009652"
"ENCANTO ELEMENTARY","SAN DIEGO UNIFIED","68338","6039515",32.714358,-117.058516,"063432005452"
"EPIPHANY PREP CHARTER","ESCONDIDO UNION","68098","133991",33.127679,-117.090132,"061288014029"
"EPIPHANY PREP CHARTER","SAN DIEGO UNIFIED","68338","126151",32.70576,-117.064991,"063432013053"
"ERICSON ELEMENTARY","SAN DIEGO UNIFIED","68338","6089015",32.926585,-117.136494,"063432005453"
"ESCONDIDO CHARTER HIGH","ESCONDIDO UNION HIGH","68106","3731023",33.136539,-117.055166,"061291006493"
"ESCONDIDO HIGH","ESCONDIDO UNION HIGH","68106","3732062",33.145642,-117.091407,"061291001465"
"EUCALYPTUS HILLS ELEMENTARY","LAKESIDE UNION ELEMENTARY","68189","129288",32.891647,-116.946643,"062079013731"
"EUCLID ELEMENTARY","SAN DIEGO UNIFIED","68338","6039523",32.752432,-117.092601,"063432005454"
"EVANGELINE ROBERTS INSTITUTE OF LEARNING","SAN DIEGO UNIFIED","68338","121145",32.71081,-117.051561,"063432012560"
"FALLBROOK HIGH","FALLBROOK UNION HIGH","68122","3732179",33.348627,-117.241104,"061353001545"
"FALLBROOK HOMESCHOOL ACADEMY","FALLBROOK UNION ELEMENTARY","68114","6096911",33.384434,-117.247814,"061350007305"
"FALLBROOK STREET ELEMENTARY","FALLBROOK UNION ELEMENTARY","68114","6038285",33.377405,-117.255099,"061350001539"
"FARB MIDDLE","SAN DIEGO UNIFIED","68338","6099063",32.820278,-117.100787,"063432005456"
"FARR AVENUE ELEMENTARY","ESCONDIDO UNION","68098","102608",33.138174,-117.077267,"061288011129"
"FAY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039762",32.751046,-117.083934,"063432005484"
"FEASTER (MAE L.) CHARTER","CHULA VISTA ELEMENTARY","68023","6037956",32.642065,-117.096907,"060861000858"
"FELICITA ELEMENTARY","ESCONDIDO UNION","68098","6038202",33.105312,-117.083281,"061288001454"
"FIELD ELEMENTARY","SAN DIEGO UNIFIED","68338","6039556",32.833109,-117.198324,"063432005458"
"FINNEY (MYRTLE S.) ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6037964",32.5851,-117.049283,"060861000859"
"FLETCHER ELEMENTARY","SAN DIEGO UNIFIED","68338","6039564",32.785368,-117.159478,"063432005459"
"FLETCHER HILLS ELEMENTARY","LA MESA-SPRING VALLEY","68197","6038442",32.801046,-116.995226,"062025002428"
"FLORA VISTA ELEMENTARY","ENCINITAS UNION ELEMENTARY","68080","6099402",33.056109,-117.253554,"061275001435"
"FLORENCE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039572",32.748908,-117.164345,"063432005460"
"FLYING HILLS ELEMENTARY","CAJON VALLEY UNION","67991","6037634",32.812304,-116.981853,"060681000613"
"FOOTHILL OAK ELEMENTARY","VISTA UNIFIED","68452","105882",33.218118,-117.222561,"064119011400"
"FOOTHILLS HIGH","SAN MARCOS UNIFIED","73791","3730793",33.180149,-117.158774,"063488009629"
"FOSTER ELEMENTARY","SAN DIEGO UNIFIED","68338","6039598",32.792492,-117.08457,"063432005462"
"FRANKLIN ELEMENTARY","SAN DIEGO UNIFIED","68338","6039606",32.758381,-117.1037,"063432005463"
"FREESE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039614",32.704401,-117.027522,"063432005464"
"FUERTE ELEMENTARY","CAJON VALLEY UNION","67991","6037642",32.761526,-116.94652,"060681000614"
"FULTON K-8","SAN DIEGO UNIFIED","68338","6039630",32.702216,-117.046322,"063432005466"
"FUTURE BOUND INDEPENDENT STUDY SECONDARY","RAMONA CITY UNIFIED","68304","102178",33.039146,-116.86352,"063171011172"
"GAGE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039648",32.80683,-117.014945,"063432005467"
"GARDEN ROAD ELEMENTARY","POWAY UNIFIED","68296","6038970",32.956622,-117.011903,"063153004886"
"GARFIELD ELEMENTARY","SAN DIEGO UNIFIED","68338","6039655",32.758652,-117.134114,"063432008304"
"GARFIELD HIGH","SAN DIEGO UNIFIED","68338","3737962",32.718404,-117.149205,"063432005468"
"GEORGE NICOLOFF ELEMENTARY","SOUTH BAY UNION","68395","6098487",32.566076,-117.065818,"063738006322"
"GLEN VIEW ELEMENTARY","ESCONDIDO UNION","68098","6038939",33.14627,-117.052621,"061288001455"
"GODFREY G. BERRY ELEMENTARY","SOUTH BAY UNION","68395","6067029",32.567409,-117.090989,"063738006316"
"GOLDEN HILL K-8","SAN DIEGO UNIFIED","68338","108266",32.718421,-117.123447,"063432011157"
"GOMPERS PREPARATORY ACADEMY","SAN DIEGO UNIFIED","68338","119610",32.716034,-117.091563,"063432012386"
"GRANGER JUNIOR HIGH","SWEETWATER UNION HIGH","68411","6059778",32.672675,-117.073665,"063864006482"
"GRANITE HILLS HIGH","GROSSMONT UNION HIGH","68130","3732336",32.799318,-116.915065,"061623002020"
"GRANT K-8","SAN DIEGO UNIFIED","68338","6039671",32.749606,-117.176206,"063432005469"
"GRAPEVINE ELEMENTARY","VISTA UNIFIED","68452","6040620",33.200001,-117.274804,"064119006818"
"GREATER SAN DIEGO ACADEMY","JAMUL-DULZURA UNION ELEMENTARY","68155","6117303",32.717211,-116.877748,"061873008302"
"GREEN ELEMENTARY","SAN DIEGO UNIFIED","68338","6039697",32.796754,-117.044767,"063432005471"
"GREENFIELD MIDDLE","CAJON VALLEY UNION","67991","6037659",32.810296,-116.928814,"060681000615"
"GROSSMONT HIGH","GROSSMONT UNION HIGH","68130","3732625",32.780696,-116.986349,"061623002022"
"GROSSMONT MIDDLE COLLEGE HIGH","GROSSMONT UNION HIGH","68130","3731536",32.816393,-117.006347,"061623010630"
"GUAJOME LEARNING CENTER","VISTA UNIFIED","68452","124917",33.230067,-117.249992,"064119012930"
"GUAJOME PARK ACADEMY CHARTER","VISTA UNIFIED","68452","3730942",33.229856,-117.250416,"064119003964"
"HAGE ELEMENTARY","SAN DIEGO UNIFIED","68338","6109599",32.921076,-117.12092,"063432010057"
"HALECREST ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6037865",32.634967,-117.044665,"060861000860"
"HAMILTON ELEMENTARY","SAN DIEGO UNIFIED","68338","6039705",32.735499,-117.100234,"063432005473"
"HANCOCK ELEMENTARY","SAN DIEGO UNIFIED","68338","6096051",32.806216,-117.108455,"063432005474"
"HANNALEI ELEMENTARY","VISTA UNIFIED","68452","100933",33.178078,-117.216427,"064119011280"
"HANSON ELEMENTARY","RAMONA CITY UNIFIED","68304","6039028",33.017469,-116.890223,"063171004905"
"HARBOR SPRINGS CHARTER","JULIAN UNION ELEMENTARY","68163","128421",33.07879,-116.594865,"061914013715"
"HARBORSIDE ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6037873",32.608189,-117.086147,"060861000861"
"HARDY ELEMENTARY","SAN DIEGO UNIFIED","68338","6039713",32.772008,-117.079239,"063432005475"
"HARRIET TUBMAN VILLAGE CHARTER","SAN DIEGO UNIFIED","68338","6040018",32.770266,-117.050396,"063432003943"
"HAWTHORNE ELEMENTARY","SAN DIEGO UNIFIED","68338","6039721",32.839,-117.189245,"063432005476"
"HEALTH SCIENCES HIGH","SAN DIEGO UNIFIED","68338","114462",32.749978,-117.11008,"063432012179"
"HEALTH SCIENCES MIDDLE","SAN DIEGO UNIFIED","68338","128066",32.75004,-117.109981,"063432013655"
"HEARST ELEMENTARY","SAN DIEGO UNIFIED","68338","6039739",32.783179,-117.064307,"063432005477"
"HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY","CHULA VISTA ELEMENTARY","68023","101592",32.616572,-117.014833,"060861011227"
"HELIX HIGH","GROSSMONT UNION HIGH","68130","3732732",32.754868,-117.037595,"061623002023"
"HENRY HIGH","SAN DIEGO UNIFIED","68338","3732781",32.797168,-117.051445,"063432005479"
"HERITAGE DIGITAL ACADEMY CHARTER MIDDLE","ESCONDIDO UNION","68098","128769",33.139622,-117.04613,"061288013679"
"HERITAGE ELEMENTARY","CHULA VISTA ELEMENTARY","68023","6118970",32.626427,-116.996956,"060861010376"
"HERITAGE K-8 CHARTER","ESCONDIDO UNION","68098","101535",33.135386,-117.053848,"061288011228"
"HICKMAN ELEMENTARY","SAN DIEGO UNIFIED","68338","6089023",32.914574,-117.15293,"063432005480"
"HIDDEN VALLEY MIDDLE","ESCONDIDO UNION","68098","6093215",33.134023,-117.034987,"061288001457"
"HIGH TECH ELEMENTARY","SAN DIEGO UNIFIED","68338","131565",32.73206,-117.217691,"063432013878"
"HIGH TECH ELEMENTARY CHULA VISTA","SBC - HIGH TECH HIGH","76471","123059",32.616545,-116.953125,"060132212726"
"HIGH TECH ELEMENTARY EXPLORER","SAN DIEGO UNIFIED","68338","6117683",32.734536,-117.219865,"063432008602"
"HIGH TECH ELEMENTARY NORTH COUNTY","SBC - HIGH TECH HIGH","76471","127605",33.133997,-117.201727,"060132213517"
"HIGH TECH HIGH","SAN DIEGO UNIFIED","68338","3731247",32.734858,-117.217531,"063432008599"
"HIGH TECH HIGH CHULA VISTA","SBC - HIGH TECH HIGH","76471","114678",32.616005,-116.954219,"060132212083"
"HIGH TECH HIGH INTERNATIONAL","SAN DIEGO UNIFIED","68338","106732",32.733181,-117.219097,"063432011138"
"HIGH TECH HIGH MEDIA ARTS","SAN DIEGO UNIFIED","68338","108787",32.734532,-117.219857,"063432011386"
"HIGH TECH HIGH NORTH COUNTY","SBC - HIGH TECH HIGH","76471","114694",33.132371,-117.202183,"060132212064"
"HIGH TECH MIDDLE","SAN DIEGO UNIFIED","68338","101204",32.73539,-117.217841,"063432011262"
"HIGH TECH MIDDLE CHULA VISTA","SBC - HIGH TECH HIGH","76471","123042",32.616545,-116.953125,"060132212642"
