sponsor_id,fnsreportdate,academicyear,programgroupyear,sponsorname,mealgroup,mealtype,daysservedquanity,freeeligible,reducedeligible,paideligible,enrollment,freemeals,reducedmeals,paidmeals,totalmeals
2,2015-05-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,26,2,5,9,16,1,3,5,9
2,2015-05-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,26,2,5,9,16,6,14,24,44
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,CHILD_SNACK_NT,26,17,8,28,53,14,6,23,43
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,26,2,5,9,16,9,23,40,72
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,26,2,5,9,16,5,13,22,40
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,CHILD_SNACK_NT,27,17,8,28,53,19,9,30,58
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,27,2,5,9,16,27,68,123,218
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,27,2,5,9,16,4,11,19,34
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,CHILD_SNACK_NT,26,17,8,28,53,17,8,27,52
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,26,2,5,9,16,22,56,101,179
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,26,2,5,9,16,4,10,17,31
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,CHILD_SNACK_NT,26,17,8,28,53,5,2,9,16
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,26,2,5,9,16,1,1,2,4
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,26,2,5,9,16,3,7,12,22
2,2015-01-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,151,71,248,470
2,2015-01-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,CHILD_SUPPER,26,17,8,28,53,30,14,48,92
2,2015-01-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,26,2,5,9,16,13,33,59,105
2,2015-02-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,CHILD_SNACK_AM,24,17,8,28,53,230,108,378,716
2,2015-02-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,24,2,5,9,16,1,3,7,11
2,2015-03-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,195,92,320,607
2,2015-03-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,CHILD_SUPPER,26,17,8,28,53,44,21,71,136
2,2015-03-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,26,2,5,9,16,14,36,64,114
2,2015-04-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,CHILD_SNACK_AM,26,17,8,28,53,276,130,454,860
2,2015-04-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,26,2,5,9,16,6,14,25,45
2,2015-05-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,150,71,247,468
2,2015-05-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,26,17,8,28,53,253,119,417,789
2,2015-05-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,OSCH_CHILD_SNACK_AM,26,2,5,9,16,1,1,2,4
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,175,82,289,546
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,26,17,8,28,53,282,132,464,878
2,2015-06-01,2014-2015,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,OSCH_CHILD_SNACK_AM,26,2,5,9,16,8,19,33,60
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,27,17,8,28,53,172,81,282,535
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,27,17,8,28,53,273,129,450,852
2,2015-07-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,OSCH_CHILD_SNACK_AM,27,2,5,9,16,26,64,114,204
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,158,74,261,493
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,26,17,8,28,53,274,129,450,853
2,2015-08-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,OSCH_CHILD_SNACK_AM,26,2,5,9,16,19,48,86,153
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,26,17,8,28,53,146,69,241,456
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,26,17,8,28,53,482,227,794,1503
2,2015-09-01,2015-2016,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,OSCH_CHILD_SNACK_AM,26,2,5,9,16,0,1,2,3
4,2014-02-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,19,190,0,0,190,2190,0,0,2190
4,2014-04-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,22,130,0,0,130,2200,0,0,2200
4,2014-06-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,10,80,0,0,80,600,0,0,600
4,2014-01-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,5,165,0,0,165,650,0,0,650
4,2014-03-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,20,130,0,0,130,2150,0,0,2150
4,2014-05-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,21,130,0,0,130,2560,0,0,2560
4,2014-02-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,19,190,0,0,190,2710,0,0,2710
4,2014-04-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,22,130,0,0,130,2640,0,0,2640
4,2014-06-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,10,80,0,0,80,800,0,0,800
4,2014-01-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,5,165,0,0,165,650,0,0,650
4,2014-03-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,20,130,0,0,130,2150,0,0,2150
4,2014-05-01,2013-2014,2014,A B VINES MINISTRIES,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,21,130,0,0,130,2140,0,0,2140
5,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,23,180,0,1,181,5,0,0,5
5,2013-11-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,19,180,0,1,181,5,0,0,5
5,2013-12-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,180,0,1,181,15,0,0,15
5,2014-01-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,180,0,1,181,7,0,0,7
5,2014-02-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,20,180,0,1,181,15,0,0,15
5,2014-03-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,180,0,1,181,25,0,0,25
5,2014-04-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,180,0,1,181,22,0,0,22
5,2014-05-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,19,180,0,1,181,68,0,0,68
5,2014-06-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,180,0,1,181,16,0,0,16
5,2014-07-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,180,0,1,181,20,0,0,20
5,2014-08-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,180,0,1,181,15,0,0,15
5,2014-09-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,180,0,1,181,51,0,0,51
5,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,23,180,0,1,181,2123,0,12,2135
5,2013-11-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,19,180,0,1,181,1854,0,10,1864
5,2013-12-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,180,0,1,181,1939,0,11,1950
5,2014-01-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,180,0,1,181,2067,0,11,2078
5,2014-02-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,20,180,0,1,181,2135,0,12,2147
5,2014-03-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,180,0,1,181,2368,0,13,2381
5,2014-04-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,180,0,1,181,2519,0,14,2533
5,2014-05-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,19,180,0,1,181,2274,0,13,2287
5,2014-06-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,180,0,1,181,2471,0,14,2485
5,2014-07-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,180,0,1,181,2595,0,14,2609
5,2014-08-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,180,0,1,181,2519,0,14,2533
5,2014-09-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,180,0,1,181,2677,0,15,2692
5,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,23,180,0,1,181,437,0,2,439
5,2013-11-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,19,180,0,1,181,325,0,2,327
5,2013-12-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,180,0,1,181,421,0,2,423
5,2014-01-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,180,0,1,181,438,0,2,440
5,2014-02-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,180,0,1,181,590,0,3,593
5,2014-03-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,180,0,1,181,613,0,3,616
5,2014-04-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,180,0,1,181,551,0,3,554
5,2014-05-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,19,180,0,1,181,571,0,3,574
5,2014-06-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,180,0,1,181,536,0,3,539
5,2014-07-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,180,0,1,181,630,0,3,633
5,2014-08-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,180,0,1,181,582,0,3,585
5,2014-09-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,180,0,1,181,689,0,4,693
5,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,180,0,1,181,2118,0,12,2130
5,2013-11-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,19,180,0,1,181,1849,0,10,1859
5,2013-12-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,180,0,1,181,1924,0,11,1935
5,2014-01-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,180,0,1,181,2060,0,11,2071
5,2014-02-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,180,0,1,181,2120,0,12,2132
5,2014-03-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,180,0,1,181,2344,0,13,2357
5,2014-04-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,180,0,1,181,2495,0,14,2509
5,2014-05-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,19,180,0,1,181,2207,0,12,2219
5,2014-06-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,180,0,1,181,2455,0,14,2469
5,2014-07-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,180,0,1,181,2575,0,14,2589
5,2014-08-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,180,0,1,181,2504,0,14,2518
5,2014-09-01,2014-2015,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,180,0,1,181,2626,0,15,2641
5,2014-10-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,218,0,9,227,2744,0,113,2857
5,2014-11-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,19,218,0,9,227,2295,0,95,2390
5,2014-12-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,218,0,9,227,2522,0,104,2626
5,2015-01-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,218,0,9,227,2483,0,102,2585
5,2015-02-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,218,0,9,227,2382,0,98,2480
5,2015-03-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,218,0,9,227,2656,0,110,2766
5,2015-04-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,218,0,9,227,2639,0,109,2748
5,2015-05-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,218,0,9,227,2470,0,102,2572
5,2015-06-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,218,0,9,227,2648,0,109,2757
5,2015-07-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,218,0,9,227,2790,0,115,2905
5,2015-08-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,218,0,9,227,2568,0,106,2674
5,2015-09-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,218,0,9,227,2537,0,105,2642
5,2014-10-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,23,218,0,9,227,2803,0,116,2919
5,2014-11-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,19,218,0,9,227,2330,0,96,2426
5,2014-12-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,218,0,9,227,2540,0,105,2645
5,2015-01-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,218,0,9,227,2489,0,103,2592
5,2015-02-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,20,218,0,9,227,2388,0,98,2486
5,2015-03-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,218,0,9,227,2687,0,111,2798
5,2015-04-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,218,0,9,227,2655,0,109,2764
5,2015-05-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,20,218,0,9,227,2494,0,103,2597
5,2015-06-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,218,0,9,227,2684,0,111,2795
5,2015-07-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,23,218,0,9,227,2816,0,116,2932
5,2015-08-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,218,0,9,227,2597,0,107,2704
5,2015-09-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,21,218,0,9,227,2564,0,106,2670
5,2014-10-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,23,218,0,9,227,60,0,2,62
5,2014-11-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,19,218,0,9,227,36,0,2,38
5,2014-12-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,218,0,9,227,18,0,1,19
5,2015-01-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,218,0,9,227,7,0,0,7
5,2015-02-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,20,218,0,9,227,10,0,0,10
5,2015-03-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,218,0,9,227,31,0,1,32
5,2015-04-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,218,0,9,227,15,0,1,16
5,2015-05-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,20,218,0,9,227,25,0,1,26
5,2015-06-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,218,0,9,227,37,0,2,39
5,2015-07-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,23,218,0,9,227,26,0,1,27
5,2014-10-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,23,218,0,9,227,724,0,30,754
5,2014-11-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,19,218,0,9,227,668,0,28,696
5,2014-12-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,218,0,9,227,683,0,28,711
5,2015-01-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,218,0,9,227,645,0,27,672
5,2015-02-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,218,0,9,227,676,0,28,704
5,2015-03-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,218,0,9,227,713,0,29,742
5,2015-04-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,218,0,9,227,688,0,28,716
5,2015-05-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,218,0,9,227,662,0,27,689
5,2015-06-01,2014-2015,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,218,0,9,227,732,0,30,762
5,2015-07-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,23,218,0,9,227,665,0,27,692
5,2015-08-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,218,0,9,227,704,0,29,733
5,2015-09-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,218,0,9,227,638,0,26,664
5,2015-08-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,218,0,9,227,29,0,1,30
5,2015-09-01,2015-2016,2015,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,218,0,9,227,29,0,1,30
5,2015-10-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,203,0,6,209,651,0,19,670
5,2015-11-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,203,0,6,209,606,0,18,624
5,2015-12-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,203,0,6,209,700,0,21,721
5,2016-01-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,203,0,6,209,665,0,20,685
5,2016-02-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,203,0,6,209,676,0,20,696
5,2016-03-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,23,203,0,6,209,756,0,22,778
5,2016-04-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,203,0,6,209,694,0,20,714
5,2016-06-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,203,0,6,209,2453,0,72,2525
5,2016-07-01,2016-2017,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,203,0,6,209,2160,0,64,2224
5,2015-10-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,203,0,6,209,34,0,1,35
5,2015-11-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,20,203,0,6,209,13,0,0,13
5,2015-12-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,203,0,6,209,17,0,0,17
5,2016-01-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,20,203,0,6,209,14,0,0,14
5,2016-02-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,203,0,6,209,7,0,0,7
5,2016-03-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,23,203,0,6,209,7,0,0,7
5,2016-04-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,203,0,6,209,29,0,1,30
5,2016-05-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,203,0,6,209,5,0,0,5
5,2016-06-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,22,203,0,6,209,722,0,21,743
5,2016-07-01,2016-2017,2016,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,20,203,0,6,209,638,0,19,657
5,2015-10-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,203,0,6,209,2569,0,76,2645
5,2015-11-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,203,0,6,209,2318,0,68,2386
5,2015-12-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,203,0,6,209,2507,0,74,2581
5,2016-01-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,20,203,0,6,209,2346,0,69,2415
5,2016-02-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,203,0,6,209,2389,0,71,2460
5,2016-03-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,203,0,6,209,2554,0,75,2629
5,2016-04-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,203,0,6,209,2380,0,70,2450
5,2016-05-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,203,0,6,209,2502,0,74,2576
5,2016-06-01,2015-2016,2016,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,22,203,0,6,209,2460,0,73,2533
5,2016-07-01,2016-2017,2016,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,20,203,0,6,209,2189,0,65,2254
