"schoolname","districtname","state_district_id","state_school_id","lat","lon","nces_id"
"RODRIGUEZ ELEMENTARY","SAN DIEGO UNIFIED","76833","033","32.697615","-117.12725","0634320"
"JOYNER ELEMENTARY","SAN DIEGO UNIFIED","76833","041","32.742094","-117.10270","0634320"
"HEALTH SCIENCES HIGH","SAN DIEGO UNIFIED","76833","462","32.749745","-117.11047","0634320"
"INNOVATION MIDDLE","SAN DIEGO UNIFIED","76833","939","32.838063","-117.17514","0634320"
"MILLENNIAL TECH MIDDLE","SAN DIEGO UNIFIED","76833","325","32.716935","-117.08861","0634320"
"MEMORIAL SCHOLARS & ATHLETES","SAN DIEGO UNIFIED","76833","333","32.697037","-117.13272","0634320"
"INNOVATIONS ACADEMY","SAN DIEGO UNIFIED","76833","083","32.935538","-117.09550","0634320"
"EAST VILLAGE HIGH","SAN DIEGO UNIFIED","76833","315","32.720003","-117.15317","0634320"
"KING-CHAVEZ COMMUNITY HIGH","SAN DIEGO UNIFIED","76833","851","32.718821","-117.16264","0634320"
"GOMPERS PREPARATORY ACADEMY","SAN DIEGO UNIFIED","76833","610","32.716111","-117.09357","0634320"
"IHIGH VIRTUAL ACADEMY","SAN DIEGO UNIFIED","76833","410","32.751221","-117.19481","0634320"
"SD GLOBAL VISION ACADEMY","SAN DIEGO UNIFIED","76833","681","32.762372","-117.11910","0634320"
"SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY","SAN DIEGO UNIFIED","76833","788","32.807105","-117.14850","0634320"
"OLD TOWN ACADEMY K-8 CHARTER","SAN DIEGO UNIFIED","76833","778","32.746573","-117.18925","0634320"
"KNOX MIDDLE","SAN DIEGO UNIFIED","76833","115","32.695466","-117.08946","0634320"
"CITY HEIGHTS PREPARATORY CHARTER","SAN DIEGO UNIFIED","76833","347","32.746320","-117.08569","0634320"
"KAVOD CHARTER","SAN DIEGO UNIFIED","76833","730","32.819772","-117.16794","0634320"
"HOME & HOSP/TRANSITION SUPPORT","SAN DIEGO UNIFIED","76833","938","32.715329","-117.15725","0634320"
"E3 CIVIC HIGH","SAN DIEGO UNIFIED","76833","647","32.709215","-117.15465","0634320"
"HEALTH SCIENCES MIDDLE","SAN DIEGO UNIFIED","76833","066","32.749928","-117.11000","0634320"
"EMPOWER CHARTER","SAN DIEGO UNIFIED","76833","387","32.785291","-117.17251","0634320"
"ELEVATE ELEMENTARY","SAN DIEGO UNIFIED","76833","395","32.786288","-117.14434","0634320"
"HIGH TECH ELEMENTARY","SAN DIEGO UNIFIED","76833","565","32.731713","-117.21737","0634320"
"INGENUITY CHARTER","SAN DIEGO UNIFIED","76833","979","32.702040","-117.06464","0634320"
"JONAS SALK ELEMENTARY","SAN DIEGO UNIFIED","76833","316","32.906344","-117.15512","0634320"
"URBAN DISCOVERY ACADEMY CHARTER","SAN DIEGO UNIFIED","76833","913","32.714193","-117.15224","0634320"
"AMERICA'S FINEST CHARTER","SAN DIEGO UNIFIED","76833","663","32.712836","-117.09808","0634320"
"NATIONAL UNIVERSITY ACADEMY 1001 STEAM","SAN DIEGO UNIFIED","76833","802","32.808972","-117.14885","0634320"
"JOHN MUIR LANGUAGE ACADEMY","SAN DIEGO UNIFIED","76833","116","32.823298","-117.19419","0634320"
"SERRA HIGH","SAN DIEGO UNIFIED","76833","173","32.825282","-117.10407","0634320"
"MIRA MESA HIGH","SAN DIEGO UNIFIED","76833","181","32.909360","-117.13996","0634320"
"TWAIN HIGH","SAN DIEGO UNIFIED","76833","231","32.771471","-117.17933","0634320"
"SAN DIEGO ADULT","SAN DIEGO UNIFIED","76833","280","32.768551","-117.13711","0634320"
"UNIVERSITY CITY HIGH","SAN DIEGO UNIFIED","76833","314","32.861197","-117.20954","0634320"
"WHITTIER K-12","SAN DIEGO UNIFIED","76833","363","32.803799","-117.19929","0634320"
"SAN DIEGO SCPA","SAN DIEGO UNIFIED","76833","371","32.679265","-117.04953","0634320"
"MT. EVEREST ACADEMY","SAN DIEGO UNIFIED","76833","751","32.820017","-117.18610","0634320"
"SCRIPPS RANCH HIGH","SAN DIEGO UNIFIED","76833","884","32.908719","-117.11199","0634320"
"CHARTER SCHOOL OF SAN DIEGO","SAN DIEGO UNIFIED","76833","959","32.902951","-117.18379","0634320"
"TRACE","SAN DIEGO UNIFIED","76833","056","32.768526","-117.13708","0634320"
"ALBA","SAN DIEGO UNIFIED","76833","130","32.751186","-117.13509","0634320"
"PREUSS SCHOOL UCSD","SAN DIEGO UNIFIED","76833","189","32.875469","-117.23912","0634320"
"CLAIREMONT HIGH","SAN DIEGO UNIFIED","76833","213","32.807111","-117.20332","0634320"
"HIGH TECH HIGH","SAN DIEGO UNIFIED","76833","247","32.734040","-117.21514","0634320"
"AUDEO CHARTER","SAN DIEGO UNIFIED","76833","395","32.902951","-117.18379","0634320"
"CREATIVE PERFORMING AND MEDIA ARTS","SAN DIEGO UNIFIED","76833","551","32.835962","-117.18200","0634320"
"HENRY HIGH","SAN DIEGO UNIFIED","76833","781","32.796333","-117.05148","0634320"
"HOOVER HIGH","SAN DIEGO UNIFIED","76833","997","32.755352","-117.09761","0634320"
"LA JOLLA HIGH","SAN DIEGO UNIFIED","76833","508","32.832726","-117.27269","0634320"
"MADISON HIGH","SAN DIEGO UNIFIED","76833","698","32.831046","-117.17568","0634320"
"MISSION BAY HIGH","SAN DIEGO UNIFIED","76833","431","32.801298","-117.22441","0634320"
"MORSE HIGH","SAN DIEGO UNIFIED","76833","654","32.702602","-117.04876","0634320"
"POINT LOMA HIGH","SAN DIEGO UNIFIED","76833","750","32.740362","-117.22662","0634320"
"GARFIELD HIGH","SAN DIEGO UNIFIED","76833","962","32.718735","-117.14953","0634320"
"ADAMS ELEMENTARY","SAN DIEGO UNIFIED","76833","101","32.761560","-117.11786","0634320"
"ALCOTT ELEMENTARY","SAN DIEGO UNIFIED","76833","119","32.832311","-117.22046","0634320"
"ANGIER ELEMENTARY","SAN DIEGO UNIFIED","76833","135","32.804911","-117.14534","0634320"
"AUDUBON K-8","SAN DIEGO UNIFIED","76833","143","32.711210","-117.03008","0634320"
"BAKER ELEMENTARY","SAN DIEGO UNIFIED","76833","150","32.698826","-117.10711","0634320"
"BALBOA ELEMENTARY","SAN DIEGO UNIFIED","76833","168","32.687014","-117.10800","0634320"
"BARNARD ELEMENTARY","SAN DIEGO UNIFIED","76833","184","32.802554","-117.22510","0634320"
"BAY PARK ELEMENTARY","SAN DIEGO UNIFIED","76833","200","32.786443","-117.20399","0634320"
"BIRD ROCK ELEMENTARY","SAN DIEGO UNIFIED","76833","242","32.811037","-117.26501","0634320"
"BIRNEY ELEMENTARY","SAN DIEGO UNIFIED","76833","259","32.755275","-117.14875","0634320"
"BOONE ELEMENTARY","SAN DIEGO UNIFIED","76833","267","32.694651","-117.03640","0634320"
"BURBANK ELEMENTARY","SAN DIEGO UNIFIED","76833","283","32.700440","-117.13891","0634320"
"CABRILLO ELEMENTARY","SAN DIEGO UNIFIED","76833","291","32.720377","-117.23364","0634320"
"CADMAN ELEMENTARY","SAN DIEGO UNIFIED","76833","309","32.822127","-117.21453","0634320"
"CARSON ELEMENTARY","SAN DIEGO UNIFIED","76833","341","32.776942","-117.17104","0634320"
"CARVER ELEMENTARY","SAN DIEGO UNIFIED","76833","358","32.739196","-117.07105","0634320"
"CENTRAL ELEMENTARY","SAN DIEGO UNIFIED","76833","366","32.751484","-117.10716","0634320"
"CHESTERTON ELEMENTARY","SAN DIEGO UNIFIED","76833","374","32.794045","-117.16209","0634320"
"CHOLLAS/MEAD ELEMENTARY","SAN DIEGO UNIFIED","76833","382","32.710528","-117.09784","0634320"
"CLAY ELEMENTARY","SAN DIEGO UNIFIED","76833","390","32.763509","-117.05796","0634320"
"CROWN POINT ELEMENTARY","SAN DIEGO UNIFIED","76833","424","32.793243","-117.23889","0634320"
"CUBBERLEY ELEMENTARY","SAN DIEGO UNIFIED","76833","432","32.801667","-117.12714","0634320"
"CURIE ELEMENTARY","SAN DIEGO UNIFIED","76833","440","32.854678","-117.20303","0634320"
"DARNALL CHARTER","SAN DIEGO UNIFIED","76833","457","32.746606","-117.06676","0634320"
"DEWEY ELEMENTARY","SAN DIEGO UNIFIED","76833","481","32.747540","-117.20804","0634320"
"EDISON ELEMENTARY","SAN DIEGO UNIFIED","76833","499","32.751057","-117.11804","0634320"
"EMERSON/BANDINI ELEMENTARY","SAN DIEGO UNIFIED","76833","507","32.695014","-117.11874","0634320"
"ENCANTO ELEMENTARY","SAN DIEGO UNIFIED","76833","515","32.714909","-117.05804","0634320"
"EUCLID ELEMENTARY","SAN DIEGO UNIFIED","76833","523","32.752319","-117.09226","0634320"
"FIELD ELEMENTARY","SAN DIEGO UNIFIED","76833","556","32.832971","-117.19927","0634320"
"FLETCHER ELEMENTARY","SAN DIEGO UNIFIED","76833","564","32.785778","-117.15850","0634320"
"FLORENCE ELEMENTARY","SAN DIEGO UNIFIED","76833","572","32.748814","-117.16391","0634320"
"FOSTER ELEMENTARY","SAN DIEGO UNIFIED","76833","598","32.791734","-117.08410","0634320"
"FRANKLIN ELEMENTARY","SAN DIEGO UNIFIED","76833","606","32.758060","-117.10400","0634320"
"FREESE ELEMENTARY","SAN DIEGO UNIFIED","76833","614","32.703611","-117.02741","0634320"
"FULTON K-8","SAN DIEGO UNIFIED","76833","630","32.702667","-117.04741","0634320"
"GAGE ELEMENTARY","SAN DIEGO UNIFIED","76833","648","32.806710","-117.01542","0634320"
"GARFIELD ELEMENTARY","SAN DIEGO UNIFIED","76833","655","32.758300","-117.13512","0634320"
"GRANT K-8","SAN DIEGO UNIFIED","76833","671","32.749893","-117.17562","0634320"
"GREEN ELEMENTARY","SAN DIEGO UNIFIED","76833","697","32.796445","-117.04495","0634320"
"HAMILTON ELEMENTARY","SAN DIEGO UNIFIED","76833","705","32.736135","-117.10096","0634320"
"HARDY ELEMENTARY","SAN DIEGO UNIFIED","76833","713","32.771216","-117.07974","0634320"
"HAWTHORNE ELEMENTARY","SAN DIEGO UNIFIED","76833","721","32.838493","-117.18864","0634320"
"HEARST ELEMENTARY","SAN DIEGO UNIFIED","76833","739","32.782889","-117.06432","0634320"
"HOLMES ELEMENTARY","SAN DIEGO UNIFIED","76833","747","32.810047","-117.18916","0634320"
"HORTON ELEMENTARY","SAN DIEGO UNIFIED","76833","754","32.712278","-117.08621","0634320"
"FAY ELEMENTARY","SAN DIEGO UNIFIED","76833","762","32.750942","-117.08361","0634320"
"JEFFERSON ELEMENTARY","SAN DIEGO UNIFIED","76833","770","32.747220","-117.13284","0634320"
"JOHNSON ELEMENTARY","SAN DIEGO UNIFIED","76833","788","32.719126","-117.07514","0634320"
"JONES ELEMENTARY","SAN DIEGO UNIFIED","76833","796","32.796255","-117.14242","0634320"
"JUAREZ ELEMENTARY","SAN DIEGO UNIFIED","76833","804","32.792242","-117.12589","0634320"
"KEILLER LEADERSHIP ACADEMY","SAN DIEGO UNIFIED","76833","812","32.712076","-117.04241","0634320"
"LA JOLLA ELEMENTARY","SAN DIEGO UNIFIED","76833","846","32.839513","-117.27086","0634320"
"LAFAYETTE ELEMENTARY","SAN DIEGO UNIFIED","76833","853","32.827552","-117.16914","0634320"
"PACIFIC VIEW LEADERSHIP ELEMENTARY","SAN DIEGO UNIFIED","76833","861","32.670197","-117.05710","0634320"
"LINDA VISTA ELEMENTARY","SAN DIEGO UNIFIED","76833","879","32.793449","-117.17314","0634320"
"LINDBERGH/SCHWEITZER ELEMENTARY","SAN DIEGO UNIFIED","76833","887","32.819448","-117.17152","0634320"
"LOGAN K-8","SAN DIEGO UNIFIED","76833","895","32.701099","-117.13185","0634320"
"LOMA PORTAL ELEMENTARY","SAN DIEGO UNIFIED","76833","903","32.740347","-117.22110","0634320"
"LONGFELLOW K-8","SAN DIEGO UNIFIED","76833","911","32.783766","-117.18851","0634320"
"PERKINS K-8","SAN DIEGO UNIFIED","76833","929","32.700764","-117.14913","0634320"
"MARSHALL ELEMENTARY","SAN DIEGO UNIFIED","76833","952","32.742345","-117.08638","0634320"
"MARVIN ELEMENTARY","SAN DIEGO UNIFIED","76833","960","32.796157","-117.06913","0634320"
"MCKINLEY ELEMENTARY","SAN DIEGO UNIFIED","76833","978","32.736627","-117.12208","0634320"
"LANGUAGE ACADEMY","SAN DIEGO UNIFIED","76833","000","32.768355","-117.06227","0634320"
"HARRIET TUBMAN VILLAGE CHARTER","SAN DIEGO UNIFIED","76833","018","32.769775","-117.04975","0634320"
"OAK PARK ELEMENTARY","SAN DIEGO UNIFIED","76833","026","32.732601","-117.07970","0634320"
"OCEAN BEACH ELEMENTARY","SAN DIEGO UNIFIED","76833","034","32.745144","-117.24615","0634320"
"PACIFIC BEACH ELEMENTARY","SAN DIEGO UNIFIED","76833","042","32.808661","-117.25041","0634320"
"PARADISE HILLS ELEMENTARY","SAN DIEGO UNIFIED","76833","059","32.679597","-117.06622","0634320"
"PERRY ELEMENTARY","SAN DIEGO UNIFIED","76833","067","32.684978","-117.05864","0634320"
"RILEY/NEW DAWN","SAN DIEGO UNIFIED","76833","083","32.809086","-117.17936","0634320"
"ROLANDO PARK ELEMENTARY","SAN DIEGO UNIFIED","76833","091","32.747808","-117.05444","0634320"
"ROSS ELEMENTARY","SAN DIEGO UNIFIED","76833","109","32.811323","-117.16124","0634320"
"ROWAN ELEMENTARY","SAN DIEGO UNIFIED","76833","117","32.723626","-117.11303","0634320"
"SEQUOIA ELEMENTARY","SAN DIEGO UNIFIED","76833","133","32.828397","-117.17864","0634320"
"SESSIONS ELEMENTARY","SAN DIEGO UNIFIED","76833","141","32.808700","-117.23201","0634320"
"SHERMAN ELEMENTARY","SAN DIEGO UNIFIED","76833","158","32.708405","-117.14390","0634320"
"SILVER GATE ELEMENTARY","SAN DIEGO UNIFIED","76833","166","32.733235","-117.24415","0634320"
"SPRECKELS ELEMENTARY","SAN DIEGO UNIFIED","76833","174","32.849998","-117.21334","0634320"
"KING-CHAVEZ PRIMARY ACADEMY","SAN DIEGO UNIFIED","76833","190","32.709848","-117.12742","0634320"
"SUNSET VIEW ELEMENTARY","SAN DIEGO UNIFIED","76833","208","32.724692","-117.25049","0634320"
"TOLER ELEMENTARY","SAN DIEGO UNIFIED","76833","224","32.800640","-117.20929","0634320"
"TORREY PINES ELEMENTARY","SAN DIEGO UNIFIED","76833","232","32.858621","-117.24378","0634320"
"VALENCIA PARK ELEMENTARY","SAN DIEGO UNIFIED","76833","257","32.701466","-117.07178","0634320"
"WASHINGTON ELEMENTARY","SAN DIEGO UNIFIED","76833","265","32.724215","-117.16670","0634320"
"WEBSTER ELEMENTARY","SAN DIEGO UNIFIED","76833","273","32.724157","-117.09239","0634320"
"WEGEFORTH ELEMENTARY","SAN DIEGO UNIFIED","76833","281","32.805607","-117.13650","0634320"
"BENCHLEY/WEINBERGER ELEMENTARY","SAN DIEGO UNIFIED","76833","299","32.794462","-117.03254","0634320"
"WHITMAN ELEMENTARY","SAN DIEGO UNIFIED","76833","307","32.836074","-117.20321","0634320"
"BELL MIDDLE","SAN DIEGO UNIFIED","76833","588","32.688916","-117.03736","0634320"
"CORREIA MIDDLE","SAN DIEGO UNIFIED","76833","596","32.748723","-117.23133","0634320"
"DANA","SAN DIEGO UNIFIED","76833","604","32.733110","-117.23346","0634320"
"LEWIS MIDDLE","SAN DIEGO UNIFIED","76833","638","32.795877","-117.07977","0634320"
"MANN MIDDLE","SAN DIEGO UNIFIED","76833","646","32.756620","-117.07930","0634320"
"MARSTON MIDDLE","SAN DIEGO UNIFIED","76833","653","32.808054","-117.20111","0634320"
"MONTGOMERY MIDDLE","SAN DIEGO UNIFIED","76833","679","32.788093","-117.17162","0634320"
"MUIRLANDS MIDDLE","SAN DIEGO UNIFIED","76833","687","32.832130","-117.26970","0634320"
"PACIFIC BEACH MIDDLE","SAN DIEGO UNIFIED","76833","695","32.802126","-117.24167","0634320"
"ROOSEVELT INTERNATIONAL MIDDLE","SAN DIEGO UNIFIED","76833","703","32.740202","-117.14746","0634320"
"TAFT MIDDLE","SAN DIEGO UNIFIED","76833","711","32.802346","-117.13113","0634320"
"THE O'FARRELL CHARTER","SAN DIEGO UNIFIED","76833","964","32.701375","-117.06485","0634320"
"PERSHING MIDDLE","SAN DIEGO UNIFIED","76833","972","32.800979","-117.02039","0634320"
"WILSON MIDDLE","SAN DIEGO UNIFIED","76833","980","32.753259","-117.11195","0634320"
"MIRAMAR RANCH ELEMENTARY","SAN DIEGO UNIFIED","76833","116","32.910297","-117.09902","0634320"
"MASON ELEMENTARY","SAN DIEGO UNIFIED","76833","914","32.906112","-117.13948","0634320"
"PENN ELEMENTARY","SAN DIEGO UNIFIED","76833","317","32.673067","-117.04710","0634320"
"ERICSON ELEMENTARY","SAN DIEGO UNIFIED","76833","015","32.927749","-117.13565","0634320"
"HICKMAN ELEMENTARY","SAN DIEGO UNIFIED","76833","023","32.914994","-117.15224","0634320"
"SANDBURG ELEMENTARY","SAN DIEGO UNIFIED","76833","049","32.925833","-117.14979","0634320"
"TIERRASANTA ELEMENTARY","SAN DIEGO UNIFIED","76833","056","32.829755","-117.09620","0634320"
"WALKER ELEMENTARY","SAN DIEGO UNIFIED","76833","064","32.912841","-117.12669","0634320"
"MILLER ELEMENTARY","SAN DIEGO UNIFIED","76833","256","32.818568","-117.10756","0634320"
"HANCOCK ELEMENTARY","SAN DIEGO UNIFIED","76833","051","32.805301","-117.10800","0634320"
"STANDLEY MIDDLE","SAN DIEGO UNIFIED","76833","598","32.852231","-117.20568","0634320"
"DAILARD ELEMENTARY","SAN DIEGO UNIFIED","76833","879","32.804463","-117.05390","0634320"
"WANGENHEIM MIDDLE","SAN DIEGO UNIFIED","76833","844","32.905408","-117.12646","0634320"
"DOYLE ELEMENTARY","SAN DIEGO UNIFIED","76833","055","32.863694","-117.22184","0634320"
"FARB MIDDLE","SAN DIEGO UNIFIED","76833","063","32.819754","-117.09995","0634320"
"JERABEK ELEMENTARY","SAN DIEGO UNIFIED","76833","071","32.908201","-117.08352","0634320"
"VISTA GRANDE ELEMENTARY","SAN DIEGO UNIFIED","76833","089","32.834267","-117.10709","0634320"
"BETHUNE K-8","SAN DIEGO UNIFIED","76833","173","32.689764","-117.05013","0634320"
"DE PORTOLA MIDDLE","SAN DIEGO UNIFIED","76833","181","32.828049","-117.09202","0634320"
"ZAMORANO ELEMENTARY","SAN DIEGO UNIFIED","76833","199","32.680338","-117.03864","0634320"
"CHALLENGER MIDDLE","SAN DIEGO UNIFIED","76833","056","32.913729","-117.15613","0634320"
"HAGE ELEMENTARY","SAN DIEGO UNIFIED","76833","599","32.920514","-117.12094","0634320"
"KUMEYAAY ELEMENTARY","SAN DIEGO UNIFIED","76833","460","32.836632","-117.09116","0634320"
"NYE ELEMENTARY","SAN DIEGO UNIFIED","76833","478","32.696055","-117.07013","0634320"
"DINGEMAN ELEMENTARY","SAN DIEGO UNIFIED","76833","726","32.933134","-117.09070","0634320"
"MCGILL SCHOOL OF SUCCESS","SAN DIEGO UNIFIED","76833","211","32.725479","-117.12970","0634320"
"CLARK MIDDLE","SAN DIEGO UNIFIED","76833","060","32.740317","-117.10004","0634320"
"KIMBROUGH ELEMENTARY","SAN DIEGO UNIFIED","76833","292","32.708732","-117.13288","0634320"
"CHAVEZ ELEMENTARY","SAN DIEGO UNIFIED","76833","300","32.691605","-117.10807","0634320"
"ROSA PARKS ELEMENTARY","SAN DIEGO UNIFIED","76833","375","32.745833","-117.09748","0634320"
"MARSHALL MIDDLE","SAN DIEGO UNIFIED","76833","331","32.896523","-117.10011","0634320"
"MUSEUM","SAN DIEGO UNIFIED","76833","570","32.732423","-117.16514","0634320"
"HOLLY DRIVE LEADERSHIP ACADEMY","SAN DIEGO UNIFIED","76833","279","32.724151","-117.09257","0634320"
"HIGH TECH ELEMENTARY EXPLORER","SAN DIEGO UNIFIED","76833","683","32.734604","-117.21975","0634320"
"SCRIPPS ELEMENTARY","SAN DIEGO UNIFIED","76833","135","32.930673","-117.08174","0634320"
"SAN DIEGO COOPERATIVE CHARTER","SAN DIEGO UNIFIED","76833","168","32.791139","-117.16638","0634320"
"KING-CHAVEZ ACADEMY OF EXCELLENCE","SAN DIEGO UNIFIED","76833","598","32.697962","-117.13580","0634320"
"ALBERT EINSTEIN ACADEMY CHARTER ELEMENTARY","SAN DIEGO UNIFIED","76833","935","32.720187","-117.12946","0634320"
NA,"SAN DIEGUITO UNION HIGH",".7683","000","33.048709","-117.27631","0634380"
"CANYON CREST ACADEMY","SAN DIEGUITO UNION HIGH","76834","328","32.960240","-117.18835","0634380"
"PACIFIC TRAILS MIDDLE","SAN DIEGUITO UNION HIGH","76834","649","32.958864","-117.18624","0634380"
"TORREY PINES HIGH","SAN DIEGUITO UNION HIGH","76834","033","32.956384","-117.22497","0634380"
"LA COSTA CANYON HIGH","SAN DIEGUITO UNION HIGH","76834","007","33.075076","-117.23236","0634380"
"SUNSET HIGH (CONTINUATION)","SAN DIEGUITO UNION HIGH","76834","384","33.043504","-117.27747","0634380"
"SAN DIEGUITO HS ACADEMY","SAN DIEGUITO UNION HIGH","76834","418","33.036329","-117.27501","0634380"
"OAK CREST MIDDLE","SAN DIEGUITO UNION HIGH","76834","737","33.042141","-117.26833","0634380"
"EARL WARREN MIDDLE","SAN DIEGUITO UNION HIGH","76834","998","32.995158","-117.26242","0634380"
"DIEGUENO MIDDLE","SAN DIEGUITO UNION HIGH","76834","749","33.056629","-117.24202","0634380"
"CARMEL VALLEY MIDDLE","SAN DIEGUITO UNION HIGH","76834","352","32.946669","-117.22895","0634380"
NA,"SAN PASQUAL UNION ELEMENTARY",".7683","000","33.111418","-117.01127","0635040"
"SAN PASQUAL UNION ELEMENTARY","SAN PASQUAL UNION ELEMENTARY","76835","331","33.111418","-117.01127","0635040"
NA,"SANTEE",".7683","000","32.852891","-116.98324","0635880"
"CAJON PARK ELEMENTARY","SANTEE","76836","349","32.865962","-116.97111","0635880"
"CARLTON HILLS ELEMENTARY","SANTEE","76836","356","32.848026","-116.99684","0635880"
"CHET F. HARRITT ELEMENTARY","SANTEE","76836","364","32.831437","-117.01939","0635880"
"PEPPER DRIVE ELEMENTARY","SANTEE","76836","372","32.826876","-116.95401","0635880"
"PRIDE ACADEMY AT PROSPECT AVENUE","SANTEE","76836","380","32.833793","-116.99600","0635880"
"SYCAMORE CANYON ELEMENTARY","SANTEE","76836","406","32.862781","-117.00388","0635880"
"CARLTON OAKS ELEMENTARY","SANTEE","76836","159","32.844606","-117.01489","0635880"
"RIO SECO ELEMENTARY","SANTEE","76836","153","32.851376","-116.98324","0635880"
"HILL CREEK ELEMENTARY","SANTEE","76836","161","32.852951","-116.96326","0635880"
"SANTEE ALTERNATIVE","SANTEE","76836","041","32.862499","-116.97421","0635880"
"SANTEE SUCCESS PROGRAM","SANTEE","76836","190","32.865952","-116.97111","0635880"
NA,"SAN YSIDRO ELEMENTARY",".7683","000","32.562857","-117.03856","0635220"
"WILLOW ELEMENTARY","SAN YSIDRO ELEMENTARY","76837","000","32.547737","-117.04235","0635220"
"VISTA DEL MAR","SAN YSIDRO ELEMENTARY","76837","737","32.570714","-117.02802","0635220"
"SMYTHE ELEMENTARY","SAN YSIDRO ELEMENTARY","76837","146","32.562092","-117.04941","0635220"
"LA MIRADA ELEMENTARY","SAN YSIDRO ELEMENTARY","76837","007","32.564207","-117.04606","0635220"
"SUNSET ELEMENTARY","SAN YSIDRO ELEMENTARY","76837","264","32.558200","-117.04998","0635220"
"SAN YSIDRO MIDDLE","SAN YSIDRO ELEMENTARY","76837","453","32.562958","-117.03832","0635220"
"OCEAN VIEW HILLS","SAN YSIDRO ELEMENTARY","76837","341","32.572128","-117.02577","0635220"
NA,"SOLANA BEACH ELEMENTARY",".7683","000","32.989379","-117.26848","0636990"
"SOLANA PACIFIC ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","825","32.952072","-117.23132","0636990"
"SOLANA RANCH ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","049","32.964436","-117.19227","0636990"
"SKYLINE ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","455","32.996163","-117.26298","0636990"
"SOLANA VISTA ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","882","33.004150","-117.25085","0636990"
"SOLANA HIGHLANDS ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","140","32.954318","-117.24018","0636990"
"SOLANA SANTA FE ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","181","32.997084","-117.19246","0636990"
"CARMEL CREEK ELEMENTARY","SOLANA BEACH ELEMENTARY","76838","353","32.950872","-117.22565","0636990"
NA,"SOUTH BAY UNION",".7683","000","32.580200","-117.12022","0637380"
"VIP VILLAGE PRESCHOOL","SOUTH BAY UNION","76839","872","32.574671","-117.11211","0637380"
"BAYSIDE STEAM ACADEMY","SOUTH BAY UNION","76839","463","32.587565","-117.11311","0637380"
"CENTRAL ELEMENTARY","SOUTH BAY UNION","76839","471","32.577528","-117.10592","0637380"
"EMORY ELEMENTARY","SOUTH BAY UNION","76839","489","32.576466","-117.09159","0637380"
"IMPERIAL BEACH CHARTER","SOUTH BAY UNION","76839","505","32.576599","-117.11967","0637380"
"NESTOR LANGUAGE ACADEMY CHARTER","SOUTH BAY UNION","76839","513","32.570376","-117.08410","0637380"
"ONEONTA ELEMENTARY","SOUTH BAY UNION","76839","521","32.572720","-117.11215","0637380"
"SUNNYSLOPE ELEMENTARY","SOUTH BAY UNION","76839","539","32.580140","-117.07974","0637380"
"GODFREY G. BERRY ELEMENTARY","SOUTH BAY UNION","76839","029","32.568151","-117.08999","0637380"
"HOWARD PENCE ELEMENTARY","SOUTH BAY UNION","76839","973","32.579102","-117.06191","0637380"
"GEORGE NICOLOFF ELEMENTARY","SOUTH BAY UNION","76839","487","32.564248","-117.06662","0637380"
"TEOFILO MENDOZA","SOUTH BAY UNION","76839","008","32.576464","-117.08954","0637380"
NA,"SPENCER VALLEY ELEMENTARY",".7684","30000000","33.097900","-116.64680","0637680"
"INSIGHT @ SAN DIEGO","SPENCER VALLEY ELEMENTARY","76840","30125401","34.275868","-118.79798","0637680"
"SPENCER VALLEY ELEMENTARY","SPENCER VALLEY ELEMENTARY","76840","36040554","33.096560","-116.64555","0637680"
"CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO","SPENCER VALLEY ELEMENTARY","76840","36120893","34.275868","-118.79798","0637680"
NA,"SWEETWATER UNION HIGH",".7684","000","32.610389","-117.07694","0638640"
"OLYMPIAN HIGH","SWEETWATER UNION HIGH","76841","831","32.607105","-116.97209","0638640"
"EAST HILLS ACADEMY","SWEETWATER UNION HIGH","76841","873","32.610100","-117.07680","0638640"
"HAWKING S.T.E.A.M. CHARTER","SWEETWATER UNION HIGH","76841","086","32.605904","-117.06115","0638640"
"SOUTHWEST SENIOR HIGH","SWEETWATER UNION HIGH","76841","124","32.568057","-117.08409","0638640"
"MONTGOMERY ADULT","SWEETWATER UNION HIGH","76841","132","32.585313","-117.06205","0638640"
"BONITA VISTA SENIOR HIGH","SWEETWATER UNION HIGH","76841","405","32.646030","-117.00114","0638640"
"CASTLE PARK SENIOR HIGH","SWEETWATER UNION HIGH","76841","801","32.606982","-117.05284","0638640"
"EASTLAKE HIGH","SWEETWATER UNION HIGH","76841","843","32.646442","-116.96522","0638640"
"CHULA VISTA SENIOR HIGH","SWEETWATER UNION HIGH","76841","064","32.622027","-117.07697","0638640"
"SAN YSIDRO ADULT EDUCATION CENTER","SWEETWATER UNION HIGH","76841","106","32.558871","-117.04133","0638640"
"OPTIONS SECONDARY","SWEETWATER UNION HIGH","76841","155","32.615260","-117.07696","0638640"
"CHULA VISTA ADULT","SWEETWATER UNION HIGH","76841","171","32.614769","-117.07500","0638640"
