"fnsreportdate","academicyear","programcode","programgroupyear","county","sponsorname","siteid","sitename","mealtypecode","daysservedqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal"
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"METRO COMMUNITY SCHOOLS","NSLP_BREAKFAST_SEVERENEED",21,255,0,0,255
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"METRO COMMUNITY SCHOOLS","NSLP_LUNCH",21,1003,0,0,1003
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"REFLECTIONS CENTRAL SCHOOL","NSLP_BREAKFAST",21,418,0,0,418
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"REFLECTIONS CENTRAL SCHOOL","NSLP_LUNCH",21,661,0,0,661
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SECOND CHANCE INDEPENDENT STUDY","NSLP_BREAKFAST_SEVERENEED",21,56,0,0,56
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SECOND CHANCE INDEPENDENT STUDY","NSLP_LUNCH",21,96,0,0,96
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTH BAY COUNTY BLENDED COMM SCHOOL","NSLP_BREAKFAST",20,184,0,0,184
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTH BAY COUNTY BLENDED COMM SCHOOL","NSLP_LUNCH",20,648,0,0,648
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTHLAND BLENDED COMM SCHOOL","NSLP_BREAKFAST",20,179,0,0,179
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTHLAND BLENDED COMM SCHOOL","NSLP_LUNCH",20,370,0,0,370
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"THURGOOD MARSHALL COMMUNITY SCHOOL","NSLP_BREAKFAST_SEVERENEED",21,154,0,0,154
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"THURGOOD MARSHALL COMMUNITY SCHOOL","NSLP_LUNCH",21,178,0,0,178
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_BREAKFAST_SEVERENEED",21,680,0,0,680
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_LUNCH",21,676,0,0,676
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_SNACK_AREAELIGIBLE",21,677,0,0,677
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"VICTORIA BLENDED COMMUNITY SCHOOL","NSLP_BREAKFAST",20,179,0,0,179
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"VICTORIA BLENDED COMMUNITY SCHOOL","NSLP_LUNCH",20,263,0,0,263
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"YOUTH DAY CENTER","NSLP_BREAKFAST_SEVERENEED",21,187,0,0,187
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"YOUTH DAY CENTER","NSLP_LUNCH",21,225,0,0,225
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_BREAKFAST_SEVERENEED",30,2586,0,0,2586
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_LUNCH",30,2586,0,0,2586
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_SNACK_AREAELIGIBLE",21,1814,0,0,1814
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_BREAKFAST_SEVERENEED",30,4615,0,0,4615
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_LUNCH",30,4471,0,0,4471
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_SNACK_AREAELIGIBLE",21,3200,0,0,3200
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_BREAKFAST_SEVERENEED",30,933,0,0,933
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_LUNCH",30,715,0,0,715
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_SNACK_AREAELIGIBLE",21,507,0,0,507
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_BREAKFAST_SEVERENEED",30,4292,0,0,4292
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_LUNCH",30,4283,0,0,4283
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_SNACK_AREAELIGIBLE",21,2940,0,0,2940
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY DEPT. OF SOCIAL SERVICES",NA,"A.B & JESSIE POLINSKY CHILDREN'S CENTER","NSLP_BREAKFAST_SEVERENEED",30,793,0,0,793
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","SAN DIEGO COUNTY DEPT. OF SOCIAL SERVICES",NA,"A.B & JESSIE POLINSKY CHILDREN'S CENTER","NSLP_LUNCH",30,815,0,0,815
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","YMCA OF SAN DIEGO COUNTY",NA,"CAMP MARSTON","NSLP_MILK",30,0,0,1344,1344
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","YMCA OF SAN DIEGO COUNTY",NA,"CAMP SURF","NSLP_MILK",28,0,0,2784,2784
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN YOUTH AND FAMILY SERVICES","NSLP_LUNCH",30,371,0,0,371
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_BREAKFAST_SEVERENEED",30,123,0,0,123
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_LUNCH",30,32,0,0,32
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-DEBRA LANE","NSLP_BREAKFAST_SEVERENEED",30,107,0,0,107
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-DEBRA LANE","NSLP_LUNCH",30,19,0,0,19
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-TEEN HOUSE","NSLP_BREAKFAST_SEVERENEED",30,117,0,0,117
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-TEEN HOUSE","NSLP_LUNCH",30,34,0,0,34
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_BREAKFAST_SEVERENEED",30,112,0,0,112
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_LUNCH",30,34,0,0,34
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_BREAKFAST_SEVERENEED",30,399,0,0,399
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_LUNCH",30,288,0,0,288
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_SNACK_AREAELIGIBLE",21,257,0,0,257
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_BREAKFAST_SEVERENEED",30,1490,0,0,1490
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_LUNCH",30,1373,0,0,1373
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_SNACK_AREAELIGIBLE",21,973,0,0,973
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_BREAKFAST_SEVERENEED",30,421,0,0,421
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_LUNCH",30,162,0,0,162
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_SNACK_AREAELIGIBLE",21,229,0,0,229
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_BREAKFAST_SEVERENEED",30,1102,0,0,1102
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_LUNCH",30,1557,0,0,1557
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_SNACK_AREAELIGIBLE",21,1268,0,0,1268
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS","NSLP_BREAKFAST_SEVERENEED",30,124,0,0,124
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS","NSLP_LUNCH",30,43,0,0,43
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS II","NSLP_BREAKFAST_SEVERENEED",30,176,0,0,176
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS II","NSLP_LUNCH",30,50,0,0,50
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,648,168,179,995
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH",20,1473,459,696,2628
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,413,134,226,773
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH",20,853,255,839,1947
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED",20,479,113,325,917
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH",20,782,233,958,1973
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED",20,829,220,497,1546
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH",20,1027,323,629,1979
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,466,103,370,939
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH",20,1020,504,1370,2894
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,1535,421,353,2309
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_LUNCH",20,2425,594,584,3603
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",20,2472,0,0,2472
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS HIGH","NSLP_BREAKFAST_SEVERENEED",20,1130,317,397,1844
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS HIGH","NSLP_LUNCH",20,1120,340,448,1908
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS HIGH","NSLP_SNACK_AREAELIGIBLE",20,92,0,0,92
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_BREAKFAST_SEVERENEED",20,948,139,227,1314
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_LUNCH",20,995,134,230,1359
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_SNACK_AREAELIGIBLE",20,692,0,0,692
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,8803,930,722,10455
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_LUNCH",20,9219,922,966,11107
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",20,1647,0,0,1647
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"AVOCADO ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,1838,89,287,2214
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"AVOCADO ELEMENTARY","NSLP_LUNCH",20,4218,463,1198,5879
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"BLOSSOM VALLEY ELEMENTARY","NSLP_LUNCH",20,2137,302,721,3160
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_BREAKFAST_SEVERENEED",20,3483,780,1795,6058
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_LUNCH",20,3394,673,1466,5533
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_SNACK_AREAELIGIBLE",20,1051,0,0,1051
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CAJON VALLEY MIDDLE","NSLP_BREAKFAST_SEVERENEED",20,5309,681,500,6490
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CAJON VALLEY MIDDLE","NSLP_LUNCH",23,14028,1863,1688,17579
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CAJON VALLEY MIDDLE","NSLP_SNACK_AREAELIGIBLE",20,2809,0,0,2809
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CHASE AVENUE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,6693,539,470,7702
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CHASE AVENUE ELEMENTARY","NSLP_LUNCH",20,10523,1261,1776,13560
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CHASE AVENUE ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",20,2813,0,0,2813
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"CREST ELEMENTARY","NSLP_LUNCH",20,788,101,522,1411
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"EMERALD MIDDLE","NSLP_BREAKFAST_SEVERENEED",20,2780,234,280,3294
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"EMERALD MIDDLE","NSLP_LUNCH",22,7521,935,992,9448
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"EMERALD MIDDLE","NSLP_SNACK_AREAELIGIBLE",20,837,0,0,837
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"FLYING HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,2094,251,256,2601
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"FLYING HILLS ELEMENTARY","NSLP_LUNCH",20,4730,718,1349,6797
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"FLYING HILLS ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",20,1048,0,0,1048
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"FUERTE ELEMENTARY","NSLP_LUNCH",20,2192,240,1929,4361
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"GREENFIELD MIDDLE","NSLP_BREAKFAST_SEVERENEED",20,2632,539,763,3934
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"GREENFIELD MIDDLE","NSLP_LUNCH",20,6925,1493,2402,10820
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"GREENFIELD MIDDLE","NSLP_SNACK_AREAELIGIBLE",20,1622,0,0,1622
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"HILLSDALE MIDDLE","NSLP_LUNCH",20,6565,801,3152,10518
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"JAMACHA ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,786,72,45,903
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"JAMACHA ELEMENTARY","NSLP_LUNCH",20,3224,436,1203,4863
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"JOHNSON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,7682,770,501,8953
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"JOHNSON ELEMENTARY","NSLP_LUNCH",20,9916,1243,1023,12182
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"JOHNSON ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",20,1493,0,0,1493
2016-04-01,"2015-2016","NSLP",2016,"SAN DIEGO","CAJON VALLEY UNION",NA,"LEXINGTON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",20,14200,1371,366,15937
