"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2015-2016",37,76851,6037543,"SAN DIEGO","BONSALL UNIFIED","BONSALL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","None",FALSE,NA,"",FALSE,"K","5",979,266,27.2,330,33.7,961,261,27.2,324,33.7,TRUE,"Elementary School"
"2015-2016",37,76851,6108567,"SAN DIEGO","BONSALL UNIFIED","NORMAN L. SULLIVAN MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","None",FALSE,NA,"",FALSE,"6","8",600,165,27.5,195,32.5,600,165,27.5,195,32.5,TRUE,"Middle School"
"2015-2016",37,76851,6113468,"SAN DIEGO","BONSALL UNIFIED","VIVIAN BANKS CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 4",TRUE,104,"LOCALLY FUNDED",FALSE,"K","5",110,109,99.1,109,99.1,110,109,99.1,109,99.1,TRUE,"Elementary School"
"2015-2016",37,76901,131193,"SAN DIEGO","SBE - THRIVE PUBLIC","THRIVE PUBLIC","State Board of Education","Elemen Schools In 1 School Dist. (Public)","TRADITIONAL","None",TRUE,1696,"DIRECTLY FUNDED",FALSE,"K","8",194,71,36.6,99,51,191,71,37.2,98,51.3,TRUE,"Elementary School"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"",NA,NA,NA,"","","","","","","",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
