County,Claim Month/ Year,ProgramCode,Year,Name,Meal Group,Days Served,Free Eligible,Reduced Eligible,Paid Eligible,Enroll,Free Meals,Reduced Meals,Paid Meals,Total Meals,Average Daily Meals
SAN DIEGO,Dec 2015,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,20,1698,0,0,1698,865,0,0,865,43.25
SAN DIEGO,Dec 2015,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,20,1698,0,0,1698,1270,0,0,1270,63.5
SAN DIEGO,Jan 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,20,144,0,0,144,1349,0,0,1349,67.45
SAN DIEGO,Jan 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,20,144,0,0,144,656,0,0,656,32.8
SAN DIEGO,Feb 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,20,1435,0,0,1435,918,0,0,918,45.9
SAN DIEGO,Feb 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,20,1435,0,0,1435,1418,0,0,1418,70.9
SAN DIEGO,Mar 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,23,151,0,0,151,965,0,0,965,41.9565
SAN DIEGO,Mar 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,23,151,0,0,151,1395,0,0,1395,60.6522
SAN DIEGO,Apr 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,21,1146,0,0,1146,942,0,0,942,44.8571
SAN DIEGO,Apr 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,21,1146,0,0,1146,1281,0,0,1281,61
SAN DIEGO,May 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,21,62,0,0,62,513,0,0,513,24.4286
SAN DIEGO,May 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,21,62,0,0,62,1118,0,0,1118,53.2381
SAN DIEGO,Jun 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SNACK,2,58,0,0,58,97,0,0,97,48.5
SAN DIEGO,Jun 2016,CACF,2016,"BOYS & GIRLS CLUBS OF OCEANSIDE, CALIFORNIA, INCORPORATED",ATRISK_CHILD_SUPPER,2,58,0,0,58,51,0,0,51,25.5
SAN DIEGO,Oct 2015,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,15,196,0,0,196,1799,0,0,1799,119.9333
SAN DIEGO,Nov 2015,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SNACK,19,319,0,0,319,148,0,0,148,7.7895
SAN DIEGO,Nov 2015,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,19,319,0,0,319,2075,0,0,2075,109.2105
SAN DIEGO,Dec 2015,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,14,171,0,0,171,1566,0,0,1566,111.8571
SAN DIEGO,Jan 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,19,168,0,0,168,2090,0,0,2090,110
SAN DIEGO,Feb 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SNACK,21,180,0,0,180,230,0,0,230,10.9524
SAN DIEGO,Feb 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,21,180,0,0,180,1925,0,0,1925,91.6667
SAN DIEGO,Mar 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SNACK,23,160,0,0,160,100,0,0,100,4.3478
SAN DIEGO,Mar 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,23,160,0,0,160,2197,0,0,2197,95.5217
SAN DIEGO,Apr 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SNACK,21,175,0,0,175,14,0,0,14,0.6667
SAN DIEGO,Apr 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,21,175,0,0,175,2301,0,0,2301,109.5714
SAN DIEGO,May 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,21,245,0,0,245,2383,0,0,2383,113.4762
SAN DIEGO,Jun 2016,CACF,2016,BOYS CLUB OF FALLBROOK,ATRISK_CHILD_SUPPER,3,162,0,0,162,306,0,0,306,102
SAN DIEGO,Oct 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,31,469,0,0,469,5614,0,0,5614,181.0968
SAN DIEGO,Oct 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,31,469,0,0,469,5614,0,0,5614,181.0968
SAN DIEGO,Oct 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,31,469,0,0,469,5614,0,0,5614,181.0968
SAN DIEGO,Nov 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,30,469,0,0,469,5488,0,0,5488,182.9333
SAN DIEGO,Nov 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,30,469,0,0,469,5488,0,0,5488,182.9333
SAN DIEGO,Nov 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,30,469,0,0,469,5488,0,0,5488,182.9333
SAN DIEGO,Dec 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,31,469,0,0,469,5522,0,0,5522,178.129
SAN DIEGO,Dec 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,31,469,0,0,469,5522,0,0,5522,178.129
SAN DIEGO,Dec 2015,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,31,469,0,0,469,5522,0,0,5522,178.129
SAN DIEGO,Jan 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,31,469,0,0,469,5368,0,0,5368,173.1613
SAN DIEGO,Jan 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,31,469,0,0,469,5368,0,0,5368,173.1613
SAN DIEGO,Jan 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,31,469,0,0,469,5368,0,0,5368,173.1613
SAN DIEGO,Feb 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,29,469,0,0,469,5320,0,0,5320,183.4483
SAN DIEGO,Feb 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,29,469,0,0,469,5320,0,0,5320,183.4483
SAN DIEGO,Feb 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,29,469,0,0,469,5320,0,0,5320,183.4483
SAN DIEGO,Mar 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,30,469,0,0,469,5541,0,0,5541,184.7
SAN DIEGO,Mar 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,30,469,0,0,469,5541,0,0,5541,184.7
SAN DIEGO,Mar 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,30,469,0,0,469,5541,0,0,5541,184.7
SAN DIEGO,Apr 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,30,469,0,0,469,5616,0,0,5616,187.2
SAN DIEGO,Apr 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,30,469,0,0,469,5616,0,0,5616,187.2
SAN DIEGO,Apr 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,30,469,0,0,469,5616,0,0,5616,187.2
SAN DIEGO,May 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,31,469,0,0,469,5895,0,0,5895,190.1613
SAN DIEGO,May 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,31,469,0,0,469,5895,0,0,5895,190.1613
SAN DIEGO,May 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,31,469,0,0,469,5895,0,0,5895,190.1613
SAN DIEGO,Jun 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,30,469,0,0,469,5704,0,0,5704,190.1333
SAN DIEGO,Jun 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,30,469,0,0,469,5704,0,0,5704,190.1333
SAN DIEGO,Jun 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,30,469,0,0,469,5704,0,0,5704,190.1333
SAN DIEGO,Jul 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,31,469,0,0,469,5831,0,0,5831,188.0968
SAN DIEGO,Jul 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,31,469,0,0,469,5831,0,0,5831,188.0968
SAN DIEGO,Jul 2016,CACF,2016,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,31,469,0,0,469,5831,0,0,5831,188.0968
SAN DIEGO,Oct 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,21,27,0,0,27,351,0,0,351,16.7143
SAN DIEGO,Oct 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,21,27,0,0,27,415,0,0,415,19.7619
SAN DIEGO,Oct 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,21,27,0,0,27,225,0,0,225,10.7143
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,19,1,0,0,1,3,0,0,3,0.1579
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,19,1,0,0,1,15,0,0,15,0.7895
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,19,1,0,0,1,8,0,0,8,0.4211
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,19,25,0,0,25,318,0,0,318,16.7368
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,19,25,0,0,25,400,0,0,400,21.0526
SAN DIEGO,Nov 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,19,25,0,0,25,233,0,0,233,12.2632
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,15,1,0,0,1,2,0,0,2,0.1333
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,15,1,0,0,1,14,0,0,14,0.9333
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,15,1,0,0,1,9,0,0,9,0.6
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,20,25,0,0,25,256,0,0,256,12.8
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,20,25,0,0,25,358,0,0,358,17.9
SAN DIEGO,Dec 2015,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,20,25,0,0,25,236,0,0,236,11.8
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,16,1,0,0,1,3,0,0,3,0.1875
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,16,1,0,0,1,15,0,0,15,0.9375
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,16,1,0,0,1,12,0,0,12,0.75
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,18,21,0,0,21,187,0,0,187,10.3889
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,18,21,0,0,21,305,0,0,305,16.9444
SAN DIEGO,Jan 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,18,21,0,0,21,219,0,0,219,12.1667
SAN DIEGO,Feb 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,20,1,0,0,1,16,0,0,16,0.8
SAN DIEGO,Feb 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,20,1,0,0,1,10,0,0,10,0.5
SAN DIEGO,Feb 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,20,24,0,0,24,264,0,0,264,13.2
SAN DIEGO,Feb 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,20,24,0,0,24,391,0,0,391,19.55
SAN DIEGO,Feb 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,20,24,0,0,24,264,0,0,264,13.2
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,12,1,0,0,1,2,0,0,2,0.1667
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,12,1,0,0,1,12,0,0,12,1
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,12,1,0,0,1,5,0,0,5,0.4167
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,22,25,0,0,25,300,0,0,300,13.6364
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,22,25,0,0,25,447,0,0,447,20.3182
SAN DIEGO,Mar 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,22,25,0,0,25,287,0,0,287,13.0455
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,12,1,0,0,1,8,0,0,8,0.6667
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,12,1,0,0,1,12,0,0,12,1
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,12,1,0,0,1,7,0,0,7,0.5833
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,21,23,0,0,23,284,0,0,284,13.5238
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,21,23,0,0,23,396,0,0,396,18.8571
SAN DIEGO,Apr 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,21,23,0,0,23,296,0,0,296,14.0952
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,12,1,0,0,1,10,0,0,10,0.8333
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,12,1,0,0,1,12,0,0,12,1
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,12,1,0,0,1,10,0,0,10,0.8333
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,22,20,0,0,20,230,0,0,230,10.4545
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,22,20,0,0,20,284,0,0,284,12.9091
SAN DIEGO,May 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,22,20,0,0,20,234,0,0,234,10.6364
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,18,1,0,0,1,15,0,0,15,0.8333
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,18,1,0,0,1,17,0,0,17,0.9444
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,18,1,0,0,1,10,0,0,10,0.5556
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,22,19,0,0,19,231,0,0,231,10.5
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,22,19,0,0,19,256,0,0,256,11.6364
SAN DIEGO,Jun 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,22,19,0,0,19,205,0,0,205,9.3182
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,CHILD_BREAKFAST,14,1,0,0,1,10,0,0,10,0.7143
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,CHILD_LUNCH,14,1,0,0,1,14,0,0,14,1
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,CHILD_SNACK_PM,14,1,0,0,1,11,0,0,11,0.7857
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_BREAKFAST,20,15,0,0,15,218,0,0,218,10.9
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_LUNCH,20,15,0,0,15,234,0,0,234,11.7
SAN DIEGO,Jul 2016,CACF,2016,CASA DE AMPARO,HS_CHILD_SNACK_PM,20,15,0,0,15,198,0,0,198,9.9
SAN DIEGO,Oct 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,22,180,0,2,182,2669,0,30,2699,122.6818
SAN DIEGO,Oct 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,22,180,0,2,182,2748,0,31,2779,126.3182
SAN DIEGO,Nov 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,19,180,0,2,182,2274,0,25,2299,121
SAN DIEGO,Nov 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,19,180,0,2,182,2314,0,26,2340,123.1579
SAN DIEGO,Dec 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,20,180,0,2,182,2329,0,26,2355,117.75
SAN DIEGO,Dec 2015,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,20,180,0,2,182,2368,0,26,2394,119.7
SAN DIEGO,Jan 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,20,180,0,2,182,2084,0,23,2107,105.35
SAN DIEGO,Jan 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,20,180,0,2,182,2108,0,23,2131,106.55
SAN DIEGO,Jan 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_SNACK_PM,20,180,0,2,182,511,0,6,517,25.85
SAN DIEGO,Feb 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,21,180,0,2,182,2259,0,25,2284,108.7619
SAN DIEGO,Feb 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,21,180,0,2,182,2298,0,26,2324,110.6667
SAN DIEGO,Feb 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_SNACK_PM,21,180,0,2,182,806,0,9,815,38.8095
SAN DIEGO,Mar 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,23,174,0,3,177,2513,0,43,2556,111.1304
SAN DIEGO,Mar 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,23,174,0,3,177,2560,0,44,2604,113.2174
SAN DIEGO,Mar 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_SNACK_PM,23,174,0,3,177,845,0,15,860,37.3913
SAN DIEGO,Apr 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,20,174,0,3,177,2183,0,38,2221,111.05
SAN DIEGO,Apr 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,20,174,0,3,177,2203,0,38,2241,112.05
SAN DIEGO,Apr 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_SNACK_PM,20,174,0,3,177,778,0,13,791,39.55
SAN DIEGO,May 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,21,174,0,3,177,2358,0,41,2399,114.2381
SAN DIEGO,May 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_LUNCH,21,174,0,3,177,2396,0,41,2437,116.0476
SAN DIEGO,May 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_SNACK_PM,21,174,0,3,177,874,0,15,889,42.3333
SAN DIEGO,Jun 2016,CACF,2016,CENTRO DE SALUD DE LA,ADULT_BREAKFAST,22,174,0,3,177,2428,0,42,2470,112.2727
