siteid,reportdate,ProgramGroupYear,SiteName,sponsorname,sponsor_id,MealGroupCode,MealTypeCode,DaysServedQty,MlsServedFree
169,2017-10-01,2018,AVONDALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,582
169,2017-10-01,2018,AVONDALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,691
1977,2017-10-01,2018,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,450
1977,2017-10-01,2018,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,591
2069,2017-10-01,2018,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,701
2069,2017-10-01,2018,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,1032
2185,2017-10-01,2018,LOMA ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,626
2185,2017-10-01,2018,LOMA ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,607
3717,2017-10-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,356
3717,2017-10-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,390
109,2017-12-01,2018,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED,340,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,9,460
109,2017-12-01,2018,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,9,452
4909,2018-01-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,8,185
4909,2018-01-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,8,197
4913,2018-01-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,8,564
4913,2018-01-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,8,200
4917,2018-01-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,8,640
4917,2018-01-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,8,1160
4985,2018-01-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,8,200
4985,2018-01-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,8,200
193,2018-03-01,2018,BANCROFT ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,4,202
1549,2018-03-01,2018,HIGHLANDS ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,4,173
1977,2018-03-01,2018,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,4,161
2553,2018-03-01,2018,MURDOCK ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,4,217
3717,2018-03-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,4,51
4909,2018-03-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,4,96
4909,2018-03-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,4,108
4913,2018-03-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,4,200
4913,2018-03-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,4,135
4917,2018-03-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,5,690
4917,2018-03-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,5,690
4985,2018-03-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,4,100
4985,2018-03-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,4,100
193,2018-04-01,2018,BANCROFT ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,5,286
1549,2018-04-01,2018,HIGHLANDS ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,5,244
1977,2018-04-01,2018,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,5,239
2553,2018-04-01,2018,MURDOCK ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,5,373
3717,2018-04-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,5,108
4909,2018-04-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,18,629
4909,2018-04-01,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,18,654
4913,2018-04-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,18,1220
4913,2018-04-01,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,18,1245
4917,2018-04-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,18,1523
4917,2018-04-01,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,18,1670
4985,2018-04-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_LUNCH,SSFO_LUNCH,18,447
4985,2018-04-01,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,SSFO_SNACKPM,SSFO_SNACKPM,18,444
609,2018-06-01,2018,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION,80,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,5,822
609,2018-06-01,2018,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,979
4317,2018-06-01,2018,EL CAJON PUBLIC LIBRARY,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,1851
4317,2018-06-01,2018,EL CAJON PUBLIC LIBRARY,CAJON VALLEY UNION,80,SSFO_SNACKPM,SSFO_SNACKPM,8,1239
1365,2018-06-01,2018,GREENFIELD MIDDLE,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,596
4321,2018-06-01,2018,JF KENNEDY PARK,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,999
1761,2018-06-01,2018,JOHNSON ELEMENTARY,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,351
2093,2018-06-01,2018,LEXINGTON ELEMENTARY,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,374
2565,2018-06-01,2018,NARANCA ELEMENTARY,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,368
4325,2018-06-01,2018,RENETTE PARK COMMUNITY CENTER,CAJON VALLEY UNION,80,SSFO_LUNCH,SSFO_LUNCH,10,737
4341,2018-06-01,2018,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,CHULA VISTA ELEMENTARY,104,SSFO_LUNCH,SSFO_LUNCH,19,738
4341,2018-06-01,2018,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,CHULA VISTA ELEMENTARY,104,SSFO_SNACKPM,SSFO_SNACKPM,19,175
4345,2018-06-01,2018,CITY OF CHULA VISTA SOUTH CV LIBRARY,CHULA VISTA ELEMENTARY,104,SSFO_LUNCH,SSFO_LUNCH,19,950
4345,2018-06-01,2018,CITY OF CHULA VISTA SOUTH CV LIBRARY,CHULA VISTA ELEMENTARY,104,SSFO_SNACKPM,SSFO_SNACKPM,19,316
1565,2018-06-01,2018,HILLTOP DRIVE ELEMENTARY,CHULA VISTA ELEMENTARY,104,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1062
1565,2018-06-01,2018,HILLTOP DRIVE ELEMENTARY,CHULA VISTA ELEMENTARY,104,SSFO_LUNCH,SSFO_LUNCH,15,1160
3049,2018-06-01,2018,PALOMAR ELEMENTARY,CHULA VISTA ELEMENTARY,104,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1679
3049,2018-06-01,2018,PALOMAR ELEMENTARY,CHULA VISTA ELEMENTARY,104,SSFO_LUNCH,SSFO_LUNCH,15,1738
877,2018-06-01,2018,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,15,1151
1145,2018-06-01,2018,ESCONDIDO HIGH,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,12,870
4353,2018-06-01,2018,GROVE PARK,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,6,535
2957,2018-06-01,2018,ORANGE GLEN HIGH,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,12,1334
3521,2018-06-01,2018,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,160,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,12,2776
3521,2018-06-01,2018,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,12,6240
4361,2018-06-01,2018,SPECIAL EDUCATION TRANSITION CLASS,ESCONDIDO UNION HIGH,160,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,12,286
4361,2018-06-01,2018,SPECIAL EDUCATION TRANSITION CLASS,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,12,342
4065,2018-06-01,2018,VALLEY HIGH (CONTINUATION),ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,12,528
4365,2018-06-01,2018,WASHINGTON PARK CENTER,ESCONDIDO UNION HIGH,160,SSFO_BREAKFAST,SSFO_BREAKFAST,15,1429
4365,2018-06-01,2018,WASHINGTON PARK CENTER,ESCONDIDO UNION HIGH,160,SSFO_LUNCH,SSFO_LUNCH,15,3039
1817,2018-06-01,2018,JUNIPER ELEMENTARY,ESCONDIDO UNION,156,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,8,1092
1817,2018-06-01,2018,JUNIPER ELEMENTARY,ESCONDIDO UNION,156,SSFO_LUNCH,SSFO_LUNCH,8,1700
2121,2018-06-01,2018,LINCOLN ELEMENTARY,ESCONDIDO UNION,156,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,1056
2121,2018-06-01,2018,LINCOLN ELEMENTARY,ESCONDIDO UNION,156,SSFO_LUNCH,SSFO_LUNCH,10,2153
3305,2018-06-01,2018,ROCK SPRINGS ELEMENTARY,ESCONDIDO UNION,156,SSFO_LUNCH,SSFO_LUNCH,10,1442
1181,2018-06-01,2018,FALLBROOK STEM ACADEMY,FALLBROOK UNION ELEMENTARY,168,SSFO_LUNCH,SSFO_LUNCH,18,4098
1181,2018-06-01,2018,FALLBROOK STEM ACADEMY,FALLBROOK UNION ELEMENTARY,168,SSFO_SNACKAM,SSFO_SNACKAM,18,4536
2001,2018-06-01,2018,LA PALOMA ELEMENTARY,FALLBROOK UNION ELEMENTARY,168,SSFO_LUNCH,SSFO_LUNCH,8,922
4377,2018-06-01,2018,NORTH COUNTY BOYS AND GIRLS CLUB,FALLBROOK UNION ELEMENTARY,168,SSFO_LUNCH,SSFO_LUNCH,15,1517
1173,2018-06-01,2018,FALLBROOK HIGH,FALLBROOK UNION HIGH,172,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,980
1173,2018-06-01,2018,FALLBROOK HIGH,FALLBROOK UNION HIGH,172,SSFO_LUNCH,SSFO_LUNCH,15,3857
1685,2018-06-01,2018,IVY HIGH (CONTINUATION),FALLBROOK UNION HIGH,172,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,181
1685,2018-06-01,2018,IVY HIGH (CONTINUATION),FALLBROOK UNION HIGH,172,SSFO_LUNCH,SSFO_LUNCH,15,367
4037,2018-06-01,2018,VALLECITOS ELEMENTARY SCHOOL DIST,FALLBROOK UNION HIGH,172,SSFO_LUNCH,SSFO_LUNCH,15,279
4501,2018-06-01,2018,BOYS AND GIRLS CLUB OF EAST COUNTY,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,11,440
4501,2018-06-01,2018,BOYS AND GIRLS CLUB OF EAST COUNTY,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,11,1345
4505,2018-06-01,2018,BOYS AND GIRLS CLUB SANTEE,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,510
4505,2018-06-01,2018,BOYS AND GIRLS CLUB SANTEE,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,653
601,2018-06-01,2018,CHAPARRAL HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,436
601,2018-06-01,2018,CHAPARRAL HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,835
1053,2018-06-01,2018,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,2134
1053,2018-06-01,2018,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,7911
1065,2018-06-01,2018,EL CAPITAN HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,770
1065,2018-06-01,2018,EL CAPITAN HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,2193
1341,2018-06-01,2018,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1260
1341,2018-06-01,2018,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,5020
1373,2018-06-01,2018,GROSSMONT HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,2713
1373,2018-06-01,2018,GROSSMONT HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,7132
1465,2018-06-01,2018,HELIX HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1356
1465,2018-06-01,2018,HELIX HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,3149
4509,2018-06-01,2018,HILTON HEAD COUNTY PARK,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,1292
4513,2018-06-01,2018,LAKESIDE CLUBHOUSE,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,7,360
4513,2018-06-01,2018,LAKESIDE CLUBHOUSE,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,7,351
4517,2018-06-01,2018,LEMON GROVE REC CENTER,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST,10,1020
4517,2018-06-01,2018,LEMON GROVE REC CENTER,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,2930
2157,2018-06-01,2018,LITERACY FIRST CHARTER,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,5,150
2157,2018-06-01,2018,LITERACY FIRST CHARTER,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,5,150
2453,2018-06-01,2018,MONTE VISTA HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1449
2453,2018-06-01,2018,MONTE VISTA HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,4715
2509,2018-06-01,2018,MOUNT MIGUEL HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,644
2509,2018-06-01,2018,MOUNT MIGUEL HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,3349
3249,2018-06-01,2018,REACH ACADEMY,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,788
3249,2018-06-01,2018,REACH ACADEMY,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,789
3553,2018-06-01,2018,SANTANA HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1102
3553,2018-06-01,2018,SANTANA HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,1948
4525,2018-06-01,2018,SANTEE RECREATION CENTER,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,13,485
4525,2018-06-01,2018,SANTEE RECREATION CENTER,GROSSMONT UNION HIGH,188,SSFO_SNACKPM,SSFO_SNACKPM,13,485
3765,2018-06-01,2018,STEELE CANYON HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,420
3765,2018-06-01,2018,STEELE CANYON HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,1393
4017,2018-06-01,2018,VALHALLA HIGH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,990
4017,2018-06-01,2018,VALHALLA HIGH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,15,3832
4533,2018-06-01,2018,WOODGLEN VISTA APARTMENTS,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,72
4533,2018-06-01,2018,WOODGLEN VISTA APARTMENTS,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,117
4537,2018-06-01,2018,YMCA - LA MESA,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,1727
4537,2018-06-01,2018,YMCA - LA MESA,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,1510
4541,2018-06-01,2018,YMCA - MCGRATH,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,1206
4541,2018-06-01,2018,YMCA - MCGRATH,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,888
4545,2018-06-01,2018,YMCA - SANTEE,GROSSMONT UNION HIGH,188,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,1718
4545,2018-06-01,2018,YMCA - SANTEE,GROSSMONT UNION HIGH,188,SSFO_LUNCH,SSFO_LUNCH,10,1540
529,2018-06-01,2018,CASA DE ORO ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,352
529,2018-06-01,2018,CASA DE ORO ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,617
2005,2018-06-01,2018,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,330
2005,2018-06-01,2018,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,412
2313,2018-06-01,2018,MARYLAND AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,65
3237,2018-06-01,2018,RANCHO ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,93
3321,2018-06-01,2018,ROLANDO ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,383
3321,2018-06-01,2018,ROLANDO ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,455
3717,2018-06-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,563
3717,2018-06-01,2018,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,267
4741,2018-06-01,2018,SPRING VALLEY COMMUNITY CENTER,LA MESA-SPRING VALLEY,240,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,10,426
4741,2018-06-01,2018,SPRING VALLEY COMMUNITY CENTER,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,509
4745,2018-06-01,2018,SPRING VALLEY LIBRARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,436
3833,2018-06-01,2018,SWEETWATER SPRINGS ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_LUNCH,SSFO_LUNCH,10,417
3833,2018-06-01,2018,SWEETWATER SPRINGS ELEMENTARY,LA MESA-SPRING VALLEY,240,SSFO_SNACKPM,SSFO_SNACKPM,10,429
2025,2018-06-01,2018,LAKESIDE MIDDLE,LAKESIDE UNION ELEMENTARY,244,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,7,997
2025,2018-06-01,2018,LAKESIDE MIDDLE,LAKESIDE UNION ELEMENTARY,244,SSFO_LUNCH,SSFO_LUNCH,7,880
2073,2018-06-01,2018,LEMON CREST ELEMENTARY,LAKESIDE UNION ELEMENTARY,244,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,4,210
2073,2018-06-01,2018,LEMON CREST ELEMENTARY,LAKESIDE UNION ELEMENTARY,244,SSFO_LUNCH,SSFO_LUNCH,4,261
3389,2018-06-01,2018,SAN ALTOS ELEMENTARY,LEMON GROVE,248,SSFO_LUNCH,SSFO_LUNCH,5,183
4129,2018-06-01,2018,VISTA LA MESA ACADEMY,LEMON GROVE,248,SSFO_LUNCH,SSFO_LUNCH,5,66
461,2018-06-01,2018,CAMPO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,256,SSFO_LUNCH,SSFO_LUNCH,10,230
4785,2018-06-01,2018,ABBY REINKE YOUTH CENTER,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,814
4785,2018-06-01,2018,ABBY REINKE YOUTH CENTER,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,1169
4793,2018-06-01,2018,BALDERRAMA PARK,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST,15,312
4793,2018-06-01,2018,BALDERRAMA PARK,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,2061
4801,2018-06-01,2018,BOYS/GIRLS CLUB COUNTRY CLUB LANE,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,3502
4801,2018-06-01,2018,BOYS/GIRLS CLUB COUNTRY CLUB LANE,OCEANSIDE UNIFIED,284,SSFO_SNACKPM,SSFO_SNACKPM,15,2418
4805,2018-06-01,2018,CITY OF OCEANSIDE LIBRARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,2152
4805,2018-06-01,2018,CITY OF OCEANSIDE LIBRARY,OCEANSIDE UNIFIED,284,SSFO_SNACKPM,SSFO_SNACKPM,15,320
677,2018-06-01,2018,CLAIR W. BURGENER ACADEMY,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST,15,462
677,2018-06-01,2018,CLAIR W. BURGENER ACADEMY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,347
4809,2018-06-01,2018,CROWN HEIGHTS RESOURCE CENTER,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,451
4809,2018-06-01,2018,CROWN HEIGHTS RESOURCE CENTER,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,1551
893,2018-06-01,2018,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,14,1170
893,2018-06-01,2018,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,14,2042
1061,2018-06-01,2018,EL CAMINO HIGH,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,3,210
4813,2018-06-01,2018,FIRESIDE PARK,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,638
2097,2018-06-01,2018,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1411
2097,2018-06-01,2018,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,2479
4817,2018-06-01,2018,LIBBY LAKE PARK,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,872
4817,2018-06-01,2018,LIBBY LAKE PARK,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,2434
2221,2018-06-01,2018,LOUISE FOUSSAT ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,15,1504
2221,2018-06-01,2018,LOUISE FOUSSAT ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,2135
2413,2018-06-01,2018,MISSION ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,8,677
2413,2018-06-01,2018,MISSION ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,8,683
2913,2018-06-01,2018,OCEANSIDE HIGH,OCEANSIDE UNIFIED,284,SSFO_BREAKFAST,SSFO_BREAKFAST_SEVERENEED,14,1001
2913,2018-06-01,2018,OCEANSIDE HIGH,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,14,2397
3041,2018-06-01,2018,PALMQUIST ELEMENTARY,OCEANSIDE UNIFIED,284,SSFO_LUNCH,SSFO_LUNCH,15,409
