"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2017-2018",37,68338,124347,"SAN DIEGO","SAN DIEGO UNIFIED","CITY HEIGHTS PREPARATORY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1312,"DIRECTLY FUNDED",TRUE,"6","12",150,149,99.3,149,99.3,149,148,99.3,148,99.3,TRUE,"Elementary School"
"2017-2018",37,68338,126151,"SAN DIEGO","SAN DIEGO UNIFIED","EPIPHANY PREP CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,1426,"DIRECTLY FUNDED",TRUE,"K","8",285,210,73.7,241,84.6,285,210,73.7,241,84.6,TRUE,"Elementary School"
"2017-2018",37,68338,126730,"SAN DIEGO","SAN DIEGO UNIFIED","KAVOD ELEMENTARY CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1447,"DIRECTLY FUNDED",TRUE,"K","5",177,39,22,54,30.5,170,37,21.8,50,29.4,TRUE,"Elementary School"
"2017-2018",37,68338,126938,"SAN DIEGO","SAN DIEGO UNIFIED","HOME & HOSP/TRANSITION SUPPORT","Unified School District","K-12 Schools (Public)","HOME AND HOSPITAL",NA,NA,NA,NA,FALSE,"K","12",88,55,62.5,61,69.3,81,53,65.4,57,70.4,TRUE,"Elementary School"
"2017-2018",37,68338,127647,"SAN DIEGO","SAN DIEGO UNIFIED","E3 CIVIC HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,1302,"DIRECTLY FUNDED",TRUE,"9","12",429,297,69.2,337,78.6,423,293,69.3,333,78.7,TRUE,"High School"
"2017-2018",37,68338,127654,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO COOPERATIVE CHARTER SCHOOL 2","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1510,"DIRECTLY FUNDED",TRUE,"K","8",306,126,41.2,156,51,297,125,42.1,154,51.9,TRUE,"Elementary School"
"2017-2018",37,68338,128066,"SAN DIEGO","SAN DIEGO UNIFIED","HEALTH SCIENCES MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,1517,"DIRECTLY FUNDED",TRUE,"6","8",129,82,63.6,99,76.7,129,82,63.6,99,76.7,TRUE,"Middle School"
"2017-2018",37,68338,128744,"SAN DIEGO","SAN DIEGO UNIFIED","LAUREL PREPARATORY ACADEMY","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1600,"DIRECTLY FUNDED",TRUE,"6","12",133,61,45.9,76,57.1,113,58,51.3,70,61.9,TRUE,"Elementary School"
"2017-2018",37,68338,129387,"SAN DIEGO","SAN DIEGO UNIFIED","EMPOWER CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1634,"DIRECTLY FUNDED",TRUE,"K","6",129,75,58.1,100,77.5,126,74,58.7,98,77.8,TRUE,"Elementary School"
"2017-2018",37,68338,129395,"SAN DIEGO","SAN DIEGO UNIFIED","ELEVATE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1633,"DIRECTLY FUNDED",TRUE,"K","5",309,55,17.8,111,35.9,309,55,17.8,111,35.9,TRUE,"Elementary School"
"2017-2018",37,68338,131565,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1709,"DIRECTLY FUNDED",TRUE,"K","5",424,167,39.4,224,52.8,424,167,39.4,224,52.8,TRUE,"Elementary School"
"2017-2018",37,68338,131979,"SAN DIEGO","SAN DIEGO UNIFIED","INGENUITY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1719,"DIRECTLY FUNDED",TRUE,"6","12",175,116,66.3,130,74.3,138,91,65.9,103,74.6,TRUE,"Elementary School"
"2017-2018",37,68338,132316,"SAN DIEGO","SAN DIEGO UNIFIED","JONAS SALK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",659,190,28.8,247,37.5,631,184,29.2,241,38.2,TRUE,"Elementary School"
"2017-2018",37,68338,135913,"SAN DIEGO","SAN DIEGO UNIFIED","URBAN DISCOVERY ACADEMY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1008,"DIRECTLY FUNDED",TRUE,"K","10",610,158,25.9,167,27.4,595,153,25.7,161,27.1,TRUE,"Elementary School"
"2017-2018",37,68338,136663,"SAN DIEGO","SAN DIEGO UNIFIED","AMERICA'S FINEST CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1301,"DIRECTLY FUNDED",TRUE,"K","12",461,360,78.1,360,78.1,452,355,78.5,355,78.5,TRUE,"Elementary School"
"2017-2018",37,68338,3730116,"SAN DIEGO","SAN DIEGO UNIFIED","JOHN MUIR","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","12",235,108,46,138,58.7,234,108,46.2,137,58.5,TRUE,"Elementary School"
"2017-2018",37,68338,3730173,"SAN DIEGO","SAN DIEGO UNIFIED","SERRA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1579,595,37.7,826,52.3,1539,580,37.7,802,52.1,TRUE,"High School"
"2017-2018",37,68338,3730181,"SAN DIEGO","SAN DIEGO UNIFIED","MIRA MESA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2322,753,32.4,1015,43.7,2255,723,32.1,976,43.3,TRUE,"High School"
"2017-2018",37,68338,3730231,"SAN DIEGO","SAN DIEGO UNIFIED","TWAIN HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","CEP",NA,NA,NA,FALSE,"7","12",252,183,72.6,208,82.5,221,162,73.3,181,81.9,TRUE,"Other"
"2017-2018",37,68338,3730314,"SAN DIEGO","SAN DIEGO UNIFIED","UNIVERSITY CITY HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1868,563,30.1,696,37.3,1836,551,30,683,37.2,TRUE,"High School"
"2017-2018",37,68338,3730363,"SAN DIEGO","SAN DIEGO UNIFIED","WHITTIER K-12","Unified School District","Opportunity Schools","OPPORTUNITY SCHOOL",NA,NA,NA,NA,FALSE,"K","12",53,28,52.8,35,66,50,26,52,33,66,TRUE,"Other"
"2017-2018",37,68338,3730371,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO SCPA","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","12",1450,601,41.4,831,57.3,1446,599,41.4,829,57.3,TRUE,"Elementary School"
"2017-2018",37,68338,3730751,"SAN DIEGO","SAN DIEGO UNIFIED","MT. EVEREST ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"K","12",240,47,19.6,55,22.9,237,46,19.4,54,22.8,TRUE,"Other"
"2017-2018",37,68338,3730884,"SAN DIEGO","SAN DIEGO UNIFIED","SCRIPPS RANCH HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2234,305,13.7,357,16,2204,299,13.6,350,15.9,TRUE,"High School"
"2017-2018",37,68338,3730959,"SAN DIEGO","SAN DIEGO UNIFIED","CHARTER SCHOOL OF SAN DIEGO","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,28,"DIRECTLY FUNDED",TRUE,"7","12",1436,947,65.9,1090,75.9,1133,751,66.3,862,76.1,TRUE,"High School"
"2017-2018",37,68338,3731056,"SAN DIEGO","SAN DIEGO UNIFIED","TRACE","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",478,282,59,343,71.8,11,5,45.5,9,81.8,TRUE,"Other"
"2017-2018",37,68338,3731130,"SAN DIEGO","SAN DIEGO UNIFIED","ALBA","Unified School District","District Community Day Schools","COMMUNITY DAY SCHOOL",NA,NA,NA,NA,FALSE,"1","12",33,24,72.7,28,84.8,33,24,72.7,28,84.8,TRUE,"Other"
"2017-2018",37,68338,3731189,"SAN DIEGO","SAN DIEGO UNIFIED","PREUSS SCHOOL UCSD","Unified School District","K-12 Schools (Public)","TRADITIONAL","CEP",NA,169,"DIRECTLY FUNDED",TRUE,"6","12",830,670,80.7,786,94.7,825,665,80.6,781,94.7,TRUE,"Elementary School"
"2017-2018",37,68338,3731213,"SAN DIEGO","SAN DIEGO UNIFIED","CLAIREMONT HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",922,399,43.3,487,52.8,892,389,43.6,474,53.1,TRUE,"High School"
"2017-2018",37,68338,3731247,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,269,"DIRECTLY FUNDED",TRUE,"9","12",558,171,30.6,214,38.4,547,166,30.3,209,38.2,TRUE,"High School"
"2017-2018",37,68338,3731395,"SAN DIEGO","SAN DIEGO UNIFIED","AUDEO CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,406,"DIRECTLY FUNDED",TRUE,"K","12",434,237,54.6,273,62.9,345,183,53,208,60.3,TRUE,"Elementary School"
"2017-2018",37,68338,3731551,"SAN DIEGO","SAN DIEGO UNIFIED","CREATIVE, PERFORMING, AND MEDIA ARTS","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",1031,635,61.6,773,75,1031,635,61.6,773,75,TRUE,"Middle School"
"2017-2018",37,68338,3732781,"SAN DIEGO","SAN DIEGO UNIFIED","HENRY HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2397,722,30.1,902,37.6,2352,711,30.2,886,37.7,TRUE,"High School"
"2017-2018",37,68338,3732997,"SAN DIEGO","SAN DIEGO UNIFIED","HOOVER HIGH","Unified School District","High Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"9","12",2187,1741,79.6,1935,88.5,2117,1689,79.8,1874,88.5,TRUE,"High School"
"2017-2018",37,68338,3733508,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1505,353,23.5,414,27.5,1465,349,23.8,410,28,TRUE,"High School"
"2017-2018",37,68338,3733698,"SAN DIEGO","SAN DIEGO UNIFIED","MADISON HIGH","Unified School District","High Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"9","12",1023,552,54,696,68,990,535,54,671,67.8,TRUE,"High School"
"2017-2018",37,68338,3734431,"SAN DIEGO","SAN DIEGO UNIFIED","MISSION BAY HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1083,487,45,623,57.5,1054,470,44.6,604,57.3,TRUE,"High School"
"2017-2018",37,68338,3734654,"SAN DIEGO","SAN DIEGO UNIFIED","MORSE HIGH","Unified School District","High Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"9","12",1811,1082,59.7,1424,78.6,1770,1053,59.5,1390,78.5,TRUE,"High School"
"2017-2018",37,68338,3735750,"SAN DIEGO","SAN DIEGO UNIFIED","POINT LOMA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1930,579,30,701,36.3,1891,565,29.9,682,36.1,TRUE,"High School"
"2017-2018",37,68338,3737962,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","CEP",NA,NA,NA,FALSE,"9","12",246,213,86.6,233,94.7,182,159,87.4,173,95.1,TRUE,"Other"
"2017-2018",37,68338,6039101,"SAN DIEGO","SAN DIEGO UNIFIED","ADAMS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",280,202,72.1,249,88.9,271,197,72.7,241,88.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039119,"SAN DIEGO","SAN DIEGO UNIFIED","ALCOTT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",195,73,37.4,95,48.7,193,73,37.8,95,49.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039135,"SAN DIEGO","SAN DIEGO UNIFIED","ANGIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",501,200,39.9,312,62.3,491,194,39.5,305,62.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039143,"SAN DIEGO","SAN DIEGO UNIFIED","AUDUBON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","8",503,364,72.4,442,87.9,497,360,72.4,437,87.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039150,"SAN DIEGO","SAN DIEGO UNIFIED","BAKER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",422,362,85.8,391,92.7,412,355,86.2,383,93,TRUE,"Elementary School"
"2017-2018",37,68338,6039168,"SAN DIEGO","SAN DIEGO UNIFIED","BALBOA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",522,463,88.7,492,94.3,509,451,88.6,480,94.3,TRUE,"Elementary School"
"2017-2018",37,68338,6039184,"SAN DIEGO","SAN DIEGO UNIFIED","BARNARD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",464,111,23.9,136,29.3,453,109,24.1,133,29.4,TRUE,"Elementary School"
"2017-2018",37,68338,6039200,"SAN DIEGO","SAN DIEGO UNIFIED","BAY PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",476,88,18.5,115,24.2,463,86,18.6,113,24.4,TRUE,"Elementary School"
"2017-2018",37,68338,6039242,"SAN DIEGO","SAN DIEGO UNIFIED","BIRD ROCK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",451,28,6.2,34,7.5,441,27,6.1,33,7.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039259,"SAN DIEGO","SAN DIEGO UNIFIED","BIRNEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",538,203,37.7,242,45,530,197,37.2,236,44.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039267,"SAN DIEGO","SAN DIEGO UNIFIED","BOONE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",456,292,64,347,76.1,446,287,64.3,341,76.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039283,"SAN DIEGO","SAN DIEGO UNIFIED","BURBANK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",439,381,86.8,420,95.7,426,370,86.9,407,95.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039291,"SAN DIEGO","SAN DIEGO UNIFIED","CABRILLO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","4",155,69,44.5,104,67.1,148,67,45.3,101,68.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039309,"SAN DIEGO","SAN DIEGO UNIFIED","CADMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",196,89,45.4,113,57.7,189,87,46,110,58.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039341,"SAN DIEGO","SAN DIEGO UNIFIED","CARSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",392,313,79.8,350,89.3,384,307,79.9,343,89.3,TRUE,"Elementary School"
"2017-2018",37,68338,6039358,"SAN DIEGO","SAN DIEGO UNIFIED","CARVER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",196,136,69.4,169,86.2,189,132,69.8,163,86.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039366,"SAN DIEGO","SAN DIEGO UNIFIED","CENTRAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",699,617,88.3,673,96.3,682,603,88.4,658,96.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039374,"SAN DIEGO","SAN DIEGO UNIFIED","CHESTERTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",434,156,35.9,247,56.9,420,152,36.2,239,56.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039382,"SAN DIEGO","SAN DIEGO UNIFIED","CHOLLAS/MEAD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",621,511,82.3,575,92.6,604,497,82.3,559,92.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039390,"SAN DIEGO","SAN DIEGO UNIFIED","CLAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",307,221,72,255,83.1,299,215,71.9,249,83.3,TRUE,"Elementary School"
"2017-2018",37,68338,6039424,"SAN DIEGO","SAN DIEGO UNIFIED","CROWN POINT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",355,154,43.4,203,57.2,348,151,43.4,199,57.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039432,"SAN DIEGO","SAN DIEGO UNIFIED","CUBBERLEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",180,86,47.8,105,58.3,177,85,48,104,58.8,TRUE,"Elementary School"
"2017-2018",37,68338,6039440,"SAN DIEGO","SAN DIEGO UNIFIED","CURIE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",593,66,11.1,78,13.2,577,66,11.4,78,13.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039457,"SAN DIEGO","SAN DIEGO UNIFIED","DARNALL CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,33,"DIRECTLY FUNDED",TRUE,"K","8",640,473,73.9,539,84.2,640,473,73.9,539,84.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039481,"SAN DIEGO","SAN DIEGO UNIFIED","DEWEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","4",386,114,29.5,238,61.7,373,110,29.5,228,61.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039499,"SAN DIEGO","SAN DIEGO UNIFIED","EDISON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",455,400,87.9,439,96.5,444,390,87.8,428,96.4,TRUE,"Elementary School"
"2017-2018",37,68338,6039507,"SAN DIEGO","SAN DIEGO UNIFIED","EMERSON/BANDINI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","6",457,412,90.2,443,96.9,446,402,90.1,432,96.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039515,"SAN DIEGO","SAN DIEGO UNIFIED","ENCANTO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",475,395,83.2,435,91.6,465,387,83.2,427,91.8,TRUE,"Elementary School"
"2017-2018",37,68338,6039523,"SAN DIEGO","SAN DIEGO UNIFIED","EUCLID ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",502,456,90.8,489,97.4,492,449,91.3,480,97.6,TRUE,"Elementary School"
"2017-2018",37,68338,6039556,"SAN DIEGO","SAN DIEGO UNIFIED","FIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","6",294,199,67.7,238,81,285,193,67.7,231,81.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039564,"SAN DIEGO","SAN DIEGO UNIFIED","FLETCHER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",200,91,45.5,120,60,197,90,45.7,118,59.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039572,"SAN DIEGO","SAN DIEGO UNIFIED","FLORENCE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",240,135,56.3,168,70,232,130,56,163,70.3,TRUE,"Elementary School"
"2017-2018",37,68338,6039598,"SAN DIEGO","SAN DIEGO UNIFIED","FOSTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",381,171,44.9,216,56.7,363,166,45.7,207,57,TRUE,"Elementary School"
"2017-2018",37,68338,6039606,"SAN DIEGO","SAN DIEGO UNIFIED","FRANKLIN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",343,211,61.5,266,77.6,334,206,61.7,261,78.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039614,"SAN DIEGO","SAN DIEGO UNIFIED","FREESE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",278,189,68,241,86.7,268,182,67.9,233,86.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039630,"SAN DIEGO","SAN DIEGO UNIFIED","FULTON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","8",342,250,73.1,310,90.6,339,248,73.2,308,90.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039648,"SAN DIEGO","SAN DIEGO UNIFIED","GAGE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",537,184,34.3,224,41.7,509,178,35,215,42.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039655,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",254,184,72.4,224,88.2,252,182,72.2,222,88.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039671,"SAN DIEGO","SAN DIEGO UNIFIED","GRANT K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",747,193,25.8,221,29.6,735,191,26,218,29.7,TRUE,"Elementary School"
"2017-2018",37,68338,6039697,"SAN DIEGO","SAN DIEGO UNIFIED","GREEN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",448,112,25,150,33.5,429,108,25.2,146,34,TRUE,"Elementary School"
"2017-2018",37,68338,6039705,"SAN DIEGO","SAN DIEGO UNIFIED","HAMILTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",488,425,87.1,459,94.1,478,417,87.2,450,94.1,TRUE,"Elementary School"
"2017-2018",37,68338,6039713,"SAN DIEGO","SAN DIEGO UNIFIED","HARDY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",361,169,46.8,206,57.1,346,164,47.4,199,57.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039721,"SAN DIEGO","SAN DIEGO UNIFIED","HAWTHORNE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",236,118,50,152,64.4,230,114,49.6,147,63.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039739,"SAN DIEGO","SAN DIEGO UNIFIED","HEARST ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",493,78,15.8,101,20.5,468,75,16,97,20.7,TRUE,"Elementary School"
"2017-2018",37,68338,6039747,"SAN DIEGO","SAN DIEGO UNIFIED","HOLMES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",585,97,16.6,123,21,570,96,16.8,121,21.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039754,"SAN DIEGO","SAN DIEGO UNIFIED","HORTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",440,401,91.1,429,97.5,436,397,91.1,425,97.5,TRUE,"Elementary School"
"2017-2018",37,68338,6039762,"SAN DIEGO","SAN DIEGO UNIFIED","FAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",642,564,87.9,625,97.4,632,555,87.8,615,97.3,TRUE,"Elementary School"
"2017-2018",37,68338,6039770,"SAN DIEGO","SAN DIEGO UNIFIED","JEFFERSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",411,235,57.2,286,69.6,403,231,57.3,282,70,TRUE,"Elementary School"
"2017-2018",37,68338,6039788,"SAN DIEGO","SAN DIEGO UNIFIED","JOHNSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",326,258,79.1,293,89.9,317,251,79.2,285,89.9,TRUE,"Elementary School"
"2017-2018",37,68338,6039796,"SAN DIEGO","SAN DIEGO UNIFIED","JONES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",304,100,32.9,152,50,290,96,33.1,145,50,TRUE,"Elementary School"
"2017-2018",37,68338,6039804,"SAN DIEGO","SAN DIEGO UNIFIED","JUAREZ ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",257,101,39.3,133,51.8,248,99,39.9,130,52.4,TRUE,"Elementary School"
"2017-2018",37,68338,6039812,"SAN DIEGO","SAN DIEGO UNIFIED","KEILLER LEADERSHIP ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,695,"DIRECTLY FUNDED",TRUE,"K","8",595,428,71.9,489,82.2,589,423,71.8,484,82.2,TRUE,"Elementary School"
"2017-2018",37,68338,6039846,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",535,49,9.2,54,10.1,529,49,9.3,54,10.2,TRUE,"Elementary School"
