"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2017-2018",37,68114,6038285,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","FALLBROOK STREET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",555,449,80.9,510,91.9,548,444,81,503,91.8,TRUE,"Elementary School"
"2017-2018",37,68114,6038301,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","MARY FAY PENDLETON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",772,76,9.8,360,46.6,761,75,9.9,353,46.4,TRUE,"Elementary School"
"2017-2018",37,68114,6096515,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","SAN ONOFRE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",454,84,18.5,295,65,438,83,18.9,282,64.4,TRUE,"Elementary School"
"2017-2018",37,68114,6096911,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","FALLBROOK HOMESCHOOL ACADEMY","Elementary School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"K","8",39,9,23.1,9,23.1,39,9,23.1,9,23.1,TRUE,"Other"
"2017-2018",37,68114,6109524,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","LIVE OAK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",592,396,66.9,443,74.8,580,390,67.2,434,74.8,TRUE,"Elementary School"
"2017-2018",37,68114,6116420,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","WILLIAM H. FRAZIER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",539,362,67.2,413,76.6,529,358,67.7,409,77.3,TRUE,"Elementary School"
"2017-2018",37,68122,1,"SAN DIEGO","FALLBROOK UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,4,0,0,0,0,TRUE,NA
"2017-2018",37,68122,3730967,"SAN DIEGO","FALLBROOK UNION HIGH","OASIS HIGH (ALTERNATIVE)","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"9","12",85,27,31.8,29,34.1,82,26,31.7,28,34.1,TRUE,"Other"
"2017-2018",37,68122,3732179,"SAN DIEGO","FALLBROOK UNION HIGH","FALLBROOK HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1962,1092,55.7,1211,61.7,1854,1026,55.3,1145,61.8,TRUE,"High School"
"2017-2018",37,68122,3732195,"SAN DIEGO","FALLBROOK UNION HIGH","IVY HIGH (CONTINUATION)","High School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",114,72,63.2,77,67.5,85,58,68.2,60,70.6,TRUE,"Other"
"2017-2018",37,68130,1,"SAN DIEGO","GROSSMONT UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,13,16.7,29,37.2,54,9,16.7,20,37,TRUE,NA
"2017-2018",37,68130,128793,"SAN DIEGO","GROSSMONT UNION HIGH","MERIT ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",67,35,52.2,37,55.2,54,28,51.9,30,55.6,TRUE,"Other"
"2017-2018",37,68130,128819,"SAN DIEGO","GROSSMONT UNION HIGH","REACH ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",39,31,79.5,34,87.2,29,24,82.8,27,93.1,TRUE,"Other"
"2017-2018",37,68130,132548,"SAN DIEGO","GROSSMONT UNION HIGH","IDEA CENTER","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"9","12",160,67,41.9,88,55,155,65,41.9,84,54.2,TRUE,"Other"
"2017-2018",37,68130,3730066,"SAN DIEGO","GROSSMONT UNION HIGH","VALHALLA HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2125,852,40.1,1075,50.6,2055,824,40.1,1032,50.2,TRUE,"High School"
"2017-2018",37,68130,3730702,"SAN DIEGO","GROSSMONT UNION HIGH","WEST HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1723,365,21.2,538,31.2,1668,349,20.9,515,30.9,TRUE,"High School"
"2017-2018",37,68130,3731262,"SAN DIEGO","GROSSMONT UNION HIGH","STEELE CANYON HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,893,"DIRECTLY FUNDED",TRUE,"9","12",2195,585,26.7,706,32.2,2155,572,26.5,692,32.1,TRUE,"High School"
"2017-2018",37,68130,3731486,"SAN DIEGO","GROSSMONT UNION HIGH","ELITE ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",44,31,70.5,38,86.4,22,16,72.7,17,77.3,TRUE,"Other"
"2017-2018",37,68130,3731536,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT MIDDLE COLLEGE HIGH","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"11","12",72,14,19.4,21,29.2,71,14,19.7,21,29.6,TRUE,"Other"
"2017-2018",37,68130,3731692,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAJON VALLEY HIGH","High School District","High Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"9","12",1838,1236,67.2,1640,89.2,1637,1120,68.4,1471,89.9,TRUE,"High School"
"2017-2018",37,68130,3731809,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAPITAN HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1675,613,36.6,829,49.5,1608,582,36.2,786,48.9,TRUE,"High School"
"2017-2018",37,68130,3732336,"SAN DIEGO","GROSSMONT UNION HIGH","GRANITE HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2290,787,34.4,1067,46.6,2167,736,34,1001,46.2,TRUE,"High School"
"2017-2018",37,68130,3732559,"SAN DIEGO","GROSSMONT UNION HIGH","CHAPARRAL HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",73,39,53.4,57,78.1,62,33,53.2,48,77.4,TRUE,"Other"
"2017-2018",37,68130,3732625,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2219,887,40,1158,52.2,2110,842,39.9,1096,51.9,TRUE,"High School"
"2017-2018",37,68130,3732732,"SAN DIEGO","GROSSMONT UNION HIGH","HELIX HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,150,"DIRECTLY FUNDED",TRUE,"9","12",2465,1103,44.7,1454,59,2381,1055,44.3,1399,58.8,TRUE,"High School"
"2017-2018",37,68130,3734548,"SAN DIEGO","GROSSMONT UNION HIGH","MONTE VISTA HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1640,887,54.1,1166,71.1,1549,840,54.2,1109,71.6,TRUE,"High School"
"2017-2018",37,68130,3734761,"SAN DIEGO","GROSSMONT UNION HIGH","MOUNT MIGUEL HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1205,670,55.6,922,76.5,1169,652,55.8,893,76.4,TRUE,"High School"
"2017-2018",37,68130,3737905,"SAN DIEGO","GROSSMONT UNION HIGH","SANTANA HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1584,487,30.7,681,43,1512,461,30.5,645,42.7,TRUE,"High School"
"2017-2018",37,68155,6038319,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL PRIMARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","3",259,114,44,131,50.6,254,112,44.1,129,50.8,TRUE,"Elementary School"
"2017-2018",37,68155,6097182,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","OAK GROVE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",225,107,47.6,122,54.2,225,107,47.6,122,54.2,TRUE,"Middle School"
"2017-2018",37,68155,6112205,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL INTERMEDIATE","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"4","5",110,59,53.6,68,61.8,110,59,53.6,68,61.8,TRUE,"Elementary School"
"2017-2018",37,68155,6117303,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","GREATER SAN DIEGO ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,261,"DIRECTLY FUNDED",TRUE,"K","12",245,88,35.9,113,46.1,238,85,35.7,109,45.8,TRUE,"Elementary School"
"2017-2018",37,68163,1,"SAN DIEGO","JULIAN UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,TRUE,NA
"2017-2018",37,68163,124271,"SAN DIEGO","JULIAN UNION ELEMENTARY","DIEGO VALLEY CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1321,"DIRECTLY FUNDED",TRUE,"K","12",455,349,76.7,388,85.3,210,148,70.5,166,79,TRUE,"Elementary School"
"2017-2018",37,68163,128421,"SAN DIEGO","JULIAN UNION ELEMENTARY","HARBOR SPRINGS CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1589,"DIRECTLY FUNDED",TRUE,"K","12",768,295,38.4,403,52.5,756,291,38.5,398,52.6,TRUE,"Elementary School"
"2017-2018",37,68163,3731239,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,267,"DIRECTLY FUNDED",TRUE,"K","12",2279,557,24.4,685,30.1,2241,546,24.4,672,30,TRUE,"Elementary School"
"2017-2018",37,68163,6038327,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",204,125,61.3,138,67.6,200,121,60.5,134,67,TRUE,"Elementary School"
"2017-2018",37,68163,6105845,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN JUNIOR HIGH","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",107,53,49.5,59,55.1,107,53,49.5,59,55.1,TRUE,"Middle School"
"2017-2018",37,68171,1,"SAN DIEGO","JULIAN UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,TRUE,NA
"2017-2018",37,68171,3733219,"SAN DIEGO","JULIAN UNION HIGH","JULIAN HIGH","High School District","High Schools In 1 School Dist. (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",130,65,50,71,54.6,127,62,48.8,68,53.5,TRUE,"Other"
"2017-2018",37,68189,1,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,50,2,50,4,2,50,2,50,TRUE,NA
"2017-2018",37,68189,118323,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NATIONAL UNIVERSITY ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,991,"DIRECTLY FUNDED",TRUE,"K","12",663,306,46.2,327,49.3,638,294,46.1,314,49.2,TRUE,"Elementary School"
"2017-2018",37,68189,129288,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","EUCALYPTUS HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"P","K",112,30,26.8,44,39.3,38,5,13.2,11,28.9,TRUE,"Elementary School"
"2017-2018",37,68189,3731072,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVER VALLEY CHARTER","Elementary School District","High Schools (Public)","TRADITIONAL",NA,NA,120,"DIRECTLY FUNDED",FALSE,"7","12",314,43,13.7,43,13.7,309,43,13.9,43,13.9,TRUE,"High School"
"2017-2018",37,68189,6038343,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE FARMS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",670,219,32.7,310,46.3,670,219,32.7,310,46.3,TRUE,"Elementary School"
"2017-2018",37,68189,6038350,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",872,303,34.7,385,44.2,872,303,34.7,385,44.2,TRUE,"Middle School"
"2017-2018",37,68189,6038368,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKEVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",724,195,26.9,240,33.1,724,195,26.9,240,33.1,TRUE,"Elementary School"
"2017-2018",37,68189,6038376,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LINDO PARK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",510,343,67.3,426,83.5,510,343,67.3,426,83.5,TRUE,"Elementary School"
"2017-2018",37,68189,6038384,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVERVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"1","5",615,101,16.4,127,20.7,615,101,16.4,127,20.7,TRUE,"Elementary School"
"2017-2018",37,68189,6038392,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","WINTER GARDENS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","1",365,77,21.1,91,24.9,365,77,21.1,91,24.9,TRUE,"Elementary School"
"2017-2018",37,68189,6085047,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","TIERRA DEL SOL MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",719,279,38.8,336,46.7,719,279,38.8,336,46.7,TRUE,"Middle School"
"2017-2018",37,68189,6110092,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LEMON CREST ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",575,319,55.5,395,68.7,575,319,55.5,395,68.7,TRUE,"Elementary School"
"2017-2018",37,68189,6120901,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","BARONA INDIAN CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,469,"DIRECTLY FUNDED",FALSE,"P","8",74,13,17.6,19,25.7,74,13,17.6,19,25.7,TRUE,"Elementary School"
"2017-2018",37,68197,0,"SAN DIEGO","LA MESA-SPRING VALLEY","DISTRICT OFFICE","Elementary School District",NA,NA,NA,NA,NA,NA,NA,"K","8",11,4,36.4,4,36.4,11,4,36.4,4,36.4,TRUE,NA
"2017-2018",37,68197,1,"SAN DIEGO","LA MESA-SPRING VALLEY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,20,2,20,10,2,20,2,20,TRUE,NA
"2017-2018",37,68197,115543,"SAN DIEGO","LA MESA-SPRING VALLEY","QUEST ACADEMY","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL",NA,NA,NA,NA,FALSE,"6","8",9,7,77.8,8,88.9,9,7,77.8,8,88.9,TRUE,"Other"
"2017-2018",37,68197,132290,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA ARTS ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"4","8",1102,310,28.1,398,36.1,1102,310,28.1,398,36.1,TRUE,"Elementary School"
"2017-2018",37,68197,132431,"SAN DIEGO","LA MESA-SPRING VALLEY","SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, AND MATH ACADEMY AT LA PRESA","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"4","8",952,643,67.5,770,80.9,952,643,67.5,770,80.9,TRUE,"Elementary School"
"2017-2018",37,68197,132951,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA-SPRING VALLEY HOME INDEPENDENT STUDY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",19,11,57.9,11,57.9,19,11,57.9,11,57.9,TRUE,"Elementary School"
"2017-2018",37,68197,134155,"SAN DIEGO","LA MESA-SPRING VALLEY","SPRING VALLEY ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"4","8",828,527,63.6,634,76.6,828,527,63.6,634,76.6,TRUE,"Elementary School"
"2017-2018",37,68197,136408,"SAN DIEGO","LA MESA-SPRING VALLEY","NATIONAL UNIVERSITY ACADEMY SPARROW","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1901,"DIRECTLY FUNDED",TRUE,"K","8",257,67,26.1,77,30,252,67,26.6,76,30.2,TRUE,"Elementary School"
"2017-2018",37,68197,6038400,"SAN DIEGO","LA MESA-SPRING VALLEY","AVONDALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",457,326,71.3,373,81.6,447,319,71.4,364,81.4,TRUE,"Elementary School"
"2017-2018",37,68197,6038418,"SAN DIEGO","LA MESA-SPRING VALLEY","BANCROFT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",495,388,78.4,448,90.5,495,388,78.4,448,90.5,TRUE,"Elementary School"
"2017-2018",37,68197,6038434,"SAN DIEGO","LA MESA-SPRING VALLEY","CASA DE ORO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",370,256,69.2,299,80.8,355,248,69.9,289,81.4,TRUE,"Elementary School"
"2017-2018",37,68197,6038442,"SAN DIEGO","LA MESA-SPRING VALLEY","FLETCHER HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",663,133,20.1,167,25.2,644,130,20.2,162,25.2,TRUE,"Elementary School"
"2017-2018",37,68197,6038459,"SAN DIEGO","LA MESA-SPRING VALLEY","HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",544,364,66.9,429,78.9,526,353,67.1,414,78.7,TRUE,"Elementary School"
"2017-2018",37,68197,6038467,"SAN DIEGO","LA MESA-SPRING VALLEY","KEMPTON STREET LITERACY ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","3",410,317,77.3,361,88,399,309,77.4,351,88,TRUE,"Elementary School"
"2017-2018",37,68197,6038475,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA DALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",466,261,56,350,75.1,450,251,55.8,339,75.3,TRUE,"Elementary School"
"2017-2018",37,68197,6038509,"SAN DIEGO","LA MESA-SPRING VALLEY","LA PRESA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",439,313,71.3,366,83.4,431,308,71.5,360,83.5,TRUE,"Elementary School"
"2017-2018",37,68197,6038517,"SAN DIEGO","LA MESA-SPRING VALLEY","LEMON AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",626,200,31.9,249,39.8,612,197,32.2,245,40,TRUE,"Elementary School"
"2017-2018",37,68197,6038525,"SAN DIEGO","LA MESA-SPRING VALLEY","MARYLAND AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",511,187,36.6,210,41.1,487,184,37.8,205,42.1,TRUE,"Elementary School"
"2017-2018",37,68197,6038533,"SAN DIEGO","LA MESA-SPRING VALLEY","MURRAY MANOR ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",709,261,36.8,314,44.3,709,261,36.8,314,44.3,TRUE,"Elementary School"
"2017-2018",37,68197,6038541,"SAN DIEGO","LA MESA-SPRING VALLEY","NORTHMONT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",474,178,37.6,234,49.4,463,172,37.1,227,49,TRUE,"Elementary School"
"2017-2018",37,68197,6038558,"SAN DIEGO","LA MESA-SPRING VALLEY","PARKWAY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",838,302,36,371,44.3,838,302,36,371,44.3,TRUE,"Middle School"
"2017-2018",37,68197,6038566,"SAN DIEGO","LA MESA-SPRING VALLEY","RANCHO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",382,217,56.8,288,75.4,381,217,57,287,75.3,TRUE,"Elementary School"
"2017-2018",37,68197,6038574,"SAN DIEGO","LA MESA-SPRING VALLEY","ROLANDO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",538,256,47.6,292,54.3,538,256,47.6,292,54.3,TRUE,"Elementary School"
"2017-2018",37,68197,6070833,"SAN DIEGO","LA MESA-SPRING VALLEY","MURDOCK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",611,169,27.7,192,31.4,611,169,27.7,192,31.4,TRUE,"Elementary School"
"2017-2018",37,68197,6098446,"SAN DIEGO","LA MESA-SPRING VALLEY","LOMA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",323,202,62.5,245,75.9,323,202,62.5,245,75.9,TRUE,"Elementary School"
"2017-2018",37,68197,6111207,"SAN DIEGO","LA MESA-SPRING VALLEY","SWEETWATER SPRINGS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",539,278,51.6,346,64.2,539,278,51.6,346,64.2,TRUE,"Elementary School"
"2017-2018",37,68205,1,"SAN DIEGO","LEMON GROVE","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,6,0,0,0,0,TRUE,NA
"2017-2018",37,68205,6038608,"SAN DIEGO","LEMON GROVE","LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","8",1142,761,66.6,889,77.8,1142,761,66.6,889,77.8,TRUE,"Elementary School"
"2017-2018",37,68205,6038624,"SAN DIEGO","LEMON GROVE","MONTEREY HEIGHTS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","6",438,293,66.9,332,75.8,428,285,66.6,323,75.5,TRUE,"Elementary School"
"2017-2018",37,68205,6038632,"SAN DIEGO","LEMON GROVE","MT. VERNON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","8",579,329,56.8,384,66.3,579,329,56.8,384,66.3,TRUE,"Elementary School"
"2017-2018",37,68205,6038657,"SAN DIEGO","LEMON GROVE","SAN ALTOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","6",384,212,55.2,253,65.9,372,204,54.8,245,65.9,TRUE,"Elementary School"
"2017-2018",37,68205,6038665,"SAN DIEGO","LEMON GROVE","SAN MIGUEL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","6",554,387,69.9,446,80.5,554,387,69.9,446,80.5,TRUE,"Elementary School"
"2017-2018",37,68205,6038673,"SAN DIEGO","LEMON GROVE","VISTA LA MESA ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,NA,FALSE,"P","8",627,356,56.8,447,71.3,612,349,57,438,71.6,TRUE,"Elementary School"
"2017-2018",37,68213,1,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,TRUE,NA
"2017-2018",37,68213,119560,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO NEIGHBORHOOD HOMESCHOOLS","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1077,"DIRECTLY FUNDED",TRUE,"K","12",134,42,31.3,42,31.3,127,40,31.5,40,31.5,TRUE,"Elementary School"
"2017-2018",37,68213,121582,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COLLEGE PREPARATORY MIDDLE - EAST COUNTY","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,1899,"DIRECTLY FUNDED",TRUE,"5","8",239,67,28,101,42.3,239,67,28,101,42.3,TRUE,"Middle School"
"2017-2018",37,68213,123224,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO VIRTUAL","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1264,"DIRECTLY FUNDED",TRUE,"K","12",458,253,55.2,302,65.9,374,200,53.5,239,63.9,TRUE,"Elementary School"
"2017-2018",37,68213,123240,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","PIVOT CHARTER SCHOOL - SAN DIEGO","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1266,"DIRECTLY FUNDED",TRUE,"K","12",236,76,32.2,88,37.3,219,68,31.1,77,35.2,TRUE,"Elementary School"
