sponsor_id,report_date,academic_year,programgroupyear,sponsorname,meals_group,meals_type,days_served,freeeligible,reducedeligible,paideligible,enrollment,meals_free,meals_reduced,meals_paid,meals_total,freeligible
57,2014-09-01,2014-2015,2014,GSCA INC ,CHILD_LUNCH,CHILD_LUNCH,21,69,9,16,94,1141,149,264,1554,
57,2014-09-01,2014-2015,2014,GSCA INC ,CHILD_SNACK_AM,CHILD_SNACK_AM,21,69,9,16,94,621,81,144,846,
57,2014-09-01,2014-2015,2014,GSCA INC ,CHILD_SNACK_PM,CHILD_SNACK_PM,21,69,9,16,94,512,67,118,697,
57,2014-09-01,2014-2015,2014,GSCA INC ,CHILD_SUPPER,CHILD_SUPPER,21,69,9,16,94,608,79,142,829,
57,2014-09-01,2014-2015,2014,GSCA INC ,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,21,10,2,0,12,151,30,0,181,
57,2014-09-01,2014-2015,2014,GSCA INC ,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,21,10,2,0,12,146,29,0,175,
59,2014-09-01,2014-2015,2014,HAGAR & SHRYOCK,CHILD_BREAKFAST,CHILD_BREAKFAST,21,29,5,22,56,328,57,249,634,
59,2014-09-01,2014-2015,2014,HAGAR & SHRYOCK,CHILD_LUNCH,CHILD_LUNCH,21,29,5,22,56,304,52,231,587,
59,2014-09-01,2014-2015,2014,HAGAR & SHRYOCK,CHILD_SNACK_PM,CHILD_SNACK_PM,21,29,5,22,56,369,64,279,712,
62,2014-09-01,2014-2015,2014,HEALTHY SOLUTIONS FOR PARENTS,CHILD_BREAKFAST,CHILD_BREAKFAST,22,23,1,0,24,106,5,0,111,
62,2014-09-01,2014-2015,2014,HEALTHY SOLUTIONS FOR PARENTS,CHILD_LUNCH,CHILD_LUNCH,22,23,1,0,24,106,5,0,111,
62,2014-09-01,2014-2015,2014,HEALTHY SOLUTIONS FOR PARENTS,CHILD_SNACK_PM,CHILD_SNACK_PM,22,23,1,0,24,106,5,0,111,
63,2014-09-01,2014-2015,2014,HEAVEN'S WINDOWS,ATRISK_CHILD_LUNCH,ATRISK_CHILD_LUNCH,22,150,0,0,150,325,0,0,325,
63,2014-09-01,2014-2015,2014,HEAVEN'S WINDOWS,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,22,150,0,0,150,1342,0,0,1342,
63,2014-09-01,2014-2015,2014,HEAVEN'S WINDOWS,ATRISK_CHILD_SNACK_NT,ATRISK_CHILD_SNACK_NT,22,150,0,0,150,337,0,0,337,
63,2014-09-01,2014-2015,2014,HEAVEN'S WINDOWS,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,22,150,0,0,150,1855,0,0,1855,
64,2014-09-01,2014-2015,2014,HIGHER LEARNING ACADEMY INC,CHILD_LUNCH,CHILD_LUNCH,21,63,5,11,79,615,49,107,771,
64,2014-09-01,2014-2015,2014,HIGHER LEARNING ACADEMY INC,CHILD_SNACK_AM,CHILD_SNACK_AM,21,63,5,11,79,704,56,123,883,
64,2014-09-01,2014-2015,2014,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,CHILD_SUPPER,21,63,5,11,79,710,56,124,890,
66,2014-09-01,2014-2015,2014,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,ADULT_BREAKFAST,22,236,0,2,238,2747,0,23,2770,
66,2014-09-01,2014-2015,2014,HORIZONS ADHC CENTER INC,ADULT_LUNCH,ADULT_LUNCH,22,236,0,2,238,3162,0,27,3189,
66,2014-09-01,2014-2015,2014,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,ADULT_SNACK_AM,22,236,0,2,238,415,0,4,419,
66,2014-09-01,2014-2015,2014,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,ADULT_SNACK_PM,22,236,0,2,238,1298,0,11,1309,
69,2014-09-01,2014-2015,2014,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,ADULT_BREAKFAST,21,187,0,3,190,687,0,11,698,
69,2014-09-01,2014-2015,2014,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,ADULT_LUNCH,21,187,0,3,190,2595,0,42,2637,
69,2014-09-01,2014-2015,2014,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,ADULT_SNACK_AM,21,187,0,3,190,830,0,13,843,
69,2014-09-01,2014-2015,2014,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,ADULT_SNACK_PM,21,187,0,3,190,1116,0,18,1134,
73,2014-09-01,2014-2015,2014,LA JOLLA BAND OF LUISENO,ATRISK_CHILD_SUPPER,ATRISK_CHILD_SUPPER,14,40,0,0,40,322,0,0,322,
75,2014-09-01,2014-2015,2014,LIFEBRIDGE CHURCH,CHILD_LUNCH,CHILD_LUNCH,21,0,0,120,120,0,0,1501,1501,
75,2014-09-01,2014-2015,2014,LIFEBRIDGE CHURCH,CHILD_SNACK_AM,CHILD_SNACK_AM,21,0,0,120,120,0,0,1665,1665,
75,2014-09-01,2014-2015,2014,LIFEBRIDGE CHURCH,CHILD_SNACK_PM,CHILD_SNACK_PM,21,0,0,120,120,0,0,1281,1281,
76,2014-09-01,2014-2015,2014,LINERS CORP ,ADULT_LUNCH,ADULT_LUNCH,21,122,0,2,124,1744,0,29,1773,
76,2014-09-01,2014-2015,2014,LINERS CORP ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,122,0,2,124,1745,0,29,1774,
79,2014-09-01,2014-2015,2014,LOVING CARE ADHC LIMITED ,ADULT_BREAKFAST,ADULT_BREAKFAST,22,101,0,0,101,1434,0,0,1434,
79,2014-09-01,2014-2015,2014,LOVING CARE ADHC LIMITED ,ADULT_LUNCH,ADULT_LUNCH,22,101,0,0,101,1432,0,0,1432,
79,2014-09-01,2014-2015,2014,LOVING CARE ADHC LIMITED ,ADULT_SNACK_AM,ADULT_SNACK_AM,22,101,0,0,101,1432,0,0,1432,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,CHILD_BREAKFAST,CHILD_BREAKFAST,21,64,4,51,119,776,48,618,1442,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,CHILD_LUNCH,CHILD_LUNCH,21,64,4,51,119,988,62,788,1838,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,CHILD_SNACK_PM,CHILD_SNACK_PM,21,64,4,51,119,888,55,708,1651,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,21,64,5,17,86,588,46,156,790,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,21,64,5,17,86,112,9,30,151,
80,2014-09-01,2014-2015,2014,MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,21,64,5,17,86,1089,85,289,1463,
81,2014-09-01,2014-2015,2014,MARINE CORPS AIR STATION,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,21,120,0,0,120,2184,0,0,2184,
81,2014-09-01,2014-2015,2014,MARINE CORPS AIR STATION,CHILD_LUNCH,CHILD_LUNCH,21,0,2,20,22,0,42,420,462,
81,2014-09-01,2014-2015,2014,MARINE CORPS AIR STATION,CHILD_SNACK_AM,CHILD_SNACK_AM,21,0,2,20,22,0,42,420,462,
81,2014-09-01,2014-2015,2014,MARINE CORPS AIR STATION,CHILD_SNACK_PM,CHILD_SNACK_PM,21,0,2,20,22,0,39,390,429,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,CHILD_BREAKFAST,CHILD_BREAKFAST,21,32,51,681,764,340,542,7234,8116,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,CHILD_LUNCH,CHILD_LUNCH,21,32,51,681,764,410,653,8716,9779,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,CHILD_SNACK_AM,CHILD_SNACK_AM,21,32,51,681,764,21,33,442,496,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,CHILD_SNACK_PM,CHILD_SNACK_PM,21,32,51,681,764,392,625,8346,9363,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,21,10,10,148,168,70,70,1031,1171,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,21,10,10,148,168,15,15,214,244,
82,2014-09-01,2014-2015,2014,MARINE CORPS COMMUNITY SERVICES,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,21,10,10,148,168,185,185,2743,3113,
83,2014-09-01,2014-2015,2014,MARTHA'S VILLAGE & KITCHEN INC ,ES_CHILD_BREAKFAST,ES_CHILD_BREAKFAST,30,1624,0,0,1624,1124,0,0,1124,
83,2014-09-01,2014-2015,2014,MARTHA'S VILLAGE & KITCHEN INC ,ES_CHILD_LUNCH,ES_CHILD_LUNCH,30,1624,0,0,1624,758,0,0,758,
83,2014-09-01,2014-2015,2014,MARTHA'S VILLAGE & KITCHEN INC ,ES_CHILD_SUPPER,ES_CHILD_SUPPER,30,1624,0,0,1624,818,0,0,818,
84,2014-09-01,2014-2015,2014,METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART,HS_CHILD_BREAKFAST,HS_CHILD_BREAKFAST,18,1802,0,0,1802,8896,0,0,8896,
84,2014-09-01,2014-2015,2014,METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART,HS_CHILD_LUNCH,HS_CHILD_LUNCH,18,1802,0,0,1802,12859,0,0,12859,
84,2014-09-01,2014-2015,2014,METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART,HS_CHILD_SNACK_PM,HS_CHILD_SNACK_PM,18,1802,0,0,1802,7946,0,0,7946,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,ADULT_LUNCH,ADULT_LUNCH,21,61,1,12,74,824,14,162,1000,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,ADULT_SNACK_AM,ADULT_SNACK_AM,21,61,1,12,74,679,11,134,824,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,61,1,12,74,779,13,153,945,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,HS_CHILD_BREAKFAST,HS_CHILD_BREAKFAST,21,2208,0,0,2208,14329,0,0,14329,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,HS_CHILD_LUNCH,HS_CHILD_LUNCH,21,2208,0,0,2208,19046,0,0,19046,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,HS_CHILD_SNACK_AM,HS_CHILD_SNACK_AM,21,2208,0,0,2208,325,0,0,325,
87,2014-09-01,2014-2015,2014,NEIGHBORHOOD HOUSE ASSOCIATION ,HS_CHILD_SNACK_PM,HS_CHILD_SNACK_PM,21,2208,0,0,2208,11315,0,0,11315,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,CHILD_BREAKFAST,CHILD_BREAKFAST,21,30,0,52,82,292,0,507,799,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,CHILD_LUNCH,CHILD_LUNCH,21,30,0,52,82,605,0,1049,1654,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,CHILD_SNACK_AM,CHILD_SNACK_AM,21,30,0,52,82,488,0,846,1334,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,CHILD_SNACK_PM,CHILD_SNACK_PM,21,30,0,52,82,305,0,528,833,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,21,12,0,5,17,58,0,24,82,
90,2014-09-01,2014-2015,2014,NEXT GENERATION EDUC CTR INC,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,21,12,0,5,17,184,0,76,260,
91,2014-09-01,2014-2015,2014,NORTH COUNTY COMMUNITY SERVICE ,CHILD_BREAKFAST,CHILD_BREAKFAST,22,326,82,26,434,3812,959,304,5075,
91,2014-09-01,2014-2015,2014,NORTH COUNTY COMMUNITY SERVICE ,CHILD_LUNCH,CHILD_LUNCH,22,326,82,26,434,3998,1005,319,5322,
91,2014-09-01,2014-2015,2014,NORTH COUNTY COMMUNITY SERVICE ,CHILD_SNACK_PM,CHILD_SNACK_PM,22,326,82,26,434,2637,663,211,3511,
92,2014-09-01,2014-2015,2014,NORTH COUNTY SERENITY HOUSE INC ,CHILD_BREAKFAST,CHILD_BREAKFAST,21,53,16,3,72,578,174,33,785,
92,2014-09-01,2014-2015,2014,NORTH COUNTY SERENITY HOUSE INC ,CHILD_LUNCH,CHILD_LUNCH,21,53,16,3,72,837,253,47,1137,
92,2014-09-01,2014-2015,2014,NORTH COUNTY SERENITY HOUSE INC ,CHILD_SNACK_PM,CHILD_SNACK_PM,21,53,16,3,72,640,193,36,869,
94,2014-09-01,2014-2015,2014,OAK TREE ACADEMY LLC,CHILD_BREAKFAST,CHILD_BREAKFAST,21,22,6,26,54,375,102,443,920,
94,2014-09-01,2014-2015,2014,OAK TREE ACADEMY LLC,CHILD_LUNCH,CHILD_LUNCH,21,22,6,26,54,417,114,492,1023,
94,2014-09-01,2014-2015,2014,OAK TREE ACADEMY LLC,CHILD_SNACK_PM,CHILD_SNACK_PM,21,22,6,26,54,347,95,410,852,
95,2014-09-01,2014-2015,2014,OCEAN BEACH CHILD CARE PROJECT CHILDRENS CIRCLE,CHILD_BREAKFAST,CHILD_BREAKFAST,21,29,10,1,40,420,145,14,579,
95,2014-09-01,2014-2015,2014,OCEAN BEACH CHILD CARE PROJECT CHILDRENS CIRCLE,CHILD_LUNCH,CHILD_LUNCH,21,29,10,1,40,514,177,18,709,
95,2014-09-01,2014-2015,2014,OCEAN BEACH CHILD CARE PROJECT CHILDRENS CIRCLE,CHILD_SNACK_PM,CHILD_SNACK_PM,21,29,10,1,40,456,157,16,629,
97,2014-09-01,2014-2015,2014,OPEN ARMS ADHC INC,ADULT_BREAKFAST,ADULT_BREAKFAST,22,145,0,0,145,929,0,0,929,
97,2014-09-01,2014-2015,2014,OPEN ARMS ADHC INC,ADULT_LUNCH,ADULT_LUNCH,22,145,0,0,145,1420,0,0,1420,
97,2014-09-01,2014-2015,2014,OPEN ARMS ADHC INC,ADULT_SNACK_AM,ADULT_SNACK_AM,22,145,0,0,145,456,0,0,456,
97,2014-09-01,2014-2015,2014,OPEN ARMS ADHC INC,ADULT_SNACK_PM,ADULT_SNACK_PM,22,145,0,0,145,514,0,0,514,
99,2014-09-01,2014-2015,2014,PALOMAR COMMUNITY COLLEGE DISTRICT CDC,CHILD_BREAKFAST,CHILD_BREAKFAST,21,70,19,76,165,641,174,697,1512,
99,2014-09-01,2014-2015,2014,PALOMAR COMMUNITY COLLEGE DISTRICT CDC,CHILD_LUNCH,CHILD_LUNCH,21,70,19,76,165,452,123,490,1065,
99,2014-09-01,2014-2015,2014,PALOMAR COMMUNITY COLLEGE DISTRICT CDC,CHILD_SNACK_PM,CHILD_SNACK_PM,21,70,19,76,165,592,161,643,1396,
103,2014-09-01,2014-2015,2014,POWAY ADHC CENTER ,ADULT_BREAKFAST,ADULT_BREAKFAST,21,134,0,33,167,1082,0,267,1349,
103,2014-09-01,2014-2015,2014,POWAY ADHC CENTER ,ADULT_LUNCH,ADULT_LUNCH,21,134,0,33,167,1255,0,309,1564,
103,2014-09-01,2014-2015,2014,POWAY ADHC CENTER ,ADULT_SNACK_PM,ADULT_SNACK_PM,21,134,0,33,167,155,0,38,193,
106,2014-09-01,2014-2015,2014,QUALITY CHILDREN'S SERVICES ,CHILD_BREAKFAST,CHILD_BREAKFAST,21,919,168,85,1172,9147,1672,846,11665,
106,2014-09-01,2014-2015,2014,QUALITY CHILDREN'S SERVICES ,CHILD_LUNCH,CHILD_LUNCH,21,919,168,85,1172,9497,1736,879,12112,
106,2014-09-01,2014-2015,2014,QUALITY CHILDREN'S SERVICES ,CHILD_SNACK_AM,CHILD_SNACK_AM,21,919,168,85,1172,9931,1815,919,12665,
106,2014-09-01,2014-2015,2014,QUALITY CHILDREN'S SERVICES ,CHILD_SNACK_PM,CHILD_SNACK_PM,21,919,168,85,1172,4985,911,462,6358,
108,2014-09-01,2014-2015,2014,READY SET GROW,CHILD_BREAKFAST,CHILD_BREAKFAST,21,17,12,55,84,144,102,466,712,
108,2014-09-01,2014-2015,2014,READY SET GROW,CHILD_LUNCH,CHILD_LUNCH,21,17,12,55,84,153,108,495,756,
108,2014-09-01,2014-2015,2014,READY SET GROW,CHILD_SNACK_PM,CHILD_SNACK_PM,21,17,12,55,84,195,138,631,964,
110,2014-09-01,2014-2015,2014,RISING STAR ACAD CHILDCARE CTR,CHILD_BREAKFAST,CHILD_BREAKFAST,21,47,1,0,48,630,13,0,643,
110,2014-09-01,2014-2015,2014,RISING STAR ACAD CHILDCARE CTR,CHILD_LUNCH,CHILD_LUNCH,21,47,1,0,48,471,10,0,481,
110,2014-09-01,2014-2015,2014,RISING STAR ACAD CHILDCARE CTR,CHILD_SNACK_PM,CHILD_SNACK_PM,21,47,1,0,48,650,14,0,664,
111,2014-09-01,2014-2015,2014,SAINT VINCENT DE PAUL VILLAGE,ES_CHILD_BREAKFAST,ES_CHILD_BREAKFAST,30,606,0,0,606,1889,0,0,1889,
111,2014-09-01,2014-2015,2014,SAINT VINCENT DE PAUL VILLAGE,ES_CHILD_LUNCH,ES_CHILD_LUNCH,30,606,0,0,606,740,0,0,740,
111,2014-09-01,2014-2015,2014,SAINT VINCENT DE PAUL VILLAGE,ES_CHILD_SUPPER,ES_CHILD_SUPPER,30,606,0,0,606,1483,0,0,1483,
115,2014-09-01,2014-2015,2014,SAN DIEGO COMMUNITY COLL DIST ,CHILD_BREAKFAST,CHILD_BREAKFAST,21,111,8,21,140,1173,85,222,1480,
115,2014-09-01,2014-2015,2014,SAN DIEGO COMMUNITY COLL DIST ,CHILD_LUNCH,CHILD_LUNCH,21,111,8,21,140,1284,93,243,1620,
115,2014-09-01,2014-2015,2014,SAN DIEGO COMMUNITY COLL DIST ,CHILD_SNACK_PM,CHILD_SNACK_PM,21,111,8,21,140,776,56,147,979,
120,2014-09-01,2014-2015,2014,SELF DISCOVERY INC,CHILD_BREAKFAST,CHILD_BREAKFAST,20,21,5,19,45,129,31,116,276,
120,2014-09-01,2014-2015,2014,SELF DISCOVERY INC,CHILD_LUNCH,CHILD_LUNCH,20,21,5,19,45,273,65,247,585,
120,2014-09-01,2014-2015,2014,SELF DISCOVERY INC,CHILD_SNACK_AM,CHILD_SNACK_AM,20,21,5,19,45,192,46,174,412,
120,2014-09-01,2014-2015,2014,SELF DISCOVERY INC,CHILD_SNACK_PM,CHILD_SNACK_PM,20,21,5,19,45,146,35,131,312,
120,2014-09-01,2014-2015,2014,SELF DISCOVERY INC,CHILD_SUPPER,CHILD_SUPPER,20,21,5,19,45,78,19,71,168,
122,2014-09-01,2014-2015,2014,SOUTHERN CALIF TRIBAL CHAIR ASSOC-RINCON COMM DAYCARE CTR,CHILD_BREAKFAST,CHILD_BREAKFAST,22,11,5,0,16,144,66,0,210,
