sponsor_id,report_date,academic_year,programgroupyear,sponsorname,meals_group,meals_type,days_served,freeeligible,reducedeligible,paideligible,enrollment,meals_free,meals_reduced,meals_paid,meals_total,freeligible
2,2013-10-01,2013-2014,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,CHILD_BREAKFAST,23,86,4,5,95,918,43,53,1014,
2,2013-10-01,2013-2014,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,CHILD_LUNCH,23,86,4,5,95,1165,54,68,1287,
2,2013-10-01,2013-2014,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,CHILD_SNACK_PM,23,86,4,5,95,755,35,44,834,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,CHILD_BREAKFAST,23,19,2,39,60,171,18,351,540,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,CHILD_LUNCH,23,19,2,39,60,282,30,577,889,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,CHILD_SNACK_PM,23,19,2,39,60,258,27,529,814,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,CHILD_SUPPER,23,19,2,39,60,2,0,4,6,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,23,5,0,11,16,77,0,169,246,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,23,5,0,11,16,65,0,143,208,
5,2013-10-01,2013-2014,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,OSCH_CHILD_SUPPER,23,5,0,11,16,1,0,2,3,
6,2013-10-01,2013-2014,2014,ALL KIDS ACADEMY HEAD START INC.,HS_CHILD_BREAKFAST,HS_CHILD_BREAKFAST,22,1126,0,0,1126,10842,0,0,10842,
6,2013-10-01,2013-2014,2014,ALL KIDS ACADEMY HEAD START INC.,HS_CHILD_LUNCH,HS_CHILD_LUNCH,22,1126,0,0,1126,17603,0,0,17603,
6,2013-10-01,2013-2014,2014,ALL KIDS ACADEMY HEAD START INC.,HS_CHILD_SNACK_PM,HS_CHILD_SNACK_PM,22,1126,0,0,1126,10084,0,0,10084,
7,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,180,0,1,181,2118,0,12,2130,
7,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,23,180,0,1,181,2123,0,12,2135,
7,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,23,180,0,1,181,5,0,0,5,
7,2013-10-01,2013-2014,2014,AMERICARE ADHC INC ,ADULT_SNACK_PM,ADULT_SNACK_PM,23,180,0,1,181,437,0,2,439,
10,2013-10-01,2013-2014,2014,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,CHILD_BREAKFAST,23,51,3,156,210,527,31,1610,2168,
10,2013-10-01,2013-2014,2014,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,CHILD_LUNCH,23,51,3,156,210,816,48,2495,3359,
10,2013-10-01,2013-2014,2014,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,CHILD_SNACK_PM,23,51,3,156,210,776,46,2374,3196,
11,2013-10-01,2013-2014,2014,ATC PACIFIC LLC,CHILD_BREAKFAST,CHILD_BREAKFAST,23,9,3,27,39,75,25,224,324,
11,2013-10-01,2013-2014,2014,ATC PACIFIC LLC,CHILD_LUNCH,CHILD_LUNCH,23,9,3,27,39,114,38,343,495,
11,2013-10-01,2013-2014,2014,ATC PACIFIC LLC,CHILD_SNACK_PM,CHILD_SNACK_PM,23,9,3,27,39,102,34,305,441,
11,2013-10-01,2013-2014,2014,ATC PACIFIC LLC,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,23,7,0,6,13,51,0,43,94,
11,2013-10-01,2013-2014,2014,ATC PACIFIC LLC,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,23,7,0,6,13,71,0,61,132,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,CHILD_BREAKFAST,CHILD_BREAKFAST,23,45,11,1,57,552,135,12,699,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,CHILD_LUNCH,CHILD_LUNCH,23,45,11,1,57,722,176,16,914,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,CHILD_SNACK_PM,CHILD_SNACK_PM,23,45,11,1,57,677,165,15,857,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,23,31,5,0,36,36,6,0,42,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,23,31,5,0,36,28,4,0,32,
14,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,23,31,5,0,36,474,76,0,550,
15,2013-10-01,2013-2014,2014,BOYS & GIRLS CLUB OF IMPERIAL BEACH ,ATRISK_CHILD_SNACK,ATRISK_CHILD_SNACK,23,150,0,0,150,1620,0,0,1620,
18,2013-10-01,2013-2014,2014,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,26,448,0,0,448,4382,0,0,4382,
18,2013-10-01,2013-2014,2014,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_LUNCH,ADULT_LUNCH,26,448,0,0,448,4382,0,0,4382,
18,2013-10-01,2013-2014,2014,CA RELIABLE MEDICAL SYSTEMS INC ,ADULT_SNACK_AM,ADULT_SNACK_AM,26,448,0,0,448,4382,0,0,4382,
21,2013-10-01,2013-2014,2014,CASA DE AMPARO,CHILD_BREAKFAST,CHILD_BREAKFAST,23,25,4,2,31,415,66,34,515,
21,2013-10-01,2013-2014,2014,CASA DE AMPARO,CHILD_LUNCH,CHILD_LUNCH,23,25,4,2,31,439,70,35,544,
21,2013-10-01,2013-2014,2014,CASA DE AMPARO,CHILD_SNACK_PM,CHILD_SNACK_PM,23,25,4,2,31,354,57,28,439,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_BREAKFAST,DCH_BREAKFAST,,0,0,0,0,0,789,1275,2064,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_BREAKFAST,DCH_BREAKFAST,31,0,0,0,0,59691,0,0,59691,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_LUNCH,DCH_LUNCH,31,0,0,0,0,81518,0,0,81518,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_LUNCH,DCH_LUNCH,,0,0,0,0,0,948,2548,3496,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,DCH_SNACK_AM,31,0,0,0,0,36910,0,0,36910,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,DCH_SNACK_AM,,0,0,0,0,0,500,1113,1613,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,DCH_SNACK_NT,31,0,0,0,0,11861,0,0,11861,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,DCH_SNACK_PM,31,0,0,0,0,78486,0,0,78486,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,DCH_SNACK_PM,,0,0,0,0,0,756,1713,2469,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,DCH_SUPPER,31,0,0,0,0,98407,0,0,98407,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,DCH_SUPPER,,0,0,0,0,0,1006,1454,2460,
24,2013-10-01,2013-2014,2014,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,CHILD_BREAKFAST,CHILD_BREAKFAST,23,225,103,47,375,2747,1258,574,4579,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,CHILD_LUNCH,CHILD_LUNCH,23,225,103,47,375,3499,1602,730,5831,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,CHILD_SNACK_AM,CHILD_SNACK_AM,23,225,103,47,375,103,47,22,172,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,CHILD_SNACK_PM,CHILD_SNACK_PM,23,225,103,47,375,2968,1359,620,4947,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,DCH_BREAKFAST,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,DCH_BREAKFAST,27,0,0,0,0,110337,0,0,110337,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,DCH_BREAKFAST,,0,0,0,0,0,484,9921,10405,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,DCH_BREAKFAST,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,DCH_BREAKFAST,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,DCH_LUNCH,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,DCH_LUNCH,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,DCH_LUNCH,,0,0,0,0,0,451,15056,15507,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,DCH_LUNCH,27,0,0,0,0,122821,0,0,122821,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,DCH_LUNCH,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,DCH_SNACK_AM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,DCH_SNACK_AM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,DCH_SNACK_AM,27,0,0,0,0,56426,0,0,56426,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,DCH_SNACK_AM,,0,0,0,0,0,325,7638,7963,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,DCH_SNACK_AM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,DCH_SNACK_NT,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,DCH_SNACK_NT,27,0,0,0,0,12491,0,0,12491,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,DCH_SNACK_NT,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,DCH_SNACK_NT,,0,0,0,0,0,239,198,437,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,DCH_SNACK_NT,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,DCH_SNACK_PM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,DCH_SNACK_PM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,DCH_SNACK_PM,27,0,0,0,0,121559,0,0,121559,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,DCH_SNACK_PM,,0,0,0,0,0,640,11260,11900,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,DCH_SNACK_PM,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,DCH_SUPPER,27,0,0,0,0,89177,0,0,89177,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,DCH_SUPPER,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,DCH_SUPPER,27,0,0,0,0,0,0,0,0,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,DCH_SUPPER,,0,0,0,0,0,676,6092,6768,
25,2013-10-01,2013-2014,2014,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,DCH_SUPPER,27,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,80891,0,0,80891,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_BREAKFAST,DCH_BREAKFAST,,0,0,0,0,0,466,16870,17336,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_BREAKFAST,DCH_BREAKFAST,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_LUNCH,DCH_LUNCH,,0,0,0,0,0,556,22482,23038,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,83134,0,0,83134,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_LUNCH,DCH_LUNCH,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_AM,DCH_SNACK_AM,,0,0,0,0,0,250,9662,9912,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,33835,0,0,33835,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_AM,DCH_SNACK_AM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_NT,DCH_SNACK_NT,,0,0,0,0,0,95,60,155,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,3708,0,0,3708,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_NT,DCH_SNACK_NT,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_PM,DCH_SNACK_PM,,0,0,0,0,0,574,18301,18875,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SNACK_PM,DCH_SNACK_PM,23,0,0,0,0,84458,0,0,84458,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,37164,0,0,37164,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SUPPER,DCH_SUPPER,23,0,0,0,0,0,0,0,0,
26,2013-10-01,2013-2014,2014,CHILD NUTRITION PROGRAM OF SOUTHERN CALIFORNIA INC ,DCH_SUPPER,DCH_SUPPER,,0,0,0,0,0,588,6104,6692,
27,2013-10-01,2013-2014,2014,CHILDREN OF THE RAINBOW INC,CHILD_BREAKFAST,CHILD_BREAKFAST,23,85,22,11,118,1191,308,154,1653,
27,2013-10-01,2013-2014,2014,CHILDREN OF THE RAINBOW INC,CHILD_LUNCH,CHILD_LUNCH,23,85,22,11,118,1472,381,191,2044,
27,2013-10-01,2013-2014,2014,CHILDREN OF THE RAINBOW INC,CHILD_SNACK_AM,CHILD_SNACK_AM,23,85,22,11,118,1402,363,181,1946,
27,2013-10-01,2013-2014,2014,CHILDREN OF THE RAINBOW INC,CHILD_SNACK_PM,CHILD_SNACK_PM,23,85,22,11,118,281,73,36,390,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,CHILD_BREAKFAST,CHILD_BREAKFAST,23,183,52,164,399,1502,427,1346,3275,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,CHILD_LUNCH,CHILD_LUNCH,23,183,52,164,399,2236,635,2005,4876,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,CHILD_SNACK_PM,CHILD_SNACK_PM,23,183,52,164,399,1813,515,1626,3954,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,23,62,10,10,82,293,47,47,387,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,23,62,10,10,82,155,25,25,205,
29,2013-10-01,2013-2014,2014,CHILDRENS PARADISE INC,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,23,62,10,10,82,721,116,117,954,
30,2013-10-01,2013-2014,2014,CHRIST GOSPEL TABERNACLE INC,CHILD_BREAKFAST,CHILD_BREAKFAST,23,27,3,1,31,234,26,9,269,
30,2013-10-01,2013-2014,2014,CHRIST GOSPEL TABERNACLE INC,CHILD_LUNCH,CHILD_LUNCH,23,27,3,1,31,251,28,9,288,
30,2013-10-01,2013-2014,2014,CHRIST GOSPEL TABERNACLE INC,CHILD_SNACK_PM,CHILD_SNACK_PM,23,27,3,1,31,345,38,13,396,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,CHILD_BREAKFAST,CHILD_BREAKFAST,23,27,0,19,46,349,0,245,594,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,CHILD_LUNCH,CHILD_LUNCH,23,27,0,19,46,311,0,218,529,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,CHILD_SNACK_PM,CHILD_SNACK_PM,23,27,0,19,46,457,0,322,779,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,OSCH_CHILD_BREAKFAST,OSCH_CHILD_BREAKFAST,23,22,2,18,42,173,16,141,330,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,OSCH_CHILD_LUNCH,OSCH_CHILD_LUNCH,23,22,2,18,42,141,13,115,269,
31,2013-10-01,2013-2014,2014,CHURCH OF COMPASSION DAYSPRING CHRISTIAN LRNING CTR,OSCH_CHILD_SNACK_PM,OSCH_CHILD_SNACK_PM,23,22,2,18,42,238,22,195,455,
34,2013-10-01,2013-2014,2014,CLAIREMONT VILLA ADHC INC ,ADULT_BREAKFAST,ADULT_BREAKFAST,23,99,0,0,99,1373,0,0,1373,
34,2013-10-01,2013-2014,2014,CLAIREMONT VILLA ADHC INC ,ADULT_LUNCH,ADULT_LUNCH,23,99,0,0,99,1371,0,0,1371,
36,2013-10-01,2013-2014,2014,COLES COTTAGE CHILD CENTER INC,CHILD_BREAKFAST,CHILD_BREAKFAST,22,8,0,14,22,130,0,227,357,
36,2013-10-01,2013-2014,2014,COLES COTTAGE CHILD CENTER INC,CHILD_LUNCH,CHILD_LUNCH,22,8,0,14,22,132,0,232,364,
36,2013-10-01,2013-2014,2014,COLES COTTAGE CHILD CENTER INC,CHILD_SNACK_PM,CHILD_SNACK_PM,22,8,0,14,22,108,0,190,298,
37,2013-10-01,2013-2014,2014,CORONADO BAPTIST CHURCH,CHILD_LUNCH,CHILD_LUNCH,22,0,0,100,100,0,0,377,377,
37,2013-10-01,2013-2014,2014,CORONADO BAPTIST CHURCH,CHILD_SNACK_AM,CHILD_SNACK_AM,22,0,0,100,100,0,0,371,371,
