"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2014-2015",37,68338,129395,"SAN DIEGO","SAN DIEGO UNIFIED","ELEVATE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1633,"DIRECTLY FUNDED",TRUE,"K","5",165,27,16.4,84,50.9,165,27,16.4,84,50.9,TRUE,"Elementary School"
"2014-2015",37,68338,3730116,"SAN DIEGO","SAN DIEGO UNIFIED","JOHN MUIR","Unified School District","K-12 Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","12",340,140,41.2,185,54.4,338,140,41.4,184,54.4,TRUE,"Elementary School"
"2014-2015",37,68338,3730173,"SAN DIEGO","SAN DIEGO UNIFIED","SERRA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1796,650,36.2,1030,57.3,1765,636,36,1011,57.3,TRUE,"High School"
"2014-2015",37,68338,3730181,"SAN DIEGO","SAN DIEGO UNIFIED","MIRA MESA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2453,732,29.8,1104,45,2386,701,29.4,1063,44.6,TRUE,"High School"
"2014-2015",37,68338,3730231,"SAN DIEGO","SAN DIEGO UNIFIED","TWAIN HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"7","12",214,148,69.2,171,79.9,170,117,68.8,139,81.8,TRUE,"Other"
"2014-2015",37,68338,3730314,"SAN DIEGO","SAN DIEGO UNIFIED","UNIVERSITY CITY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1758,480,27.3,682,38.8,1733,469,27.1,669,38.6,TRUE,"High School"
"2014-2015",37,68338,3730363,"SAN DIEGO","SAN DIEGO UNIFIED","WHITTIER K-12","Unified School District","K-12 Schools (Public)","OPPORTUNITY SCHOOL","",FALSE,NA,"",FALSE,"K","12",41,20,48.8,29,70.7,41,20,48.8,29,70.7,TRUE,"Elementary School"
"2014-2015",37,68338,3730371,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO SCPA","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","12",1375,521,37.9,761,55.3,1359,518,38.1,758,55.8,TRUE,"High School"
"2014-2015",37,68338,3730751,"SAN DIEGO","SAN DIEGO UNIFIED","MT. EVEREST ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"K","12",282,34,12.1,57,20.2,279,34,12.2,57,20.4,TRUE,"Other"
"2014-2015",37,68338,3730884,"SAN DIEGO","SAN DIEGO UNIFIED","SCRIPPS RANCH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2232,274,12.3,384,17.2,2184,266,12.2,374,17.1,TRUE,"High School"
"2014-2015",37,68338,3730959,"SAN DIEGO","SAN DIEGO UNIFIED","CHARTER SCHOOL OF SAN DIEGO","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,28,"DIRECTLY FUNDED",TRUE,"7","12",2187,1269,58,1537,70.3,1690,986,58.3,1192,70.5,TRUE,"High School"
"2014-2015",37,68338,3731056,"SAN DIEGO","SAN DIEGO UNIFIED","TRACE","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",485,249,51.3,302,62.3,7,3,42.9,4,57.1,TRUE,"Other"
"2014-2015",37,68338,3731130,"SAN DIEGO","SAN DIEGO UNIFIED","ALBA","Unified School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",FALSE,NA,"",FALSE,"1","12",24,19,79.2,19,79.2,24,19,79.2,19,79.2,TRUE,"Other"
"2014-2015",37,68338,3731189,"SAN DIEGO","SAN DIEGO UNIFIED","PREUSS SCHOOL UCSD","Unified School District","High Schools (Public)","TRADITIONAL","Provision 2",TRUE,169,"DIRECTLY FUNDED",TRUE,"6","12",846,646,76.4,807,95.4,844,644,76.3,805,95.4,TRUE,"High School"
"2014-2015",37,68338,3731213,"SAN DIEGO","SAN DIEGO UNIFIED","CLAIREMONT HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1067,483,45.3,609,57.1,1033,469,45.4,590,57.1,TRUE,"High School"
"2014-2015",37,68338,3731247,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,269,"DIRECTLY FUNDED",TRUE,"9","12",589,108,18.3,181,30.7,576,105,18.2,176,30.6,TRUE,"High School"
"2014-2015",37,68338,3731395,"SAN DIEGO","SAN DIEGO UNIFIED","AUDEO CHARTER","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,406,"DIRECTLY FUNDED",TRUE,"6","12",759,397,52.3,506,66.7,575,301,52.3,380,66.1,TRUE,"High School"
"2014-2015",37,68338,3731551,"SAN DIEGO","SAN DIEGO UNIFIED","CREATIVE, PERFORMING, AND MEDIA ARTS","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",920,536,58.3,697,75.8,920,536,58.3,697,75.8,TRUE,"Middle School"
"2014-2015",37,68338,3732781,"SAN DIEGO","SAN DIEGO UNIFIED","HENRY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2437,667,27.4,950,39,2397,656,27.4,932,38.9,TRUE,"High School"
"2014-2015",37,68338,3732997,"SAN DIEGO","SAN DIEGO UNIFIED","HOOVER HIGH","Unified School District","High Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"9","12",2019,1671,82.8,1905,94.4,1937,1600,82.6,1826,94.3,TRUE,"High School"
"2014-2015",37,68338,3733508,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1588,308,19.4,408,25.7,1552,301,19.4,400,25.8,TRUE,"High School"
"2014-2015",37,68338,3733698,"SAN DIEGO","SAN DIEGO UNIFIED","MADISON HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1161,525,45.2,739,63.7,1126,505,44.8,714,63.4,TRUE,"High School"
"2014-2015",37,68338,3734431,"SAN DIEGO","SAN DIEGO UNIFIED","MISSION BAY HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1101,596,54.1,756,68.7,1066,578,54.2,737,69.1,TRUE,"High School"
"2014-2015",37,68338,3734654,"SAN DIEGO","SAN DIEGO UNIFIED","MORSE HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1808,1115,61.7,1445,79.9,1769,1085,61.3,1414,79.9,TRUE,"High School"
"2014-2015",37,68338,3735750,"SAN DIEGO","SAN DIEGO UNIFIED","POINT LOMA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1880,548,29.1,750,39.9,1848,538,29.1,738,39.9,TRUE,"High School"
"2014-2015",37,68338,3737962,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","Provision 2",FALSE,NA,"",FALSE,"9","12",195,141,72.3,162,83.1,121,91,75.2,103,85.1,TRUE,"Other"
"2014-2015",37,68338,6039101,"SAN DIEGO","SAN DIEGO UNIFIED","ADAMS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",329,248,75.4,301,91.5,316,239,75.6,290,91.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039119,"SAN DIEGO","SAN DIEGO UNIFIED","ALCOTT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",189,75,39.7,96,50.8,187,75,40.1,96,51.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039135,"SAN DIEGO","SAN DIEGO UNIFIED","ANGIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",574,213,37.1,374,65.2,564,207,36.7,368,65.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039143,"SAN DIEGO","SAN DIEGO UNIFIED","AUDUBON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","8",459,340,74.1,412,89.8,453,334,73.7,406,89.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039150,"SAN DIEGO","SAN DIEGO UNIFIED","BAKER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",486,416,85.6,455,93.6,473,407,86,446,94.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039168,"SAN DIEGO","SAN DIEGO UNIFIED","BALBOA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",546,470,86.1,509,93.2,530,458,86.4,496,93.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039184,"SAN DIEGO","SAN DIEGO UNIFIED","BARNARD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",416,119,28.6,177,42.5,403,115,28.5,171,42.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039200,"SAN DIEGO","SAN DIEGO UNIFIED","BAY PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",433,81,18.7,113,26.1,418,81,19.4,112,26.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039242,"SAN DIEGO","SAN DIEGO UNIFIED","BIRD ROCK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",520,19,3.7,30,5.8,516,19,3.7,30,5.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039259,"SAN DIEGO","SAN DIEGO UNIFIED","BIRNEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",565,243,43,295,52.2,552,238,43.1,290,52.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039267,"SAN DIEGO","SAN DIEGO UNIFIED","BOONE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",523,332,63.5,432,82.6,506,319,63,416,82.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039283,"SAN DIEGO","SAN DIEGO UNIFIED","BURBANK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",399,351,88,388,97.2,393,345,87.8,382,97.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039291,"SAN DIEGO","SAN DIEGO UNIFIED","CABRILLO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","4",196,92,46.9,121,61.7,189,88,46.6,117,61.9,TRUE,"Elementary School"
"2014-2015",37,68338,6039309,"SAN DIEGO","SAN DIEGO UNIFIED","CADMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",183,87,47.5,111,60.7,179,86,48,110,61.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039341,"SAN DIEGO","SAN DIEGO UNIFIED","CARSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",474,408,86.1,458,96.6,468,403,86.1,452,96.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039358,"SAN DIEGO","SAN DIEGO UNIFIED","CARVER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",250,192,76.8,231,92.4,239,185,77.4,223,93.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039366,"SAN DIEGO","SAN DIEGO UNIFIED","CENTRAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",784,707,90.2,773,98.6,768,694,90.4,757,98.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039374,"SAN DIEGO","SAN DIEGO UNIFIED","CHESTERTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",485,158,32.6,284,58.6,474,153,32.3,278,58.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039382,"SAN DIEGO","SAN DIEGO UNIFIED","CHOLLAS/MEAD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",641,519,81,613,95.6,620,505,81.5,595,96,TRUE,"Elementary School"
"2014-2015",37,68338,6039390,"SAN DIEGO","SAN DIEGO UNIFIED","CLAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",318,217,68.2,271,85.2,310,213,68.7,265,85.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039424,"SAN DIEGO","SAN DIEGO UNIFIED","CROWN POINT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",398,176,44.2,242,60.8,393,174,44.3,239,60.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039432,"SAN DIEGO","SAN DIEGO UNIFIED","CUBBERLEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",165,59,35.8,85,51.5,161,57,35.4,83,51.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039440,"SAN DIEGO","SAN DIEGO UNIFIED","CURIE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",571,46,8.1,68,11.9,558,46,8.2,68,12.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039457,"SAN DIEGO","SAN DIEGO UNIFIED","DARNALL CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",TRUE,33,"DIRECTLY FUNDED",FALSE,"K","8",639,508,79.5,552,86.4,638,507,79.5,551,86.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039481,"SAN DIEGO","SAN DIEGO UNIFIED","DEWEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","4",354,147,41.5,244,68.9,334,137,41,229,68.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039499,"SAN DIEGO","SAN DIEGO UNIFIED","EDISON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",575,503,87.5,558,97,566,497,87.8,550,97.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039507,"SAN DIEGO","SAN DIEGO UNIFIED","EMERSON/BANDINI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",586,521,88.9,560,95.6,572,509,89,547,95.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039515,"SAN DIEGO","SAN DIEGO UNIFIED","ENCANTO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",504,420,83.3,481,95.4,485,404,83.3,464,95.7,TRUE,"Elementary School"
"2014-2015",37,68338,6039523,"SAN DIEGO","SAN DIEGO UNIFIED","EUCLID ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",536,484,90.3,522,97.4,521,471,90.4,509,97.7,TRUE,"Elementary School"
"2014-2015",37,68338,6039556,"SAN DIEGO","SAN DIEGO UNIFIED","FIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",281,208,74,246,87.5,274,204,74.5,241,88,TRUE,"Elementary School"
"2014-2015",37,68338,6039564,"SAN DIEGO","SAN DIEGO UNIFIED","FLETCHER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",243,108,44.4,150,61.7,237,106,44.7,148,62.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039572,"SAN DIEGO","SAN DIEGO UNIFIED","FLORENCE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",262,152,58,202,77.1,250,144,57.6,193,77.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039598,"SAN DIEGO","SAN DIEGO UNIFIED","FOSTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",367,150,40.9,204,55.6,362,149,41.2,203,56.1,TRUE,"Elementary School"
"2014-2015",37,68338,6039606,"SAN DIEGO","SAN DIEGO UNIFIED","FRANKLIN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",287,199,69.3,242,84.3,276,191,69.2,234,84.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039614,"SAN DIEGO","SAN DIEGO UNIFIED","FREESE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",295,194,65.8,261,88.5,286,189,66.1,253,88.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039630,"SAN DIEGO","SAN DIEGO UNIFIED","FULTON K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","8",418,312,74.6,357,85.4,409,304,74.3,349,85.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039648,"SAN DIEGO","SAN DIEGO UNIFIED","GAGE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",457,181,39.6,231,50.5,439,177,40.3,224,51,TRUE,"Elementary School"
"2014-2015",37,68338,6039655,"SAN DIEGO","SAN DIEGO UNIFIED","GARFIELD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",321,236,73.5,297,92.5,316,232,73.4,292,92.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039671,"SAN DIEGO","SAN DIEGO UNIFIED","GRANT K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",718,148,20.6,184,25.6,705,145,20.6,181,25.7,TRUE,"Elementary School"
"2014-2015",37,68338,6039697,"SAN DIEGO","SAN DIEGO UNIFIED","GREEN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",517,111,21.5,167,32.3,506,110,21.7,165,32.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039705,"SAN DIEGO","SAN DIEGO UNIFIED","HAMILTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",524,458,87.4,508,96.9,511,445,87.1,495,96.9,TRUE,"Elementary School"
"2014-2015",37,68338,6039713,"SAN DIEGO","SAN DIEGO UNIFIED","HARDY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",408,121,29.7,195,47.8,402,121,30.1,193,48,TRUE,"Elementary School"
"2014-2015",37,68338,6039721,"SAN DIEGO","SAN DIEGO UNIFIED","HAWTHORNE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","6",296,155,52.4,220,74.3,291,154,52.9,216,74.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039739,"SAN DIEGO","SAN DIEGO UNIFIED","HEARST ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",497,66,13.3,89,17.9,485,65,13.4,88,18.1,TRUE,"Elementary School"
"2014-2015",37,68338,6039747,"SAN DIEGO","SAN DIEGO UNIFIED","HOLMES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",522,74,14.2,115,22,511,74,14.5,114,22.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039754,"SAN DIEGO","SAN DIEGO UNIFIED","HORTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",478,419,87.7,467,97.7,465,407,87.5,454,97.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039762,"SAN DIEGO","SAN DIEGO UNIFIED","FAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",726,651,89.7,708,97.5,705,631,89.5,687,97.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039770,"SAN DIEGO","SAN DIEGO UNIFIED","JEFFERSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",365,259,71,305,83.6,348,249,71.6,292,83.9,TRUE,"Elementary School"
"2014-2015",37,68338,6039788,"SAN DIEGO","SAN DIEGO UNIFIED","JOHNSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",411,307,74.7,359,87.3,397,297,74.8,347,87.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039796,"SAN DIEGO","SAN DIEGO UNIFIED","JONES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",363,96,26.4,153,42.1,353,91,25.8,146,41.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039804,"SAN DIEGO","SAN DIEGO UNIFIED","JUAREZ ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",207,101,48.8,131,63.3,203,99,48.8,129,63.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039812,"SAN DIEGO","SAN DIEGO UNIFIED","KEILLER LEADERSHIP ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",TRUE,695,"DIRECTLY FUNDED",FALSE,"K","8",515,322,62.5,398,77.3,509,319,62.7,395,77.6,TRUE,"Elementary School"
"2014-2015",37,68338,6039846,"SAN DIEGO","SAN DIEGO UNIFIED","LA JOLLA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",595,34,5.7,38,6.4,590,34,5.8,38,6.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039853,"SAN DIEGO","SAN DIEGO UNIFIED","LAFAYETTE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",266,161,60.5,203,76.3,258,159,61.6,200,77.5,TRUE,"Elementary School"
"2014-2015",37,68338,6039861,"SAN DIEGO","SAN DIEGO UNIFIED","LEE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",348,235,67.5,282,81,342,233,68.1,280,81.9,TRUE,"Elementary School"
"2014-2015",37,68338,6039879,"SAN DIEGO","SAN DIEGO UNIFIED","LINDA VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",437,368,84.2,410,93.8,430,362,84.2,404,94,TRUE,"Elementary School"
"2014-2015",37,68338,6039887,"SAN DIEGO","SAN DIEGO UNIFIED","LINDBERGH/SCHWEITZER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",512,249,48.6,343,67,498,241,48.4,335,67.3,TRUE,"Elementary School"
"2014-2015",37,68338,6039895,"SAN DIEGO","SAN DIEGO UNIFIED","LOGAN K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","8",637,533,83.7,581,91.2,627,525,83.7,573,91.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039903,"SAN DIEGO","SAN DIEGO UNIFIED","LOMA PORTAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","4",434,109,25.1,144,33.2,423,105,24.8,139,32.9,TRUE,"Elementary School"
"2014-2015",37,68338,6039911,"SAN DIEGO","SAN DIEGO UNIFIED","LONGFELLOW K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",832,251,30.2,378,45.4,815,247,30.3,373,45.8,TRUE,"Elementary School"
"2014-2015",37,68338,6039929,"SAN DIEGO","SAN DIEGO UNIFIED","PERKINS K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","8",473,416,87.9,459,97,469,413,88.1,456,97.2,TRUE,"Elementary School"
"2014-2015",37,68338,6039952,"SAN DIEGO","SAN DIEGO UNIFIED","MARSHALL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",524,466,88.9,508,96.9,509,454,89.2,494,97.1,TRUE,"Elementary School"
"2014-2015",37,68338,6039960,"SAN DIEGO","SAN DIEGO UNIFIED","MARVIN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",404,60,14.9,100,24.8,389,59,15.2,99,25.4,TRUE,"Elementary School"
"2014-2015",37,68338,6039978,"SAN DIEGO","SAN DIEGO UNIFIED","MCKINLEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",568,184,32.4,237,41.7,558,182,32.6,235,42.1,TRUE,"Elementary School"
"2014-2015",37,68338,6040000,"SAN DIEGO","SAN DIEGO UNIFIED","LANGUAGE ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",1037,338,32.6,470,45.3,1027,337,32.8,467,45.5,TRUE,"Elementary School"
"2014-2015",37,68338,6040018,"SAN DIEGO","SAN DIEGO UNIFIED","HARRIET TUBMAN VILLAGE CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,46,"DIRECTLY FUNDED",FALSE,"K","8",363,253,69.7,276,76,357,248,69.5,271,75.9,TRUE,"Elementary School"
"2014-2015",37,68338,6040026,"SAN DIEGO","SAN DIEGO UNIFIED","OAK PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",534,349,65.4,456,85.4,521,340,65.3,443,85,TRUE,"Elementary School"
"2014-2015",37,68338,6040034,"SAN DIEGO","SAN DIEGO UNIFIED","OCEAN BEACH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","4",487,196,40.2,249,51.1,474,191,40.3,244,51.5,TRUE,"Elementary School"
