"no_match.sitename","alt_names","sponsors","district","is_school","school_code","district_code"
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO HIGH ACADEMY","SAN DIEGUITO UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"HAWKING S.T.E.A.M. CHARTER SCHOOL 2","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"MONTGOMERY ADULT","MONTGOMERY ADULT","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"STEP PROGRAM","STEP PROGRAM","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"SWEETWATER HIGH","SWEETWATER HIGH","SWEETWATER UNION HIGH",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
"VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER ELEMENTARY LOWER","VALLEY CENTER-PAUMA UNIFIED",NA,NA,NA,NA
