CountyDesc,FnsReportTypeDesc,FnsReportDate,ProgramCode,ProgramGroupYear,Name,SponsorTypeCode,MealGroupCode,MealTypeCode,SiteQty,DaysServedQty,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,MlsServedFinal,AvgDailyMeals,AvgDailyParticipationQty
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,7,22,10897,0,0,10897,10897,495.3182,741
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,16,674,0,0,674,674,42.125,43
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,16,663,0,0,663,663,41.4375,42
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,12,490,0,0,490,490,40.8333,41
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,15,1758,0,0,1758,1758,117.2,118
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,2,22,9940,0,0,9940,9940,451.8182,452
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,16,1869,0,0,1869,1869,116.8125,117
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,20,324,0,0,324,324,16.2,17
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,1,20,392,0,0,392,392,19.6,20
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,25,676,0,0,676,676,27.04,28
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,25,1365,0,0,1365,1365,54.6,55
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,26,802,0,0,802,802,30.8462,31
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,5,22,2325,0,0,2325,2325,105.6818,104
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,2,8,320,0,0,320,320,40,40
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,1,22,1140,0,0,1140,1140,51.8182,52
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,22,1332,0,0,1332,1332,60.5455,61
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"WAHUPA Educational Enterprises, Inc",PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,2,15,631,0,0,631,631,42.0667,43
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"WAHUPA Educational Enterprises, Inc",PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,2,14,629,0,0,629,629,44.9286,45
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"WAHUPA Educational Enterprises, Inc",PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,2,13,599,0,0,599,599,46.0769,47
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,19,693,0,0,693,693,36.4737,37
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,15,544,0,0,544,544,36.2667,37
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,20,693,0,0,693,693,34.65,35
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,6,22,2213,0,0,2213,2213,100.5909,324
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,6,22,4999,0,0,4999,4999,227.2273,324
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_VENDED,1,4,565,0,0,565,565,141.25,139
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,3,22,2089,0,0,2089,2089,94.9545,207
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,3,22,2483,0,0,2483,2483,112.8636,207
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,2,18,1472,0,0,1472,1472,81.7778,82
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,2,22,1560,0,0,1560,1560,70.9091,71
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2014,SFSP,2014,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,2,13,1090,0,0,1090,1090,83.8462,84
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,KAREN ORGANIZATION OF SAN DIEGO,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,16,594,0,0,594,594,37.125,38
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,KAREN ORGANIZATION OF SAN DIEGO,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,1,16,232,0,0,232,232,14.5,15
SAN DIEGO,Summer Food Service Program (FNS418),Feb 2014,SFSP,2014,A B Vines Ministries,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,8,28,5613,0,0,5613,5613,200.4643,197
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,2,11,1009,0,0,1009,1009,91.7273,90
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,4,11,1737,0,0,1737,1737,157.9091,155
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,"Vista, City of",GOVERMENT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,11,773,0,0,773,773,70.2727,69
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,"Vista, City of",GOVERMENT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,11,826,0,0,826,826,75.0909,74
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,8,179,0,0,179,179,22.375,23
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,8,649,0,0,649,649,81.125,82
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,CSU San Diego (BEST),CAMP,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,7,281,0,0,281,281,40.1429,41
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,6,21,8547,0,0,8547,8547,407,401
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,7,21,9242,0,0,9242,9242,440.0952,441
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,7,21,3172,0,0,3172,3172,151.0476,595
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,7,21,9473,0,0,9473,9473,451.0952,595
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,6,185,0,0,185,185,30.8333,31
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,4,144,0,0,144,144,36,36
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,6,254,0,0,254,254,42.3333,43
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,5,216,0,0,216,216,43.2,44
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,"Camp Oliver, Inc.",CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,5,190,0,0,190,190,38,38
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,2,256,0,0,256,256,128,128
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,2,21,6511,0,0,6511,6511,310.0476,311
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Salvation Army-San Diego A California Corporation,CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,1,128,0,0,128,128,128,128
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,4,142,0,0,142,142,35.5,36
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,4,5,565,0,0,565,565,113,315
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,4,5,1031,0,0,1031,1031,206.2,315
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_VENDED,1,4,336,0,0,336,336,84,84
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,2,5,552,0,0,552,552,110.4,215
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,2,5,524,0,0,524,524,104.8,215
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2014,SFSP,2014,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,5,7,601,0,0,601,601,85.8571,85
