County Name,ClaimDate,ProgramCode,ProgramGroupYear,Name,MealGroupCode,DaysServedQty,,,,,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,avg
SAN DIEGO,Apr 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,21,,,,,816,60,108,984,
SAN DIEGO,Aug 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,23,,,,,486,36,64,586,
SAN DIEGO,Dec 2017,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,20,,,,,755,56,100,911,
SAN DIEGO,Feb 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,20,,,,,879,65,116,1060,
SAN DIEGO,Jan 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,21,,,,,865,64,114,1043,
SAN DIEGO,Jul 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,21,,,,,564,41,75,680,
SAN DIEGO,Jun 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,21,,,,,612,45,81,738,
SAN DIEGO,Mar 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,22,,,,,936,69,124,1129,
SAN DIEGO,May 2018,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,22,,,,,886,65,117,1068,
SAN DIEGO,Nov 2017,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,19,,,,,1060,78,140,1278,
SAN DIEGO,Oct 2017,CACF,2018,HIGHER LEARNING ACADEMY INC,CHILD_SUPPER,22,,,,,1078,79,143,1300,
SAN DIEGO,Apr 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,21,,,,,3212,0,110,3322,
SAN DIEGO,Aug 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,23,,,,,3555,0,122,3677,
SAN DIEGO,Dec 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,20,,,,,2862,0,98,2960,
SAN DIEGO,Feb 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,20,,,,,3027,0,104,3131,
SAN DIEGO,Jan 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,22,,,,,3174,0,109,3283,
SAN DIEGO,Jul 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,22,,,,,3314,0,113,3427,
SAN DIEGO,Jun 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,21,,,,,3199,0,110,3309,
SAN DIEGO,Mar 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,22,,,,,3311,0,113,3424,
SAN DIEGO,May 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,23,,,,,3557,0,122,3679,
SAN DIEGO,Nov 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,21,,,,,3118,0,107,3225,
SAN DIEGO,Oct 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_BREAKFAST,22,,,,,3072,0,248,3320,
SAN DIEGO,Apr 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,21,,,,,3697,0,127,3824,
SAN DIEGO,Aug 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,23,,,,,4109,0,141,4250,
SAN DIEGO,Dec 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,20,,,,,3409,0,117,3526,
SAN DIEGO,Feb 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,20,,,,,3530,0,121,3651,
SAN DIEGO,Jan 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,22,,,,,3685,0,126,3811,
SAN DIEGO,Jul 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,22,,,,,3901,0,134,4035,
SAN DIEGO,Jun 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,21,,,,,3741,0,128,3869,
SAN DIEGO,Mar 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,22,,,,,3845,0,132,3977,
SAN DIEGO,May 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,23,,,,,4102,0,140,4242,
SAN DIEGO,Nov 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,21,,,,,3644,0,125,3769,
SAN DIEGO,Oct 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_LUNCH,22,,,,,3809,0,308,4117,
SAN DIEGO,Apr 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,21,,,,,470,0,16,486,
SAN DIEGO,Aug 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,23,,,,,570,0,20,590,
SAN DIEGO,Dec 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,20,,,,,543,0,19,562,
SAN DIEGO,Feb 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,20,,,,,491,0,17,508,
SAN DIEGO,Jan 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,22,,,,,554,0,19,573,
SAN DIEGO,Jul 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,22,,,,,602,0,21,623,
SAN DIEGO,Jun 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,21,,,,,524,0,18,542,
SAN DIEGO,Mar 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,22,,,,,517,0,18,535,
SAN DIEGO,May 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,23,,,,,534,0,18,552,
SAN DIEGO,Nov 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,21,,,,,447,0,15,462,
SAN DIEGO,Oct 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_AM,22,,,,,292,0,24,316,
SAN DIEGO,Apr 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,21,,,,,1130,0,39,1169,
SAN DIEGO,Aug 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,23,,,,,1301,0,45,1346,
SAN DIEGO,Dec 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,20,,,,,970,0,33,1003,
SAN DIEGO,Feb 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,20,,,,,1118,0,38,1156,
SAN DIEGO,Jan 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,22,,,,,1158,0,40,1198,
SAN DIEGO,Jul 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,22,,,,,1329,0,46,1375,
SAN DIEGO,Jun 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,21,,,,,1256,0,43,1299,
SAN DIEGO,Mar 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,22,,,,,1201,0,41,1242,
SAN DIEGO,May 2018,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,23,,,,,1338,0,46,1384,
SAN DIEGO,Nov 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,21,,,,,1016,0,35,1051,
SAN DIEGO,Oct 2017,CACF,2018,HORIZONS ADHC CENTER INC,ADULT_SNACK_PM,22,,,,,1022,0,83,1105,
SAN DIEGO,Apr 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,21,,,,,2180,0,24,2204,
SAN DIEGO,Aug 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,23,,,,,2275,0,26,2301,
SAN DIEGO,Dec 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,20,,,,,1989,0,22,2011,
SAN DIEGO,Feb 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,20,,,,,2032,0,23,2055,
SAN DIEGO,Jan 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,22,,,,,2142,0,24,2166,
SAN DIEGO,Jul 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,21,,,,,2067,0,23,2090,
SAN DIEGO,Jun 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,21,,,,,2068,0,23,2091,
SAN DIEGO,Mar 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,22,,,,,2382,0,27,2409,
SAN DIEGO,May 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,22,,,,,2207,0,25,2232,
SAN DIEGO,Nov 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,21,,,,,2250,0,25,2275,
SAN DIEGO,Oct 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_BREAKFAST,21,,,,,2261,0,25,2286,
SAN DIEGO,Apr 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,21,,,,,3681,0,41,3722,
SAN DIEGO,Aug 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,23,,,,,4025,0,45,4070,
SAN DIEGO,Dec 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,20,,,,,3349,0,38,3387,
SAN DIEGO,Feb 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,20,,,,,3532,0,40,3572,
SAN DIEGO,Jan 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,22,,,,,3672,0,41,3713,
SAN DIEGO,Jul 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,21,,,,,3642,0,41,3683,
SAN DIEGO,Jun 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,21,,,,,3612,0,41,3653,
SAN DIEGO,Mar 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,22,,,,,3861,0,43,3904,
SAN DIEGO,May 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,22,,,,,3893,0,44,3937,
SAN DIEGO,Nov 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,21,,,,,3852,0,43,3895,
SAN DIEGO,Oct 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_LUNCH,21,,,,,3894,0,44,3938,
SAN DIEGO,Apr 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,21,,,,,569,0,6,575,
SAN DIEGO,Aug 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,23,,,,,716,0,8,724,
SAN DIEGO,Dec 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,20,,,,,470,0,5,475,
SAN DIEGO,Feb 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,20,,,,,580,0,7,587,
SAN DIEGO,Jan 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,22,,,,,593,0,7,600,
SAN DIEGO,Jul 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,21,,,,,574,0,6,580,
SAN DIEGO,Jun 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,21,,,,,562,0,6,568,
SAN DIEGO,Mar 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,22,,,,,513,0,6,519,
SAN DIEGO,May 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,22,,,,,617,0,7,624,
SAN DIEGO,Nov 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,21,,,,,626,0,7,633,
SAN DIEGO,Oct 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_AM,21,,,,,693,0,8,701,
SAN DIEGO,Apr 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,21,,,,,1138,0,13,1151,
SAN DIEGO,Aug 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,23,,,,,1270,0,14,1284,
SAN DIEGO,Dec 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,20,,,,,977,0,11,988,
SAN DIEGO,Feb 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,20,,,,,1018,0,11,1029,
SAN DIEGO,Jan 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,22,,,,,1073,0,12,1085,
SAN DIEGO,Jul 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,21,,,,,1108,0,12,1120,
SAN DIEGO,Jun 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,21,,,,,1112,0,12,1124,
SAN DIEGO,Mar 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,22,,,,,1093,0,12,1105,
SAN DIEGO,May 2018,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,22,,,,,1182,0,13,1195,
SAN DIEGO,Nov 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,21,,,,,1160,0,13,1173,
SAN DIEGO,Oct 2017,CACF,2018,J GELT CORPORATION CASA PACIFICA ADHC,ADULT_SNACK_PM,21,,,,,1100,0,12,1112,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,21,,,,,211,142,360,713,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,23,,,,,293,188,404,885,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,21,,,,,229,161,371,761,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,21,,,,,209,175,385,769,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,18,,,,,118,99,300,517,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,CHILD_BREAKFAST,22,,,,,227,194,429,850,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,21,,,,,330,155,457,942,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,23,,,,,418,213,467,1098,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,21,,,,,358,199,459,1016,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,21,,,,,329,177,486,992,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,18,,,,,190,117,413,720,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,CHILD_LUNCH,22,,,,,387,178,523,1088,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,21,,,,,318,147,441,906,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,23,,,,,395,205,449,1049,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,21,,,,,225,193,450,868,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,21,,,,,303,172,475,950,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,18,,,,,192,117,401,710,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_AM,22,,,,,369,175,513,1057,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,21,,,,,140,73,115,328,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,23,,,,,151,45,100,296,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,21,,,,,128,37,88,253,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,21,,,,,132,40,103,275,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,18,,,,,86,65,130,281,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,CHILD_SNACK_PM,22,,,,,159,69,115,343,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,21,,,,,49,38,86,173,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,23,,,,,60,17,97,174,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,21,,,,,42,14,108,164,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,21,,,,,29,34,93,156,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,18,,,,,56,35,83,174,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_BREAKFAST,22,,,,,42,39,94,175,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_LUNCH,21,,,,,15,8,29,52,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_LUNCH,23,,,,,44,10,89,143,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_LUNCH,21,,,,,97,16,134,247,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_LUNCH,21,,,,,19,7,41,67,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_LUNCH,18,,,,,14,7,27,48,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_AM,21,,,,,14,8,28,50,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_AM,23,,,,,41,9,84,134,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_AM,21,,,,,85,16,135,236,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_AM,21,,,,,17,7,41,65,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_AM,18,,,,,14,7,27,48,
SAN DIEGO,Apr 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,21,,,,,102,29,102,233,
SAN DIEGO,Aug 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,23,,,,,54,7,39,100,
SAN DIEGO,Jul 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,21,,,,,52,2,28,82,
SAN DIEGO,Jun 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,21,,,,,84,29,72,185,
SAN DIEGO,Mar 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,18,,,,,87,28,84,199,
SAN DIEGO,May 2018,CACF,2018,JENNIFER HOUSE,OSCH_CHILD_SNACK_PM,22,,,,,129,42,132,303,
SAN DIEGO,Apr 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,21,,,,,1160,0,0,1160,
SAN DIEGO,Aug 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,14,,,,,703,0,0,703,
SAN DIEGO,Dec 2017,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,8,,,,,368,0,0,368,
SAN DIEGO,Feb 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,14,,,,,685,0,0,685,
SAN DIEGO,Jan 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,17,,,,,884,0,0,884,
SAN DIEGO,Mar 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,17,,,,,743,0,0,743,
SAN DIEGO,May 2018,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,19,,,,,775,0,0,775,
SAN DIEGO,Nov 2017,CACF,2018,Julian Union Elementary School District,ATRISK_CHILD_SNACK_NT,16,,,,,887,0,0,887,
