County Name,ClaimDate,ProgramCode,ProgramGroupYear,Name,MealGroupCode,DaysServedQty,,,,,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,avg
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,,,,,1682,37,25,1744,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,,,,,1402,24,16,1442,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,19,,,,,1100,100,88,1288,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,19,,,,,1562,34,23,1619,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,20,,,,,2009,44,30,2083,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,,,,,822,14,9,845,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,,,,,1013,17,12,1042,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,,,,,1614,36,23,1673,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,,,,,1803,40,26,1869,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,19,,,,,1071,97,86,1254,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,,,,,1505,137,119,1761,
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,,,,,1604,35,24,1663,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,,,,,1519,26,17,1562,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,19,,,,,1067,97,85,1249,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,19,,,,,1454,32,22,1508,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,20,,,,,2201,49,32,2282,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,,,,,1267,22,14,1303,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,,,,,1179,20,14,1213,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,,,,,1525,34,22,1581,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,,,,,1625,36,24,1685,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,19,,,,,1195,109,95,1399,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,,,,,1553,141,124,1818,
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,,,,,1497,33,22,1552,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,,,,,1338,23,15,1376,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,19,,,,,921,84,73,1078,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,19,,,,,1267,28,19,1314,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,20,,,,,1557,34,23,1614,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,,,,,1084,19,12,1115,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,,,,,984,17,11,1012,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,,,,,1408,31,21,1460,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,,,,,1485,33,22,1540,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,19,,,,,996,91,79,1166,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,,,,,1146,104,91,1341,
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,,,,,114,8,9,131,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,,,,,416,18,18,452,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,19,,,,,44,9,7,60,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,19,,,,,42,3,3,48,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,20,,,,,95,7,7,109,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,,,,,762,33,32,827,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,,,,,648,39,39,726,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,,,,,135,10,10,155,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,,,,,42,3,3,48,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,19,,,,,45,9,7,61,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,,,,,27,5,4,36,
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,,,,,115,8,9,132,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,,,,,490,21,21,532,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,19,,,,,60,12,9,81,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,19,,,,,65,5,5,75,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,20,,,,,98,7,7,112,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,,,,,1032,44,44,1120,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,,,,,863,52,51,966,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,,,,,174,13,12,199,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,,,,,6,0,1,7,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,19,,,,,55,11,8,74,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,,,,,58,12,8,78,
SAN DIEGO,Apr 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,,,,,611,45,45,701,
SAN DIEGO,Aug 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,,,,,881,38,38,957,
SAN DIEGO,Dec 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,19,,,,,352,70,53,475,
SAN DIEGO,Feb 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,19,,,,,582,43,42,667,
SAN DIEGO,Jan 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,20,,,,,759,56,55,870,
SAN DIEGO,Jul 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,,,,,921,40,39,1000,
SAN DIEGO,Jun 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,,,,,821,49,49,919,
SAN DIEGO,Mar 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,,,,,613,45,45,703,
SAN DIEGO,May 2018,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,,,,,668,49,49,766,
SAN DIEGO,Nov 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,19,,,,,341,68,51,460,
SAN DIEGO,Oct 2017,CACF,2018,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,,,,,365,73,55,493,
SAN DIEGO,Apr 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,21,,,,,7756,0,0,7756,
SAN DIEGO,Aug 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,17,,,,,1966,0,0,1966,
SAN DIEGO,Dec 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,14,,,,,6152,0,0,6152,
SAN DIEGO,Feb 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,17,,,,,7759,0,0,7759,
SAN DIEGO,Jan 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,20,,,,,7916,0,0,7916,
SAN DIEGO,Jul 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,19,,,,,1957,0,0,1957,
SAN DIEGO,Jun 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,19,,,,,4817,0,0,4817,
SAN DIEGO,Mar 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,16,,,,,7187,0,0,7187,
SAN DIEGO,May 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,21,,,,,9862,0,0,9862,
SAN DIEGO,Nov 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,16,,,,,7755,0,0,7755,
SAN DIEGO,Oct 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_BREAKFAST,21,,,,,9987,0,0,9987,
SAN DIEGO,Apr 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,21,,,,,11160,0,0,11160,
SAN DIEGO,Aug 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,17,,,,,2064,0,0,2064,
SAN DIEGO,Dec 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,14,,,,,9104,0,0,9104,
SAN DIEGO,Feb 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,17,,,,,11331,0,0,11331,
SAN DIEGO,Jan 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,20,,,,,11427,0,0,11427,
SAN DIEGO,Jul 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,19,,,,,1991,0,0,1991,
SAN DIEGO,Jun 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,19,,,,,6611,0,0,6611,
SAN DIEGO,Mar 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,16,,,,,10603,0,0,10603,
SAN DIEGO,May 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,21,,,,,14527,0,0,14527,
SAN DIEGO,Nov 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,16,,,,,11240,0,0,11240,
SAN DIEGO,Oct 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_LUNCH,21,,,,,14468,0,0,14468,
SAN DIEGO,Apr 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,21,,,,,7492,0,0,7492,
SAN DIEGO,Aug 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,17,,,,,1902,0,0,1902,
SAN DIEGO,Dec 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,14,,,,,6132,0,0,6132,
SAN DIEGO,Feb 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,17,,,,,7617,0,0,7617,
SAN DIEGO,Jan 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,20,,,,,7776,0,0,7776,
SAN DIEGO,Jul 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,19,,,,,1859,0,0,1859,
SAN DIEGO,Jun 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,19,,,,,4563,0,0,4563,
SAN DIEGO,Mar 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,16,,,,,7073,0,0,7073,
SAN DIEGO,May 2018,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,21,,,,,9599,0,0,9599,
SAN DIEGO,Nov 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,16,,,,,7458,0,0,7458,
SAN DIEGO,Oct 2017,CACF,2018,All Kids Academy Head Start Inc.,HS_CHILD_SNACK_PM,21,,,,,9693,0,0,9693,
SAN DIEGO,Apr 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,21,,,,,2096,0,93,2189,
SAN DIEGO,Aug 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,23,,,,,2529,0,113,2642,
SAN DIEGO,Dec 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,19,,,,,1884,0,84,1968,
SAN DIEGO,Feb 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,20,,,,,2085,0,93,2178,
SAN DIEGO,Jan 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,22,,,,,2104,0,94,2198,
SAN DIEGO,Jul 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,21,,,,,2217,0,99,2316,
SAN DIEGO,Jun 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,21,,,,,2134,0,95,2229,
SAN DIEGO,Mar 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,22,,,,,2131,0,95,2226,
SAN DIEGO,May 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,22,,,,,2204,0,98,2302,
SAN DIEGO,Nov 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,21,,,,,2065,0,92,2157,
SAN DIEGO,Oct 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_BREAKFAST,22,,,,,2147,0,96,2243,
SAN DIEGO,Apr 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,21,,,,,2148,0,96,2244,
SAN DIEGO,Aug 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,23,,,,,2646,0,118,2764,
SAN DIEGO,Dec 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,19,,,,,2011,0,90,2101,
SAN DIEGO,Feb 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,20,,,,,2145,0,95,2240,
SAN DIEGO,Jan 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,22,,,,,2213,0,98,2311,
SAN DIEGO,Jul 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,21,,,,,2331,0,104,2435,
SAN DIEGO,Jun 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,21,,,,,2240,0,100,2340,
SAN DIEGO,Mar 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,22,,,,,2169,0,96,2265,
SAN DIEGO,May 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,22,,,,,2302,0,102,2404,
SAN DIEGO,Nov 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,21,,,,,2214,0,98,2312,
SAN DIEGO,Oct 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_LUNCH,22,,,,,2358,0,105,2463,
SAN DIEGO,Apr 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,21,,,,,53,0,2,55,
SAN DIEGO,Aug 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,23,,,,,117,0,5,122,
SAN DIEGO,Dec 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,19,,,,,127,0,6,133,
SAN DIEGO,Feb 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,20,,,,,59,0,3,62,
SAN DIEGO,Jan 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,22,,,,,108,0,5,113,
SAN DIEGO,Jul 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,21,,,,,114,0,5,119,
SAN DIEGO,Jun 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,21,,,,,106,0,5,111,
SAN DIEGO,Mar 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,22,,,,,36,0,2,38,
SAN DIEGO,May 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,22,,,,,98,0,4,102,
SAN DIEGO,Nov 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,21,,,,,148,0,7,155,
SAN DIEGO,Oct 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_AM,22,,,,,211,0,9,220,
SAN DIEGO,Apr 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,21,,,,,409,0,18,427,
SAN DIEGO,Aug 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,23,,,,,414,0,18,432,
SAN DIEGO,Dec 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,19,,,,,545,0,24,569,
SAN DIEGO,Feb 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,20,,,,,553,0,25,578,
SAN DIEGO,Jan 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,22,,,,,571,0,25,596,
SAN DIEGO,Jul 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,21,,,,,322,0,14,336,
SAN DIEGO,Jun 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,21,,,,,360,0,16,376,
SAN DIEGO,Mar 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,22,,,,,416,0,19,435,
SAN DIEGO,May 2018,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,22,,,,,421,0,19,440,
SAN DIEGO,Nov 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,21,,,,,656,0,29,685,
SAN DIEGO,Oct 2017,CACF,2018,AMERICARE ADHC INC ,ADULT_SNACK_PM,22,,,,,745,0,33,778,
SAN DIEGO,Aug 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_BREAKFAST,22,,,,,222,93,304,619,
SAN DIEGO,Jul 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_BREAKFAST,21,,,,,236,99,324,659,
SAN DIEGO,Jun 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_BREAKFAST,21,,,,,226,95,309,630,
SAN DIEGO,May 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_BREAKFAST,22,,,,,262,110,358,730,
SAN DIEGO,Aug 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_LUNCH,22,,,,,308,130,421,859,
SAN DIEGO,Jul 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_LUNCH,21,,,,,309,130,424,863,
SAN DIEGO,Jun 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_LUNCH,21,,,,,314,132,430,876,
SAN DIEGO,May 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_LUNCH,22,,,,,345,145,472,962,
SAN DIEGO,Aug 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_SNACK_PM,22,,,,,266,112,364,742,
SAN DIEGO,Jul 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_SNACK_PM,21,,,,,267,113,366,746,
SAN DIEGO,Jun 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_SNACK_PM,21,,,,,288,121,394,803,
SAN DIEGO,May 2018,CACF,2018,AMISTAD CRISTIANA,CHILD_SNACK_PM,22,,,,,318,134,434,886,
SAN DIEGO,Apr 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,21,,,,,344,47,1582,1973,
SAN DIEGO,Aug 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,22,,,,,339,44,1461,1844,
SAN DIEGO,Dec 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,15,,,,,261,35,1197,1493,
SAN DIEGO,Feb 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,20,,,,,352,48,1615,2015,
SAN DIEGO,Jan 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,20,,,,,316,43,1451,1810,
SAN DIEGO,Jul 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,21,,,,,277,35,1191,1503,
SAN DIEGO,Jun 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,21,,,,,314,40,1355,1709,
SAN DIEGO,Mar 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,21,,,,,334,45,1534,1913,
SAN DIEGO,May 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,22,,,,,343,46,1575,1964,
SAN DIEGO,Nov 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,19,,,,,340,46,1564,1950,
SAN DIEGO,Oct 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_BREAKFAST,22,,,,,414,56,1900,2370,
SAN DIEGO,Apr 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,21,,,,,586,79,2693,3358,
SAN DIEGO,Aug 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,22,,,,,496,64,2136,2696,
SAN DIEGO,Dec 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,15,,,,,395,53,1816,2264,
SAN DIEGO,Feb 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,20,,,,,552,75,2538,3165,
SAN DIEGO,Jan 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,20,,,,,485,66,2230,2781,
SAN DIEGO,Jul 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,21,,,,,456,59,1964,2479,
SAN DIEGO,Jun 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,21,,,,,518,66,2230,2814,
SAN DIEGO,Mar 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,21,,,,,547,74,2516,3137,
SAN DIEGO,May 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,22,,,,,568,77,2608,3253,
SAN DIEGO,Nov 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,19,,,,,505,68,2322,2895,
SAN DIEGO,Oct 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_LUNCH,22,,,,,622,84,2857,3563,
SAN DIEGO,Apr 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,21,,,,,525,71,2411,3007,
SAN DIEGO,Aug 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,22,,,,,446,57,1921,2424,
SAN DIEGO,Dec 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,15,,,,,358,48,1645,2051,
SAN DIEGO,Feb 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,20,,,,,491,66,2257,2814,
SAN DIEGO,Jan 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,20,,,,,438,59,2012,2509,
SAN DIEGO,Jul 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,21,,,,,397,51,1711,2159,
SAN DIEGO,Jun 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,21,,,,,266,34,1148,1448,
SAN DIEGO,Mar 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,21,,,,,488,66,2243,2797,
SAN DIEGO,May 2018,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,22,,,,,504,68,2315,2887,
SAN DIEGO,Nov 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,19,,,,,450,61,2065,2576,
SAN DIEGO,Oct 2017,CACF,2018,ASSOC STUDENTS CSU SAN DIEGO CHILDRENS CENTER ,CHILD_SNACK_PM,22,,,,,558,75,2565,3198,
SAN DIEGO,Jun 2018,CACF,2018,Borrego Springs Unified School District,ATRISK_CHILD_SUPPER,8,,,,,1013,0,0,1013,
SAN DIEGO,May 2018,CACF,2018,Borrego Springs Unified School District,ATRISK_CHILD_SUPPER,10,,,,,1401,0,0,1401,
SAN DIEGO,Apr 2018,CACF,2018,Boys & Girls Club of Greater San Diego,ATRISK_CHILD_SNACK,21,,,,,22140,0,0,22140,
SAN DIEGO,Aug 2018,CACF,2018,Boys & Girls Club of Greater San Diego,ATRISK_CHILD_SNACK,22,,,,,9426,0,0,9426,
