"fnsreportdate","academicyear","programcode","programgroupyear","county","sponsorname","siteid","sitename","mealtypecode","daysservedqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal"
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"INNOVATIONS ACADEMY OF EMPOWERMENT","NSLP_BREAKFAST",22,808,0,0,808
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"INNOVATIONS ACADEMY OF EMPOWERMENT","NSLP_LUNCH",22,1132,0,0,1132
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"LA MESA COMMUNITY SCHOOL","NSLP_BREAKFAST",22,503,0,0,503
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"LA MESA COMMUNITY SCHOOL","NSLP_LUNCH",22,506,0,0,506
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"LITT RESOURSES BLENDED","NSLP_BREAKFAST",22,162,0,0,162
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"LITT RESOURSES BLENDED","NSLP_LUNCH",22,300,0,0,300
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"MAIN STREET UMOJA BLENDED COMM SCHOOL","NSLP_BREAKFAST",22,193,0,0,193
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"MAIN STREET UMOJA BLENDED COMM SCHOOL","NSLP_LUNCH",22,285,0,0,285
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"METRO COMMUNITY SCHOOLS","NSLP_BREAKFAST",22,403,0,0,403
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"METRO COMMUNITY SCHOOLS","NSLP_LUNCH",22,1151,0,0,1151
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"METRO COMMUNITY SCHOOLS","NSLP_SNACK_AREAELIGIBLE",22,91,0,0,91
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"REFLECTIONS CENTRAL SCHOOL","NSLP_BREAKFAST",22,503,0,0,503
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"REFLECTIONS CENTRAL SCHOOL","NSLP_LUNCH",22,530,0,0,530
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SECOND CHANCE INDEPENDENT STUDY","NSLP_BREAKFAST",22,13,0,0,13
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SECOND CHANCE INDEPENDENT STUDY","NSLP_LUNCH",22,209,0,0,209
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTH BAY COUNTY BLENDED COMM SCHOOL","NSLP_BREAKFAST",22,475,0,0,475
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTH BAY COUNTY BLENDED COMM SCHOOL","NSLP_LUNCH",22,475,0,0,475
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTHLAND BLENDED COMM SCHOOL","NSLP_BREAKFAST",22,262,0,0,262
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SOUTHLAND BLENDED COMM SCHOOL","NSLP_LUNCH",22,274,0,0,274
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SPORTS SCIENCE ACADEMY","NSLP_BREAKFAST",9,181,0,0,181
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"SPORTS SCIENCE ACADEMY","NSLP_LUNCH",9,181,0,0,181
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"TEEN OPTIONS INDEPENDENT STUDY","NSLP_BREAKFAST",9,96,0,0,96
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"TEEN OPTIONS INDEPENDENT STUDY","NSLP_LUNCH",9,105,0,0,105
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"THURGOOD MARSHALL COMMUNITY SCHOOL","NSLP_BREAKFAST",19,519,0,0,519
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"THURGOOD MARSHALL COMMUNITY SCHOOL","NSLP_LUNCH",19,629,0,0,629
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"TOP BLENDED","NSLP_BREAKFAST",22,43,0,0,43
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"TOP BLENDED","NSLP_LUNCH",22,103,0,0,103
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_BREAKFAST",22,819,0,0,819
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_LUNCH",22,809,0,0,809
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"UNIVERSITY COMMUNITY SCHOOL","NSLP_SNACK_AREAELIGIBLE",22,807,0,0,807
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"VICTORIA BLENDED COMMUNITY SCHOOL","NSLP_BREAKFAST",22,204,0,0,204
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"VICTORIA BLENDED COMMUNITY SCHOOL","NSLP_LUNCH",22,335,0,0,335
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"VICTORIA BLENDED COMMUNITY SCHOOL","NSLP_SNACK_AREAELIGIBLE",22,127,0,0,127
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"YOUTH DAY CENTER","NSLP_BREAKFAST",19,184,0,0,184
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY OFFICE OF EDUCATION",NA,"YOUTH DAY CENTER","NSLP_LUNCH",19,248,0,0,248
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_BREAKFAST_SEVERENEED",30,1817,0,0,1817
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_LUNCH",30,1791,0,0,1791
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_SNACK_AREAELIGIBLE",22,1343,0,0,1343
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_BREAKFAST_SEVERENEED",30,4643,0,0,4643
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_LUNCH",30,4403,0,0,4403
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_SNACK_AREAELIGIBLE",22,3341,0,0,3341
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_BREAKFAST_SEVERENEED",30,725,0,0,725
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_LUNCH",30,721,0,0,721
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_SNACK_AREAELIGIBLE",22,529,0,0,529
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_BREAKFAST_SEVERENEED",30,4948,0,0,4948
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_LUNCH",30,5004,0,0,5004
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_SNACK_AREAELIGIBLE",22,3618,0,0,3618
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"MOUNTAIN REGION COURT (JUVENILE RANCH FACILITY)","NSLP_BREAKFAST_SEVERENEED",30,1151,0,0,1151
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"MOUNTAIN REGION COURT (JUVENILE RANCH FACILITY)","NSLP_LUNCH",30,1151,0,0,1151
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"MOUNTAIN REGION COURT (JUVENILE RANCH FACILITY)","NSLP_SNACK_AREAELIGIBLE",22,847,0,0,847
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY DEPT. OF SOCIAL SERVICES",NA,"A.B & JESSIE POLINSKY CHILDREN'S CENTER","NSLP_BREAKFAST_SEVERENEED",30,1338,0,0,1338
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","SAN DIEGO COUNTY DEPT. OF SOCIAL SERVICES",NA,"A.B & JESSIE POLINSKY CHILDREN'S CENTER","NSLP_LUNCH",30,1094,0,0,1094
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","YMCA OF SAN DIEGO COUNTY",NA,"CAMP MARSTON","NSLP_MILK",30,0,0,2688,2688
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN YOUTH AND FAMILY SERVICES","NSLP_LUNCH",30,264,0,0,264
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_BREAKFAST_SEVERENEED",30,133,0,0,133
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_LUNCH",30,35,0,0,35
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-DEBRA LANE","NSLP_BREAKFAST_SEVERENEED",30,164,0,0,164
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-DEBRA LANE","NSLP_LUNCH",30,48,0,0,48
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-TEEN HOUSE","NSLP_BREAKFAST_SEVERENEED",30,98,0,0,98
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-TEEN HOUSE","NSLP_LUNCH",30,24,0,0,24
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_BREAKFAST_SEVERENEED",30,165,0,0,165
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW HAVEN YOUTH AND FAMILY SERVICES",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_LUNCH",30,48,0,0,48
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_BREAKFAST_SEVERENEED",30,397,0,0,397
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_LUNCH",30,414,0,0,414
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_SNACK_AREAELIGIBLE",23,170,0,0,170
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_BREAKFAST_SEVERENEED",30,818,0,0,818
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_LUNCH",30,708,0,0,708
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES INC. #18","NSLP_SNACK_AREAELIGIBLE",23,498,0,0,498
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, #15","NSLP_BREAKFAST_SEVERENEED",30,98,0,0,98
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, #15","NSLP_LUNCH",30,76,0,0,76
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, #15","NSLP_SNACK_AREAELIGIBLE",23,114,0,0,114
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_BREAKFAST_SEVERENEED",30,433,0,0,433
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_LUNCH",30,161,0,0,161
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_SNACK_AREAELIGIBLE",23,241,0,0,241
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_BREAKFAST_SEVERENEED",30,836,0,0,836
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_LUNCH",30,747,0,0,747
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_SNACK_AREAELIGIBLE",23,515,0,0,515
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_BREAKFAST_SEVERENEED",30,1015,0,0,1015
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_LUNCH",30,1570,0,0,1570
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_SNACK_AREAELIGIBLE",23,1523,0,0,1523
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","PHOENIX HOUSE SAN DIEGO INC",NA,"PHOENIX HOUSE SAN DIEGO INC.","NSLP_BREAKFAST_SEVERENEED",30,452,0,0,452
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","PHOENIX HOUSE SAN DIEGO INC",NA,"PHOENIX HOUSE SAN DIEGO INC.","NSLP_LUNCH",30,444,0,0,444
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","PHOENIX HOUSE SAN DIEGO INC",NA,"PHOENIX HOUSE SAN DIEGO INC.","NSLP_SNACK_AREAELIGIBLE",30,348,0,0,348
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS","NSLP_BREAKFAST_SEVERENEED",30,114,0,0,114
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS","NSLP_LUNCH",30,40,0,0,40
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS II","NSLP_BREAKFAST_SEVERENEED",30,156,0,0,156
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CIRCLE OF FRIENDS",NA,"CIRCLE OF FRIENDS II","NSLP_LUNCH",30,50,0,0,50
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,376,131,59,566
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH",14,1037,323,665,2025
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,254,134,157,545
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH",14,440,370,662,1472
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED",14,227,61,119,407
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH",14,419,107,689,1215
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED",14,586,183,190,959
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH",14,843,266,410,1519
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,287,68,102,457
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH",14,671,199,846,1716
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",17,1804,270,172,2246
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_LUNCH",17,2436,373,248,3057
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",17,1875,0,0,1875
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS HIGH","NSLP_BREAKFAST_SEVERENEED",17,1095,141,266,1502
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS HIGH","NSLP_LUNCH",17,1202,141,294,1637
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_BREAKFAST_SEVERENEED",17,847,112,107,1066
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_LUNCH",17,1083,125,154,1362
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","BORREGO SPRINGS UNIFIED",NA,"BORREGO SPRINGS MIDDLE","NSLP_SNACK_AREAELIGIBLE",17,634,0,0,634
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,7083,749,580,8412
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_LUNCH",14,6860,686,719,8265
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"ANZA ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",14,787,0,0,787
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"AVOCADO ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,958,84,192,1234
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"AVOCADO ELEMENTARY","NSLP_LUNCH",14,2601,480,926,4007
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"BLOSSOM VALLEY ELEMENTARY","NSLP_LUNCH",14,1225,218,607,2050
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_BREAKFAST_SEVERENEED",14,2021,158,190,2369
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_LUNCH",14,5136,611,698,6445
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"BOSTONIA LANGUAGE ACADEMY","NSLP_SNACK_AREAELIGIBLE",14,978,0,0,978
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"CAJON VALLEY MIDDLE","NSLP_BREAKFAST_SEVERENEED",16,3962,509,372,4843
2015-04-01,"2014-2015","NSLP",2015,"SAN DIEGO","CAJON VALLEY UNION",NA,"CAJON VALLEY MIDDLE","NSLP_LUNCH",16,9620,1278,1157,12055
