CountyDesc,FnsReportTypeDesc,FnsReportDate,ProgramCode,ProgramGroupYear,Name,SponsorTypeCode,MealGroupCode,MealTypeCode,SiteQty,DaysServedQty,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,MlsServedFinal,AvgDailyMeals,AvgDailyParticipationQty
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,13,337,0,0,337,337,25.9231,26
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,9,20,1212,0,0,1212,1212,60.6,287
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,9,20,4634,0,0,4634,4634,231.7,287
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_VENDED,1,5,130,0,0,130,130,26,26
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,1,20,3925,0,0,3925,3925,196.25,197
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,2,17,1269,0,0,1269,1269,74.6471,75
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,2,23,1712,0,0,1712,1712,74.4348,75
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,San Diego State University Research Foundation,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,2,12,894,0,0,894,894,74.5,75
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Camp Oliver, Inc.",CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,20,920,0,0,920,920,46,46
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Camp Oliver, Inc.",CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,16,706,0,0,706,706,44.125,45
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Camp Oliver, Inc.",CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,16,739,0,0,739,739,46.1875,47
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Navy Region Southwest, Child and Youth Programs",GOVERMENT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,3,20,1668,0,0,1668,1668,83.4,84
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Navy Region Southwest, Child and Youth Programs",GOVERMENT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,3,20,1973,0,0,1973,1973,98.65,99
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,KAREN ORGANIZATION OF SAN DIEGO,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,1,6,104,0,0,104,104,17.3333,18
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,5,59,0,0,59,59,11.8,12
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,10,20,2501,0,0,2501,2501,125.05,123
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,4,15,1356,0,0,1356,1356,90.4,89
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,4,21,1642,0,0,1642,1642,78.1905,77
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,16,513,0,0,513,513,32.0625,32
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,10,338,0,0,338,338,33.8,34
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,1,5,135,0,0,135,135,27,27
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,7,14,3250,0,0,3250,3250,232.1429,228
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,10,14,8617,0,0,8617,8617,615.5,604
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,18,2456,0,0,2456,2456,136.4444,137
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,2,20,9991,0,0,9991,9991,499.55,500
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,18,2394,0,0,2394,2394,133,133
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,9,20,398,0,0,398,398,19.9,598
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,9,20,11632,0,0,11632,11632,581.6,598
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,10,20,1710,0,0,1710,1710,85.5,789
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,10,20,14122,0,0,14122,14122,706.1,789
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Vista, City of",GOVERMENT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,20,1552,0,0,1552,1552,77.6,77
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"Vista, City of",GOVERMENT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,20,1632,0,0,1632,1632,81.6,80
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"University of California, San Diego",CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,4,15,1184,0,0,1184,1184,78.9333,79
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"University of California, San Diego",CAMP,SFSP_LUNCH,SFSP_LUNCH_VENDED,4,15,897,0,0,897,897,59.8,60
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,"University of California, San Diego",CAMP,SFSP_SUPPER,SFSP_SUPPER_VENDED,4,13,932,0,0,932,932,71.6923,72
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,20,678,0,0,678,678,33.9,34
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,20,707,0,0,707,707,35.35,36
SAN DIEGO,Summer Food Service Program (FNS418),Jul 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,14,530,0,0,530,530,37.8571,38
SAN DIEGO,Summer Food Service Program (FNS418),Oct 2015,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,11,22,27769,0,0,27769,27769,1262.2273,1263
SAN DIEGO,Summer Food Service Program (FNS418),Oct 2015,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,5,31,3029,0,0,3029,3029,97.7097,96
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,2,4,598,0,0,598,598,149.5,147
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Escondido Union High School District,PUBPRIVSCHOOL,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,4,4,984,0,0,984,984,246,242
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,CSU San Diego (BEST),CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,9,148,0,0,148,148,16.4444,17
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,CSU San Diego (BEST),CAMP,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,9,525,0,0,525,525,58.3333,59
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,CSU San Diego (BEST),CAMP,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,8,211,0,0,211,211,26.375,27
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,"Vista, City of",GOVERMENT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,10,669,0,0,669,669,66.9,66
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,"Vista, City of",GOVERMENT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,10,1017,0,0,1017,1017,101.7,100
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,9,20,351,0,0,351,351,17.55,407
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,9,20,7803,0,0,7803,7803,390.15,407
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,9,20,1243,0,0,1243,1243,62.15,517
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,9,20,9100,0,0,9100,9100,455,517
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,1,6,169,0,0,169,169,28.1667,29
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,1,2,70,0,0,70,70,35,35
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,University of San Diego Trio Upward Bound,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_VENDED,1,5,148,0,0,148,148,29.6,30
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,2,63,0,0,63,63,31.5,32
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,2,20,6215,0,0,6215,6215,310.75,311
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Salvation Army-San Diego A California Corporation,CAMP,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,2,63,0,0,63,63,31.5,32
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,6,15,358,0,0,358,358,23.8667,88
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_VENDED,6,15,988,0,0,988,988,65.8667,88
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,Feeding America San Diego,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,1,20,4000,0,0,4000,4000,200,200
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,"Navy Region Southwest, Child and Youth Programs",GOVERMENT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,3,17,1258,0,0,1258,1258,74,74
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,"Navy Region Southwest, Child and Youth Programs",GOVERMENT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,3,17,1394,0,0,1394,1394,82,82
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,1,2,57,0,0,57,57,28.5,28
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,LA JOLLA BAND OF LUISENO,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,1,2,57,0,0,57,57,28.5,28
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,KAREN ORGANIZATION OF SAN DIEGO,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,1,9,304,0,0,304,304,33.7778,34
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,1,10,66,0,0,66,66,6.6,7
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,7,19,1224,0,0,1224,1224,64.4211,64
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,4,20,1239,0,0,1239,1239,61.95,61
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,4,19,1377,0,0,1377,1377,72.4737,72
SAN DIEGO,Summer Food Service Program (FNS418),Aug 2016,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,3,10,980,0,0,980,980,98,97
SAN DIEGO,Summer Food Service Program (FNS418),Dec 2015,SFSP,2016,Boys & Girls Club of Greater San Diego,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,12,18,20018,0,0,20018,20018,1112.1111,1112
SAN DIEGO,Summer Food Service Program (FNS418),Dec 2015,SFSP,2016,HEAVEN'S WINDOWS,PRIVATENONPROFIT,SFSP_CCNSP,SFSP_SNACK_CCNSP_SELFPREP,3,14,1148,0,0,1148,1148,82,81
