"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2016-2017",37,68361,6040406,"SAN DIEGO","SANTEE","SYCAMORE CANYON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",349,61,17.5,77,22.1,349,61,17.5,77,22.1,TRUE,"Elementary School"
"2016-2017",37,68361,6068159,"SAN DIEGO","SANTEE","CARLTON OAKS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",830,165,19.9,233,28.1,830,165,19.9,233,28.1,TRUE,"Elementary School"
"2016-2017",37,68361,6085153,"SAN DIEGO","SANTEE","RIO SECO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",1006,252,25,312,31,1006,252,25,312,31,TRUE,"Elementary School"
"2016-2017",37,68361,6085161,"SAN DIEGO","SANTEE","HILL CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",747,202,27,257,34.4,733,199,27.1,252,34.4,TRUE,"Elementary School"
"2016-2017",37,68361,6111041,"SAN DIEGO","SANTEE","SANTEE ALTERNATIVE","Elementary School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"K","8",31,4,12.9,4,12.9,31,4,12.9,4,12.9,TRUE,"Other"
"2016-2017",37,68361,6120190,"SAN DIEGO","SANTEE","SANTEE SUCCESS PROGRAM","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"K","8",4,2,50,3,75,4,2,50,3,75,TRUE,"Other"
"2016-2017",37,68379,1,"SAN DIEGO","SAN YSIDRO ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",4,4,100,4,100,4,4,100,4,100,TRUE,NA
"2016-2017",37,68379,123000,"SAN DIEGO","SAN YSIDRO ELEMENTARY","WILLOW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","8",1074,957,89.1,957,89.1,1074,957,89.1,957,89.1,TRUE,"Elementary School"
"2016-2017",37,68379,125518,"SAN DIEGO","SAN YSIDRO ELEMENTARY","VISTA DEL MAR","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","3",560,389,69.5,389,69.5,546,389,71.2,389,71.2,TRUE,"Elementary School"
"2016-2017",37,68379,6085146,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SMYTHE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","3",653,525,80.4,525,80.4,624,511,81.9,511,81.9,TRUE,"Elementary School"
"2016-2017",37,68379,6089007,"SAN DIEGO","SAN YSIDRO ELEMENTARY","LA MIRADA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"4","6",495,392,79.2,392,79.2,495,392,79.2,392,79.2,TRUE,"Elementary School"
"2016-2017",37,68379,6093264,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SUNSET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"P","6",777,701,90.2,701,90.2,777,701,90.2,701,90.2,TRUE,"Elementary School"
"2016-2017",37,68379,6098453,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SAN YSIDRO MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"7","8",515,387,75.1,387,75.1,515,387,75.1,387,75.1,TRUE,"Middle School"
"2016-2017",37,68379,6119341,"SAN DIEGO","SAN YSIDRO ELEMENTARY","OCEAN VIEW HILLS","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"4","8",737,546,74.1,546,74.1,737,546,74.1,546,74.1,TRUE,"Elementary School"
"2016-2017",37,68387,105825,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA PACIFIC ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","6",571,14,2.5,21,3.7,571,14,2.5,21,3.7,TRUE,"Elementary School"
"2016-2017",37,68387,129049,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA RANCH ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",550,16,2.9,20,3.6,550,16,2.9,20,3.6,TRUE,"Elementary School"
"2016-2017",37,68387,6040455,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SKYLINE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",516,68,13.2,80,15.5,516,68,13.2,80,15.5,TRUE,"Elementary School"
"2016-2017",37,68387,6070882,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA VISTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","3",405,72,17.8,83,20.5,405,72,17.8,83,20.5,TRUE,"Elementary School"
"2016-2017",37,68387,6106140,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","3",319,3,0.9,3,0.9,319,3,0.9,3,0.9,TRUE,"Elementary School"
"2016-2017",37,68387,6111181,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA SANTA FE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",330,13,3.9,24,7.3,330,13,3.9,24,7.3,TRUE,"Elementary School"
"2016-2017",37,68387,6112353,"SAN DIEGO","SOLANA BEACH ELEMENTARY","CARMEL CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","3",321,10,3.1,17,5.3,321,10,3.1,17,5.3,TRUE,"Elementary School"
"2016-2017",37,68395,1,"SAN DIEGO","SOUTH BAY UNION","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",3,1,33.3,1,33.3,3,1,33.3,1,33.3,TRUE,NA
"2016-2017",37,68395,6040463,"SAN DIEGO","SOUTH BAY UNION","BAYSIDE STEAM ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",524,371,70.8,400,76.3,513,363,70.8,392,76.4,TRUE,"Elementary School"
"2016-2017",37,68395,6040471,"SAN DIEGO","SOUTH BAY UNION","CENTRAL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",557,366,65.7,397,71.3,546,356,65.2,387,70.9,TRUE,"Elementary School"
"2016-2017",37,68395,6040489,"SAN DIEGO","SOUTH BAY UNION","EMORY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",552,281,50.9,298,54,548,280,51.1,294,53.6,TRUE,"Elementary School"
"2016-2017",37,68395,6040505,"SAN DIEGO","SOUTH BAY UNION","IMPERIAL BEACH CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,1418,"LOCALLY FUNDED",FALSE,"K","8",846,421,49.8,507,59.9,841,418,49.7,504,59.9,TRUE,"Elementary School"
"2016-2017",37,68395,6040513,"SAN DIEGO","SOUTH BAY UNION","NESTOR LANGUAGE ACADEMY CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,1252,"LOCALLY FUNDED",FALSE,"K","8",962,433,45,587,61,962,433,45,587,61,TRUE,"Elementary School"
"2016-2017",37,68395,6040521,"SAN DIEGO","SOUTH BAY UNION","ONEONTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",533,265,49.7,278,52.2,519,256,49.3,269,51.8,TRUE,"Elementary School"
"2016-2017",37,68395,6040539,"SAN DIEGO","SOUTH BAY UNION","SUNNYSLOPE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",533,348,65.3,393,73.7,524,345,65.8,388,74,TRUE,"Elementary School"
"2016-2017",37,68395,6067029,"SAN DIEGO","SOUTH BAY UNION","GODFREY G. BERRY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",514,345,67.1,382,74.3,505,339,67.1,376,74.5,TRUE,"Elementary School"
"2016-2017",37,68395,6094973,"SAN DIEGO","SOUTH BAY UNION","HOWARD PENCE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",680,477,70.1,513,75.4,669,471,70.4,506,75.6,TRUE,"Elementary School"
"2016-2017",37,68395,6098487,"SAN DIEGO","SOUTH BAY UNION","GEORGE NICOLOFF ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",813,484,59.5,517,63.6,797,476,59.7,506,63.5,TRUE,"Elementary School"
"2016-2017",37,68395,6116008,"SAN DIEGO","SOUTH BAY UNION","TEOFILO MENDOZA","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","6",860,516,60,581,67.6,847,510,60.2,572,67.5,TRUE,"Elementary School"
"2016-2017",37,68403,125401,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","INSIGHT @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1371,"DIRECTLY FUNDED",TRUE,"K","12",174,81,46.6,99,56.9,133,54,40.6,70,52.6,TRUE,"Elementary School"
"2016-2017",37,68403,6040554,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","SPENCER VALLEY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",35,6,17.1,12,34.3,35,6,17.1,12,34.3,TRUE,"Elementary School"
"2016-2017",37,68403,6120893,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,493,"DIRECTLY FUNDED",TRUE,"K","12",2067,833,40.3,1078,52.2,2008,811,40.4,1052,52.4,TRUE,"Elementary School"
"2016-2017",37,68411,0,"SAN DIEGO","SWEETWATER UNION HIGH","DISTRICT OFFICE","High School District",NA,NA,"",NA,NA,NA,NA,"K","Adult",439,207,47.2,219,49.9,305,141,46.2,149,48.9,TRUE,NA
"2016-2017",37,68411,1,"SAN DIEGO","SWEETWATER UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",78,11,14.1,12,15.4,54,7,13,7,13,TRUE,NA
"2016-2017",37,68411,111831,"SAN DIEGO","SWEETWATER UNION HIGH","OLYMPIAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2610,431,16.5,598,22.9,2547,419,16.5,582,22.9,TRUE,"High School"
"2016-2017",37,68411,115873,"SAN DIEGO","SWEETWATER UNION HIGH","EAST HILLS ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"7","12",78,36,46.2,42,53.8,58,24,41.4,30,51.7,TRUE,"Other"
"2016-2017",37,68411,126086,"SAN DIEGO","SWEETWATER UNION HIGH","STEPHEN W. HAWKING CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL","",NA,1407,"DIRECTLY FUNDED",FALSE,"K","12",426,220,51.6,319,74.9,422,218,51.7,317,75.1,TRUE,"Elementary School"
"2016-2017",37,68411,128082,"SAN DIEGO","SWEETWATER UNION HIGH","STEPHEN W. HAWKING II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL","",NA,1524,"DIRECTLY FUNDED",FALSE,"K","12",393,236,60.1,299,76.1,380,228,60,289,76.1,TRUE,"Elementary School"
"2016-2017",37,68411,3730124,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1910,1140,59.7,1379,72.2,1832,1095,59.8,1327,72.4,TRUE,"High School"
"2016-2017",37,68411,3730405,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2326,479,20.6,630,27.1,2233,452,20.2,599,26.8,TRUE,"High School"
"2016-2017",37,68411,3730801,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1607,905,56.3,1143,71.1,1540,878,57,1107,71.9,TRUE,"High School"
"2016-2017",37,68411,3730843,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",3063,396,12.9,560,18.3,2988,382,12.8,544,18.2,TRUE,"High School"
"2016-2017",37,68411,3731064,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2586,1448,56,1829,70.7,2497,1404,56.2,1778,71.2,TRUE,"High School"
"2016-2017",37,68411,3731155,"SAN DIEGO","SWEETWATER UNION HIGH","OPTIONS SECONDARY","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"7","12",174,80,46,97,55.7,168,77,45.8,94,56,TRUE,"Other"
"2016-2017",37,68411,3731304,"SAN DIEGO","SWEETWATER UNION HIGH","MAAC COMMUNITY CHARTER","High School District","High Schools (Public)","TRADITIONAL","",NA,303,"DIRECTLY FUNDED",FALSE,"9","12",243,141,58,153,63,139,85,61.2,93,66.9,TRUE,"High School"
"2016-2017",37,68411,3731460,"SAN DIEGO","SWEETWATER UNION HIGH","ALTA VISTA ACADEMY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"7","12",41,36,87.8,36,87.8,40,35,87.5,35,87.5,TRUE,"Other"
"2016-2017",37,68411,3731502,"SAN DIEGO","SWEETWATER UNION HIGH","SAN YSIDRO HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2447,1437,58.7,1740,71.1,2297,1348,58.7,1640,71.4,TRUE,"High School"
"2016-2017",37,68411,3731627,"SAN DIEGO","SWEETWATER UNION HIGH","OTAY RANCH SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2413,469,19.4,641,26.6,2324,440,18.9,605,26,TRUE,"High School"
"2016-2017",37,68411,3732047,"SAN DIEGO","SWEETWATER UNION HIGH","PALOMAR HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"7","12",281,157,55.9,167,59.4,153,88,57.5,94,61.4,TRUE,"Other"
"2016-2017",37,68411,3732849,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2143,817,38.1,1033,48.2,2064,787,38.1,1000,48.4,TRUE,"High School"
"2016-2017",37,68411,3733953,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1673,765,45.7,933,55.8,1592,720,45.2,881,55.3,TRUE,"High School"
"2016-2017",37,68411,3738226,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2675,1546,57.8,1965,73.5,2567,1488,58,1897,73.9,TRUE,"High School"
"2016-2017",37,68411,3738234,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1712,828,48.4,1093,63.8,1647,792,48.1,1050,63.8,TRUE,"High School"
"2016-2017",37,68411,6059745,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",1137,264,23.2,389,34.2,1137,264,23.2,389,34.2,TRUE,"Middle School"
"2016-2017",37,68411,6059752,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",877,557,63.5,687,78.3,877,557,63.5,687,78.3,TRUE,"Middle School"
"2016-2017",37,68411,6059760,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",837,526,62.8,639,76.3,837,526,62.8,639,76.3,TRUE,"Middle School"
"2016-2017",37,68411,6059778,"SAN DIEGO","SWEETWATER UNION HIGH","GRANGER JUNIOR HIGH","High School District","Junior High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","9",958,574,59.9,755,78.8,958,574,59.9,755,78.8,TRUE,"Middle School"
"2016-2017",37,68411,6059786,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA ACADEMY","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",861,541,62.8,679,78.9,861,541,62.8,679,78.9,TRUE,"Middle School"
"2016-2017",37,68411,6059794,"SAN DIEGO","SWEETWATER UNION HIGH","NATIONAL CITY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",807,587,72.7,720,89.2,807,587,72.7,720,89.2,TRUE,"Middle School"
"2016-2017",37,68411,6062004,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",977,432,44.2,554,56.7,977,432,44.2,554,56.7,TRUE,"Middle School"
"2016-2017",37,68411,6062012,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",631,400,63.4,491,77.8,631,400,63.4,491,77.8,TRUE,"Middle School"
"2016-2017",37,68411,6070890,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",839,444,52.9,552,65.8,839,444,52.9,552,65.8,TRUE,"Middle School"
"2016-2017",37,68411,6114276,"SAN DIEGO","SWEETWATER UNION HIGH","RANCHO DEL REY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",1778,298,16.8,434,24.4,1778,298,16.8,434,24.4,TRUE,"Middle School"
"2016-2017",37,68411,6117154,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER COMMUNITY DAY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"7","9",26,16,61.5,19,73.1,26,16,61.5,19,73.1,TRUE,"Other"
"2016-2017",37,68411,6120968,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",1625,226,13.9,283,17.4,1625,226,13.9,283,17.4,TRUE,"Middle School"
"2016-2017",37,68437,128470,"SAN DIEGO","VALLECITOS ELEMENTARY","TAYLION SAN DIEGO ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1559,"DIRECTLY FUNDED",TRUE,"K","12",136,65,47.8,95,69.9,129,60,46.5,90,69.8,TRUE,"Elementary School"
"2016-2017",37,68437,6040562,"SAN DIEGO","VALLECITOS ELEMENTARY","VALLECITOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",205,150,73.2,166,81,200,147,73.5,163,81.5,TRUE,"Elementary School"
"2016-2017",37,68452,1,"SAN DIEGO","VISTA UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,"",NA,NA,NA,NA,"","",21,4,19,4,19,16,3,18.8,3,18.8,TRUE,NA
"2016-2017",37,68452,100925,"SAN DIEGO","VISTA UNIFIED","TEMPLE HEIGHTS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",646,298,46.1,399,61.8,634,295,46.5,395,62.3,TRUE,"Elementary School"
"2016-2017",37,68452,100933,"SAN DIEGO","VISTA UNIFIED","HANNALEI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",638,448,70.2,522,81.8,629,440,70,514,81.7,TRUE,"Elementary School"
"2016-2017",37,68452,105882,"SAN DIEGO","VISTA UNIFIED","FOOTHILL OAK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",687,566,82.4,649,94.5,672,553,82.3,634,94.3,TRUE,"Elementary School"
"2016-2017",37,68452,106120,"SAN DIEGO","VISTA UNIFIED","SIATECH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,627,"DIRECTLY FUNDED",TRUE,"11","12",1110,1050,94.6,1063,95.8,272,246,90.4,250,91.9,TRUE,"High School"
"2016-2017",37,68452,111237,"SAN DIEGO","VISTA UNIFIED","MARYLAND ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",580,488,84.1,543,93.6,570,480,84.2,533,93.5,TRUE,"Elementary School"
"2016-2017",37,68452,114264,"SAN DIEGO","VISTA UNIFIED","NORTH COUNTY TRADE TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,884,"DIRECTLY FUNDED",TRUE,"9","12",165,63,38.2,72,43.6,159,58,36.5,67,42.1,TRUE,"High School"
"2016-2017",37,68452,114637,"SAN DIEGO","VISTA UNIFIED","VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",855,425,49.7,512,59.9,855,425,49.7,512,59.9,TRUE,"Middle School"
"2016-2017",37,68452,115451,"SAN DIEGO","VISTA UNIFIED","MAJOR GENERAL RAYMOND MURRAY HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"10","12",218,140,64.2,159,72.9,173,109,63,125,72.3,TRUE,"Other"
"2016-2017",37,68452,118430,"SAN DIEGO","VISTA UNIFIED","MISSION VISTA HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"9","12",1634,272,16.6,408,25,1606,269,16.7,401,25,TRUE,"Other"
"2016-2017",37,68452,124917,"SAN DIEGO","VISTA UNIFIED","GUAJOME LEARNING CENTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1351,"DIRECTLY FUNDED",TRUE,"K","12",79,17,21.5,17,21.5,76,16,21.1,16,21.1,TRUE,"Elementary School"
"2016-2017",37,68452,126300,"SAN DIEGO","VISTA UNIFIED","VISTA VISIONS ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"K","12",43,8,18.6,12,27.9,43,8,18.6,12,27.9,TRUE,"Other"
"2016-2017",37,68452,128223,"SAN DIEGO","VISTA UNIFIED","BELLA MENTE MONTESSORI ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,1515,"DIRECTLY FUNDED",TRUE,"K","8",672,122,18.2,160,23.8,647,118,18.2,154,23.8,TRUE,"Elementary School"
"2016-2017",37,68452,3730207,"SAN DIEGO","VISTA UNIFIED","VISTA ADULT TRANSITION CENTER","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"Adult","Adult",108,42,38.9,57,52.8,12,4,33.3,6,50,TRUE,"Other"
"2016-2017",37,68452,3730728,"SAN DIEGO","VISTA UNIFIED","RANCHO BUENA VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2246,909,40.5,1181,52.6,2189,888,40.6,1154,52.7,TRUE,"High School"
"2016-2017",37,68452,3730942,"SAN DIEGO","VISTA UNIFIED","GUAJOME PARK ACADEMY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,50,"DIRECTLY FUNDED",TRUE,"K","12",1385,672,48.5,832,60.1,1377,665,48.3,825,59.9,TRUE,"Elementary School"
"2016-2017",37,68452,3732039,"SAN DIEGO","VISTA UNIFIED","ALTA VISTA HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"9","12",160,124,77.5,134,83.8,99,75,75.8,83,83.8,TRUE,"Other"
"2016-2017",37,68452,3738705,"SAN DIEGO","VISTA UNIFIED","VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2572,1406,54.7,1650,64.2,2493,1352,54.2,1592,63.9,TRUE,"High School"
"2016-2017",37,68452,6040588,"SAN DIEGO","VISTA UNIFIED","BEAUMONT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",541,400,73.9,453,83.7,529,389,73.5,442,83.6,TRUE,"Elementary School"
"2016-2017",37,68452,6040596,"SAN DIEGO","VISTA UNIFIED","BOBIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",651,553,84.9,619,95.1,633,542,85.6,605,95.6,TRUE,"Elementary School"
"2016-2017",37,68452,6040604,"SAN DIEGO","VISTA UNIFIED","CALIFORNIA AVENUE ELEMENTARY","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"K","8",28,12,42.9,15,53.6,28,12,42.9,15,53.6,TRUE,"Other"
"2016-2017",37,68452,6040620,"SAN DIEGO","VISTA UNIFIED","GRAPEVINE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",654,504,77.1,579,88.5,641,500,78,572,89.2,TRUE,"Elementary School"
"2016-2017",37,68452,6040638,"SAN DIEGO","VISTA UNIFIED","MONTE VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",555,291,52.4,357,64.3,538,285,53,348,64.7,TRUE,"Elementary School"
