"fnsreportdate","academicyear","programcode","programgroupyear","county","sponsorname","siteid","sitename","mealtypecode","daysservedqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal"
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","12",931,102,543,1576
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","16",64,8,29,101
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","16",1394,179,707,2280
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","18",85,24,45,154
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","18",1407,169,686,2262
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","18",55,21,39,115
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","18",1118,111,535,1764
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","15",54,19,38,111
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","15",1355,127,524,2006
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","22",87,28,85,200
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","22",2000,155,711,2866
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_BREAKFAST_SEVERENEED","12",28,5,22,55
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALBERT EINSTEIN ACADEMIES",NA,"ALBERT EINSTEIN ACADEMY CHARTER MIDDLE","NSLP_LUNCH","12",1090,105,447,1642
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","3",68,12,16,96
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","3",189,39,71,299
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",698,188,118,1004
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","21",1475,341,506,2322
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",627,166,136,929
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","21",1550,283,636,2469
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","16",461,144,88,693
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","16",1135,243,420,1798
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","12",290,82,62,434
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","12",818,181,351,1350
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","20",585,160,127,872
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","20",1427,268,527,2222
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","18",568,149,79,796
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","18",1320,248,456,2024
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","23",679,162,98,939
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","23",1569,313,570,2452
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","9",249,45,44,338
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","9",644,120,219,983
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","22",671,117,87,875
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","22",1608,297,545,2450
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","15",414,71,74,559
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"ALPINE ELEMENTARY","NSLP_LUNCH","15",942,167,344,1453
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","3",50,6,20,76
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","3",75,26,63,164
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",374,94,296,764
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","21",651,242,688,1581
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",350,87,332,769
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","21",670,169,921,1760
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","16",287,53,261,601
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","16",529,131,744,1404
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","12",190,27,170,387
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","12",380,121,542,1043
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","20",329,72,268,669
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","20",617,220,782,1619
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","18",303,38,265,606
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","18",597,191,793,1581
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","23",407,61,350,818
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","23",728,222,961,1911
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","9",158,45,134,337
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","9",286,103,353,742
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","22",362,101,336,799
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","22",697,205,793,1695
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","15",231,71,203,505
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"BOULDER OAKS ELEMENTARY","NSLP_LUNCH","15",434,131,483,1048
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","3",19,3,21,43
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","3",15,5,73,93
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","21",340,90,214,644
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","21",464,142,648,1254
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","21",406,93,246,745
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","21",584,153,871,1608
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","16",349,66,158,573
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","16",498,126,766,1390
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","12",270,43,112,425
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","12",389,100,625,1114
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","20",415,84,246,745
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","20",676,168,956,1800
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","18",410,84,183,677
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","18",680,156,1013,1849
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","23",513,103,205,821
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","23",840,187,1289,2316
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","9",190,32,86,308
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","9",321,56,493,870
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","22",487,79,165,731
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","22",806,134,1136,2076
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_BREAKFAST_SEVERENEED","15",317,43,114,474
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"CREEKSIDE EARLY LEARNING CENTER","NSLP_LUNCH","15",569,90,764,1423
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","3",59,19,44,122
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","3",96,42,114,252
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","21",835,231,463,1529
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","21",1181,370,884,2435
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","21",915,167,526,1608
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","21",1342,300,993,2635
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","16",808,141,419,1368
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","16",963,173,610,1746
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","12",584,98,292,974
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","12",832,150,570,1552
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","20",1022,181,609,1812
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","20",1446,256,954,2656
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","18",968,157,527,1652
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","18",1337,193,746,2276
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","23",1324,205,743,2272
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","23",1666,270,921,2857
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","9",509,74,259,842
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","9",629,102,333,1064
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","22",1308,178,629,2115
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","22",1520,234,759,2513
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_BREAKFAST_SEVERENEED","15",777,117,402,1296
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"JOAN MACQUEEN MIDDLE","NSLP_LUNCH","15",919,147,460,1526
2016-07-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","15",162,29,73,264
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","3",26,1,25,52
2016-08-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","3",112,20,110,242
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",297,22,242,561
2016-09-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","21",1149,237,1128,2514
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","21",268,33,324,625
2016-10-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","21",1220,204,1496,2920
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","16",252,22,277,551
2016-11-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","16",1005,158,1210,2373
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","12",170,18,158,346
2016-12-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","12",756,126,927,1809
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","20",267,31,325,623
2017-01-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","20",1250,199,1493,2942
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","18",228,20,310,558
2017-02-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","18",1157,150,1385,2692
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","23",348,21,387,756
2017-03-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","23",1355,163,1783,3301
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","9",104,10,147,261
2017-04-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","9",476,66,632,1174
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","22",283,11,374,668
2017-05-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","22",1253,163,1636,3052
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_BREAKFAST_SEVERENEED","15",198,11,230,439
2017-06-01,"2016-2017","NSLP",2017,"SAN DIEGO","ALPINE UNION ELEMENTARY",NA,"SHADOW HILLS ELEMENTARY","NSLP_LUNCH","15",756,119,949,1824
