County,Claim Month/ Year,ProgramCode,Year,Name,Meal Group,Days Served,Free Eligible,Reduced Eligible,Paid Eligible,Enroll,Free Meals,Reduced Meals,Paid Meals,Total Meals,Average Daily Meals
SAN DIEGO,Apr 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,32,0,2,34,280,0,17,297,13.5
SAN DIEGO,Apr 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,32,0,2,34,389,0,24,413,18.7727
SAN DIEGO,Apr 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,32,0,2,34,583,0,36,619,28.1364
SAN DIEGO,May 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,20,84,7,4,95,600,50,29,679,33.95
SAN DIEGO,May 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,20,84,7,4,95,813,68,38,919,45.95
SAN DIEGO,May 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,20,84,7,4,95,694,58,33,785,39.25
SAN DIEGO,May 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,20,32,0,2,34,19,0,1,20,1
SAN DIEGO,May 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,20,32,0,2,34,374,0,23,397,19.85
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,84,7,4,95,636,53,30,719,32.6818
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,84,7,4,95,821,68,40,929,42.2273
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,84,7,4,95,567,47,27,641,29.1364
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,32,0,2,34,189,0,12,201,9.1364
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,32,0,2,34,242,0,15,257,11.6818
SAN DIEGO,Jun 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,32,0,2,34,337,0,21,358,16.2727
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,84,7,4,95,649,54,31,734,33.3636
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,84,7,4,95,812,68,38,918,41.7273
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,84,7,4,95,697,58,33,788,35.8182
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,32,0,2,34,463,0,29,492,22.3636
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,32,0,2,34,568,0,35,603,27.4091
SAN DIEGO,Jul 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,32,0,2,34,575,0,36,611,27.7727
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,84,7,4,95,716,60,34,810,38.5714
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,84,7,4,95,825,69,39,933,44.4286
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,84,7,4,95,615,51,30,696,33.1429
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,32,0,2,34,240,0,15,255,12.1429
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,32,0,2,34,285,0,18,303,14.4286
SAN DIEGO,Aug 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,32,0,2,34,414,0,26,440,20.9524
SAN DIEGO,Sep 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,84,7,4,95,906,76,43,1025,48.8095
SAN DIEGO,Sep 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,84,7,4,95,1051,88,50,1189,56.619
SAN DIEGO,Sep 2015,CACF,2015,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,84,7,4,95,647,54,31,732,34.8571
SAN DIEGO,Sep 2015,CACF,2015,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,32,0,2,34,402,0,25,427,20.3333
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,27,17,8,28,53,138,65,227,430,15.9259
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,27,17,8,28,53,237,111,390,738,27.3333
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,27,17,8,28,53,229,108,376,713,26.4074
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,27,17,8,28,53,192,90,315,597,22.1111
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,27,17,8,28,53,31,15,52,98,3.6296
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,27,2,5,9,16,23,57,101,181,6.7037
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_NT,27,2,5,9,16,1,2,2,5,0.1852
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,27,2,5,9,16,18,45,82,145,5.3704
SAN DIEGO,Oct 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,27,2,5,9,16,5,11,20,36,1.3333
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,24,17,8,28,53,120,57,198,375,15.625
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,24,17,8,28,53,198,93,326,617,25.7083
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,24,17,8,28,53,185,87,305,577,24.0417
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,24,17,8,28,53,168,79,278,525,21.875
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,24,17,8,28,53,25,12,41,78,3.25
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,24,2,5,9,16,17,41,74,132,5.5
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,24,2,5,9,16,2,6,10,18,0.75
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,24,2,5,9,16,2,5,8,15,0.625
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,24,2,5,9,16,14,35,64,113,4.7083
SAN DIEGO,Nov 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,24,2,5,9,16,4,10,18,32,1.3333
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,24,17,8,28,53,127,60,210,397,16.5417
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,24,17,8,28,53,224,105,369,698,29.0833
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,24,17,8,28,53,216,102,356,674,28.0833
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,24,17,8,28,53,188,88,310,586,24.4167
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,24,17,8,28,53,31,15,52,98,4.0833
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,24,2,5,9,16,16,39,70,125,5.2083
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,24,2,5,9,16,2,4,7,13,0.5417
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,24,2,5,9,16,2,4,7,13,0.5417
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,24,2,5,9,16,14,35,62,111,4.625
SAN DIEGO,Dec 2014,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,24,2,5,9,16,5,12,21,38,1.5833
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,8,28,53,151,71,248,470,18.0769
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,17,8,28,53,238,112,391,741,28.5
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,17,8,28,53,227,107,373,707,27.1923
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,17,8,28,53,210,99,346,655,25.1923
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,17,8,28,53,30,14,48,92,3.5385
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,2,5,9,16,14,36,65,115,4.4231
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,2,5,9,16,1,3,5,9,0.3462
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,2,5,9,16,1,3,5,9,0.3462
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,2,5,9,16,13,33,59,105,4.0385
SAN DIEGO,Jan 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,2,5,9,16,4,11,20,35,1.3462
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,24,17,8,28,53,134,63,221,418,17.4167
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,24,17,8,28,53,203,95,334,632,26.3333
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,24,17,8,28,53,230,108,378,716,29.8333
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,24,17,8,28,53,208,98,343,649,27.0417
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,24,17,8,28,53,8,4,14,26,1.0833
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,24,2,5,9,16,14,35,63,112,4.6667
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,24,2,5,9,16,1,3,7,11,0.4583
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,24,2,5,9,16,1,3,7,11,0.4583
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,24,2,5,9,16,12,30,54,96,4
SAN DIEGO,Feb 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,24,2,5,9,16,2,4,6,12,0.5
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,8,28,53,195,92,320,607,23.3462
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,17,8,28,53,299,141,493,933,35.8846
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,17,8,28,53,279,131,460,870,33.4615
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,17,8,28,53,269,127,443,839,32.2692
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,17,8,28,53,44,21,71,136,5.2308
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,2,5,9,16,11,27,49,87,3.3462
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,2,5,9,16,2,6,10,18,0.6923
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,2,5,9,16,1,3,6,10,0.3846
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,2,5,9,16,14,36,64,114,4.3846
SAN DIEGO,Mar 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,2,5,9,16,4,10,17,31,1.1923
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,8,28,53,168,79,277,524,20.1538
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,17,8,28,53,296,139,488,923,35.5
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,17,8,28,53,276,130,454,860,33.0769
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,17,8,28,53,268,126,442,836,32.1538
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,17,8,28,53,56,27,93,176,6.7692
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,2,5,9,16,12,29,52,93,3.5769
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,2,5,9,16,6,14,25,45,1.7308
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,2,5,9,16,5,13,25,43,1.6538
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,2,5,9,16,16,40,71,127,4.8846
SAN DIEGO,Apr 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,2,5,9,16,5,12,20,37,1.4231
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,8,28,53,150,71,247,468,18
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,17,8,28,53,267,126,439,832,32
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,17,8,28,53,243,114,400,757,29.1154
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,26,17,8,28,53,21,10,35,66,2.5385
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,17,8,28,53,253,119,417,789,30.3462
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,17,8,28,53,53,25,87,165,6.3462
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,2,5,9,16,14,36,64,114,4.3846
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,2,5,9,16,1,3,5,9,0.3462
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,2,5,9,16,1,1,2,4,0.1538
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_NT,26,2,5,9,16,2,5,10,17,0.6538
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,2,5,9,16,18,46,82,146,5.6154
SAN DIEGO,May 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,2,5,9,16,6,14,24,44,1.6923
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,8,28,53,175,82,289,546,21
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,17,8,28,53,296,139,488,923,35.5
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,17,8,28,53,272,128,448,848,32.6154
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,26,17,8,28,53,14,6,23,43,1.6538
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,17,8,28,53,282,132,464,878,33.7692
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,17,8,28,53,51,24,83,158,6.0769
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,2,5,9,16,17,42,74,133,5.1154
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,2,5,9,16,9,23,40,72,2.7692
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,2,5,9,16,8,19,33,60,2.3077
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_NT,26,2,5,9,16,2,4,6,12,0.4615
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,2,5,9,16,23,57,103,183,7.0385
SAN DIEGO,Jun 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,2,5,9,16,5,13,22,40,1.5385
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,27,17,8,28,53,172,81,282,535,19.8148
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,27,17,8,28,53,295,139,487,921,34.1111
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,27,17,8,28,53,273,128,449,850,31.4815
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,27,17,8,28,53,19,9,30,58,2.1481
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,27,17,8,28,53,273,129,450,852,31.5556
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,27,17,8,28,53,34,16,55,105,3.8889
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,27,2,5,9,16,20,49,89,158,5.8519
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,27,2,5,9,16,27,68,123,218,8.0741
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,27,2,5,9,16,26,64,114,204,7.5556
SAN DIEGO,Jul 2015,CACF,2015,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_NT,27,2,5,9,16,2,5,9,16,0.5926
