"county","fnsreportdate","fnssubtype","programcode","programgroupyear","sponsorname","sponsortype","mealgroupcode","mealtypecode","siteqty","daysservedqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal","mlsservedfinal","avgdailymeals","avgdailypartic","academicyear"
"SAN DIEGO",2016-08-01,"Summer Food Service Program (FNS418)","SFSP",2016,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",7,19,1224,0,0,1224,1224,64.4211,64,"2016-2017"
"SAN DIEGO",2016-08-01,"Summer Food Service Program (FNS418)","SFSP",2016,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SNACK_AM","SFSP_SNACK_AM_SELFPREP",4,20,1239,0,0,1239,1239,61.95,61,"2016-2017"
"SAN DIEGO",2016-08-01,"Summer Food Service Program (FNS418)","SFSP",2016,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",4,19,1377,0,0,1377,1377,72.4737,72,"2016-2017"
"SAN DIEGO",2016-08-01,"Summer Food Service Program (FNS418)","SFSP",2016,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SUPPER","SFSP_SUPPER_SELFPREP",3,10,980,0,0,980,980,98,97,"2016-2017"
"SAN DIEGO",2015-12-01,"Summer Food Service Program (FNS418)","SFSP",2016,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",12,18,20018,0,0,20018,20018,1112.1111,1112,"2015-2016"
"SAN DIEGO",2015-12-01,"Summer Food Service Program (FNS418)","SFSP",2016,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",3,14,1148,0,0,1148,1148,82,81,"2015-2016"
"SAN DIEGO",2014-10-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,23,28564,0,0,28564,28564,1241.913,1235,"2014-2015"
"SAN DIEGO",2014-10-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,23,4935,0,0,4935,4935,214.5652,211,"2014-2015"
"SAN DIEGO",2014-10-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,3,50,0,0,50,50,16.6667,17,"2014-2015"
"SAN DIEGO",2014-11-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,17,19547,0,0,19547,19547,1149.8235,1149,"2014-2015"
"SAN DIEGO",2014-11-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,4,70,0,0,70,70,17.5,18,"2014-2015"
"SAN DIEGO",2014-11-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,18,5248,0,0,5248,5248,291.5556,286,"2014-2015"
"SAN DIEGO",2015-01-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,19,22223,0,0,22223,22223,1169.6316,1164,"2014-2015"
"SAN DIEGO",2015-01-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,21,4937,0,0,4937,4937,235.0952,231,"2014-2015"
"SAN DIEGO",2014-12-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,18,19622,0,0,19622,19622,1090.1111,1087,"2014-2015"
"SAN DIEGO",2014-12-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,24,4678,0,0,4678,4678,194.9167,192,"2014-2015"
"SAN DIEGO",2014-12-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,3,48,0,0,48,48,16,16,"2014-2015"
"SAN DIEGO",2015-03-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,17,25937,0,0,25937,25937,1525.7059,1525,"2014-2015"
"SAN DIEGO",2015-02-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,20,22782,0,0,22782,22782,1139.1,1139,"2014-2015"
"SAN DIEGO",2015-02-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,5,68,0,0,68,68,13.6,14,"2014-2015"
"SAN DIEGO",2015-02-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,21,4950,0,0,4950,4950,235.7143,232,"2014-2015"
"SAN DIEGO",2015-05-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,20,23704,0,0,23704,23704,1185.2,1186,"2014-2015"
"SAN DIEGO",2015-03-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",8,23,5609,0,0,5609,5609,243.8696,240,"2014-2015"
"SAN DIEGO",2015-03-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,7,90,0,0,90,90,12.8571,13,"2014-2015"
"SAN DIEGO",2015-04-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",11,22,22579,0,0,22579,22579,1026.3182,1026,"2014-2015"
"SAN DIEGO",2015-04-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",8,30,5607,0,0,5607,5607,186.9,184,"2014-2015"
"SAN DIEGO",2015-04-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,5,55,0,0,55,55,11,11,"2014-2015"
"SAN DIEGO",2015-05-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",8,21,5914,0,0,5914,5914,281.619,277,"2014-2015"
"SAN DIEGO",2015-05-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,2,34,0,0,34,34,17,17,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,3,45,0,0,45,45,15,15,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",7,7,563,0,0,563,563,80.4286,100,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",7,7,148,0,0,148,148,21.1429,100,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",5,17,2458,0,0,2458,2458,144.5882,142,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",3,7,716,0,0,716,716,102.2857,101,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SUPPER","SFSP_SUPPER_SELFPREP",1,6,342,0,0,342,342,57,56,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",7,16,5730,0,0,5730,5730,358.125,358,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",9,16,15985,0,0,15985,15985,999.0625,993,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",1,6,232,0,0,232,232,38.6667,39,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_LUNCH","SFSP_LUNCH_VENDED",3,6,233,0,0,233,233,38.8333,39,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_SUPPER","SFSP_SUPPER_VENDED",1,8,308,0,0,308,308,38.5,39,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,16,733,0,0,733,733,45.8125,45,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",9,16,1625,0,0,1625,1625,101.5625,344,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",9,16,3974,0,0,3974,3974,248.375,344,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_AM","SFSP_SNACK_AM_VENDED",1,12,859,0,0,859,859,71.5833,71,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",3,12,235,0,0,235,235,19.5833,80,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_VENDED",3,12,736,0,0,736,736,61.3333,80,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","GOVERMENT","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",3,12,649,0,0,649,649,54.0833,55,"2014-2015"
"SAN DIEGO",2015-06-01,"Summer Food Service Program (FNS418)","SFSP",2015,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","GOVERMENT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",3,12,820,0,0,820,820,68.3333,69,"2014-2015"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,5,532,0,0,532,532,106.4,107,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",3,5,1216,0,0,1216,1216,243.2,240,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",1,5,195,0,0,195,195,39,39,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"KAREN ORGANIZATION OF SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",1,5,126,0,0,126,126,25.2,26,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"LA JOLLA BAND OF LUISENO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",1,12,363,0,0,363,363,30.25,30,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"LA JOLLA BAND OF LUISENO","PRIVATENONPROFIT","SFSP_SNACK_AM","SFSP_SNACK_AM_SELFPREP",1,2,295,0,0,295,295,147.5,145,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",7,22,2289,0,0,2289,2289,104.0455,125,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",7,22,513,0,0,513,513,23.3182,125,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SNACK_AM","SFSP_SNACK_AM_SELFPREP",1,4,135,0,0,135,135,33.75,34,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",3,22,2511,0,0,2511,2511,114.1364,112,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"HEAVEN'S WINDOWS","PRIVATENONPROFIT","SFSP_SUPPER","SFSP_SUPPER_SELFPREP",1,22,918,0,0,918,918,41.7273,41,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,12,551,0,0,551,551,45.9167,45,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",9,26,2043,0,0,2043,2043,78.5769,272,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",9,26,5151,0,0,5151,5151,198.1154,272,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_AM","SFSP_SNACK_AM_VENDED",1,12,568,0,0,568,568,47.3333,47,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",3,26,360,0,0,360,360,13.8462,65,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"FEEDING AMERICA SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_VENDED",3,26,1357,0,0,1357,1357,52.1923,65,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CAMP OLIVER, INC.","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,25,952,0,0,952,952,38.08,39,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CAMP OLIVER, INC.","CAMP","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",1,20,771,0,0,771,771,38.55,39,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CAMP OLIVER, INC.","CAMP","SFSP_SUPPER","SFSP_SUPPER_SELFPREP",1,25,962,0,0,962,962,38.48,39,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION","PRIVATENONPROFIT","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",2,18,1460,0,0,1460,1460,81.1111,82,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",2,22,1440,0,0,1440,1440,65.4545,66,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION","PRIVATENONPROFIT","SFSP_SUPPER","SFSP_SUPPER_VENDED",2,13,1126,0,0,1126,1126,86.6154,87,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","GOVERMENT","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",3,22,1721,0,0,1721,1721,78.2273,79,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","GOVERMENT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",3,22,2194,0,0,2194,2194,99.7273,100,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",7,13,6042,0,0,6042,6042,464.7692,464,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"ESCONDIDO UNION HIGH SCHOOL DISTRICT","PUBPRIVSCHOOL","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",9,13,16257,0,0,16257,16257,1250.5385,1231,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",3,16,942,0,0,942,942,58.875,59,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_LUNCH","SFSP_LUNCH_VENDED",3,14,1009,0,0,1009,1009,72.0714,73,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","CAMP","SFSP_SUPPER","SFSP_SUPPER_VENDED",3,13,721,0,0,721,721,55.4615,56,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",7,22,11939,0,0,11939,11939,542.6818,535,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",1,5,795,0,0,795,795,159,159,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_SELFPREP",8,22,1809,0,0,1809,1809,82.2273,798,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_SNACK_PM","SFSP_SNACK_PM_VENDED",8,22,15862,0,0,15862,15862,721,798,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"VISTA, CITY OF","GOVERMENT","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,23,1628,0,0,1628,1628,70.7826,70,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"VISTA, CITY OF","GOVERMENT","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",1,23,2070,0,0,2070,2070,90,89,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",1,26,619,0,0,619,619,23.8077,24,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_LUNCH","SFSP_LUNCH_VENDED",1,26,1569,0,0,1569,1569,60.3462,61,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_SUPPER","SFSP_SUPPER_VENDED",1,27,930,0,0,930,930,34.4444,35,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND","PRIVATENONPROFIT","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",1,23,820,0,0,820,820,35.6522,36,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",1,24,852,0,0,852,852,35.5,36,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND","PRIVATENONPROFIT","SFSP_SUPPER","SFSP_SUPPER_VENDED",1,18,669,0,0,669,669,37.1667,38,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_SELFPREP",1,23,1906,0,0,1906,1906,82.8696,83,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION","CAMP","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",2,23,10348,0,0,10348,10348,449.913,450,"2015-2016"
"SAN DIEGO",2015-07-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION","CAMP","SFSP_SUPPER","SFSP_SUPPER_SELFPREP",1,23,1914,0,0,1914,1914,83.2174,84,"2015-2016"
"SAN DIEGO",2015-09-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",4,4,1074,0,0,1074,1074,268.5,268,"2015-2016"
"SAN DIEGO",2015-09-01,"Summer Food Service Program (FNS418)","SFSP",2015,"SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION","CAMP","SFSP_LUNCH","SFSP_LUNCH_SELFPREP",1,4,613,0,0,613,613,153.25,154,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_BREAKFAST","SFSP_BREAKFAST_VENDED",1,7,109,0,0,109,109,15.5714,16,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_LUNCH","SFSP_LUNCH_VENDED",1,7,404,0,0,404,404,57.7143,58,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"CSU SAN DIEGO (BEST)","CAMP","SFSP_SUPPER","SFSP_SUPPER_VENDED",1,6,138,0,0,138,138,23,23,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_LUNCH","SFSP_LUNCH_VENDED",6,21,8246,0,0,8246,8246,392.6667,391,"2015-2016"
"SAN DIEGO",2015-08-01,"Summer Food Service Program (FNS418)","SFSP",2015,"BOYS & GIRLS CLUB OF GREATER SAN DIEGO","PRIVATENONPROFIT","SFSP_CCNSP","SFSP_SNACK_CCNSP_SELFPREP",7,21,9898,0,0,9898,9898,471.3333,472,"2015-2016"
