"ï..ClaimDate","academicyear","ProgramCode","ProgramGroupYear","County.Name","Name","siteid","SiteName","MealTypeCode","DaysServedQty","MlsServedFree","MlsServedRedc","MlsServedPaid","MlsServedTotal","report_date"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"EL TOYON ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",6,435,0,0,435,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"EL TOYON ELEMENTARY","NSLP_LUNCH",6,1760,536,399,2695,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"EL TOYON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",6,1014,308,5,1327,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Ira Harbison","NSLP_SNACK_AREAELIGIBLE",6,582,0,0,582,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Ira Harbison","NSLP_LUNCH",6,1916,584,434,2934,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Ira Harbison","NSLP_BREAKFAST_SEVERENEED",6,775,235,4,1014,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"John A. Otis Elementary","NSLP_SNACK_AREAELIGIBLE",6,440,0,0,440,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"John A. Otis Elementary","NSLP_LUNCH",6,1698,326,408,2432,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"John A. Otis Elementary","NSLP_BREAKFAST_SEVERENEED",6,836,116,146,1098,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Kimball","NSLP_SNACK_AREAELIGIBLE",6,450,0,0,450,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Kimball","NSLP_LUNCH",6,1426,562,345,2333,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Kimball","NSLP_BREAKFAST_SEVERENEED",6,539,213,131,883,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Las Palmas","NSLP_SNACK_AREAELIGIBLE",6,705,0,0,705,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Las Palmas","NSLP_LUNCH",6,2285,648,626,3559,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Las Palmas","NSLP_BREAKFAST_SEVERENEED",6,980,239,177,1396,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Lincoln Acres","NSLP_SNACK_AREAELIGIBLE",6,487,0,0,487,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Lincoln Acres","NSLP_LUNCH",6,1988,606,451,3045,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Lincoln Acres","NSLP_BREAKFAST_SEVERENEED",6,1238,376,7,1621,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Olivewood","NSLP_SNACK_AREAELIGIBLE",6,469,0,0,469,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Olivewood","NSLP_LUNCH",6,2232,575,514,3321,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Olivewood","NSLP_BREAKFAST_SEVERENEED",6,2151,558,496,3205,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Palmer Way","NSLP_SNACK_AREAELIGIBLE",6,491,0,0,491,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Palmer Way","NSLP_LUNCH",6,1593,695,830,3118,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Palmer Way","NSLP_BREAKFAST_SEVERENEED",6,682,298,355,1335,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Rancho de la Nacion","NSLP_SNACK_AREAELIGIBLE",6,468,0,0,468,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Rancho de la Nacion","NSLP_LUNCH",6,1472,449,333,2254,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","National Elementary School District",NA,"Rancho de la Nacion","NSLP_BREAKFAST_SEVERENEED",6,912,277,5,1194,"Nat 20on"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","Nativity Prep Academy, Inc.",NA,"Nativity Prep Academy","NSLP_BREAKFAST_SEVERENEED",6,245,NA,NA,245,"Nat 20vi"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_SNACK_AREAELIGIBLE",20,93,0,0,93,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_LUNCH",31,500,0,0,500,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVE, INC.","NSLP_BREAKFAST_SEVERENEED",31,356,0,0,356,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_SNACK_AREAELIGIBLE",20,33,0,0,33,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_LUNCH",31,248,0,0,248,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC #5","NSLP_BREAKFAST_SEVERENEED",31,373,0,0,373,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_SNACK_AREAELIGIBLE",20,102,0,0,102,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_LUNCH",31,552,0,0,552,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"NEW ALTERNATIVES, INC. #16","NSLP_BREAKFAST_SEVERENEED",31,479,0,0,479,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_SNACK_AREAELIGIBLE",20,1043,0,0,1043,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_LUNCH",31,927,0,0,927,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","NEW ALTERNATIVES",NA,"SAN PASQUAL ACADEMY","NSLP_BREAKFAST_SEVERENEED",31,640,0,0,640,"NEW 20AL"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"New Haven School","NSLP_LUNCH",31,295,0,0,295,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_LUNCH",31,23,0,0,23,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-CONNIE GAYLE","NSLP_BREAKFAST_SEVERENEED",31,126,0,0,126,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-DEBRA LANE","NSLP_LUNCH",31,20,0,0,20,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-DEBRA LANE","NSLP_BREAKFAST_SEVERENEED",31,106,0,0,106,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-TEEN HOUSE","NSLP_LUNCH",31,10,0,0,10,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-TEEN HOUSE","NSLP_BREAKFAST_SEVERENEED",31,35,0,0,35,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_LUNCH",31,14,0,0,14,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","New Haven Youth and Family Services",NA,"NEW HAVEN-THOMSON HOUSE","NSLP_BREAKFAST_SEVERENEED",31,127,0,0,127,"New 20Ha"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","POWAY UNIFIED SCHOOL DISTRICT",NA,"Abraxas Continuation High","NSLP_LUNCH",8,72,18,24,114,"POW 20Y "
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"S.D.C.F.C.-SAN DIEGO CENTER FOR CHILDREN","NSLP_SNACK_AREAELIGIBLE",20,624,0,0,624,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"S.D.C.F.C.-SAN DIEGO CENTER FOR CHILDREN","NSLP_LUNCH",31,728,0,0,728,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"S.D.C.F.C.-SAN DIEGO CENTER FOR CHILDREN","NSLP_BREAKFAST_SEVERENEED",31,975,0,0,975,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"SAN DIEGO CENTER FOR CHILDREN","NSLP_SNACK_AREAELIGIBLE",20,437,0,0,437,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"SAN DIEGO CENTER FOR CHILDREN","NSLP_LUNCH",31,263,0,0,263,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"SAN DIEGO CENTER FOR CHILDREN","NSLP_LUNCH",20,647,45,181,873,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"SAN DIEGO CENTER FOR CHILDREN","NSLP_BREAKFAST_SEVERENEED",31,645,0,0,645,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CENTER FOR CHILDREN",NA,"SAN DIEGO CENTER FOR CHILDREN","NSLP_BREAKFAST_SEVERENEED",20,146,29,84,259,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_SNACK_AREAELIGIBLE",31,1598,0,0,1598,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_LUNCH",31,2501,NA,NA,2501,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"BARRETT","NSLP_BREAKFAST_SEVERENEED",31,2496,NA,NA,2496,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_SNACK_AREAELIGIBLE",31,3031,0,0,3031,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_LUNCH",31,4508,NA,NA,4508,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"EAST MESA JUVENILE DETENTION FACILITY","NSLP_BREAKFAST_SEVERENEED",31,4729,NA,NA,4729,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_SNACK_AREAELIGIBLE",31,464,0,0,464,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_LUNCH",31,724,NA,NA,724,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"GIRLS REHABILITATION","NSLP_BREAKFAST_SEVERENEED",31,734,NA,NA,734,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_SNACK_AREAELIGIBLE",31,2025,0,0,2025,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_LUNCH",31,3326,NA,NA,3326,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","SAN DIEGO CO PROBATION DEPT",NA,"JUVENILE HALL","NSLP_BREAKFAST_SEVERENEED",31,3274,NA,NA,3274,"SAN 20DI"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"37 ECB","NSLP_LUNCH",20,434,0,0,434,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"37 ECB","NSLP_BREAKFAST",20,78,0,0,78,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Bayside Blended Community School","NSLP_LUNCH",20,291,0,0,291,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Bayside Blended Community School","NSLP_BREAKFAST_SEVERENEED",20,226,0,0,226,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"CTEC Independent Study","NSLP_LUNCH",16,176,0,0,176,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"CTEC Independent Study","NSLP_BREAKFAST_SEVERENEED",16,92,0,0,92,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Cuyamacha Prep Community School","NSLP_LUNCH",16,115,0,0,115,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Cuyamacha Prep Community School","NSLP_BREAKFAST_SEVERENEED",16,96,0,0,96,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"East County Community School","NSLP_LUNCH",20,207,0,0,207,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"East County Community School","NSLP_BREAKFAST_SEVERENEED",20,188,0,0,188,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Escondido Community Blended","NSLP_LUNCH",20,145,0,0,145,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Escondido Community Blended","NSLP_BREAKFAST",20,93,0,0,93,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Innovations Academy of Empowerment","NSLP_LUNCH",20,398,0,0,398,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Innovations Academy of Empowerment","NSLP_BREAKFAST_SEVERENEED",20,218,0,0,218,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"La Mesa Community School","NSLP_LUNCH",20,422,0,0,422,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"La Mesa Community School","NSLP_BREAKFAST_SEVERENEED",20,354,0,0,354,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Reflections Central School","NSLP_LUNCH",20,497,0,0,497,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Reflections Central School","NSLP_BREAKFAST_SEVERENEED",20,396,0,0,396,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Second Chance Independent Study","NSLP_LUNCH",20,346,0,0,346,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Second Chance Independent Study","NSLP_BREAKFAST_SEVERENEED",20,186,0,0,186,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"South Bay County Blended Comm School","NSLP_LUNCH",20,496,0,0,496,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"South Bay County Blended Comm School","NSLP_BREAKFAST_SEVERENEED",20,178,0,0,178,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Southland Blended Comm School","NSLP_LUNCH",20,105,0,0,105,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Southland Blended Comm School","NSLP_BREAKFAST_SEVERENEED",20,64,0,0,64,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Victoria Blended Community School","NSLP_LUNCH",20,138,0,0,138,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Victoria Blended Community School","NSLP_BREAKFAST_SEVERENEED",20,53,0,0,53,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Youth Day Center","NSLP_LUNCH",20,195,0,0,195,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego County Office of Education",NA,"Youth Day Center","NSLP_BREAKFAST_SEVERENEED",20,198,0,0,198,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"ALCOTT ELEMENTARY","NSLP_LUNCH",6,165,0,0,165,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"America's Finest Charter","NSLP_SNACK_AREAELIGIBLE",18,995,0,0,995,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"America's Finest Charter","NSLP_LUNCH",18,903,0,105,1008,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"America's Finest Charter","NSLP_BREAKFAST_SEVERENEED",18,872,0,101,973,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Aseltine School","NSLP_LUNCH",20,213,6,7,226,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Aseltine School","NSLP_BREAKFAST_SEVERENEED",20,199,5,6,210,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bandini Elementary","NSLP_LUNCH",14,2820,0,131,2951,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bandini Elementary","NSLP_BREAKFAST_SEVERENEED",14,2888,0,134,3022,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bayview CDC","NSLP_LUNCH",20,757,0,35,792,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bayview CDC","NSLP_BREAKFAST_SEVERENEED",20,438,0,21,459,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bethune K-8","NSLP_LUNCH",20,772,0,0,772,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bethune K-8","NSLP_BREAKFAST_SEVERENEED",20,650,0,0,650,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRNEY ELEMENTARY","NSLP_LUNCH",14,4240,0,199,4439,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRNEY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,1183,0,55,1238,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Brooklyn CDC","NSLP_LUNCH",20,842,0,39,881,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Brooklyn CDC","NSLP_BREAKFAST_SEVERENEED",20,690,0,32,722,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BURBANK ELEMENTARY","NSLP_LUNCH",14,4792,0,223,5015,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BURBANK ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",15,5293,0,247,5540,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARVER ELEMENTARY","NSLP_LUNCH",14,2802,0,131,2933,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARVER ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,3374,0,157,3531,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CENTRAL ELEMENTARY","NSLP_LUNCH",14,8497,0,399,8896,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CENTRAL ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,9312,0,437,9749,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHEROKEE POINT ELEMENTARY","NSLP_LUNCH",14,5679,0,266,5945,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHEROKEE POINT ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,5744,0,269,6013,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Children's Workshop","NSLP_LUNCH",20,140,0,20,160,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clairemont High","NSLP_LUNCH",20,494,0,0,494,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clairemont High","NSLP_BREAKFAST_SEVERENEED",20,281,0,0,281,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clark Middle","NSLP_LUNCH",14,6841,0,321,7162,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clark Middle","NSLP_BREAKFAST_SEVERENEED",14,1512,0,71,1583,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Col. Salomon CDC","NSLP_LUNCH",20,1066,0,50,1116,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Col. Salomon CDC","NSLP_BREAKFAST_SEVERENEED",20,666,0,31,697,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Cook Education Center","NSLP_LUNCH",20,141,32,74,247,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Crawford High","NSLP_LUNCH",10,481,0,23,504,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Crawford High","NSLP_BREAKFAST_SEVERENEED",10,377,0,18,395,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DAILARD ELEMENTARY","NSLP_LUNCH",6,100,4,52,156,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DAILARD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",6,92,2,44,138,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Darnall Charter","NSLP_SNACK_AREAELIGIBLE",15,2001,0,0,2001,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Darnall Charter","NSLP_BREAKFAST_SEVERENEED",15,1063,0,123,1186,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EDISON ELEMENTARY","NSLP_LUNCH",14,6279,0,295,6574,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EDISON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,6635,0,311,6946,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EMERSON/BANDINI ELEMENTARY","NSLP_LUNCH",14,4287,0,200,4487,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EMERSON/BANDINI ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,4665,0,217,4882,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Euclid CDC","NSLP_LUNCH",20,1333,0,62,1395,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Euclid CDC","NSLP_BREAKFAST_SEVERENEED",20,1273,0,60,1333,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EUCLID ELEMENTARY","NSLP_LUNCH",14,6267,0,294,6561,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EUCLID ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,6532,0,306,6838,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Excelsior Academy","NSLP_LUNCH",19,133,76,0,209,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fay Elementary","NSLP_LUNCH",14,9385,0,440,9825,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fay Elementary","NSLP_BREAKFAST_SEVERENEED",14,9474,0,444,9918,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD ELEMENTARY","NSLP_LUNCH",14,2556,0,119,2675,"San 20Di"
"Jul-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",14,3316,0,154,3470,"San 20Di"
