"ï..ClaimDate","academicyear","ProgramCode","ProgramGroupYear","County.Name","Name","siteid","SiteName","MealTypeCode","DaysServedQty","MlsServedFree","MlsServedRedc","MlsServedPaid","MlsServedTotal","report_date"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BAY PARK ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,77,19,55,151,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BAY POINT PRE K","NSLP_LUNCH",4,43,39,194,276,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bayview CDC","NSLP_LUNCH",23,639,0,30,669,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bayview CDC","NSLP_BREAKFAST_SEVERENEED",23,394,0,19,413,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bell Middle","NSLP_LUNCH",4,0,1677,0,1677,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bell Middle","NSLP_BREAKFAST_SEVERENEED",4,308,83,86,477,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Benchley/Weinberger Elementary","NSLP_LUNCH",4,189,57,290,536,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Benchley/Weinberger Elementary","NSLP_BREAKFAST",4,33,9,7,49,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bethune K-8","NSLP_LUNCH",4,704,133,222,1059,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Bethune K-8","NSLP_BREAKFAST_SEVERENEED",4,245,32,49,326,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRD ROCK ELEMENTARY","NSLP_LUNCH",4,25,8,133,166,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRD ROCK ELEMENTARY","NSLP_BREAKFAST",4,6,0,32,38,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRNEY ELEMENTARY","NSLP_LUNCH",4,1086,0,51,1137,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BIRNEY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,468,0,22,490,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BOONE ELEMENTARY","NSLP_LUNCH",4,1393,0,65,1458,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BOONE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1697,0,79,1776,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Brooklyn CDC","NSLP_LUNCH",23,764,0,36,800,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Brooklyn CDC","NSLP_BREAKFAST_SEVERENEED",23,628,0,29,657,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BURBANK ELEMENTARY","NSLP_LUNCH",4,1571,0,73,1644,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"BURBANK ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1654,0,77,1731,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CABRILLO ELEMENTARY","NSLP_LUNCH",4,174,81,103,358,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CABRILLO ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,79,34,51,164,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CADMAN ELEMENTARY","NSLP_LUNCH",4,449,0,21,470,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CADMAN ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,756,0,35,791,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARSON ELEMENTARY","NSLP_SNACK_AREAELIGIBLE",4,34,0,0,34,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARSON ELEMENTARY","NSLP_LUNCH",4,1561,0,73,1634,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARSON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1595,0,74,1669,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARVER ELEMENTARY","NSLP_LUNCH",4,747,0,35,782,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CARVER ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,862,0,40,902,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CENTRAL ELEMENTARY","NSLP_LUNCH",4,2617,0,123,2740,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CENTRAL ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,2641,0,124,2765,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Challenger Middle","NSLP_LUNCH",4,465,185,425,1075,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Challenger Middle","NSLP_BREAKFAST_SEVERENEED",4,56,16,16,88,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHAVEZ ELEMENTARY","NSLP_LUNCH",4,2014,0,94,2108,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHAVEZ ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,2006,0,93,2099,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHEROKEE POINT ELEMENTARY","NSLP_LUNCH",4,1655,0,78,1733,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHEROKEE POINT ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1665,0,78,1743,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHESTERTON ELEMENTARY","NSLP_LUNCH",4,463,163,201,827,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHESTERTON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,129,19,36,184,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Children's Workshop","NSLP_LUNCH",4,24,0,0,24,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHOLLAS/MEAD ELEMENTARY","NSLP_LUNCH",4,2465,0,115,2580,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CHOLLAS/MEAD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,2478,0,115,2593,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clairemont High","NSLP_LUNCH",4,659,126,134,919,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clairemont High","NSLP_BREAKFAST_SEVERENEED",4,151,15,4,170,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clark Middle","NSLP_LUNCH",4,2482,0,116,2598,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Clark Middle","NSLP_BREAKFAST_SEVERENEED",4,192,0,9,201,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CLAY ELEMENTARY","NSLP_LUNCH",4,1104,0,52,1156,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CLAY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1178,0,55,1233,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Col. Salomon CDC","NSLP_LUNCH",23,1006,0,47,1053,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Col. Salomon CDC","NSLP_BREAKFAST_SEVERENEED",23,670,0,31,701,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Cook Education Center","NSLP_LUNCH",4,23,8,8,39,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Correia Middle","NSLP_LUNCH",4,219,39,100,358,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Correia Middle","NSLP_BREAKFAST_SEVERENEED",4,40,2,1,43,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Crawford High","NSLP_LUNCH",4,2274,0,107,2381,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Crawford High","NSLP_BREAKFAST_SEVERENEED",4,2050,0,96,2146,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Creative Performing and Media Arts","NSLP_LUNCH",4,1793,0,84,1877,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Creative Performing and Media Arts","NSLP_BREAKFAST_SEVERENEED",4,583,0,27,610,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CROWN POINT ELEMENTARY","NSLP_LUNCH",4,366,80,151,597,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CROWN POINT ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,103,19,28,150,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CUBBERLEY ELEMENTARY","NSLP_LUNCH",4,182,55,100,337,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"CUBBERLEY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,101,26,13,140,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Curie Elementary","NSLP_LUNCH",4,65,21,213,299,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Curie Elementary","NSLP_BREAKFAST",4,26,10,20,56,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DAILARD ELEMENTARY","NSLP_LUNCH",18,323,34,285,642,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DAILARD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",18,231,1,128,360,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Dana","NSLP_LUNCH",4,294,111,140,545,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Dana","NSLP_BREAKFAST_SEVERENEED",4,38,23,15,76,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Darnall Charter","NSLP_LUNCH",3,1343,0,155,1498,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Darnall Charter","NSLP_BREAKFAST_SEVERENEED",3,496,0,58,554,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"De Portola Middle","NSLP_LUNCH",4,444,284,266,994,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"De Portola Middle","NSLP_BREAKFAST_SEVERENEED",4,79,62,26,167,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DEWEY ELEMENTARY","NSLP_LUNCH",4,309,281,171,761,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DEWEY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,105,75,50,230,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DINGEMAN ELEMENTARY","NSLP_LUNCH",4,28,9,326,363,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DINGEMAN ELEMENTARY","NSLP_BREAKFAST",4,24,2,25,51,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DOYLE ELEMENTARY","NSLP_LUNCH",4,405,64,297,766,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"DOYLE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,84,5,16,105,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"E3 Civic High","NSLP_LUNCH",4,252,24,50,326,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"E3 Civic High","NSLP_BREAKFAST_SEVERENEED",1,343,52,0,395,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"East Village High","NSLP_LUNCH",4,252,0,12,264,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"East Village High","NSLP_BREAKFAST_SEVERENEED",4,71,0,3,74,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EDISON ELEMENTARY","NSLP_LUNCH",4,1801,0,84,1885,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EDISON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1802,0,85,1887,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EMERSON/BANDINI ELEMENTARY","NSLP_LUNCH",4,1163,0,54,1217,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EMERSON/BANDINI ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1046,0,49,1095,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"ENCANTO ELEMENTARY","NSLP_LUNCH",4,1710,0,80,1790,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"ENCANTO ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1837,0,86,1923,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Epiphany Prep Charter","NSLP_LUNCH",14,2983,0,346,3329,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Epiphany Prep Charter","NSLP_BREAKFAST_SEVERENEED",14,3352,0,388,3740,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"ERICSON ELEMENTARY","NSLP_LUNCH",4,463,164,371,998,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"ERICSON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,107,21,24,152,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Euclid CDC","NSLP_LUNCH",23,1229,0,58,1287,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Euclid CDC","NSLP_BREAKFAST_SEVERENEED",23,1145,0,54,1199,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EUCLID ELEMENTARY","NSLP_LUNCH",4,1974,0,93,2067,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"EUCLID ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1997,0,94,2091,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Excelsior Academy","NSLP_LUNCH",4,28,16,0,44,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FARB MIDDLE","NSLP_LUNCH",4,427,239,188,854,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FARB MIDDLE","NSLP_BREAKFAST_SEVERENEED",4,89,74,22,185,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fay Elementary","NSLP_LUNCH",4,2507,0,118,2625,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fay Elementary","NSLP_BREAKFAST_SEVERENEED",4,2499,0,117,2616,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FIELD ELEMENTARY","NSLP_LUNCH",4,887,0,41,928,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FIELD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1175,0,55,1230,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FLETCHER ELEMENTARY","NSLP_LUNCH",4,370,0,17,387,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FLETCHER ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,613,0,29,642,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FLORENCE ELEMENTARY","NSLP_LUNCH",4,722,0,34,756,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FLORENCE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,407,0,19,426,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FOSTER ELEMENTARY","NSLP_LUNCH",4,327,81,137,545,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FOSTER ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,114,10,20,144,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FRANKLIN ELEMENTARY","NSLP_LUNCH",4,1067,0,50,1117,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FRANKLIN ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1285,0,60,1345,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FREESE ELEMENTARY","NSLP_LUNCH",4,964,0,45,1009,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"FREESE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1005,0,47,1052,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fulton K-8","NSLP_LUNCH",4,1228,0,57,1285,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Fulton K-8","NSLP_BREAKFAST_SEVERENEED",4,1469,0,68,1537,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GAGE ELEMENTARY","NSLP_LUNCH",4,372,56,233,661,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GAGE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,41,5,14,60,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD ELEMENTARY","NSLP_LUNCH",4,901,0,42,943,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1062,0,49,1111,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD HIGH","NSLP_LUNCH",4,447,0,21,468,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GARFIELD HIGH","NSLP_BREAKFAST_SEVERENEED",4,198,0,9,207,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Golden Hill K-8","NSLP_LUNCH",4,1377,0,64,1441,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Golden Hill K-8","NSLP_BREAKFAST_SEVERENEED",4,1493,0,70,1563,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Gompers Preparatory Academy","NSLP_LUNCH",8,4418,0,512,4930,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Gompers Preparatory Academy","NSLP_BREAKFAST_SEVERENEED",4,1088,0,126,1214,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Grant K-8","NSLP_LUNCH",4,332,26,222,580,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Grant K-8","NSLP_BREAKFAST_SEVERENEED",3,95,1,38,134,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GREEN ELEMENTARY","NSLP_LUNCH",4,211,67,205,483,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"GREEN ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,58,10,12,80,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAGE ELEMENTARY","NSLP_LUNCH",4,406,118,337,861,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAGE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,100,25,35,160,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAMILTON ELEMENTARY","NSLP_LUNCH",4,1759,0,82,1841,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAMILTON ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,1805,0,85,1890,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HANCOCK ELEMENTARY","NSLP_LUNCH",4,537,634,240,1411,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HANCOCK ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,197,219,47,463,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HARDY ELEMENTARY","NSLP_LUNCH",4,530,78,107,715,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HARDY ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,213,45,48,306,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Harriet Tubman Village Charter","NSLP_LUNCH",7,1971,0,228,2199,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Harriet Tubman Village Charter","NSLP_BREAKFAST_SEVERENEED",7,2066,0,239,2305,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAWTHORNE ELEMENTARY","NSLP_LUNCH",4,459,146,187,792,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HAWTHORNE ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,826,56,152,1034,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Health Sciences High","NSLP_SNACK_AREAELIGIBLE",4,90,0,0,90,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Health Sciences High","NSLP_LUNCH",4,450,60,167,677,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Health Sciences High","NSLP_BREAKFAST_SEVERENEED",4,210,12,8,230,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HEARST ELEMENTARY","NSLP_LUNCH",4,134,21,253,408,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HEARST ELEMENTARY","NSLP_BREAKFAST",4,29,2,9,40,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Henry High","NSLP_LUNCH",4,887,180,328,1395,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Henry High","NSLP_BREAKFAST_SEVERENEED",4,135,23,18,176,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HICKMAN ELEMENTARY","NSLP_LUNCH",4,232,81,281,594,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"HICKMAN ELEMENTARY","NSLP_BREAKFAST_SEVERENEED",4,43,10,24,77,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"High Tech Elementary","NSLP_LUNCH",4,211,80,43,334,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"High Tech High -ANNEX","NSLP_LUNCH",4,482,129,103,714,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"High Tech High -ANNEX","NSLP_BREAKFAST_SEVERENEED",4,79,26,18,123,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"High Tech High Explorer","NSLP_LUNCH",4,307,148,156,611,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"High Tech High Explorer","NSLP_BREAKFAST",4,139,56,18,213,"San 20Di"
"Aug-17",NA,"NSLP",2018,"SAN DIEGO","San Diego Unified School District",NA,"Holly Drive Leadership Academy","NSLP_LUNCH",4,358,0,42,400,"San 20Di"
