site_id,sitename,address,city,state,zip,lat,lon,accuracy,bos_district,council_distict,councill_code,elementary_dist,hs_dist,unified_dist,state_assembly_dist,state_senate_dist,congressional_dist
711,MAR VISTA SENIOR HIGH,505 ELM AVE.,IMPERIAL BEACH,CA,91932,33,-117,HIGH,1,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78,40,51
713,MARSHALL (THURGOOD) ELEMENTARY,2295 MacKenzie Creek Road,Chula Vista,CA,91914,33,-117,HIGH,1,1,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
714,MARSHALL ELEMENTARY,3550 Altadena Avenue,San Diego,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
715,MARSHALL MIDDLE,9700 Avenue of Nations,San Diego,CA,92131,33,-117,HIGH,3,5,SD,,,UNIFIED SAN DIEGO,77,38,52
716,MARSTON MIDDLE,3799 Clairemont Drive,San Diego,CA,92117,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
717,MARTIN LUTHER KING JR REC CENTER,6401 SKYLINE DRIVE,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,51
718,MARTIN LUTHER KING JR. MIDDLE,1290 Ivey Ranch Road,Oceanside,CA,92057,33,-117,HIGH,5,4,OC,,,UNIFIED OCEANSIDE,76,36,49
719,MARVIN ELEMENTARY,5720 Brunswick Avenue,San Diego,CA,92120,33,-117,HIGH,2,7,SD,,,UNIFIED SAN DIEGO,79,39,53
720,MARY FAY PENDLETON ELEMENTARY,110 Marine Drive,Oceanside,CA,92058,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,76,36,49
721,MARYLAND AVENUE ELEMENTARY,5400 MARYLAND AVE.,LA MESA,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
722,MARYLAND ELEMENTARY,700 NORTH AVE.,VISTA,CA,92083,33,-117,HIGH,5,1,VS,,,UNIFIED VISTA,76,36,49
723,MASON ELEMENTARY,10340 SAN RAMON DR.,SAN DIEGO,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
725,MCGILL SCHOOL OF SUCCESS,3025 FIR ST.,SAN DIEGO,CA,92102,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
726,MCKINLEY ELEMENTARY,3045 Felton Street,San Diego,CA,92104,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
727,MCMILLIN (CORKY) ELEMENTARY,1201 Santa Cora Avenue,Chula Vista,CA,91913,33,-117,HIGH,1,3,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
728,MEADOWBROOK MIDDLE,12320 Meadowbrook Lane,Poway,CA,92064,33,-117,HIGH,2,1,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
729,MELBA BISHOP RECREATION CENTER,5306 N RIVER RD,OCEANSIDE,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
730,MEMORIAL RECREATION CENTER,2902 MARCY AVENUE,SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
731,MEMORIAL SCHOLARS & ATHLETES,"2850 LOGAN AVE,",SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
732,MERIDIAN ELEMENTARY,651 SOUTH THIRD ST.,EL CAJON,CA,92019,33,-117,HIGH,2,3,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
733,MERIT ACADEMY,1600 North Cuyamaca Street,El Cajon,CA,92020,33,-117,HIGH,2,1,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
734,MESA GRANDE INDIAN HOUSING AUTHORITY,27000 BLACK CANYON RD.,SANTA YSABEL,CA,92070,33,-117,HIGH,5,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
736,MESA VERDE MIDDLE,8375 Entreken Way,San Diego,CA,92129,33,-117,HIGH,3,5,SD,,,UNIFIED POWAY,77,39,52
737,METHODSCHOOLS,4612 Dehesa Rd,El Cajon,CA,92019,33,-117,HIGH,2,,,GEN ELEM DEHESA,HIGH GROSSMONT UNION,,71,38,50
738,METRO AREA ADVISORY COMMITTEE (DIFFERENCT FROM HONEY BEE),9119 JAMACHA ROAD,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
741,METRO VILLAS APARTMENTS,4071 39TH STREET,SAN DIEGO,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
743,MIDLAND ELEMENTARY,13910 Midland Road,Poway,CA,92064,33,-117,HIGH,2,3,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
744,MIKE CHOATE EARLY CHILDHOOD EDUCATION CENTER,407 South Mission Road,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
745,MILLENNIAL TECH MIDDLE,1110 CAROLINA LN.,SAN DIEGO,CA,92102,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,80,40,51
746,MILLER ELEMENTARY,1975 Miller Avenue,Escondido,CA,92025,33,-117,HIGH,3,4,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
747,MILLER ELEMENTARY,4343 Shields Street,San Diego,CA,92124,33,-117,HIGH,3,7,SD,,,UNIFIED SAN DIEGO,77,39,52
749,MIRA MESA HIGH,10510 Reagan Road,San Diego,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
750,MIRA MESA PARK & REC,8575 NEW SALEM STREET,SAN DIEGO,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
751,MIRAMAR AIRSTATION CHILD YOUTH & TEEN CENTER,2700 MOORE AVENUE,SAN DIEGO,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
752,MIRAMAR RANCH ELEMENTARY,10770 Red Cedar Drive,San Diego,CA,92131,33,-117,HIGH,3,5,SD,,,UNIFIED SAN DIEGO,77,38,52
753,MISSION BAY HIGH,2475 Grand Avenue,San Diego,CA,92109,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
754,MISSION COVE APARTMENTS,3301 MISSION AVE.,OCEANSIDE,CA,92058,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
755,MISSION ELEMENTARY,2100 MISSION AVE.,OCEANSIDE,CA,92058,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
756,MISSION ESTANCIA ELEMENTARY,3330 Calle Barcelona,Carlsbad,CA,92009,33,-117,HIGH,5,4,CB,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
757,MISSION HILLS HIGH,1 Mission Hills Court,San Marcos,CA,92069,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
758,MISSION MEADOWS ELEMENTARY,5657 Spur Avenue,Oceanside,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED VISTA,76,36,49
759,MISSION MIDDLE,939 EAST MISSION AVE.,ESCONDIDO,CA,92025,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
760,MISSION MIDDLE SCHOOL X-TRACK,939 E MISSION AVE,ESCONDIDO,CA,92025,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
762,MISSION VISTA HIGH,1306 Melrose Drive,Oceanside,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED VISTA,76,36,49
763,MITCHELL BRANCH,115 W WOODWARD AVE,ESCONDIDO,CA,92025,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
764,MONARCH,1625 Newton Avenue,San Diego,CA,92113,33,-117,HIGH,4,8,SD,,,UNIFIED SAN DIEGO,80,40,51
766,MONTE VISTA ELEMENTARY,1720 Monte Vista Road,Vista,CA,92084,33,-117,HIGH,5,2,VS,,,UNIFIED VISTA,76,36,49
767,MONTE VISTA HIGH,3230 SWEETWATER SPRINGS BLVD.,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
768,MONTECITO HIGH (CONTINUATION),720 Ninth Street,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
769,MONTEREY HEIGHTS ELEMENTARY,7550 Canton Drive,Lemon Grove,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
770,MONTEREY RIDGE ELEMENTARY,17117 4S Ranch Parkway,San Diego,CA,92127,33,-117,HIGH,3,,,,,UNIFIED POWAY,77,38,49
772,MONTGOMERY (JOHN J.) ELEMENTARY,1601 Fourth Avenue,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
773,MONTGOMERY ADULT,3240 Palm Avenue,San Diego,CA,92154,33,-117,HIGH,1,8,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
774,MONTGOMERY MIDDLE,2470 Ulric Street,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
775,MONTGOMERY MIDDLE,1570 Melody Lane,El Cajon,CA,92019,33,-117,HIGH,2,3,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
776,MONTGOMERY MIDDLE,1051 PICADOR BLVD.,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
777,MONTGOMERY SENIOR HIGH,3250 Palm Avenue,San Diego,CA,92154,33,-117,HIGH,1,8,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
778,MONTGOMERY WALLER RECREACTION CENTER,3020 CORONADO AVENUE,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
779,MORNING CREEK ELEMENTARY,"10925 Morning Creek Drive, South",San Diego,CA,92128,33,-117,HIGH,3,5,SD,,,UNIFIED POWAY,77,38,52
780,MORSE HIGH,6905 SKYLINE DR.,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,53
782,MOUNT MIGUEL HIGH,8585 BLOSSOM LN.,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
783,MOUNTAIN EMPIRE HIGH,3305 Buckman Springs Road,Pine Valley,CA,91962,33,-116,HIGH,2,,,,,UNIFIED MT EMPIRE,71,40,51
784,MOUNTAIN EMPIRE SPECIAL EDUCATION PRESCHOOL,3291 Buckman Springs Road,Pine Valley,CA,91962,33,-116,HIGH,2,,,,,UNIFIED MT EMPIRE,71,40,51
786,MOUNTAIN VALLEY ACADEMY,1010 Ramona Street,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
787,MOUNTAIN VIEW COMMUNITY CENTER,641 SOUTH BOUNDARY,SAN DIEGO,CA,92113,33,-117,HIGH,1,9,SD,,,UNIFIED SAN DIEGO,80,40,51
788,MOUNTAIN VIEW LEARNING ACADEMY,8770 Harbison Canyon Road,Alpine,CA,91901,33,-117,HIGH,2,,,GEN ELEM ALPINE UNION,HIGH GROSSMONT UNION,,71,38,50
789,MT. CARMEL HIGH,9550 Carmel Mountain Road,San Diego,CA,92129,33,-117,HIGH,3,5,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,39,52
790,MT. ERIE BAPTIST CHURCH,511 SO. 47TH STREET,SAN DIEGO,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
791,MT. ERIE CHRISTIAN ACADEMY,504 S. 47TH STREET,SAN DIEGO,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
792,MT. EVEREST ACADEMY,4350 Mount Everest Boulevard,San Diego,CA,92117,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
793,MT. MIGUEL ADULT CENTER,1800 Sweetwater Road,Spring Valley,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
794,MT. VERNON,8350 Mount Vernon Street,Lemon Grove,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
795,MT. WOODSON ELEMENTARY,17427 Archie Moore Road,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
796,MUELLER CHARTER (ROBERT L.),715 I Street,Chula Vista,CA,91910,33,-117,HIGH,1,2,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
797,MUIRLANDS MIDDLE,1056 Nautilus Street,La Jolla,CA,92037,33,-117,HIGH,4,1,SD,,,UNIFIED SAN DIEGO,78,39,52
798,MURAOKA (SABURO) ELEMENTARY,1644 Santa Alexia Avenue,Chula Vista,CA,91913,33,-117,HIGH,1,3,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
799,MURDOCK ELEMENTARY,4354 CONRAD DR.,LA MESA,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
800,MURPHY CANYON KID CONNECTION,3493 SANTO ROAD,SAN DIEGO,CA,92124,33,-117,HIGH,3,7,SD,,,UNIFIED SAN DIEGO,79,39,52
801,MURPHY CANYON YOUTH CENTER,4867 SANTO ROAD,SAN DIEGO,CA,92124,33,-117,HIGH,3,7,SD,,,UNIFIED SAN DIEGO,77,39,52
802,MURRAY MANOR ELEMENTARY,8305 El Paso Street,La Mesa,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
803,MUSEUM,211 Maple Street,San Diego,CA,92103,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
804,NARANCA ELEMENTARY,1030 NARANCA AVE.,EL CAJON,CA,92021,33,-117,HIGH,2,2,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
805,NATIONAL CITY ADULT,517 West 24th Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
806,NATIONAL CITY MIDDLE,1701 D AVE.,NATIONAL CITY,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
807,NATIONAL CITY POLICA DEPATMENT RESOURCE CENTER,3030 PLAZA BONITA RD SUITE 2075,NATIONAL CITY,CA,91950,33,-117,HIGH,1,,,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
808,NATIONAL SCHOOL DISTRICT PRESCHOOL,2401 East 24th Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
809,NATIONAL UNIVERSITY ACADEMY,2030 University Drive,Vista,CA,92083,33,-117,HIGH,5,4,VS,,,UNIFIED VISTA,76,36,49
810,NATIONAL UNIVERSITY ACADEMY 1001 STEAM,3678 Aero Court,San Diego,CA,92123,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
811,NATIONAL UNIVERSITY ACADEMY DUAL LANGUAGE INSTITUTE,2030 University Drive,Vista,CA,92083,33,-117,HIGH,5,4,VS,,,UNIFIED VISTA,76,36,49
812,NATIONAL UNIVERSITY ACADEMY SPARROW,4207 Spring Gardens Road,La Mesa,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
813,NATIVITY PREP ACADEMY,2755 55TH ST.,SAN DIEGO,CA,92105,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,51
816,NESTOR LANGUAGE ACADEMY CHARTER,1455 Hollister Street,San Diego,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
834,NEW SEASONS CHURCH,2300 BANCROFT DRIVE,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
835,NEW SEASONS EL CAJON,990 NARANCA AVENUE,EL CAJON,CA,92021,33,-117,HIGH,2,2,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
836,NEW VISION CHRISTIAN FELLOWSHIP,4353 PARK BLVD.,SAN DIEGO,CA,92103,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
837,NICHOLS ELEMENTARY,4250 OLD GROVE RD.,OCEANSIDE,CA,92057,33,-117,HIGH,5,4,OC,,,UNIFIED OCEANSIDE,76,36,49
838,NICOLAYSEN COMMUNITY DAY,420 North Falconer Road,Escondido,CA,92027,33,-117,HIGH,3,3,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
871,NORMAL HEIGHTS ELEMENTARY,3750 WARD RD.,SAN DIEGO,CA,92116,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
872,NORMAN L. SULLIVAN MIDDLE,7350 West Lilac Road,Bonsall,CA,92003,33,-117,HIGH,5,,,,,UNIFIED BONSALL,75,38,50
873,NORTH BROADWAY ELEMENTARY,2301 NORTH BROADWAY,ESCONDIDO,CA,92026,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
874,NORTH CLAIREMONT PARK & REC CENTER,4421 BANNOCK AVENUE,SAN DIEGO,CA,92117,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
875,NORTH COAST ALTERNATIVE HIGH,684 Requeza,Encinitas,CA,92024,33,-117,HIGH,3,2,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
877,NORTH COASTAL CONSORTIUM SCHOOLS,"255 Pico Avenue, Room 220",San Marcos,CA,92069,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
878,NORTH COUNTY BOYS AND GIRLS CLUB,445 E IVY ST,FALLBROOK,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
880,NORTH COUNTY HEALTH SERVICES SAN MARCOS,150 VALPREDA RD.,SAN MARCOS,CA,92069,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
882,NORTH COUNTY TRADE TECH HIGH,"1132 N Melrose Drive, Suite 501",Vista,CA,92083,33,-117,HIGH,5,1,VS,,,UNIFIED VISTA,76,36,49
884,NORTH PARK REC CENTER,4044 IDAHO STREET,SAN DIEGO,CA,92104,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
886,NORTH TERRACE ELEMENTARY,141 SANTA ROSA DR.,OCEANSIDE,CA,92058,33,-117,HIGH,5,,,,,UNIFIED OCEANSIDE,76,36,49
888,NORTHMONT ELEMENTARY,9405 Gregory Street,La Mesa,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
890,NU-WAY INTERNATIONAL CHRISTIAN MINISTRIES,4166 NATIONAL AVENUE,SAN DIEGO,CA,92113,33,-117,HIGH,1,9,SD,,,UNIFIED SAN DIEGO,80,40,51
891,NYE ELEMENTARY,981 Valencia Parkway,San Diego,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,51
892,OAK CREST MIDDLE,675 Balour Drive,Encinitas,CA,92024,33,-117,HIGH,3,3,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
893,OAK GLEN HIGH,14172 West Oak Glen Road,Valley Center,CA,92082,33,-117,HIGH,5,,,,,UNIFIED VALLEY CENTER-PAUMA,75,38,50
894,OAK GROVE MIDDLE,14344 Olive Vista Drive,Jamul,CA,91935,33,-117,HIGH,2,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71,40,50
895,OAK HILL ELEMENTARY,1820 OAK HILL DR.,ESCONDIDO,CA,92027,33,-117,HIGH,3,3,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
896,OAK PARK ELEMENTARY,2606 54TH ST.,SAN DIEGO,CA,92105,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,51
897,OAK VALLEY MIDDLE,16055 Winecreek Road,San Diego,CA,92127,33,-117,HIGH,3,,,,,UNIFIED POWAY,77,38,49
899,OASIS HIGH (ALTERNATIVE),2208 South Stage Coach Lane,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
900,OCEAN AIR,11444 Canter Heights Drive,San Diego,CA,92130,33,-117,HIGH,3,1,SD,GEN ELEM DEL MAR UNION,HIGH SAN DIEGUITO UNION,,77,39,52
901,OCEAN BEACH ELEMENTARY,4741 Santa Monica Avenue,San Diego,CA,92107,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
902,OCEAN DISCOVERY HOOVER HIGH,3838 ORANGE AVE,SAN DIEGO,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
903,OCEAN KNOLL ELEMENTARY,910 Melba Road,Encinitas,CA,92024,33,-117,HIGH,3,2,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
904,OCEAN SHORES HIGH (CONTINUATION),3131 OCEANSIDE BLVD.,OCEANSIDE,CA,92056,33,-117,HIGH,5,3,OC,,,UNIFIED OCEANSIDE,76,36,49
905,OCEAN VIEW HILLS,4919 Del Sol Boulevard,San Diego,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
906,OCEANSIDE HIGH,1 PIRATES COVE,OCEANSIDE,CA,92054,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
907,OFARRELL COMMUNITY SCHOOL,6130 SKYLINE DR.,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,51
908,OLD TOWN ACADEMY K-8 CHARTER,2120 San Diego Avenue,San Diego,CA,92110,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
909,OLIVE ELEMENTARY,836 Olive Avenue,Vista,CA,92083,33,-117,HIGH,5,3,VS,,,UNIFIED VISTA,76,36,49
910,OLIVE PEIRCE MIDDLE,1521 Hanson Lane,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
911,OLIVENHAIN PIONEER ELEMENTARY,8000 Calle Acervo,Carlsbad,CA,92009,33,-117,HIGH,5,4,CB,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
912,OLIVEWOOD,2505 F Avenue,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
913,OLYMPIAN HIGH,1925 Magdalena Avenue,Chula Vista,CA,91913,33,-117,HIGH,1,3,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,79,40,53
914,OLYMPIC VIEW ELEMENTARY,1220 South Greensview Drive,Chula Vista,CA,91915,33,-117,HIGH,1,1,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
915,ONEONTA ELEMENTARY,1311 TENTH ST.,IMPERIAL BEACH,CA,91932,33,-117,HIGH,1,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78,40,51
916,OPTIONS SECONDARY,467 Moss Street,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
917,ORANGE GLEN ELEMENTARY,2861 Valley Parkway,Escondido,CA,92027,33,-117,HIGH,3,3,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
918,ORANGE GLEN HIGH,2200 GLEN RIDGE RD.,ESCONDIDO,CA,92027,33,-117,HIGH,3,3,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
919,OTAY ELEMENTARY,1651 Albany Avenue,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
920,OTAY RANCH SENIOR HIGH,1250 Olympic Parkway,Chula Vista,CA,91913,33,-117,HIGH,1,3,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
921,OTAY RECREATION CENTER,3354 MAIN STREET,CHULA VISTA,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
922,OTAY-NESTOR BRANCH LIBRARY,3003 CORONADO AVENUE,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
925,OXFORD PREPARATORY ACADEMY - SAN DIEGO COUNTY,2281 Diegueno Drive,Borrego Springs,CA,92004,33,-116,HIGH,5,,,,,UNIFIED BORREGO SPRINGS,71,38,50
927,PACIFIC AMERICAN ACADEMY,4260 54th Street,San Diego,CA,92115,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,79,40,51
928,PACIFIC BEACH ELEMENTARY,1234 Tourmaline Street,San Diego,CA,92109,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
930,PACIFIC BEACH MIDDLE,4676 Ingraham Street,San Diego,CA,92109,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
931,PACIFIC BEACH PARK & REC CENTER,1405 DIAMOND STREET,SAN DIEGO,CA,92109,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
932,PACIFIC COAST ACADEMY,353 East Park Avenue Suite 201,El Cajon,CA,92020,33,-117,HIGH,2,2,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
