site_id,sitename,address,city,state,zip,lat,lon,accuracy,bos_district,council_distict,councill_code,elementary_dist,hs_dist,unified_dist,state_assembly_dist,state_senate_dist,congressional_dist
527,INNOVATIONS ACADEMY,10380 Spring Canyon Road,San Diego,CA,92131,33,-117,HIGH,3,5,SD,,,UNIFIED SAN DIEGO,77,38,52
528,INSIGHT @ SAN DIEGO,50 Moreland Road,Simi Valley,CA,,34,-119,HIGH,,,,,,,,,
529,INSPIRE CHARTER SCHOOL - SOUTH,4612 Dehesa Road,El Cajon,CA,92019,33,-117,HIGH,2,,,GEN ELEM DEHESA,HIGH GROSSMONT UNION,,71,38,50
530,INTEGRITY CHARTER,701 National City Boulevard,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
532,"INTERNATIONAL HIGH SCHOOL OF SCIENCE, TECHNOLOGY, ENGINEERING, ARTS AND MATHEMATICS",1867 Pentecost Way,San Diego,CA,92105,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,51
534,IQRA LEARNING CENTER,5702 EL CAJON BLVD.,SAN DIEGO,CA,92115,33,-117,HIGH,2,9,SD,,,UNIFIED SAN DIEGO,79,39,53
535,IRA HARBISON,3235 East Eighth Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,79,40,51
536,IVEY RANCH ELEMENTARY,4275 Via Rancho Road,Oceanside,CA,92057,33,-117,HIGH,5,4,OC,,,UNIFIED OCEANSIDE,76,36,49
537,IVY HIGH (CONTINUATION),1056 WINTERHAVEN RD.,FALLBROOK,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
539,JACKIE ROBINSON YMCA,151 YMCA WAY,SAN DIEGO,CA,92102,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,80,40,51
540,JACUMBA BRANCH LIBRARY,44605 OLD HIGHWAY 80,JACUMBA,CA,91934,33,-116,HIGH,2,,,,,UNIFIED MT EMPIRE,71,40,51
542,JAMACHA ELEMENTARY,2962 Jamul Drive,El Cajon,CA,92019,33,-117,HIGH,2,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,40,50
543,JAMES DUKES ELEMENTARY,24908 Abalar Way,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
544,JAMES E. POTTER INTERMEDIATE,1743 Reche Road,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
545,JAMUL INTERMEDIATE,14545 Lyons Valley Road,Jamul,CA,91935,33,-117,HIGH,2,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71,40,50
546,JAMUL PRIMARY,14567 Lyons Valley Road,Jamul,CA,91935,33,-117,HIGH,2,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71,40,50
547,JCS - CEDAR COVE,777 Santa Fe,Encinitas,CA,92007,33,-117,HIGH,3,3,EN,GEN ELEM CARDIFF,HIGH SAN DIEGUITO UNION,,76,36,49
548,JCS - MANZANITA,5300 Jackson Drive,La Mesa,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
549,JCS - MOUNTAIN OAKS,539 Encinitas Boulevard,Encinitas,CA,92024,33,-117,HIGH,3,2,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
550,JCS - PINE VALLEY,28876 Old Highway 80,Pine Valley,CA,91962,33,-117,HIGH,2,,,,,UNIFIED MT EMPIRE,71,38,50
551,JEFFERSON ELEMENTARY,3743 JEFFERSON ST.,CARLSBAD,CA,92008,33,-117,HIGH,5,1,CB,,,UNIFIED CARLSBAD,76,36,49
552,JEFFERSON ELEMENTARY,3770 Utah Street,San Diego,CA,92104,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
553,JEFFERSON MIDDLE,823 Acacia Street,Oceanside,CA,92058,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
554,JERABEK ELEMENTARY,10050 Avenida Magnifica,San Diego,CA,92131,33,-117,HIGH,3,5,SD,,,UNIFIED SAN DIEGO,77,38,52
555,JF KENNEDY PARK,1675 E. MADISON AVE.,EL CAJON,CA,92019,33,-117,HIGH,2,3,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
556,JOAN MACQUEEN MIDDLE,2001 Tavern Road,Alpine,CA,91901,33,-117,HIGH,2,,,GEN ELEM ALPINE UNION,HIGH GROSSMONT UNION,,71,38,50
557,JOHN A. OTIS ELEMENTARY,621 East 18th Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
559,JOHN MUIR LANGUAGE ACADEMY,4431 Mount Herbert Avenue,San Diego,CA,92117,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
560,JOHNSON ELEMENTARY,500 WEST MADISON,EL CAJON,CA,92020,33,-117,HIGH,2,1,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
561,JOHNSON ELEMENTARY,1355 KELTON RD.,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,51
562,JOLI ANN LEICHTAG ELEMENTARY,653 POINSETTIA AVE.,VISTA,CA,92081,33,-117,HIGH,5,,,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",76,36,49
563,JONAS SALK ELEMENTARY,7825 Flanders Drive,San Diego,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
564,JONES ELEMENTARY,2751 Greyling Drive,San Diego,CA,92123,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
565,JOYNER ELEMENTARY,4271 MYRTLE AVE.,SAN DIEGO,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
566,JUAN BAUTISTA DE ANZA,"2101 South Marina Drive, Suite 4",Salton City,CA,,33,-116,HIGH,,,,,,,,40,51
567,JUAN BAUTISTA DE ANZA CHARTER,"583 Palm Canyon, Suite A",Borrego Springs,CA,92004,33,-116,HIGH,5,,,,,UNIFIED BORREGO SPRINGS,71,38,50
568,JUAREZ ELEMENTARY,2633 MELBOURNE DR.,SAN DIEGO,CA,92123,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
570,JUAREZ-LINCOLN ELEMENTARY,849 Twining Avenue,San Diego,CA,92154,33,-117,HIGH,1,8,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
571,JULIAN ADULT,1656 Highway 78,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
572,JULIAN BRANCH LIBRARY,1850 HIGHWAY 78,JULIAN,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
573,JULIAN CHARTER,1704 Cape Horn,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
574,JULIAN ELEMENTARY,1704 Cape Horn,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
575,JULIAN HIGH,1656 Highway 78,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
576,JULIAN JUNIOR HIGH,1704 Cape Horn,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
577,JUNIPER ELEMENTARY,1809 SOUTH JUNIPER ST.,ESCONDIDO,CA,92025,33,-117,HIGH,3,4,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
579,(JCCS) JUVENILE COURT AND COMMUNITY SCHOOL,115 WOODWARD AVE,ESCONDIDO,CA,92025,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
581,KARATE FITNESS NOW,751 SHADOWRIDGE DR.,VISTA,CA,92083,33,-117,HIGH,5,4,VS,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",76,36,49
582,KAREN ORGANIZATION OF SAN DIEGO,5354 UNIVERSITY AVE #1,SAN DIEGO,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
583,KAVOD CHARTER,6991 Balboa Avenue,San Diego,CA,92111,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
585,KEARNY COLLEGE CONNECTIONS,1954 Komet Way,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
586,KEARNY DIGITAL MEDIA & DESIGN,1954 Komet Way,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
587,KEARNY ENG INNOV & DESIGN,1954 Komet Way,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
591,KEARNY MESA PARK & REC,3170 ARMSTRONG STREET,SAN DIEGO,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
592,KEARNY SCT,1954 Komet Way,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
593,KEILLER LEADERSHIP ACADEMY,7270 Lisbon Street,San Diego,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,53
594,KELLOGG (KARL H.) ELEMENTARY,229 East Naples Street,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
595,KELLY ELEMENTARY,4885 Kelly Drive,Carlsbad,CA,92008,33,-117,HIGH,5,2,CB,,,UNIFIED CARLSBAD,76,36,49
596,KEMPTON STREET LITERACY ACADEMY,740 KEMPTON ST.,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
598,KIMBALL,302 West 18th Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
599,KIMBROUGH ELEMENTARY,321 HOITT ST.,SAN DIEGO,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
600,KING-CHAVEZ ACADEMY OF EXCELLENCE,2850 LOGAN AVE.,SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
601,KING-CHAVEZ ARTS ACADEMY,415 31st Street,San Diego,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
602,KING-CHAVEZ ATHLETICS ACADEMY,415 31st Street,San Diego,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
603,KING-CHAVEZ COMMUNITY HIGH,201 A Street,San Diego,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
604,KING-CHAVEZ PREPARATORY ACADEMY,500 30th Street,San Diego,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
605,KING-CHAVEZ PRIMARY ACADEMY,415 31st Street,San Diego,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
606,KIPP ADELANTE PREPARATORY ACADEMY,"1475 Sixth Avenue, Second Floor",San Diego,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
607,KNOB HILL ELEMENTARY,1825 Knob Hill Road,San Marcos,CA,92069,33,-117,HIGH,5,3,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
608,KNOX MIDDLE,1098 South 49th Street,San Diego,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
609,KUMEYAAY ELEMENTARY,6475 Antigua Boulevard,San Diego,CA,92124,33,-117,HIGH,3,7,SD,,,UNIFIED SAN DIEGO,77,39,52
610,L. R. GREEN ELEMENTARY,3115 Las Palmas Avenue,Escondido,CA,92025,33,-117,HIGH,3,4,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
611,LA COSTA CANYON HIGH,1 Maverick Way,Encinitas,CA,92009,33,-117,HIGH,5,4,CB,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
612,LA COSTA HEIGHTS ELEMENTARY,3035 Levante Street,Carlsbad,CA,92009,33,-117,HIGH,5,4,CB,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
613,LA COSTA MEADOWS ELEMENTARY,6889 El Fuerte Street,Carlsbad,CA,92009,33,-117,HIGH,5,3,CB,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",76,36,49
614,LA JOLLA BAND OF LUISENO INDIANS,22000 HWY 76,PAUMA VALLEY,CA,92027,33,-117,HIGH,5,,,,,UNIFIED VALLEY CENTER-PAUMA,75,38,50
615,LA JOLLA ELEMENTARY,1111 Marine Street,La Jolla,CA,92037,33,-117,HIGH,4,1,SD,,,UNIFIED SAN DIEGO,78,39,52
616,LA JOLLA HIGH,750 Nautilus Street,La Jolla,CA,92037,33,-117,HIGH,4,1,SD,,,UNIFIED SAN DIEGO,78,39,52
617,LA MESA ARTS ACADEMY,4200 Parks Avenue,La Mesa,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
620,LA MESA DALE ELEMENTARY,4370 PARKS AVE.,LA MESA,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
621,LA MESA MIDDLE,4200 Parks Avenue,La Mesa,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
623,LA MIRADA ACADEMY,3697 La Mirada Drive,San Marcos,CA,92078,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
624,LA MIRADA ELEMENTARY,222 Avenida de la Madrid,San Ysidro,CA,92173,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
625,LA PALOMA ELEMENTARY,300 HEALD LN.,FALLBROOK,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
626,LA PRESA ELEMENTARY,519 LA PRESA ST.,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
627,LA PRESA MIDDLE,1001 Leland Street,Spring Valley,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
628,LAFAYETTE ELEMENTARY,6125 PRINTWOOD WAY,SAN DIEGO,CA,92117,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
629,LAKE ELEMENTARY,4950 Lake Boulevard,Oceanside,CA,92056,33,-117,HIGH,5,3,OC,,,UNIFIED VISTA,76,36,49
630,LAKESIDE CLUBHOUSE,12824 LAKESHORE DRIVE,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
631,LAKESIDE EARLY ADVANTAGE PRESCHOOL,12824 Lakeshore Drive,Lakeside,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
632,LAKESIDE FARMS ELEMENTARY,11915 Lakeside Avenue,Lakeside,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
633,LAKESIDE MIDDLE,11833 WOODSIDE AVE.,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
634,LAKESIDE TEEN CENTER,9841 VINE ST.,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
635,LAKEVIEW ELEMENTARY,9205 Lakeview Road,Lakeside,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
636,LANGUAGE ACADEMY,4961 64th Street,San Diego,CA,92115,33,-117,HIGH,2,9,SD,,,UNIFIED SAN DIEGO,79,39,53
637,LAS PALMAS,1900 East 18th Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
638,LAUDERBACH (J. CALVIN) ELEMENTARY,390 Palomar Street,Chula Vista,CA,91911,33,-117,HIGH,1,2,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
639,LAUREL ELEMENTARY,1410 LAUREL ST.,OCEANSIDE,CA,92058,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
640,LAUREL PREPARATORY ACADEMY,10170 Huennekens Street,San Diego,CA,92121,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
641,LEARNING CHOICE ACADEMY,9950 Scripps Lake Drive Suite #105,San Diego,CA,92131,33,-117,HIGH,3,5,SD,,,UNIFIED SAN DIEGO,77,38,52
642,LEARNING CHOICE ACADEMY - CHULA VISTA,"881 Kuhn Drive Suite, 106",Chula Vista,CA,91914,33,-117,HIGH,1,1,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
645,LEMON AVENUE ELEMENTARY,8787 LEMON AVE.,LA MESA,CA,91941,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
646,LEMON CREST ELEMENTARY,12463 LEMON CREST DR.,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
647,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,7866 LINCOLN ST.,LEMON GROVE,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
649,LEMON GROVE PARK,2271 WASHINGTON STREET,LEMON GROVE,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
650,LEMON GROVE REC CENTER,3131 SCHOOL LN,LEMON GROVE,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
651,LEONARDO DA VINCI HEALTH SCIENCES CHARTER,229 East Naples,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
653,LEWIS MIDDLE,5170 Greenbrier Avenue,San Diego,CA,92120,33,-117,HIGH,2,7,SD,,,UNIFIED SAN DIEGO,79,39,53
654,LEXINGTON ELEMENTARY,1145 Redwood Avenue,El Cajon,CA,92019,33,-117,HIGH,2,4,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
655,LIBBY ELEMENTARY,423 WEST REDONDO DR.,OCEANSIDE,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
656,LIBBY LAKE PARK,424 CALLE MONTECITO,OCEANSIDE,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
657,LIBBY LAKE RESOURCE COMMUNITY CENTER,4700 N. RIVER ROAD,OCEANSIDE,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
659,LIBERTY ELEMENTARY,2175 Proctor Valley Road,Chula Vista,CA,91914,33,-117,HIGH,1,1,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
661,LILAC,30109 Lilac Road,Valley Center,CA,92082,33,-117,HIGH,5,,,,,UNIFIED VALLEY CENTER-PAUMA,75,38,50
662,LINCOLN ACRES,2200 Lanoitan Avenue,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
663,LINCOLN ACRES BRANCH LIBRARY,2725 GRANGER AVENUE,NATIONAL CITY,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
664,LINCOLN ELEMENTARY,1029 NORTH BROADWAY,ESCONDIDO,CA,92026,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
665,LINCOLN HIGH,4777 IMPERIAL AVE.,SAN DIEGO,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
666,LINCOLN MIDDLE,2000 California Street,Oceanside,CA,92054,33,-117,HIGH,5,3,OC,,,UNIFIED OCEANSIDE,76,36,49
668,LINDA VISTA BRANCH LIBRARY,2160 ULRIC STREET,SAN DIEGO,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
669,LINDA VISTA ELEMENTARY,2772 ULRIC ST.,SAN DIEGO,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
670,LINDA VISTA REC CENTER,7064 LEVANT STREET,SAN DIEGO,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
671,LINDBERGH/SCHWEITZER ELEMENTARY,4133 MT. ALBERTINE AVE.,SAN DIEGO,CA,92111,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
672,LINDO PARK ELEMENTARY,12824 LAKESHORE DR.,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
674,LITERACY FIRST CHARTER,799 EAST WASHINGTON AVE.,EL CAJON,CA,92020,33,-117,HIGH,2,4,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
679,LIVE OAK ELEMENTARY,1978 Reche Road,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
681,LOGAN HEIGHTS BRANCH LIBRARY,567 SO. 28TH STREET,SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
682,LOGAN HEIGHTS CDC,3040 IMPERIAL AVENUE,SAN DIEGO,CA,92102,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
683,LOGAN HEIGHTS PUBLIC LIBRARY,567 SOUTH 28TH ST.,SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
684,LOGAN K-8,2875 Ocean View Boulevard,San Diego,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
685,LOMA ELEMENTARY,10355 LOMA LN.,SPRING VALLEY,CA,91978,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
687,LOMA PORTAL ELEMENTARY,3341 Browning Street,San Diego,CA,92106,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
688,LOMA VERDE ELEMENTARY,1450 LOMA LN.,CHULA VISTA,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
689,LONGFELLOW K-8,5055 July Street,San Diego,CA,92110,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
691,LOS ALTOS ELEMENTARY,1332 Kenalan Drive,San Diego,CA,92154,33,-117,HIGH,1,8,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
692,LOS COCHES CREEK MIDDLE,9669 Dunbar Lane,El Cajon,CA,92021,33,-117,HIGH,2,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
693,LOS PENASQUITOS ELEMENTARY,14125 Cuca Street,San Diego,CA,92129,33,-117,HIGH,3,5,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,39,52
694,LOUISE FOUSSAT ELEMENTARY,3800 PALA RD.,OCEANSIDE,CA,92058,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
695,LUZ DURAN PARK,340 E TOWNSITE DRIVE,VISTA,CA,92084,33,-117,HIGH,5,1,VS,,,UNIFIED VISTA,76,36,49
696,MAAC COMMUNITY CHARTER,1385 Third Avenue,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
697,MADISON AVENUE ELEMENTARY,1615 EAST MADISON AVE.,EL CAJON,CA,92019,33,-117,HIGH,2,3,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
698,MADISON HIGH,4833 DOLIVA DR.,SAN DIEGO,CA,92117,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
699,MADISON MIDDLE,4930 Lake Boulevard,Oceanside,CA,92056,33,-117,HIGH,5,3,OC,,,UNIFIED VISTA,76,36,49
700,MAGNOLIA ELEMENTARY,650 GREENFIELD DR.,EL CAJON,CA,92021,33,-117,HIGH,2,2,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
701,MAGNOLIA ELEMENTARY,1905 Magnolia Avenue,Carlsbad,CA,92008,33,-117,HIGH,5,1,CB,,,UNIFIED CARLSBAD,76,36,49
702,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,6525 Estrella Avenue,San Diego,CA,92120,33,-117,HIGH,2,7,SD,,,UNIFIED SAN DIEGO,79,39,53
703,MAIE ELLIS ELEMENTARY,400 West Elder Street,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
705,MAJOR GENERAL RAYMOND MURRAY HIGH,215 NORTH MELROSE DR.,VISTA,CA,92083,33,-117,HIGH,5,3,VS,,,UNIFIED VISTA,76,36,49
706,MALCOLM X BRANCH LIBRARY,5148 MARKET STREET,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,51
707,MANN MIDDLE,4345 54TH ST.,SAN DIEGO,CA,92115,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,79,39,53
708,MAPLEWOOD APARTMENTS,12701 MAPLEVIEW STREET,LAKESIDE,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
709,MAR VISTA ACADEMY,1267 THERMAL AVE.,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
