site_id,sitename,district,is_school,school_code,district_code
1321,WILLIAM H. FRAZIER ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,6116420,68114
1322,WILLIAM J OAKES BRANCH,,0,,
1323,WILLIE HENDERSON SPORTS COMPLEX,,0,,
1324,WILLOW ELEMENTARY,SAN YSIDRO ELEMENTARY,1,123000,68379
1325,WILLOW GROVE ELEMENTARY,POWAY UNIFIED,1,116764,68296
1326,WILSON MIDDLE,SAN DIEGO UNIFIED,1,6061980,68338
1327,WINTER GARDENS ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,6038392,68189
1328,WOLF CANYON ELEMENTARY,CHULA VISTA ELEMENTARY,1,114009,68023
1329,WOODGLEN VISTA APARTMENTS,,0,,
1330,WOODLAND PARK MIDDLE,SAN MARCOS UNIFIED,1,6095061,73791
1331,WOODMAN-ANNEX,,0,,
1332,WORTHINGTON SCHOOL,,0,,
1333,YMCA - LA MESA,,0,,
1334,YMCA - MCGRATH,,0,,
1335,YMCA - SANTEE,,0,,
1336,YMCA EARLY ENRICHMENT CENTER,,0,,
1337,YMCA ESCONDIDO,,0,,
1338,YMCA LEADERSHIP ACADEMY,,0,,
1339,YOUTH DAY CENTER,,0,,
1340,ZAMORANO ELEMENTARY,SAN DIEGO UNIFIED,1,6106199,68338
1341,,,,,
