site_id,sitename,district,is_school,school_code,district_code
376,ESCONDIDO HIGH,ESCONDIDO UNION HIGH,1,3732062,68106
377,EUCALYPTUS HILLS ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,129288,68189
378,EUCLID CDC,,0,,
379,EUCLID ELEMENTARY,SAN DIEGO UNIFIED,1,6039523,68338
380,EVANGELINE ROBERTS INSTITUTE OF LEARNING,SAN DIEGO UNIFIED,1,121145,68338
381,EVANGELINE ROBERTS INSTITUTE OF LEARNING-ANNEX,SAN DIEGO UNIFIED,1,,
382,EXCELSIOR ACADEMY,SAN DIEGO UNIFIED,1,,
383,FALLBROOK HIGH,FALLBROOK UNION HIGH,1,3732179,68122
384,FALLBROOK HOMESCHOOL ACADEMY,FALLBROOK UNION ELEMENTARY,1,6096911,68114
385,FALLBROOK STEM ACADEMY,FALLBROOK UNION ELEMENTARY,1,6038285,68114
386,FALLBROOK STREET ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,6038285,68114
387,FARB MIDDLE,SAN DIEGO UNIFIED,1,6099063,68338
388,FARR AVENUE ELEMENTARY,ESCONDIDO UNION,1,102608,68098
389,FAY ELEMENTARY,SAN DIEGO UNIFIED,1,6039762,68338
390,FEASTER (MAE L.) CHARTER,CHULA VISTA ELEMENTARY,1,6037956,68023
391,FELICITA ELEMENTARY,ESCONDIDO UNION,1,6038202,68098
392,FELICITA PRESCHOOL,ESCONDIDO UNION,1,,
393,FIELD ELEMENTARY,SAN DIEGO UNIFIED,1,6039556,68338
394,FINNEY (MYRTLE S.) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037964,68023
395,FIRESIDE PARK,,0,,
396,FIRST AVENUE LITERACY COMMUNITY SCHOOL,,1,,
397,FIRST BAPTIST CHURCH OF LEMON GROVE,,0,,
398,FIRST STEP TREATMENT HOME,,0,,
399,FLETCHER CDC,,0,,
400,FLETCHER ELEMENTARY,SAN DIEGO UNIFIED,1,6039564,68338
401,FLETCHER HILLS ELEMENTARY,LA MESA-SPRING VALLEY,1,6038442,68197
402,FLORA VISTA ELEMENTARY,ENCINITAS UNION ELEMENTARY,1,6099402,68080
403,FLORENCE ELEMENTARY,SAN DIEGO UNIFIED,1,6039572,68338
404,FLYING HILLS ELEMENTARY,CAJON VALLEY UNION,1,6037634,67991
405,FOOTHILL OAK ELEMENTARY,VISTA UNIFIED,1,105882,68452
406,FOOTHILLS ADULT EDUCATION CENTER,GROSSMONT UNION HIGH,1,,
407,FOOTHILLS HIGH,SAN MARCOS UNIFIED,1,3730793,73791
408,FOSTER ELEMENTARY,SAN DIEGO UNIFIED,1,6039598,68338
409,FRANKLIN ELEMENTARY,SAN DIEGO UNIFIED,1,6039606,68338
410,FREESE ELEMENTARY,SAN DIEGO UNIFIED,1,6039614,68338
411,FUERTE ELEMENTARY,CAJON VALLEY UNION,1,6037642,67991
412,FULTON K-8,SAN DIEGO UNIFIED,1,6039630,68338
413,FUTURE BOUND INDEPENDENT STUDY SECONDARY,RAMONA CITY UNIFIED,1,102178,68304
414,GAGE ELEMENTARY,SAN DIEGO UNIFIED,1,6039648,68338
415,GARDEN ROAD ELEMENTARY,POWAY UNIFIED,1,6038970,68296
416,GARFIELD CDC,,0,,
417,GARFIELD ELEMENTARY,SAN DIEGO UNIFIED,1,6039655,68338
418,GARFIELD HIGH,SAN DIEGO UNIFIED,1,3737962,68338
419,GATEWAY CYP,,0,,
420,GEORGE NICOLOFF ELEMENTARY,SOUTH BAY UNION,1,6098487,68395
421,GIRLS REHABILITATION,,,,
422,GLEN VIEW ELEMENTARY,ESCONDIDO UNION,1,6038939,68098
423,GLEN VIEW PRESCHOOL,ESCONDIDO UNION,1,,
424,GODFREY G. BERRY ELEMENTARY,SOUTH BAY UNION,1,6067029,68395
425,GOLDEN HILL K-8,SAN DIEGO UNIFIED,1,108266,68338
426,GOLDEN HILL RECREATION CENTER,,0,,
427,GOMPERS PREPARATORY ACADEMY,SAN DIEGO UNIFIED,1,119610,68338
428,GOOD SHEPHERD CATHOLIC SCHOOL,,1,,
429,GRACIA Y PAZ,,0,,
430,GRANGER JUNIOR HIGH,SWEETWATER UNION HIGH,1,6059778,68411
431,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,1,3732336,68130
432,GRANT K-8,SAN DIEGO UNIFIED,1,6039671,68338
433,GRAPEVINE ELEMENTARY,VISTA UNIFIED,1,6040620,68452
434,GRAVES SUMMIT SCHOOL,,1,,
435,GREATER SAN DIEGO ACADEMY,JAMUL-DULZURA UNION ELEMENTARY,1,6117303,68155
436,GREEN ELEMENTARY,SAN DIEGO UNIFIED,1,6039697,68338
437,GREENFIELD MIDDLE,CAJON VALLEY UNION,1,6037659,67991
438,GREENTREE-ANNEX,,1,,
439,GROSSMONT ADULT,GROSSMONT UNION HIGH,1,,
440,GROSSMONT HIGH,GROSSMONT UNION HIGH,1,3732625,68130
441,GROSSMONT MIDDLE COLLEGE HIGH,GROSSMONT UNION HIGH,1,3731536,68130
442,GROSSMONT SECONDARY,SBE - GROSSMONT SECONDARY,1,136077,77099
443,GROSSMONT UNION HIGH SPECIAL EDUCATION PROGRAM,GROSSMONT UNION HIGH,1,,
444,GROVE PARK,,0,,
445,GUAJOME LEARNING CENTER,VISTA UNIFIED,1,124917,68452
446,GUAJOME PARK ACADEMY CHARTER,VISTA UNIFIED,1,3730942,68452
447,HAGE ELEMENTARY,SAN DIEGO UNIFIED,1,6109599,68338
448,HALECREST ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037865,68023
449,HALECREST YMCA,,,,
450,HAMILTON ELEMENTARY,SAN DIEGO UNIFIED,1,6039705,68338
451,HANCOCK ELEMENTARY,SAN DIEGO UNIFIED,1,6096051,68338
452,HANNALEI ELEMENTARY,VISTA UNIFIED,1,100933,68452
453,HANSON ELEMENTARY,RAMONA CITY UNIFIED,1,6039028,68304
454,HARBOR SPRINGS CHARTER,JULIAN UNION ELEMENTARY,1,128421,68163
455,HARBORSIDE ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037873,68023
456,HARDY ELEMENTARY,SAN DIEGO UNIFIED,1,6039713,68338
457,HARRIET TUBMAN VILLAGE CHARTER,SAN DIEGO UNIFIED,1,6040018,68338
458,HAWKING S.T.E.A.M. CHARTER,SWEETWATER UNION HIGH,1,126086,68411
459,HAWKING S.T.E.A.M. CHARTER SCHOOL 2,SWEETWATER UNION HIGH,1,,
460,HAWTHORNE CDC,SAN DIEGO UNIFIED,0,,
461,HAWTHORNE ELEMENTARY,SAN DIEGO UNIFIED,1,6039721,68338
462,HEALTH SCIENCES HIGH,SAN DIEGO UNIFIED,1,114462,68338
463,HEALTH SCIENCES MIDDLE,SAN DIEGO UNIFIED,1,128066,68338
464,HEARST ELEMENTARY,SAN DIEGO UNIFIED,1,6039739,68338
465,HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY,CHULA VISTA ELEMENTARY,1,101592,68023
466,HELIX HIGH,GROSSMONT UNION HIGH,1,3732732,68130
467,HENRY HIGH,SAN DIEGO UNIFIED,1,3732781,68338
468,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,ESCONDIDO UNION,1,128769,68098
469,HERITAGE ELEMENTARY,CHULA VISTA ELEMENTARY,1,6118970,68023
470,HERITAGE K-8 CHARTER,ESCONDIDO UNION,1,101535,68098
471,HICKMAN ELEMENTARY,SAN DIEGO UNIFIED,1,6089023,68338
472,HIDDEN VALLEY MIDDLE,ESCONDIDO UNION,1,6093215,68098
473,HIGH TECH ELEMENTARY,SAN DIEGO UNIFIED,1,131565,68338
474,HIGH TECH ELEMENTARY CHULA VISTA,SBC - HIGH TECH HIGH,1,123059,76471
475,HIGH TECH ELEMENTARY EXPLORER,SAN DIEGO UNIFIED,1,6117683,68338
476,HIGH TECH ELEMENTARY MESA,SBC - HIGH TECH HIGH,1,,
477,HIGH TECH ELEMENTARY NORTH COUNTY,SBC - HIGH TECH HIGH,1,127605,76471
478,HIGH TECH HIGH,SAN DIEGO UNIFIED,1,3731247,68338
479,HIGH TECH HIGH -ANNEX,,1,,
480,HIGH TECH HIGH CHULA VISTA,SBC - HIGH TECH HIGH,1,,
481,HIGH TECH HIGH EXPLORER,SBC - HIGH TECH HIGH,1,,
482,HIGH TECH HIGH INTERNATIONAL,SAN DIEGO UNIFIED,1,106732,68338
483,HIGH TECH HIGH MEDIA ARTS,SAN DIEGO UNIFIED,1,108787,68338
484,HIGH TECH HIGH MESA,SBC - HIGH TECH HIGH,1,137067,76471
485,HIGH TECH HIGH NORTH COUNTY,SBC - HIGH TECH HIGH,1,114694,76471
486,HIGH TECH HIGH NORTH COUNTY-ANNEX,,1,,
487,HIGH TECH HIGH SCHOOL-CHULA VISTA,,,,
488,HIGH TECH MIDDLE,SAN DIEGO UNIFIED,1,101204,68338
489,HIGH TECH MIDDLE CHULA VISTA,SBC - HIGH TECH HIGH,1,123042,76471
490,HIGH TECH MIDDLE MEDIA ARTS,SAN DIEGO UNIFIED,1,107573,68338
491,HIGH TECH MIDDLE MESA,SBC - HIGH TECH HIGH,1,,
492,HIGH TECH MIDDLE NORTH COUNTY,SBC - HIGH TECH HIGH,1,119271,76471
493,HIGHLAND RANCH ELEMENTARY,POWAY UNIFIED,1,6110886,68296
494,HIGHLANDS ELEMENTARY,LA MESA-SPRING VALLEY,1,6038459,68197
495,HILL CREEK ELEMENTARY,SANTEE,1,6085161,68361
496,HILLSDALE MIDDLE,CAJON VALLEY UNION,1,6112890,67991
497,HILLSIDE JUNIOR/SENIOR HIGH,MOUNTAIN EMPIRE UNIFIED,1,3730991,68213
498,HILLTOP DRIVE ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037899,68023
499,HILLTOP MIDDLE,SWEETWATER UNION HIGH,1,6062004,68411
500,HILLTOP SENIOR HIGH,SWEETWATER UNION HIGH,1,3732849,68411
501,HILTON HEAD COUNTY PARK,,0,,
502,HOLLY DRIVE LEADERSHIP ACADEMY,SAN DIEGO UNIFIED,1,6117279,68338
503,HOLLYWOOD PALMS APARTMENTS,,0,,
504,HOLMES ELEMENTARY,SAN DIEGO UNIFIED,1,6039747,68338
505,HOLY TRINITY ELEMENTARY,,1,,
506,HOME & HOSP/TRANSITION SUPPORT,SAN DIEGO UNIFIED,0,126938,68338
507,HOOVER HIGH,SAN DIEGO UNIFIED,1,3732997,68338
508,HOPE ELEMENTARY,CARLSBAD UNIFIED,1,6106512,73551
509,HOPE INFANT-TODDLER SPECIAL EDUCATION,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,,
510,HORTON ELEMENTARY,SAN DIEGO UNIFIED,1,6039754,68338
511,HORTON PLAZA-ANNEX,,0,,
512,HOWARD GARDNER COMMUNITY CHARTER,CHULA VISTA ELEMENTARY,1,124321,68023
513,HOWARD PENCE ELEMENTARY,SOUTH BAY UNION,1,6094973,68395
514,HUDO COMMUNITY CENTER,,0,,
515,IBARRA ELEMENTARY,SAN DIEGO UNIFIED,1,108290,68338
516,IDEA CENTER,GROSSMONT UNION HIGH,1,132548,68130
517,IFTIN CHARTER,SAN DIEGO UNIFIED,1,108548,68338
518,IFTIN UNIVERSITY PREP HIGH,,1,,
519,IGLESIA LATINA EMANUEL,,0,,
520,IHIGH VIRTUAL ACADEMY,SAN DIEGO UNIFIED,1,120410,68338
521,IIPAY NATION OF SANTA YSABEL,,0,,
522,IMPERIAL BEACH,,,,
523,IMPERIAL BEACH CHARTER,SOUTH BAY UNION,1,6040505,68395
524,INDIAN HILLS CAMP,,0,,
525,INGENUITY CHARTER,SAN DIEGO UNIFIED,1,131979,68338
526,INNOVATION MIDDLE,SAN DIEGO UNIFIED,1,116939,68338
527,INNOVATIONS ACADEMY,SAN DIEGO UNIFIED,1,118083,68338
528,INSIGHT @ SAN DIEGO,SPENCER VALLEY ELEMENTARY,1,125401,68403
529,INSPIRE CHARTER SCHOOL - SOUTH,DEHESA ELEMENTARY,1,132506,68049
530,INTEGRITY CHARTER,NATIONAL ELEMENTARY,1,101360,68221
531,INTEGRITY CHARTER SCHOOL-B&G CLUB,,0,,
532,"INTERNATIONAL HIGH SCHOOL OF SCIENCE, TECHNOLOGY, ENGINEERING, ARTS AND MATHEMATICS",SAN DIEGO UNIFIED,1,,
533,IOWA STREET,FALLBROOK UNION ELEMENTARY,1,6096911,68114
534,IQRA LEARNING CENTER,,0,,
535,IRA HARBISON,NATIONAL ELEMENTARY,1,6038764,68221
536,IVEY RANCH ELEMENTARY,OCEANSIDE UNIFIED,1,6109995,73569
537,IVY HIGH (CONTINUATION),FALLBROOK UNION HIGH,1,3732195,68122
538,JACK & CAROL CLARK ADOLESCENT TREATMENT PROGRAM,,0,,
539,JACKIE ROBINSON YMCA,,0,,
540,JACUMBA BRANCH LIBRARY,,0,,
541,JACUMBA MIDDLE,MOUNTAIN EMPIRE UNIFIED,1,126995,68213
542,JAMACHA ELEMENTARY,CAJON VALLEY UNION,1,6110787,67991
543,JAMES DUKES ELEMENTARY,RAMONA CITY UNIFIED,1,6105555,68304
544,JAMES E. POTTER INTERMEDIATE,FALLBROOK UNION ELEMENTARY,1,6038277,68114
545,JAMUL INTERMEDIATE,JAMUL-DULZURA UNION ELEMENTARY,1,6112205,68155
546,JAMUL PRIMARY,JAMUL-DULZURA UNION ELEMENTARY,1,6038319,68155
547,JCS - CEDAR COVE,JULIAN UNION ELEMENTARY,1,138628,68163
548,JCS - MANZANITA,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,,
549,JCS - MOUNTAIN OAKS,JULIAN UNION ELEMENTARY,1,138156,68163
550,JCS - PINE VALLEY,MOUNTAIN EMPIRE UNIFIED,1,138636,68213
551,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED,1,6037782,73551
552,JEFFERSON ELEMENTARY,SAN DIEGO UNIFIED,1,6039770,68338
553,JEFFERSON MIDDLE,OCEANSIDE UNIFIED,1,6038830,73569
554,JERABEK ELEMENTARY,SAN DIEGO UNIFIED,1,6099071,68338
555,JF KENNEDY PARK,,0,,
556,JOAN MACQUEEN MIDDLE,ALPINE UNION ELEMENTARY,1,6037535,67967
557,JOHN A. OTIS ELEMENTARY,NATIONAL ELEMENTARY,1,6038756,68221
558,JOHN MUIR,SAN DIEGO UNIFIED,1,3730116,68338
559,JOHN MUIR LANGUAGE ACADEMY,SAN DIEGO UNIFIED,1,3730116,68338
560,JOHNSON ELEMENTARY,CAJON VALLEY UNION,1,6037675,67991
561,JOHNSON ELEMENTARY,SAN DIEGO UNIFIED,1,6039788,68338
562,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED,1,116467,73791
563,JONAS SALK ELEMENTARY,SAN DIEGO UNIFIED,1,132316,68338
564,JONES ELEMENTARY,SAN DIEGO UNIFIED,1,6039796,68338
565,JOYNER ELEMENTARY,SAN DIEGO UNIFIED,1,114041,68338
566,JUAN BAUTISTA DE ANZA,BORREGO SPRINGS UNIFIED,1,117887,67983
567,JUAN BAUTISTA DE ANZA CHARTER,BORREGO SPRINGS UNIFIED,1,136457,67983
568,JUAREZ ELEMENTARY,SAN DIEGO UNIFIED,1,6039804,68338
569,JUAREZ LINCOLN,,0,,
570,JUAREZ-LINCOLN ELEMENTARY,CHULA VISTA ELEMENTARY,1,6069090,68023
571,JULIAN ADULT,JULIAN UNION HIGH,1,,
572,JULIAN BRANCH LIBRARY,,0,,
573,JULIAN CHARTER,JULIAN UNION ELEMENTARY,1,3731239,68163
574,JULIAN ELEMENTARY,JULIAN UNION ELEMENTARY,1,6038327,68163
575,JULIAN HIGH,JULIAN UNION HIGH,1,3733219,68171
576,JULIAN JUNIOR HIGH,JULIAN UNION ELEMENTARY,1,6105845,68163
577,JUNIPER ELEMENTARY,ESCONDIDO UNION,1,6038228,68098
578,JUNIPER PRESCHOOL,,1,,
579,JUVENILE COURT AND COMMUNITY SCHOOL,,0,,
580,JUVENILE HALL,,,,
581,KARATE FITNESS NOW,,0,,
582,KAREN ORGANIZATION OF SAN DIEGO,,0,,
583,KAVOD CHARTER,SAN DIEGO UNIFIED,1,126730,68338
584,KAVOD ELEMENTARY CHARTER,SAN DIEGO UNIFIED,1,126730,68338
585,KEARNY COLLEGE CONNECTIONS,SAN DIEGO UNIFIED,1,107094,68338
586,KEARNY DIGITAL MEDIA & DESIGN,SAN DIEGO UNIFIED,1,107078,68338
587,KEARNY ENG INNOV & DESIGN,SAN DIEGO UNIFIED,1,107102,68338
588,"KEARNY ENG, INNOV & DESIGN",SAN DIEGO UNIFIED,1,107102,68338
589,KEARNY INTERNATIONAL BUSINESS,SAN DIEGO UNIFIED,1,107094,68338
590,KEARNY MESA LC- AUDEO-ANNEX,,0,,
591,KEARNY MESA PARK & REC,,0,,
592,KEARNY SCT,SAN DIEGO UNIFIED,1,107086,68338
593,KEILLER LEADERSHIP ACADEMY,SAN DIEGO UNIFIED,1,6039812,68338
594,KELLOGG (KARL H.) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037923,68023
595,KELLY ELEMENTARY,CARLSBAD UNIFIED,1,6099352,73551
596,KEMPTON STREET LITERACY ACADEMY,LA MESA-SPRING VALLEY,1,6038467,68197
597,KENNEDY CDC,,0,,
598,KIMBALL,NATIONAL ELEMENTARY,1,6038772,68221
599,KIMBROUGH ELEMENTARY,SAN DIEGO UNIFIED,1,6114292,68338
600,KING-CHAVEZ ACADEMY OF EXCELLENCE,SAN DIEGO UNIFIED,1,6119598,68338
601,KING-CHAVEZ ARTS ACADEMY,SAN DIEGO UNIFIED,1,109033,68338
602,KING-CHAVEZ ATHLETICS ACADEMY,SAN DIEGO UNIFIED,1,109041,68338
603,KING-CHAVEZ COMMUNITY HIGH,SAN DIEGO UNIFIED,1,118851,68338
604,KING-CHAVEZ PREPARATORY ACADEMY,SAN DIEGO UNIFIED,1,111906,68338
605,KING-CHAVEZ PRIMARY ACADEMY,SAN DIEGO UNIFIED,1,6040190,68338
606,KIPP ADELANTE PREPARATORY ACADEMY,SAN DIEGO UNIFIED,1,101345,68338
607,KNOB HILL ELEMENTARY,SAN MARCOS UNIFIED,1,6107148,73791
608,KNOX MIDDLE,SAN DIEGO UNIFIED,1,124115,68338
609,KUMEYAAY ELEMENTARY,SAN DIEGO UNIFIED,1,6112460,68338
610,L. R. GREEN ELEMENTARY,ESCONDIDO UNION,1,6107882,68098
611,LA COSTA CANYON HIGH,SAN DIEGUITO UNION HIGH,1,3731007,68346
612,LA COSTA HEIGHTS ELEMENTARY,ENCINITAS UNION ELEMENTARY,1,6106132,68080
613,LA COSTA MEADOWS ELEMENTARY,SAN MARCOS UNIFIED,1,6105993,73791
614,LA JOLLA BAND OF LUISENO INDIANS,,0,,
615,LA JOLLA ELEMENTARY,SAN DIEGO UNIFIED,1,6039846,68338
616,LA JOLLA HIGH,SAN DIEGO UNIFIED,1,3733508,68338
617,LA MESA ARTS ACADEMY,LA MESA-SPRING VALLEY,1,132290,68197
618,LA MESA COMMUNITY SCHOOL,,1,,
619,LA MESA COMMUNITY SCHOOLS 123,,1,,
620,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,1,6038475,68197
621,LA MESA MIDDLE,LA MESA-SPRING VALLEY,1,6038491,68197
622,LA MESA-SPRING VALLEY HOME INDEPENDENT STUDY,LA MESA-SPRING VALLEY,1,132951,68197
623,LA MIRADA ACADEMY,SAN MARCOS UNIFIED,1,6039069,73791
624,LA MIRADA ELEMENTARY,SAN YSIDRO ELEMENTARY,1,6089007,68379
625,LA PALOMA ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,6038269,68114
626,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY,1,6038509,68197
627,LA PRESA MIDDLE,LA MESA-SPRING VALLEY,1,6067003,68197
628,LAFAYETTE ELEMENTARY,SAN DIEGO UNIFIED,1,6039853,68338
629,LAKE ELEMENTARY,VISTA UNIFIED,1,6107585,68452
630,LAKESIDE CLUBHOUSE,,0,,
631,LAKESIDE EARLY ADVANTAGE PRESCHOOL,LAKESIDE UNION ELEMENTARY,1,,
632,LAKESIDE FARMS ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,6038343,68189
633,LAKESIDE MIDDLE,LAKESIDE UNION ELEMENTARY,1,6038350,68189
634,LAKESIDE TEEN CENTER,,0,,
635,LAKEVIEW ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,6038368,68189
636,LANGUAGE ACADEMY,SAN DIEGO UNIFIED,1,6040000,68338
637,LAS PALMAS,NATIONAL ELEMENTARY,1,6038780,68221
638,LAUDERBACH (J. CALVIN) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037907,68023
639,LAUREL ELEMENTARY,OCEANSIDE UNIFIED,1,6038848,73569
640,LAUREL PREPARATORY ACADEMY,SAN DIEGO UNIFIED,1,128744,68338
641,LEARNING CHOICE ACADEMY,SAN DIEGO UNIFIED,1,106799,68338
642,LEARNING CHOICE ACADEMY - CHULA VISTA,CHULA VISTA ELEMENTARY,1,138073,68023
643,LEARNING LATITUDES CHARTER,DEHESA ELEMENTARY,1,136416,68049
644,LEE ELEMENTARY,SAN DIEGO UNIFIED,1,6039861,68338
645,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,1,6038517,68197
646,LEMON CREST ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,6110092,68189
647,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,LEMON GROVE,1,6038608,68205
648,LEMON GROVE LIBRARY-SAN DIEGO COUNTY LIBRARY,,0,,
649,LEMON GROVE PARK,,0,,
650,LEMON GROVE REC CENTER,,0,,
651,LEONARDO DA VINCI HEALTH SCIENCES CHARTER,CHULA VISTA ELEMENTARY,1,119594,68023
652,LEONARDO DA VINCI SCIENCES CHARTER SCHOOL,,1,,
653,LEWIS MIDDLE,SAN DIEGO UNIFIED,1,6059638,68338
654,LEXINGTON ELEMENTARY,CAJON VALLEY UNION,1,6037683,67991
655,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,1,6038855,73569
656,LIBBY LAKE PARK,,0,,
657,LIBBY LAKE RESOURCE COMMUNITY CENTER,,0,,
658,LIBERTY CHARTER HIGH SCHOOL,,1,,
659,LIBERTY ELEMENTARY,CHULA VISTA ELEMENTARY,1,105957,68023
660,LIBERTY HIGH CHARTER SCHOOL-ANNEX,,1,,
661,LILAC,VALLEY CENTER-PAUMA UNIFIED,1,100511,75614
662,LINCOLN ACRES,NATIONAL ELEMENTARY,1,6038798,68221
663,LINCOLN ACRES BRANCH LIBRARY,,0,,
664,LINCOLN ELEMENTARY,ESCONDIDO UNION,1,6038236,68098
665,LINCOLN HIGH,SAN DIEGO UNIFIED,1,114025,68338
666,LINCOLN MIDDLE,OCEANSIDE UNIFIED,1,6038863,73569
667,LINCOLN PRESCHOOL,,1,,
668,LINDA VISTA BRANCH LIBRARY,,0,,
669,LINDA VISTA ELEMENTARY,SAN DIEGO UNIFIED,1,6039879,68338
670,LINDA VISTA REC CENTER,,0,,
671,LINDBERGH/SCHWEITZER ELEMENTARY,SAN DIEGO UNIFIED,1,6039887,68338
672,LINDO PARK ELEMENTARY,LAKESIDE UNION ELEMENTARY,1,6038376,68189
673,LINDSAY COMMUNITY,,1,,
674,LITERACY FIRST CHARTER,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,6119119,10371
675,LITERACY FIRST CHARTER SCHOOL - JA - ANNEX,,1,,
676,LITERACY FIRST CHARTER SCHOOL - LA - ANNEX,,1,,
677,LITERACY FIRST CHARTER SCHOOL - PA -ANNEX,,1,,
678,LITT RESOURSES BLENDED,,1,,
679,LIVE OAK ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,6109524,68114
680,LOGAN CDC,,0,,
681,LOGAN HEIGHTS BRANCH LIBRARY,,0,,
682,LOGAN HEIGHTS CDC,,0,,
683,LOGAN HEIGHTS PUBLIC LIBRARY,,0,,
684,LOGAN K-8,SAN DIEGO UNIFIED,1,6039895,68338
685,LOMA ELEMENTARY,LA MESA-SPRING VALLEY,1,6098446,68197
686,LOMA PORTAL CHARTER SCHOOL-ANNEX,,0,,
687,LOMA PORTAL ELEMENTARY,SAN DIEGO UNIFIED,1,6039903,68338
688,LOMA VERDE ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037949,68023
689,LONGFELLOW K-8,SAN DIEGO UNIFIED,1,6039911,68338
690,LOS ALTOS CDC,,0,,
691,LOS ALTOS ELEMENTARY,CHULA VISTA ELEMENTARY,1,6070825,68023
692,LOS COCHES CREEK MIDDLE,CAJON VALLEY UNION,1,111005,67991
693,LOS PENASQUITOS ELEMENTARY,POWAY UNIFIED,1,6070841,68296
694,LOUISE FOUSSAT ELEMENTARY,OCEANSIDE UNIFIED,1,113514,73569
695,LUZ DURAN PARK,,0,,
696,MAAC COMMUNITY CHARTER,SWEETWATER UNION HIGH,1,3731304,68411
697,MADISON AVENUE ELEMENTARY,CAJON VALLEY UNION,1,6037691,67991
698,MADISON HIGH,SAN DIEGO UNIFIED,1,3733698,68338
699,MADISON MIDDLE,VISTA UNIFIED,1,6112221,68452
700,MAGNOLIA ELEMENTARY,CAJON VALLEY UNION,1,6037709,67991
701,MAGNOLIA ELEMENTARY,CARLSBAD UNIFIED,1,6037790,73551
702,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,SAN DIEGO UNIFIED,1,109157,68338
703,MAIE ELLIS ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,131920,68114
704,MAIN STREET UMOJA BLENDED COMM SCHOOL,,1,,
705,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA UNIFIED,1,115451,68452
706,MALCOLM X BRANCH LIBRARY,,0,,
707,MANN MIDDLE,SAN DIEGO UNIFIED,1,6059646,68338
708,MAPLEWOOD APARTMENTS,,0,,
709,MAR VISTA ACADEMY,SWEETWATER UNION HIGH,1,6059786,68411
710,MAR VISTA ACADEMY FOR PROBLEM BASED LEARNING,SWEETWATER UNION HIGH,1,6059786,68411
711,MAR VISTA SENIOR HIGH,SWEETWATER UNION HIGH,1,3733953,68411
712,MARCY ST ANNEX,,1,,
713,MARSHALL (THURGOOD) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6116396,68023
714,MARSHALL ELEMENTARY,SAN DIEGO UNIFIED,1,6039952,68338
715,MARSHALL MIDDLE,SAN DIEGO UNIFIED,1,6115331,68338
716,MARSTON MIDDLE,SAN DIEGO UNIFIED,1,6059653,68338
717,MARTIN LUTHER KING JR REC CENTER,,0,,
718,MARTIN LUTHER KING JR. MIDDLE,OCEANSIDE UNIFIED,1,6111777,73569
719,MARVIN ELEMENTARY,SAN DIEGO UNIFIED,1,6039960,68338
720,MARY FAY PENDLETON ELEMENTARY,FALLBROOK UNION ELEMENTARY,1,6038301,68114
721,MARYLAND AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,1,6038525,68197
722,MARYLAND ELEMENTARY,VISTA UNIFIED,1,111237,68452
723,MASON ELEMENTARY,SAN DIEGO UNIFIED,1,6071914,68338
724,MATAGUAY SCOUT RESV,,0,,
725,MCGILL SCHOOL OF SUCCESS,SAN DIEGO UNIFIED,1,6113211,68338
726,MCKINLEY ELEMENTARY,SAN DIEGO UNIFIED,1,6039978,68338
727,MCMILLIN (CORKY) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6118988,68023
728,MEADOWBROOK MIDDLE,POWAY UNIFIED,1,6038988,68296
729,MELBA BISHOP RECREATION CENTER,,0,,
730,MEMORIAL RECREATION CENTER,,0,,
731,MEMORIAL SCHOLARS & ATHLETES,SAN DIEGO UNIFIED,1,117333,68338
732,MERIDIAN ELEMENTARY,CAJON VALLEY UNION,1,6037717,67991
733,MERIT ACADEMY,GROSSMONT UNION HIGH,1,128793,68130
734,MESA GRANDE INDIAN HOUSING AUTHORITY,,0,,
