"county","fnsreportdate","fnssubtype","programcode","ProgramGroupYear","sponsorname","sponsortype_a","sponsortype_b","mealgroupcode","mealtypecode","siteqty","daysservedqty","freeeligqty","redceligqty","paideligqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal","avgdailymeals","academicyear"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,4,0,0,181,22,0,0,22,5.5,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,4,0,0,181,552,0,0,552,138,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,14,0,0,360,3024,0,0,3024,288.86,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SWEETWATER UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",12,19,0,0,34158,34158,0,0,34158,2181.47,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",3,18,0,0,301,4533,0,0,4533,299.52,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",15,19,0,0,1690,25085,0,0,25085,1683.03,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,19,0,0,123,2337,0,0,2337,123,"2015-2016"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,20,0,0,325,4042,0,0,4042,210.28,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,20,0,0,225,3628,0,0,3628,181.4,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,20,0,0,2069,22086,0,0,22086,1762.12,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",79,20,0,0,6977,82321,0,0,82321,5853.21,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",57,20,0,0,2920,34148,0,0,34148,2484.61,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,19,0,0,505,2788,0,0,2788,146.74,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,19,0,0,505,3723,0,0,3723,195.95,"2016-2017"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"BELLA MENTE CHARTER SCHOOL","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,12,0,0,25,152,0,0,152,12.67,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"BELLA MENTE CHARTER SCHOOL","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,12,0,0,80,371,0,0,371,30.92,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,9,0,0,50,378,0,0,378,42,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,9,0,0,617,3277,0,0,3277,364.11,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,9,0,0,517,2888,0,0,2888,320.89,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,19,0,0,1393,18329,0,0,18329,1005.19,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",19,19,0,0,3031,41570,0,0,41570,2311.71,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,19,0,0,265,3694,0,0,3694,194.42,"2015-2016"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,20,0,0,578,8346,0,0,8346,417.3,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,20,0,0,1649,25076,0,0,25076,1253.8,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"BELLA MENTE CHARTER SCHOOL","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,19,0,0,25,177,0,0,177,9.32,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"BELLA MENTE CHARTER SCHOOL","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,19,0,0,80,882,0,0,882,46.42,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,5,0,0,478,478,0,0,478,95.6,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,20,0,0,4067,4067,0,0,4067,203.35,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SWEETWATER UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,5,0,0,6887,6887,0,0,6887,1377.4,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,20,0,0,250,4219,0,0,4219,210.95,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,20,0,0,4253,20316,0,0,20316,1290.5,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",21,20,0,0,4953,43510,0,0,43510,3018.55,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,20,0,0,450,6539,0,0,6539,326.95,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,10,0,0,360,1864,0,0,1864,256.6,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,20,0,0,1899,7923,0,0,7923,815.38,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",20,20,0,0,2301,22525,0,0,22525,1929.97,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,20,0,0,255,3802,0,0,3802,190.1,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",3,20,0,0,116,2247,0,0,2247,115.31,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",12,20,0,0,1139,21056,0,0,21056,1133.63,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,19,0,0,134,2544,0,0,2544,133.89,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",8,19,0,0,1474,8289,0,0,8289,588.65,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,19,0,0,1474,15092,0,0,15092,1032.64,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"RAMONA CITY UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,10,0,0,484,3788,0,0,3788,378.8,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,20,0,0,65,917,0,0,917,45.85,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,20,0,0,732,8576,0,0,8576,428.8,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,20,0,0,602,6649,0,0,6649,332.45,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,1,0,0,75,75,0,0,75,75,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",14,12,0,0,1084,7860,0,0,7860,714.42,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKAM","SSFO_SNACKAM",4,10,0,0,393,3442,0,0,3442,344.2,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,12,0,0,385,3589,0,0,3589,299.08,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,15,0,0,2614,2614,0,0,2614,174.27,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,20,0,0,18675,18675,0,0,18675,944.85,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,19,0,0,2696,2696,0,0,2696,141.89,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,15,0,0,40,354,0,0,354,23.6,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,5,0,0,243,1168,0,0,1168,233.6,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,5,0,0,411,1622,0,0,1622,324.4,"2016-2017"
"SAN DIEGO",2016-07-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,5,0,0,46,182,0,0,182,36.4,"2016-2017"
"SAN DIEGO",2016-09-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,10,0,0,63,464,0,0,464,46.4,"2016-2017"
"SAN DIEGO",2016-09-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,10,0,0,74,616,0,0,616,61.6,"2016-2017"
"SAN DIEGO",2015-10-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,2,0,0,51,100,0,0,100,50,"2015-2016"
"SAN DIEGO",2015-10-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,2,0,0,71,134,0,0,134,67,"2015-2016"
"SAN DIEGO",2015-10-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",6,10,0,0,847,3724,0,0,3724,372.4,"2015-2016"
"SAN DIEGO",2015-10-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,10,0,0,847,4920,0,0,4920,492,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,4,0,0,360,1249,0,0,1249,312.25,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,4,0,0,1288,4647,0,0,4647,1161.75,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"RAMONA CITY UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,14,0,0,620,5123,0,0,5123,365.93,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,15,0,0,1354,1354,0,0,1354,90.27,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,15,0,0,5093,5093,0,0,5093,339.53,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,4,0,0,250,976,0,0,976,244,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",19,19,0,0,21613,11969,0,0,11969,1533.96,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",22,19,0,0,22193,31115,0,0,31115,3804.37,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,6,0,0,320,1305,0,0,1305,310,"2015-2016"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,5,0,0,250,1200,0,0,1200,240,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",6,15,0,0,2847,6160,0,0,6160,609.52,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,15,0,0,5136,10975,0,0,10975,1121.41,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,13,0,0,400,2073,0,0,2073,196.11,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"FALLBROOK UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,5,0,0,700,700,0,0,700,140,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,20,0,0,505,1671,0,0,1671,83.55,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,20,0,0,505,2848,0,0,2848,142.4,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,10,0,0,65,550,0,0,550,55,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,10,0,0,678,3855,0,0,3855,385.5,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,10,0,0,548,3031,0,0,3031,303.1,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,10,0,0,87,657,0,0,657,65.7,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,10,0,0,663,4313,0,0,4313,566.15,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",11,15,0,0,1453,14394,0,0,14394,1256.13,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",58,15,0,0,4712,56131,0,0,56131,4088.33,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",43,15,0,0,1889,24306,0,0,24306,1620.4,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",8,9,0,0,930,2988,0,0,2988,450.7,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,9,0,0,1285,8029,0,0,8029,1056.33,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,9,0,0,230,1641,0,0,1641,182.33,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,15,0,0,225,2559,0,0,2559,170.6,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,15,0,0,225,2801,0,0,2801,186.73,"2016-2017"
"SAN DIEGO",2016-01-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,10,0,0,307,2380,0,0,2380,238,"2015-2016"
"SAN DIEGO",2016-01-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,10,0,0,276,2438,0,0,2438,243.8,"2015-2016"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,5,0,0,393,1957,0,0,1957,391.4,"2016-2017"
"SAN DIEGO",2016-08-01,"90DAY","SSFO",2016,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,5,0,0,134,668,0,0,668,133.6,"2016-2017"
"SAN DIEGO",2016-03-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,4,0,0,377,1183,0,0,1183,295.75,"2015-2016"
"SAN DIEGO",2016-03-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,4,0,0,320,1059,0,0,1059,264.75,"2015-2016"
"SAN DIEGO",2016-03-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",6,8,0,0,514,2163,0,0,2163,270.38,"2015-2016"
"SAN DIEGO",2016-03-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,8,0,0,514,2695,0,0,2695,336.88,"2015-2016"
"SAN DIEGO",2016-04-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,10,0,0,365,3324,0,0,3324,332.4,"2015-2016"
"SAN DIEGO",2016-04-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,10,0,0,284,2675,0,0,2675,267.5,"2015-2016"
"SAN DIEGO",2016-04-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,1,0,0,205,89,0,0,89,89,"2015-2016"
"SAN DIEGO",2016-04-01,"90DAY","SSFO",2016,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,1,0,0,514,312,0,0,312,312,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,9,0,0,310,1787,0,0,1787,201.36,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,9,0,0,250,1408,0,0,1408,156.44,"2015-2016"
