"county","fnsreportdate","fnssubtype","programcode","ProgramGroupYear","sponsorname","sponsortype_a","sponsortype_b","mealgroupcode","mealtypecode","siteqty","daysservedqty","freeeligqty","redceligqty","paideligqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal","avgdailymeals","academicyear"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",6,10,0,0,457,2546,0,0,2546,346.2,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",30,10,0,0,2452,15025,0,0,15025,1936.47,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",16,8,0,0,852,5478,0,0,5478,684.75,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,15,0,0,21687,12127,0,0,12127,1880.13,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",21,15,0,0,22072,25882,0,0,25882,4226.26,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,6,0,0,385,402,0,0,402,278.67,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",4,17,0,0,868,6682,0,0,6682,399.97,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",13,17,0,0,2178,26383,0,0,26383,1759.01,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,16,0,0,265,3395,0,0,3395,212.19,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"RAMONA CITY UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,16,0,0,445,3874,0,0,3874,242.13,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,11,0,0,375,2943,0,0,2943,267.55,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,6,0,0,43,95,0,0,95,15.83,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,11,0,0,765,5094,0,0,5094,463.09,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,11,0,0,450,3180,0,0,3180,289.09,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",4,15,0,0,386,4611,0,0,4611,345.25,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",6,15,0,0,574,6753,0,0,6753,493.94,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,15,0,0,108,635,0,0,635,42.33,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,6,0,0,284,1625,0,0,1625,270.83,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,11,0,0,1397,7533,0,0,7533,1171.86,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",16,16,0,0,1859,21129,0,0,21129,1837.7,"2013-2014"
"SAN DIEGO",2014-06-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,14,0,0,91,1262,0,0,1262,90.14,"2013-2014"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKAM","SSFO_SNACKAM",4,13,0,0,355,4307,0,0,4307,331.31,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,22,0,0,1356,19402,0,0,19402,1047.74,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,19,0,0,453,7634,0,0,7634,451.82,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"JULIAN UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,18,0,0,353,353,0,0,353,19.61,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",14,16,0,0,1121,10435,0,0,10435,715.57,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,18,0,0,637,3444,0,0,3444,191.33,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,22,0,0,865,12997,0,0,12997,648.54,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",11,22,0,0,46416,46416,0,0,46416,2109.82,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,22,0,0,405,7011,0,0,7011,318.68,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,19,0,0,327,3826,0,0,3826,242.67,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,16,0,0,477,5597,0,0,5597,350.85,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,22,0,0,435,7952,0,0,7952,361.45,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",35,22,0,0,1788,26010,0,0,26010,1558.95,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,13,0,0,283,3198,0,0,3198,246,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,22,0,0,10411,10411,0,0,10411,473.23,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,22,0,0,760,14070,0,0,14070,639.55,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,13,0,0,35,247,0,0,247,19,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"RAMONA CITY UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,13,0,0,445,2180,0,0,2180,167.69,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,22,0,0,460,8540,0,0,8540,388.18,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,3,0,0,200,390,0,0,390,130,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,16,0,0,100,280,0,0,280,17.5,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,18,0,0,627,2576,0,0,2576,143.11,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",17,22,0,0,5759,30000,0,0,30000,1775.5,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",19,22,0,0,1643,16019,0,0,16019,1434.24,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,22,0,0,60,1280,0,0,1280,58.18,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,22,0,0,408,2051,0,0,2051,93.23,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",4,22,0,0,390,6016,0,0,6016,273.45,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,22,0,0,300,3861,0,0,3861,175.5,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",20,22,0,0,6164,53654,0,0,53654,3551.81,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",12,22,0,0,4271,25410,0,0,25410,1316.31,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",62,22,0,0,5577,69019,0,0,69019,4734.06,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",12,22,0,0,1921,26507,0,0,26507,1572.6,"2014-2015"
"SAN DIEGO",2014-07-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,22,0,0,215,4090,0,0,4090,185.91,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,6,0,0,232,1390,0,0,1390,231.67,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,11,0,0,500,3580,0,0,3580,325.45,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,14,0,0,200,1459,0,0,1459,104.21,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,6,0,0,60,360,0,0,360,60,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,21,0,0,637,1783,0,0,1783,84.9,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",16,16,0,0,1575,15966,0,0,15966,1262.61,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,1,0,0,180,180,0,0,180,180,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",7,16,0,0,1150,12111,0,0,12111,803.24,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",4,11,0,0,309,2128,0,0,2128,245.42,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,6,0,0,232,1213,0,0,1213,202.17,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,6,0,0,322,1767,0,0,1767,294.5,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,21,0,0,637,2298,0,0,2298,109.43,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",7,6,0,0,1020,3288,0,0,3288,597.77,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",11,1,0,0,1599,1599,0,0,1599,1599,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",59,16,0,0,4535,55114,0,0,55114,3959.51,"2014-2015"
"SAN DIEGO",2013-10-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,4,0,0,42,162,0,0,162,40.5,"2013-2014"
"SAN DIEGO",2013-10-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,4,0,0,191,573,0,0,573,143.25,"2013-2014"
"SAN DIEGO",2013-10-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,4,0,0,105,330,0,0,330,82.5,"2013-2014"
"SAN DIEGO",2014-03-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,6,0,0,56,265,0,0,265,44.17,"2013-2014"
"SAN DIEGO",2014-03-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,6,0,0,230,870,0,0,870,164.37,"2013-2014"
"SAN DIEGO",2014-03-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,5,0,0,84,309,0,0,309,61.8,"2013-2014"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",10,16,0,0,1630,16737,0,0,16737,1369.45,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,11,0,0,1087,8552,0,0,8552,919.3,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,11,0,0,735,5717,0,0,5717,519.73,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,14,0,0,300,2237,0,0,2237,159.79,"2014-2015"
"SAN DIEGO",2014-09-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,7,0,0,206,1039,0,0,1039,148.43,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",6,9,0,0,574,3000,0,0,3000,333.33,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,10,0,0,2415,2602,0,0,2602,796.03,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",35,16,0,0,1604,23518,0,0,23518,1469.88,"2014-2015"
"SAN DIEGO",2014-09-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,7,0,0,72,411,0,0,411,58.71,"2014-2015"
"SAN DIEGO",2014-09-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,7,0,0,62,273,0,0,273,39,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,5,0,0,408,435,0,0,435,87,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,16,0,0,480,2732,0,0,2732,388.99,"2014-2015"
"SAN DIEGO",2014-08-01,"School Nutrition Programs/State Meal Only (FNS10)","SSFO",2014,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,11,0,0,215,1950,0,0,1950,193.18,"2014-2015"
