siteid,ClaimDate,ProgramGroupYear,SiteName,Name,sponsor_id,MealGroupCode,MealTypeCode,DaysServedQty,MlsServedFree
4677,2018-07-01,2018,PROJECT ACCESS,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,582
4677,2018-07-01,2018,PROJECT ACCESS,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,21,496
4681,2018-07-01,2018,REFLECTIONS,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,21,766
4689,2018-07-01,2018,SPRING VALLEY REC CLUB,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,21,350
4689,2018-07-01,2018,SPRING VALLEY REC CLUB,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,21,610
4693,2018-07-01,2018,SYHC-WIC CHULA VISTA,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,86
4697,2018-07-01,2018,VALENCIA PARK/MALCOLM X BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,21,434
4713,2018-07-01,2018,VISTA TERRACE HILLS,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,40
4717,2018-07-01,2018,WIC NATIONAL CITY,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,93
4721,2018-07-01,2018,YMCA EARLY ENRICHMENT CENTER,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,49
4721,2018-07-01,2018,YMCA EARLY ENRICHMENT CENTER,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,21,139
4725,2018-07-01,2018,YMCA LEADERSHIP ACADEMY,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,273
4725,2018-07-01,2018,YMCA LEADERSHIP ACADEMY,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,21,114
4733,2018-07-01,2018,LA JOLLA BAND OF LUISENO INDIANS,LA JOLLA BAND OF LUISENO,236,SFSP_SNACK_AM,SFSP_SNACK_AM_SELFPREP,20,715
4733,2018-07-01,2018,LA JOLLA BAND OF LUISENO INDIANS,LA JOLLA BAND OF LUISENO,236,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,20,753
4769,2018-07-01,2018,CHINA LAKE YOUTH CENTER,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,21,869
4769,2018-07-01,2018,CHINA LAKE YOUTH CENTER,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,1935
4773,2018-07-01,2018,EL CENTRO NAF,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,21,428
4773,2018-07-01,2018,EL CENTRO NAF,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,471
4777,2018-07-01,2018,"NBVC YOUTH CENTER, POINT MUGU","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,21,441
4777,2018-07-01,2018,"NBVC YOUTH CENTER, POINT MUGU","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,526
4781,2018-07-01,2018,"NBVC YOUTH CENTER, PORT HUENEME","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,21,1028
4781,2018-07-01,2018,"NBVC YOUTH CENTER, PORT HUENEME","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,1111
4829,2018-07-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,19,2601
4829,2018-07-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,2928
4829,2018-07-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,20,2745
4833,2018-07-01,2018,SALVATION ARMY KROC CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,6914
4845,2018-07-01,2018,SDSU UPWARD BOUND,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_SUPPER,SFSP_SUPPER_VENDED,8,286
4845,2018-07-01,2018,SDSU UPWARD BOUND,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_LUNCH,SFSP_LUNCH_VENDED,11,392
4845,2018-07-01,2018,SDSU UPWARD BOUND,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,12,428
4849,2018-07-01,2018,SDSU UPWARD BOUND STAR,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_SUPPER,SFSP_SUPPER_VENDED,8,225
4849,2018-07-01,2018,SDSU UPWARD BOUND STAR,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_LUNCH,SFSP_LUNCH_VENDED,11,328
4849,2018-07-01,2018,SDSU UPWARD BOUND STAR,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,12,350
5109,2018-07-01,2018,UPWARD BOUND #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,25,830
5109,2018-07-01,2018,UPWARD BOUND #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_LUNCH,SFSP_LUNCH_VENDED,20,665
5109,2018-07-01,2018,UPWARD BOUND #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_SUPPER,SFSP_SUPPER_VENDED,25,776
5113,2018-07-01,2018,UPWARD BOUND #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,25,123
5113,2018-07-01,2018,UPWARD BOUND #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_LUNCH,SFSP_LUNCH_VENDED,20,99
5113,2018-07-01,2018,UPWARD BOUND #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_SUPPER,SFSP_SUPPER_VENDED,25,123
5117,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,25,127
5117,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_LUNCH,SFSP_LUNCH_VENDED,20,98
5117,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_SUPPER,SFSP_SUPPER_VENDED,25,128
5121,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,25,209
5121,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_LUNCH,SFSP_LUNCH_VENDED,20,169
5121,2018-07-01,2018,UPWARD BOUND MATH SCIENCE #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,SFSP_SUPPER,SFSP_SUPPER_VENDED,25,211
5129,2018-07-01,2018,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,21,803
5129,2018-07-01,2018,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_LUNCH,SFSP_LUNCH_VENDED,21,831
5129,2018-07-01,2018,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_SUPPER,SFSP_SUPPER_VENDED,15,569
5145,2018-07-01,2018,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,21,1637
5145,2018-07-01,2018,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,21,1644
4261,2018-08-01,2018,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,571
4261,2018-08-01,2018,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,593
4265,2018-08-01,2018,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,770
4265,2018-08-01,2018,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,18,961
4269,2018-08-01,2018,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,1530
4269,2018-08-01,2018,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,2425
4273,2018-08-01,2018,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,753
4273,2018-08-01,2018,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,894
4281,2018-08-01,2018,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,993
4281,2018-08-01,2018,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,1261
4301,2018-08-01,2018,RAMONA BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,465
4301,2018-08-01,2018,RAMONA BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,672
4305,2018-08-01,2018,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,1517
4305,2018-08-01,2018,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,1905
4309,2018-08-01,2018,SULPIZIO FAMILY BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,586
4309,2018-08-01,2018,SULPIZIO FAMILY BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,1357
4313,2018-08-01,2018,WILLIAM J OAKES BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,18,952
4313,2018-08-01,2018,WILLIAM J OAKES BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,18,1603
4385,2018-08-01,2018,BORREGO SPRINGS BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,15,238
4389,2018-08-01,2018,BOYS AND GIRLS CLUB SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,2490
4389,2018-08-01,2018,BOYS AND GIRLS CLUB SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,14,4008
4401,2018-08-01,2018,IIPAY NATION OF SANTA YSABEL,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,15,60
4405,2018-08-01,2018,JACUMBA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,15,85
4405,2018-08-01,2018,JACUMBA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,14,72
4409,2018-08-01,2018,JULIAN BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,15,22
4425,2018-08-01,2018,MESA GRANDE INDIAN HOUSING AUTHORITY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,15,76
4433,2018-08-01,2018,MISSION COVE APARTMENTS,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,92
4441,2018-08-01,2018,NORTH COUNTY HEALTH SERVICES SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,106
4445,2018-08-01,2018,OCEAN DISCOVERY HOOVER HIGH,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,125
4445,2018-08-01,2018,OCEAN DISCOVERY HOOVER HIGH,FEEDING AMERICA SAN DIEGO,180,SFSP_SNACK_AM,SFSP_SNACK_AM_VENDED,7,125
4453,2018-08-01,2018,PALOMAR FAMILY YMCA,FEEDING AMERICA SAN DIEGO,180,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,10,317
4453,2018-08-01,2018,PALOMAR FAMILY YMCA,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,898
4457,2018-08-01,2018,RAMONA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,460
4477,2018-08-01,2018,URBAN LIFE MINISTRIES,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,107
4485,2018-08-01,2018,VCC PROJECT REACH LIBBY LAKE,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,240
4493,2018-08-01,2018,VISTA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,SFSP_LUNCH,SFSP_LUNCH_VENDED,15,394
4565,2018-08-01,2018,CAMPO EDUCATIONAL CENTER,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,17,204
4565,2018-08-01,2018,CAMPO EDUCATIONAL CENTER,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,204
4573,2018-08-01,2018,CASA DE ORO LIBRARY,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,17,58
4577,2018-08-01,2018,CENTRAL BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,81
4593,2018-08-01,2018,CITY HEIGHTS BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,128
4601,2018-08-01,2018,COLLEGE-ROLANDO BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,77
4633,2018-08-01,2018,LAKESIDE TEEN CENTER,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,152
4637,2018-08-01,2018,LINDA VISTA BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,202
4641,2018-08-01,2018,LOGAN HEIGHTS BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,139
4649,2018-08-01,2018,MEMORIAL RECREATION CENTER,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,292
4649,2018-08-01,2018,MEMORIAL RECREATION CENTER,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,737
4657,2018-08-01,2018,METRO VILLAS APARTMENTS,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,17,71
4657,2018-08-01,2018,METRO VILLAS APARTMENTS,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,308
4677,2018-08-01,2018,PROJECT ACCESS,HEAVEN'S WINDOWS,204,SFSP_LUNCH,SFSP_LUNCH_VENDED,17,376
4677,2018-08-01,2018,PROJECT ACCESS,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,397
4681,2018-08-01,2018,REFLECTIONS,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,257
4689,2018-08-01,2018,SPRING VALLEY REC CLUB,HEAVEN'S WINDOWS,204,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,150
4689,2018-08-01,2018,SPRING VALLEY REC CLUB,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,231
4697,2018-08-01,2018,VALENCIA PARK/MALCOLM X BRANCH LIBRARY,HEAVEN'S WINDOWS,204,SFSP_SUPPER,SFSP_SUPPER_VENDED,18,320
4769,2018-08-01,2018,CHINA LAKE YOUTH CENTER,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,18,633
4769,2018-08-01,2018,CHINA LAKE YOUTH CENTER,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,1006
4773,2018-08-01,2018,EL CENTRO NAF,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,18,209
4773,2018-08-01,2018,EL CENTRO NAF,"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,230
4777,2018-08-01,2018,"NBVC YOUTH CENTER, POINT MUGU","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,18,286
4777,2018-08-01,2018,"NBVC YOUTH CENTER, POINT MUGU","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,296
4781,2018-08-01,2018,"NBVC YOUTH CENTER, PORT HUENEME","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,18,845
4781,2018-08-01,2018,"NBVC YOUTH CENTER, PORT HUENEME","NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS",268,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,957
4829,2018-08-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,2,300
4829,2018-08-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,300
4829,2018-08-01,2018,PINE SUMMIT CAMP AND CONFERENCE CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_SUPPER,SFSP_SUPPER_SELFPREP,1,150
4833,2018-08-01,2018,SALVATION ARMY KROC CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,18,5222
5125,2018-08-01,2018,UNIVERSITY OF SAN DIEGO STUDENT SUPPORT SERVICES BRIDGE,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_BREAKFAST,SFSP_BREAKFAST_VENDED,6,239
5125,2018-08-01,2018,UNIVERSITY OF SAN DIEGO STUDENT SUPPORT SERVICES BRIDGE,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_LUNCH,SFSP_LUNCH_VENDED,3,112
5125,2018-08-01,2018,UNIVERSITY OF SAN DIEGO STUDENT SUPPORT SERVICES BRIDGE,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,SFSP_SUPPER,SFSP_SUPPER_VENDED,4,159
5145,2018-08-01,2018,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,SFSP_BREAKFAST,SFSP_BREAKFAST_SELFPREP,8,566
5145,2018-08-01,2018,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,8,746
4261,2017-06-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,8,436
4261,2017-06-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,8,620
4261,2017-07-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1043
4261,2017-07-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,19,1144
4261,2017-08-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,9,502
4261,2017-08-01,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,9,656
4265,2017-06-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,11,242
4265,2017-06-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,11,303
4265,2017-07-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,19,477
4265,2017-07-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,19,522
4265,2017-08-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_SELFPREP,17,569
4265,2017-08-01,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_SELFPREP,17,539
4269,2017-06-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,12,1127
4269,2017-06-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,12,1449
4269,2017-07-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1651
4269,2017-07-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,19,1603
4269,2017-08-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1539
4269,2017-08-01,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,19,1689
4273,2017-06-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,8,565
4273,2017-06-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,8,722
4273,2017-07-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1860
4273,2017-07-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,19,2082
4273,2017-08-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,11,672
4273,2017-08-01,2017,CONRAD PREBYS ESCONDIDO,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,11,1093
4281,2017-06-01,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,10,693
4281,2017-06-01,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,10,912
4281,2017-07-01,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1478
4281,2017-07-01,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_SNACK_PM,SFSP_SNACK_PM_VENDED,19,2048
4281,2017-08-01,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,SFSP_LUNCH,SFSP_LUNCH_VENDED,19,1202
