County,Claim Month/ Year,ProgramCode,Year,Name,Meal Group,Days Served,Free Eligible,Reduced Eligible,Paid Eligible,Enroll,Free Meals,Reduced Meals,Paid Meals,Total Meals,Average Daily Meals
SAN DIEGO,Jan 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,942,46,30,1018,48.4762
SAN DIEGO,Jan 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,552,27,17,596,28.381
SAN DIEGO,Jan 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,24,1,3,28,26,1,3,30,1.4286
SAN DIEGO,Jan 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,24,1,3,28,43,2,5,50,2.381
SAN DIEGO,Jan 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,24,1,3,28,235,10,29,274,13.0476
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,19,62,3,2,67,751,36,25,812,42.7368
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,19,62,3,2,67,859,42,27,928,48.8421
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,19,62,3,2,67,515,25,17,557,29.3158
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,19,24,1,3,28,4,0,1,5,0.2632
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,19,24,1,3,28,34,1,5,40,2.1053
SAN DIEGO,Feb 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,19,24,1,3,28,19,1,2,22,1.1579
SAN DIEGO,Mar 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,62,3,2,67,800,39,25,864,41.1429
SAN DIEGO,Mar 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,918,44,30,992,47.2381
SAN DIEGO,Mar 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,528,26,17,571,27.1905
SAN DIEGO,Mar 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,24,1,3,28,35,1,5,41,1.9524
SAN DIEGO,Mar 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,24,1,3,28,180,7,23,210,10
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,22,62,3,2,67,656,32,21,709,32.2273
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,22,62,3,2,67,822,40,26,888,40.3636
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,22,62,3,2,67,465,23,15,503,22.8636
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,22,24,1,3,28,80,3,10,93,4.2273
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,22,24,1,3,28,122,5,15,142,6.4545
SAN DIEGO,Apr 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,22,24,1,3,28,183,8,22,213,9.6818
SAN DIEGO,May 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,62,3,2,67,798,39,25,862,41.0476
SAN DIEGO,May 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,937,45,30,1012,48.1905
SAN DIEGO,May 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,469,23,15,507,24.1429
SAN DIEGO,May 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,24,1,3,28,31,1,4,36,1.7143
SAN DIEGO,May 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,24,1,3,28,195,8,25,228,10.8571
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,62,3,2,67,525,25,17,567,27
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,718,35,23,776,36.9524
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,499,24,16,539,25.6667
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,26,1,2,29,159,6,12,177,8.4286
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,26,1,2,29,236,9,18,263,12.5238
SAN DIEGO,Jun 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,26,1,2,29,282,11,21,314,14.9524
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,23,62,3,2,67,358,17,12,387,16.8261
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,23,62,3,2,67,538,26,17,581,25.2609
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,23,62,3,2,67,424,21,13,458,19.913
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,23,26,1,2,29,249,10,19,278,12.087
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,23,26,1,2,29,366,14,28,408,17.7391
SAN DIEGO,Jul 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,23,26,1,2,29,313,12,24,349,15.1739
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,62,3,2,67,523,25,17,565,26.9048
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,683,33,22,738,35.1429
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,433,21,14,468,22.2857
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_BREAKFAST,21,26,1,2,29,107,4,8,119,5.6667
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,26,1,2,29,181,7,14,202,9.619
SAN DIEGO,Aug 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,26,1,2,29,309,12,24,345,16.4286
SAN DIEGO,Sep 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_BREAKFAST,21,62,3,2,67,796,39,25,860,40.9524
SAN DIEGO,Sep 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_LUNCH,21,62,3,2,67,932,45,30,1007,47.9524
SAN DIEGO,Sep 2014,CACF,2014,A PLACE OF OUR OWN CHILD,CHILD_SNACK_PM,21,62,3,2,67,442,21,15,478,22.7619
SAN DIEGO,Sep 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_LUNCH,21,26,1,2,29,38,1,3,42,2
SAN DIEGO,Sep 2014,CACF,2014,A PLACE OF OUR OWN CHILD,OSCH_CHILD_SNACK_PM,21,26,1,2,29,425,16,33,474,22.5714
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,23,19,2,39,60,171,18,351,540,23.4783
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,23,19,2,39,60,282,30,577,889,38.6522
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,23,19,2,39,60,258,27,529,814,35.3913
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,23,19,2,39,60,2,0,4,6,0.2609
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,23,5,0,11,16,77,0,169,246,10.6957
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,23,5,0,11,16,65,0,143,208,9.0435
SAN DIEGO,Oct 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,23,5,0,11,16,1,0,2,3,0.1304
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,19,19,2,39,60,140,15,287,442,23.2632
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,19,19,2,39,60,231,24,474,729,38.3684
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,19,19,2,39,60,216,23,444,683,35.9474
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,19,19,2,39,60,4,0,9,13,0.6842
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,19,5,0,11,16,55,0,121,176,9.2632
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,19,5,0,11,16,10,0,23,33,1.7368
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,19,5,0,11,16,49,0,109,158,8.3158
SAN DIEGO,Nov 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,19,5,0,11,16,1,0,1,2,0.1053
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,24,19,2,39,60,158,17,323,498,20.75
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,24,19,2,39,60,241,25,494,760,31.6667
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,24,19,2,39,60,217,23,446,686,28.5833
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,24,19,2,39,60,5,1,10,16,0.6667
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,24,5,0,11,16,61,0,133,194,8.0833
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,24,5,0,11,16,10,0,21,31,1.2917
SAN DIEGO,Dec 2013,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,24,5,0,11,16,49,0,109,158,6.5833
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,19,2,39,60,172,18,354,544,20.9231
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,19,2,39,60,267,28,548,843,32.4231
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,19,2,39,60,243,26,497,766,29.4615
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,19,2,39,60,15,2,29,46,1.7692
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,5,0,11,16,68,0,148,216,8.3077
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,5,0,11,16,7,0,16,23,0.8846
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,5,0,11,16,53,0,117,170,6.5385
SAN DIEGO,Jan 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,5,0,11,16,0,0,1,1,0.0385
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,23,19,2,39,60,173,18,355,546,23.7391
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,23,19,2,39,60,257,27,526,810,35.2174
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,23,19,2,39,60,243,26,497,766,33.3043
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,23,19,2,39,60,1,0,3,4,0.1739
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,23,5,0,11,16,53,0,117,170,7.3913
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,23,5,0,11,16,4,0,8,12,0.5217
SAN DIEGO,Feb 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,23,5,0,11,16,48,0,105,153,6.6522
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,19,2,39,60,196,21,402,619,23.8077
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,19,2,39,60,279,29,572,880,33.8462
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,19,2,39,60,262,28,536,826,31.7692
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,19,2,39,60,1,0,3,4,0.1538
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,5,0,11,16,61,0,135,196,7.5385
SAN DIEGO,Mar 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,5,0,11,16,45,0,100,145,5.5769
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,19,2,39,60,200,21,410,631,24.2692
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,19,2,39,60,333,35,685,1053,40.5
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,19,2,39,60,277,29,569,875,33.6538
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,19,2,39,60,287,30,589,906,34.8462
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,19,2,39,60,9,1,17,27,1.0385
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,5,0,11,16,58,0,127,185,7.1154
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,5,0,11,16,29,0,63,92,3.5385
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,5,0,11,16,28,0,62,90,3.4615
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,5,0,11,16,61,0,135,196,7.5385
SAN DIEGO,Apr 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,5,0,11,16,2,0,3,5,0.1923
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,27,26,10,41,77,217,83,342,642,23.7778
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,27,26,10,41,77,336,129,529,994,36.8148
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,27,26,10,41,77,309,119,487,915,33.8889
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,27,26,10,41,77,304,117,480,901,33.3704
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,27,26,10,41,77,30,12,47,89,3.2963
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,27,4,0,12,16,44,0,131,175,6.4815
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,27,4,0,12,16,4,0,12,16,0.5926
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,27,4,0,12,16,48,0,142,190,7.037
SAN DIEGO,May 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,27,4,0,12,16,1,0,4,5,0.1852
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,25,33,12,40,85,267,97,325,689,27.56
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,25,33,12,40,85,403,147,488,1038,41.52
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,25,33,12,40,85,381,139,461,981,39.24
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,25,33,12,40,85,362,132,438,932,37.28
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,25,33,12,40,85,33,12,41,86,3.44
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,25,5,2,10,17,51,20,103,174,6.96
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,25,5,2,10,17,21,8,42,71,2.84
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,25,5,2,10,17,20,8,41,69,2.76
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,25,5,2,10,17,51,20,103,174,6.96
SAN DIEGO,Jun 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,25,5,2,10,17,14,6,27,47,1.88
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,27,33,12,40,85,247,90,300,637,23.5926
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,27,33,12,40,85,384,140,466,990,36.6667
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,27,33,12,40,85,375,137,455,967,35.8148
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,27,33,12,40,85,4,1,5,10,0.3704
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,27,33,12,40,85,352,128,426,906,33.5556
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,27,33,12,40,85,52,19,63,134,4.963
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,27,5,2,10,17,44,18,89,151,5.5926
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,27,5,2,10,17,64,25,127,216,8
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,27,5,2,10,17,64,26,128,218,8.0741
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,27,5,2,10,17,49,20,97,166,6.1481
SAN DIEGO,Jul 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,27,5,2,10,17,18,7,37,62,2.2963
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,27,9,33,69,198,66,242,506,19.4615
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_LUNCH,26,27,9,33,69,313,104,384,801,30.8077
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_AM,26,27,9,33,69,314,105,384,803,30.8846
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_NT,26,27,9,33,69,8,3,10,21,0.8077
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SNACK_PM,26,27,9,33,69,237,79,290,606,23.3077
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_SUPPER,26,27,9,33,69,86,29,106,221,8.5
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_BREAKFAST,26,7,3,7,17,47,20,48,115,4.4231
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_LUNCH,26,7,3,7,17,70,30,70,170,6.5385
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_AM,26,7,3,7,17,70,30,71,171,6.5769
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SNACK_PM,26,7,3,7,17,71,31,71,173,6.6538
SAN DIEGO,Aug 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,OSCH_CHILD_SUPPER,26,7,3,7,17,24,10,25,59,2.2692
SAN DIEGO,Sep 2014,CACF,2014,ALL ABOUT KIDS PRESCHOOL,CHILD_BREAKFAST,26,17,4,28,49,142,33,234,409,15.7308
